d0_date,stock_code,stock_name,market,sector,industry,stock_type,d0_open,d0_high,d0_low,d0_close,d0_volume,d0_prev_close,d0_pct_change,d0_trading_value_proxy_eok,d0_volume_vs_20d,d0_value_vs_20d,d0_upper_shadow_ratio,d0_lower_shadow_ratio,d0_range_pct,d0_volume_rank,d0_value_rank,signal_date,trading_day_age,source_layer,watch_days,duplicate_active_event_dropped,signal_prev_close,entry_1500_available,entry_1500_price,entry_1500_dt,signal_volume_to_1500,rsi14_signal_1500,signal_minute_rows_to_1500,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,pool_f_base,pool_f_refined_d0,pool_signal_balanced,daily3_active_score
2026-05-14,006340,대원전선,KOSPI,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",COMMON,15120,17120,14770,15590,12486498,14630.0,6.5618591934381465,1946.6450382,0.3332351335020248,0.4562938674050111,0.6510638297872341,0.14893617021276595,15.910629654705488,25.0,41.0,2026-05-21,4,ACTIVE_WATCHLIST,10,False,14080.0,True,15330.0,2026-05-21 15:00:00,19847824.0,65.51724137931035,361,8.877840909090917,-1.6677357280307836,-10.455607476635508,158.954288063795,False,False,True,35.25
2026-05-06,006800,미래에셋증권,KOSPI,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수",COMMON,75500,87800,73200,83800,20671110,70300.0,19.20341394025604,17322.39018,6.932488681609553,8.449276138712532,0.273972602739726,0.15753424657534246,19.94535519125684,19.0,6.0,2026-05-21,10,ACTIVE_WATCHLIST,10,False,66400.0,True,66450.0,2026-05-21 15:00:00,2472076.0,39.53488372093023,361,0.07530120481926694,-20.704057279236277,-24.316628701594535,11.959086860841047,False,False,False,46.75
2026-05-06,006910,보성파워텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전용자재,COMMON,14590,16390,13760,15830,39397165,14350.0,10.313588850174217,6236.5712195,5.049072053469266,6.496881675019739,0.21292775665399238,0.3155893536121673,19.113372093023262,7.0,14.0,2026-05-21,10,ACTIVE_WATCHLIST,10,False,10600.0,True,10810.0,2026-05-21 15:00:00,1729728.0,36.36363636363636,361,1.9811320754717032,-31.71193935565382,-34.04514948139109,4.390488503424041,False,False,False,42.75
2026-05-12,007610,선도전기,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,중전기기 제조,도매/전기공사",COMMON,13710,16590,11590,14600,31256656,12870.0,13.442113442113435,4563.471776,9.74683535027773,12.8268026328717,0.398,0.424,43.140638481449535,9.0,23.0,2026-05-21,6,ACTIVE_WATCHLIST,10,False,9700.0,True,11500.0,2026-05-21 15:00:00,2760005.0,50.0,360,18.556701030927837,-21.232876712328764,-30.68113321277878,8.830135251832441,False,False,False,38.75
2026-05-14,008350,남선알미늄,KOSPI,1차 비철금속 제조업,알미늄샷시 제조/환경사업,COMMON,1931,2255,1931,2035,51588385,1926.0,5.659397715472481,1049.82363475,2.4492242971482443,1.924827278338759,0.6790123456790124,0.0,16.778871051268762,2.0,88.0,2026-05-21,4,ACTIVE_WATCHLIST,10,False,1740.0,True,1638.0,2026-05-21 15:00:00,4037211.0,55.17241379310345,361,-5.862068965517242,-19.50859950859951,-27.361419068736136,7.8258138920224,False,False,False,37.25
2026-05-11,010140,삼성중공업,KOSPI,선박 및 보트 건조업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",COMMON,32700,35350,32500,33950,15532322,31950.0,6.259780907668233,5273.223319,2.2281969683277305,2.3650909157312965,0.49122807017543857,0.07017543859649122,8.769230769230774,18.0,15.0,2026-05-21,7,ACTIVE_WATCHLIST,10,False,28550.0,True,28550.0,2026-05-21 15:00:00,3419459.0,53.33333333333334,361,0.0,-15.905743740795286,-19.236209335219236,22.015117894156454,False,False,False,47.5
2026-05-18,010170,대한광통신,KOSDAQ,절연선 및 케이블 제조업,광섬유,COMMON,21600,24650,19460,23100,24376596,23000.0,0.43478260869564966,5630.993676,0.5443218467268645,0.6310965151439991,0.29865125240847784,0.4123314065510597,26.67009249743062,10.0,13.0,2026-05-21,2,ACTIVE_WATCHLIST,10,False,21550.0,True,23050.0,2026-05-21 15:00:00,10676071.0,37.5,361,6.960556844547572,-0.21645021645021467,-6.490872210953347,43.79639798764356,False,False,True,84.75
2026-05-12,012030,DB,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",COMMON,2225,2445,2120,2255,14738892,2175.0,3.67816091954023,332.3620146,5.475164371757061,6.083929663126334,0.5846153846153846,0.3230769230769231,15.330188679245293,26.0,270.0,2026-05-21,6,ACTIVE_WATCHLIST,10,False,1987.0,True,2015.0,2026-05-21 15:00:00,967314.0,56.666666666666664,347,1.4091595369904342,-10.643015521064303,-17.586912065439677,6.5630035147825225,False,False,False,38.75
2026-05-13,012200,계양전기,KOSPI,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",COMMON,11910,13900,11550,12380,39532020,10990.0,12.64786169244767,4894.064076,11.842992058590607,16.963925097303985,0.6468085106382979,0.15319148936170213,20.346320346320358,6.0,15.0,2026-05-21,5,ACTIVE_WATCHLIST,10,False,8320.0,True,9200.0,2026-05-21 15:00:00,4705732.0,64.75409836065573,360,10.576923076923084,-25.686591276252024,-33.81294964028777,11.903596122839156,False,False,False,43.0
2026-05-12,012860,모베이스전자,KOSDAQ,자동차 신품 부품 제조업,"스마트키,스위치",COMMON,4915,6030,4810,6030,30357304,4640.0,29.95689655172413,1830.5454312,6.120485645198615,8.872566140046729,0.0,0.0860655737704918,25.363825363825356,11.0,72.0,2026-05-21,6,ACTIVE_WATCHLIST,10,False,4320.0,True,4455.0,2026-05-21 15:00:00,2676531.0,57.57575757575758,361,3.125,-26.119402985074625,-26.119402985074625,8.816761198557026,False,False,False,46.75
