d0_date,version_key,version_label_ko,candidate_count,green_count,yellow_count,orange_count,red_count,avg_traffic_score,avg_max_up,avg_max_down,avg_d1_close,avg_lunch_1200,best_rank1_light,green_rate,red_rate
2025-04-29,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,0,0,0,3,-13.333333333333334,4.801870493425915,-26.670134014199675,-13.506623231479352,-10.602593862256208,🔴,0.0,1.0
2025-04-29,V2,현행 V2,3,0,0,0,3,-13.333333333333334,4.801870493425915,-26.670134014199675,-13.506623231479352,-10.602593862256208,🔴,0.0,1.0
2025-04-30,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,0,0,0,3,-11.0,5.740832889830576,-16.970589847249354,-7.316513377795459,-5.225476071357183,🔴,0.0,1.0
2025-04-30,V2,현행 V2,3,0,0,0,3,-11.0,5.740832889830576,-16.970589847249354,-7.316513377795459,-5.225476071357183,🔴,0.0,1.0
2025-05-02,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,2,0,0,1,1.3333333333333333,14.70468257177248,-4.862331443212956,8.63079833305332,2.209673853358296,🔴,0.6666666666666666,0.3333333333333333
2025-05-02,V2,현행 V2,3,2,0,0,1,1.3333333333333333,14.70468257177248,-4.862331443212956,8.63079833305332,2.209673853358296,🔴,0.6666666666666666,0.3333333333333333
2025-05-07,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,1,0,0,2,-3.3333333333333335,3.9251984226093,-11.147786687006452,-3.215708257250745,-3.0263521294008036,🔴,0.3333333333333333,0.6666666666666666
2025-05-07,V2,현행 V2,3,0,0,0,3,-7.333333333333333,3.112666724281965,-19.2694379627229,-5.192579149021984,-4.845446950710112,🔴,0.0,1.0
2025-05-08,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,1,0,0,2,-3.3333333333333335,7.0663527411952325,-12.653553277118315,-1.2733473932222166,-0.6605674710690032,🔴,0.3333333333333333,0.6666666666666666
2025-05-08,V2,현행 V2,3,1,0,0,2,-3.3333333333333335,7.0663527411952325,-12.653553277118315,-1.2733473932222166,-0.6605674710690032,🟢,0.3333333333333333,0.6666666666666666
2025-05-09,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,0,0,0,3,-3.6666666666666665,2.3259272351881557,-8.138858428798427,1.8418859863711463,0.7507632353647967,🔴,0.0,1.0
2025-05-09,V2,현행 V2,3,1,0,0,2,1.6666666666666667,14.898532384604103,-10.528864457676065,2.8612510888689804,3.7292336766911647,🔴,0.3333333333333333,0.6666666666666666
2025-05-12,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,3,0,0,0,6.666666666666667,7.014770536530278,0.07611739379922802,3.9419688337606487,4.086059354942247,🟢,1.0,0.0
2025-05-12,V2,현행 V2,3,1,0,0,2,-3.6666666666666665,7.922092487805039,-11.689830519463525,-1.96998086398954,-1.730010300422065,🟢,0.3333333333333333,0.6666666666666666
2025-05-13,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,0,0,0,3,-6.333333333333333,0.4519742725295613,-9.265801639753265,-0.7929071455765971,-1.2633992210207854,🔴,0.0,1.0
2025-05-13,V2,현행 V2,3,1,0,0,2,-6.333333333333333,6.946565079103184,-14.925252837722619,-4.109152846320511,-2.6771457080885797,🟢,0.3333333333333333,0.6666666666666666
2025-05-14,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,0,0,0,3,-7.0,1.2632823690546562,-9.608916537001212,-0.9877122990678333,0.09191891164570161,🔴,0.0,1.0
2025-05-14,V2,현행 V2,3,1,0,0,2,-5.333333333333333,10.556931510153207,-13.56568109426351,-2.248871061045972,-2.1767634305370134,🔴,0.3333333333333333,0.6666666666666666
2025-05-15,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,1,0,0,2,-7.0,1.875191467809545,-7.704599184006374,-1.830550608914668,-2.3189636869197137,🔴,0.3333333333333333,0.6666666666666666
2025-05-15,V2,현행 V2,3,1,0,0,2,-6.0,11.870682435279868,-6.598599175295124,-0.22678317089954358,-2.0974069273075475,🔴,0.3333333333333333,0.6666666666666666
2025-05-16,HYBRID_D0_RISK_FILTER,하이브리드 위험필터,3,0,0,0,3,-3.6666666666666665,1.8209602194106427,-8.528268787242451,0.16096652085390387,0.818276446965697,🔴,0.0,1.0
2025-05-16,V2,현행 V2,3,2,0,0,1,-1.0,13.677909235758513,-5.86023397365626,-2.0303709615368497,-1.150831441905235,🟢,0.6666666666666666,0.3333333333333333
