d0_date,v2_r1_cell,v2_r1_light,v2_r1_score,v2_r1_case_key,v2_r1_reason,v2_r2_cell,v2_r2_light,v2_r2_score,v2_r2_case_key,v2_r2_reason,v2_r3_cell,v2_r3_light,v2_r3_score,v2_r3_case_key,v2_r3_reason,hybrid_r1_cell,hybrid_r1_light,hybrid_r1_score,hybrid_r1_case_key,hybrid_r1_reason,hybrid_r2_cell,hybrid_r2_light,hybrid_r2_score,hybrid_r2_case_key,hybrid_r2_reason,hybrid_r3_cell,hybrid_r3_light,hybrid_r3_score,hybrid_r3_case_key,hybrid_r3_reason,v2_green,v2_red,hybrid_green,hybrid_red,v2_avg_down,hybrid_avg_down,date_verdict,current_v2_count,hybrid_count,overlap_count,current_only_count,hybrid_only_count,overlap_codes,current_only_codes,hybrid_only_codes
2025-07-22,🔴 NHN KCP (060250),RED,-2.0,V2|2025-07-22|R1|060250,-3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 중앙첨단소재 (051980),RED,-8.0,V2|2025-07-22|R2|051980,+1 먼저 / -3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하,🔴 비에이치 (090460),RED,-14.0,V2|2025-07-22|R3|090460,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 SK하이닉스 (000660),GREEN,5,HYBRID_D0_RISK_FILTER|2025-07-22|R1|000660,+3 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,-8,HYBRID_D0_RISK_FILTER|2025-07-22|R2|402340,-3 먼저 / -5 도달,🟢 카카오페이 (377300),GREEN,3,HYBRID_D0_RISK_FILTER|2025-07-22|R3|377300,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호,0.0,3.0,2.0,1.0,-8.719412064772518,-4.802852504124885,HYBRID 방어 우세,3,3,0,3,3,,051980|060250|090460,000660|377300|402340
2025-07-23,🔴 NHN KCP (060250),RED,-14.0,V2|2025-07-23|R1|060250,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 KBI동양철관 (008970),RED,-9.0,V2|2025-07-23|R2|008970,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하,🔴 중앙첨단소재 (051980),RED,-2.0,V2|2025-07-23|R3|051980,-3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-23|R1|402340,+2 먼저 / -3 먼저 / -5 도달,🟢 한국전력 (015760),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-23|R2|015760,+3 먼저 / +5 도달 / D1 종가 양호,🟢 카카오페이 (377300),GREEN,3,HYBRID_D0_RISK_FILTER|2025-07-23|R3|377300,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호,0.0,3.0,2.0,1.0,-6.686269985717357,-3.40708711126558,HYBRID 방어 우세,3,3,0,3,3,,008970|051980|060250,015760|377300|402340
2025-07-24,🔴 NHN KCP (060250),RED,4.0,V2|2025-07-24|R1|060250,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 중앙첨단소재 (051980),RED,-14.0,V2|2025-07-24|R2|051980,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 KBI동양철관 (008970),RED,0.0,V2|2025-07-24|R3|008970,+3 먼저 / +5 도달 / -5 도달 / -10 도달,🔴 SK스퀘어 (402340),RED,0,HYBRID_D0_RISK_FILTER|2025-07-24|R1|402340,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🟢 삼양식품 (003230),GREEN,7,HYBRID_D0_RISK_FILTER|2025-07-24|R2|003230,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 미래에셋증권 (006800),RED,3,HYBRID_D0_RISK_FILTER|2025-07-24|R3|006800,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,0.0,3.0,1.0,2.0,-14.372381237091048,-3.2844946061395692,HYBRID 방어 우세,3,3,0,3,3,,008970|051980|060250,003230|006800|402340
2025-07-25,🔴 중앙첨단소재 (051980),RED,-4.0,V2|2025-07-25|R1|051980,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 KBI동양철관 (008970),RED,2.0,V2|2025-07-25|R2|008970,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 양호,🔴 옵투스제약 (131030),RED,-7.0,V2|2025-07-25|R3|131030,-3 먼저 / +5 도달 / -5 도달,🔴 SK하이닉스 (000660),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-25|R1|000660,-3 먼저,🔴 SK스퀘어 (402340),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-25|R2|402340,+2 먼저 / -3 먼저 / -5 도달,🔴 이마트 (139480),RED,-4,HYBRID_D0_RISK_FILTER|2025-07-25|R3|139480,-3 먼저 / 점심 양호,0.0,3.0,0.0,3.0,-12.18142415534025,-5.217444430972192,둘 다 위험,3,3,0,3,3,,008970|051980|131030,000660|139480|402340
2025-07-28,🔴 중앙첨단소재 (051980),RED,-7.0,V2|2025-07-28|R1|051980,-3 먼저 / +5 도달 / -5 도달,🟢 LG디스플레이 (034220),GREEN,5.0,V2|2025-07-28|R2|034220,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호,🔴 미투온 (201490),RED,-1.0,V2|2025-07-28|R3|201490,+3 먼저 / -2 먼저 / +5 도달 / -5 도달 / -10 도달,🟢 SK하이닉스 (000660),GREEN,3,HYBRID_D0_RISK_FILTER|2025-07-28|R1|000660,+3 먼저 / -2 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오페이 (377300),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-28|R2|377300,+2 먼저 / -3 먼저 / -5 도달,🔴 미래에셋증권 (006800),RED,0,HYBRID_D0_RISK_FILTER|2025-07-28|R3|006800,+3 먼저 / -2 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,1.0,2.0,-7.185932644933117,-6.074480695240581,둘 다 위험,3,3,0,3,3,,034220|051980|201490,000660|006800|377300
2025-07-29,🟢 LG디스플레이 (034220),GREEN,7.0,V2|2025-07-29|R1|034220,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 미투온 (201490),RED,-9.0,V2|2025-07-29|R2|201490,+2 먼저 / -3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 제이엔비 (452160),RED,1.0,V2|2025-07-29|R3|452160,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / 점심 양호,🟢 SK하이닉스 (000660),GREEN,6,HYBRID_D0_RISK_FILTER|2025-07-29|R1|000660,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오페이 (377300),RED,-3,HYBRID_D0_RISK_FILTER|2025-07-29|R2|377300,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,0,HYBRID_D0_RISK_FILTER|2025-07-29|R3|402340,+3 먼저 / -1 먼저 / -5 도달,1.0,2.0,1.0,2.0,-11.027639350163568,-5.4901250524096215,둘 다 위험,3,3,0,3,3,,034220|201490|452160,000660|377300|402340
2025-07-30,🔴 하나마이크론 (067310),RED,-7.0,V2|2025-07-30|R1|067310,-3 먼저 / -5 도달 / D1 종가 양호,🔴 비트플래닛 (049470),RED,-2.0,V2|2025-07-30|R2|049470,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 제이엔비 (452160),RED,-14.0,V2|2025-07-30|R3|452160,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 SK스퀘어 (402340),RED,3,HYBRID_D0_RISK_FILTER|2025-07-30|R1|402340,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 카카오페이 (377300),RED,-7,HYBRID_D0_RISK_FILTER|2025-07-30|R2|377300,-3 먼저 / -5 도달 / D1 종가 양호,🔴 크래프톤 (259960),RED,-2,HYBRID_D0_RISK_FILTER|2025-07-30|R3|259960,+1 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,0.0,3.0,0.0,3.0,-13.999768689192097,-5.900133848878256,둘 다 위험,3,3,0,3,3,,049470|067310|452160,259960|377300|402340
2025-07-31,🔴 하나마이크론 (067310),RED,-12.0,V2|2025-07-31|R1|067310,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 비트플래닛 (049470),RED,-6.0,V2|2025-07-31|R2|049470,-3 먼저 / +5 도달 / -5 도달 / D1 종가 양호,🔴 제이엔비 (452160),RED,-12.0,V2|2025-07-31|R3|452160,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 SK스퀘어 (402340),RED,-14,HYBRID_D0_RISK_FILTER|2025-07-31|R1|402340,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 크래프톤 (259960),RED,-12,HYBRID_D0_RISK_FILTER|2025-07-31|R2|259960,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 포스코인터내셔널 (047050),RED,-5,HYBRID_D0_RISK_FILTER|2025-07-31|R3|047050,-3 먼저,0.0,3.0,0.0,3.0,-11.086686930456395,-6.542862583589944,둘 다 위험,3,3,0,3,3,,049470|067310|452160,047050|259960|402340
2025-08-01,🔴 풀무원 (017810),RED,-12.0,V2|2025-08-01|R1|017810,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 하나마이크론 (067310),GREEN,3.0,V2|2025-08-01|R2|067310,+3 먼저 / -1 먼저,🟢 우양 (103840),GREEN,7.0,V2|2025-08-01|R3|103840,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 SK하이닉스 (000660),RED,-2,HYBRID_D0_RISK_FILTER|2025-08-01|R1|000660,+2 먼저 / -3 먼저,🟢 한화솔루션 (009830),GREEN,3,HYBRID_D0_RISK_FILTER|2025-08-01|R2|009830,+2 먼저 / -1 먼저 / D1 종가 양호,🟡 삼성물산 (028260),YELLOW,0,HYBRID_D0_RISK_FILTER|2025-08-01|R3|028260,,2.0,1.0,1.0,1.0,-4.855730142356999,-2.6541184041184054,V2 공격 우세,3,3,0,3,3,,017810|067310|103840,000660|009830|028260
2025-08-04,🟢 풀무원 (017810),GREEN,7.0,V2|2025-08-04|R1|017810,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 우양 (103840),RED,2.0,V2|2025-08-04|R2|103840,+3 먼저 / +5 도달 / -5 도달,🔴 NEW (160550),RED,0.0,V2|2025-08-04|R3|160550,+3 먼저 / -5 도달 / 점심 양호 / D1 종가 -3 이하,🔴 SK하이닉스 (000660),RED,0,HYBRID_D0_RISK_FILTER|2025-08-04|R1|000660,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🟢 SK스퀘어 (402340),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-04|R2|402340,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 카카오페이 (377300),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-04|R3|377300,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,2.0,1.0,-5.050585816535555,-3.2152675051115374,HYBRID 방어 우세,3,3,0,3,3,,017810|103840|160550,000660|377300|402340
2025-08-05,🟢 풀무원 (017810),GREEN,7.0,V2|2025-08-05|R1|017810,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 우양 (103840),RED,3.0,V2|2025-08-05|R2|103840,+3 먼저 / +5 도달 / -5 도달 / 점심 양호,🟢 블루엠텍 (439580),GREEN,7.0,V2|2025-08-05|R3|439580,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 카카오페이 (377300),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-05|R1|377300,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화솔루션 (009830),RED,-3,HYBRID_D0_RISK_FILTER|2025-08-05|R2|009830,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,-5,HYBRID_D0_RISK_FILTER|2025-08-05|R3|402340,-3 먼저,2.0,1.0,1.0,2.0,-3.085754452657648,-4.005655711749568,V2 공격 우세,3,3,0,3,3,,017810|103840|439580,009830|377300|402340
2025-08-06,🔴 한국전력 (015760),RED,-3.0,V2|2025-08-06|R1|015760,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 PS일렉트로닉스 (332570),GREEN,4.0,V2|2025-08-06|R2|332570,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 노랑풍선 (104620),RED,-10.0,V2|2025-08-06|R3|104620,-3 먼저 / -5 도달 / -10 도달,🔴 SK하이닉스 (000660),RED,-3,HYBRID_D0_RISK_FILTER|2025-08-06|R1|000660,-3 먼저 / +5 도달 / D1 종가 양호,🟡 삼성물산 (028260),YELLOW,0,HYBRID_D0_RISK_FILTER|2025-08-06|R2|028260,,🟢 SK스퀘어 (402340),GREEN,3,HYBRID_D0_RISK_FILTER|2025-08-06|R3|402340,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호,1.0,2.0,1.0,1.0,-8.090888342890429,-3.14210522325149,HYBRID 방어 우세,3,3,0,3,3,,015760|104620|332570,000660|028260|402340
2025-08-07,🟢 카카오 (035720),GREEN,5.0,V2|2025-08-07|R1|035720,+3 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,🔴 한국전력 (015760),RED,-14.0,V2|2025-08-07|R2|015760,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 PS일렉트로닉스 (332570),GREEN,6.0,V2|2025-08-07|R3|332570,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화솔루션 (009830),RED,-3,HYBRID_D0_RISK_FILTER|2025-08-07|R1|009830,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 유한양행 (000100),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-07|R2|000100,+3 먼저 / 점심 양호,🟢 SK스퀘어 (402340),GREEN,4,HYBRID_D0_RISK_FILTER|2025-08-07|R3|402340,+3 먼저,2.0,1.0,2.0,1.0,-5.315017449793543,-2.6679504907001106,둘 다 양호,3,3,0,3,3,,015760|035720|332570,000100|009830|402340
2025-08-08,🟢 카카오 (035720),GREEN,6.0,V2|2025-08-08|R1|035720,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 한국전력 (015760),RED,-8.0,V2|2025-08-08|R2|015760,-3 먼저 / -5 도달,🟢 PS일렉트로닉스 (332570),GREEN,7.0,V2|2025-08-08|R3|332570,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 SK스퀘어 (402340),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-08|R1|402340,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화솔루션 (009830),RED,-12,HYBRID_D0_RISK_FILTER|2025-08-08|R2|009830,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 넷마블 (251270),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-08|R3|251270,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,2.0,1.0,-4.081130362975035,-2.7325827199512047,둘 다 양호,3,3,0,3,3,,015760|035720|332570,009830|251270|402340
2025-08-11,🔴 카카오 (035720),RED,-5.0,V2|2025-08-11|R1|035720,-3 먼저,🔴 우양 (103840),RED,-13.0,V2|2025-08-11|R2|103840,+1 먼저 / -3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 오리엔탈정공 (014940),RED,-2.0,V2|2025-08-11|R3|014940,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 -3 이하,🟢 한화솔루션 (009830),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-11|R1|009830,+3 먼저 / -1 먼저 / +5 도달 / 점심 양호,🟢 SK스퀘어 (402340),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-11|R2|402340,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 한국콜마 (161890),RED,-5,HYBRID_D0_RISK_FILTER|2025-08-11|R3|161890,+2 먼저 / -3 먼저 / -5 도달,0.0,3.0,2.0,1.0,-11.000453341311976,-3.5646361431558007,HYBRID 방어 우세,3,3,0,3,3,,014940|035720|103840,009830|161890|402340
2025-08-12,🔴 우양 (103840),RED,-8.0,V2|2025-08-12|R1|103840,+1 먼저 / -3 먼저 / +5 도달 / -5 도달 / 점심 -3 이하,🔴 제이엔비 (452160),RED,-14.0,V2|2025-08-12|R2|452160,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 진바이오텍 (086060),RED,-13.0,V2|2025-08-12|R3|086060,+1 먼저 / -3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 LIG넥스원 (079550),RED,-7,HYBRID_D0_RISK_FILTER|2025-08-12|R1|079550,-3 먼저 / -5 도달 / D1 종가 양호,🔴 SK스퀘어 (402340),RED,-3,HYBRID_D0_RISK_FILTER|2025-08-12|R2|402340,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 카카오 (035720),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-12|R3|035720,+3 먼저 / +5 도달 / D1 종가 양호,0.0,3.0,1.0,2.0,-13.199519499802435,-6.0612688398177355,HYBRID 방어 우세,3,3,0,3,3,,086060|103840|452160,035720|079550|402340
2025-08-13,🔴 LG디스플레이 (034220),RED,-14.0,V2|2025-08-13|R1|034220,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 우양 (103840),RED,-9.0,V2|2025-08-13|R2|103840,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하,🟢 블루엠텍 (439580),GREEN,6.0,V2|2025-08-13|R3|439580,+3 먼저 / +5 도달 / D1 종가 양호,🟢 코스맥스 (192820),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-13|R1|192820,+3 먼저 / +5 도달,🟢 한국콜마 (161890),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-13|R2|161890,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 카카오 (035720),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-13|R3|035720,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,3.0,0.0,-7.999751833807533,-1.5874998311878663,HYBRID 방어 우세,3,3,0,3,3,,034220|103840|439580,035720|161890|192820
2025-08-14,🔴 LG디스플레이 (034220),RED,-3.0,V2|2025-08-14|R1|034220,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 블루엠텍 (439580),GREEN,6.0,V2|2025-08-14|R2|439580,+3 먼저 / +5 도달 / 점심 양호,🔴 제이엔비 (452160),RED,-10.0,V2|2025-08-14|R3|452160,-3 먼저 / -5 도달 / -10 도달,🟢 한화솔루션 (009830),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-14|R1|009830,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 HMM (011200),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-14|R2|011200,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 CJ (001040),RED,-12,HYBRID_D0_RISK_FILTER|2025-08-14|R3|001040,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,1.0,2.0,2.0,1.0,-6.269191227219842,-3.747047665296558,HYBRID 방어 우세,3,3,0,3,3,,034220|439580|452160,001040|009830|011200
2025-08-18,🔴 LG디스플레이 (034220),RED,-12.0,V2|2025-08-18|R1|034220,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 블루엠텍 (439580),RED,1.0,V2|2025-08-18|R2|439580,+3 먼저 / -2 먼저 / +5 도달 / -5 도달 / D1 종가 양호,🟢 웅진 (016880),GREEN,7.0,V2|2025-08-18|R3|016880,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화솔루션 (009830),RED,3,HYBRID_D0_RISK_FILTER|2025-08-18|R1|009830,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,1,HYBRID_D0_RISK_FILTER|2025-08-18|R2|402340,+2 먼저 / -3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 코스맥스 (192820),GREEN,6,HYBRID_D0_RISK_FILTER|2025-08-18|R3|192820,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,1.0,2.0,-4.2421500093576485,-4.329999498426851,둘 다 위험,3,3,0,3,3,,016880|034220|439580,009830|192820|402340
2025-08-19,🔴 팬엔터테인먼트 (068050),RED,-14.0,V2|2025-08-19|R1|068050,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 웅진 (016880),RED,-14.0,V2|2025-08-19|R2|016880,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 비트플래닛 (049470),RED,-2.0,V2|2025-08-19|R3|049470,-3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화솔루션 (009830),RED,-8,HYBRID_D0_RISK_FILTER|2025-08-19|R1|009830,-3 먼저 / -5 도달,🔴 한국금융지주 (071050),RED,-11,HYBRID_D0_RISK_FILTER|2025-08-19|R2|071050,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🟢 SK (034730),GREEN,2,HYBRID_D0_RISK_FILTER|2025-08-19|R3|034730,+3 먼저 / -2 먼저 / D1 종가 양호,0.0,3.0,1.0,2.0,-8.683670045418944,-5.611627417644779,HYBRID 방어 우세,3,3,0,3,3,,016880|049470|068050,009830|034730|071050
2025-08-20,🔴 팬엔터테인먼트 (068050),RED,3.0,V2|2025-08-20|R1|068050,+3 먼저 / -1 먼저 / +5 도달 / -5 도달 / D1 종가 양호,🔴 웅진 (016880),RED,-10.0,V2|2025-08-20|R2|016880,-3 먼저 / -5 도달 / 점심 -3 이하,🟢 아진산업 (013310),GREEN,7.0,V2|2025-08-20|R3|013310,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 SK스퀘어 (402340),RED,-4,HYBRID_D0_RISK_FILTER|2025-08-20|R1|402340,-3 먼저 / +5 도달,🔴 한화솔루션 (009830),RED,-7,HYBRID_D0_RISK_FILTER|2025-08-20|R2|009830,-3 먼저 / -5 도달 / 점심 양호,🟢 코스맥스 (192820),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-20|R3|192820,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,1.0,2.0,-4.405564621125979,-2.547159389105295,둘 다 위험,3,3,0,3,3,,013310|016880|068050,009830|192820|402340
2025-08-21,🔴 대우건설 (047040),RED,4.0,V2|2025-08-21|R1|047040,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 팬엔터테인먼트 (068050),RED,-6.0,V2|2025-08-21|R2|068050,+3 먼저 / -1 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🟢 두산에너빌리티 (034020),GREEN,7.0,V2|2025-08-21|R3|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 SK스퀘어 (402340),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-21|R1|402340,+3 먼저 / +5 도달,🟢 현대건설 (000720),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-21|R2|000720,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟡 코스맥스 (192820),YELLOW,1,HYBRID_D0_RISK_FILTER|2025-08-21|R3|192820,+3 먼저 / -2 먼저,1.0,2.0,2.0,0.0,-6.864280140353959,-1.3537310691251452,HYBRID 방어 우세,3,3,0,3,3,,034020|047040|068050,000720|192820|402340
2025-08-22,🔴 대우건설 (047040),RED,-9.0,V2|2025-08-22|R1|047040,+1 먼저 / -3 먼저 / -5 도달 / -10 도달,🟢 두산에너빌리티 (034020),GREEN,7.0,V2|2025-08-22|R2|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 아진산업 (013310),GREEN,6.0,V2|2025-08-22|R3|013310,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 SK스퀘어 (402340),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-22|R1|402340,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한국금융지주 (071050),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-22|R2|071050,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 OCI홀딩스 (010060),GREEN,7,HYBRID_D0_RISK_FILTER|2025-08-22|R3|010060,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,3.0,0.0,-6.381059838446439,0.499227144984334,HYBRID 방어 우세,3,3,0,3,3,,013310|034020|047040,010060|071050|402340
2025-08-25,🔴 대우건설 (047040),RED,-14.0,V2|2025-08-25|R1|047040,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 두산에너빌리티 (034020),RED,-12.0,V2|2025-08-25|R2|034020,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 다날 (064260),RED,-11.0,V2|2025-08-25|R3|064260,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 한국콜마 (161890),RED,-5,HYBRID_D0_RISK_FILTER|2025-08-25|R1|161890,-3 먼저,🟢 한국타이어앤테크놀로지 (161390),GREEN,5,HYBRID_D0_RISK_FILTER|2025-08-25|R2|161390,+2 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오 (035720),RED,-6,HYBRID_D0_RISK_FILTER|2025-08-25|R3|035720,-3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,0.0,3.0,1.0,2.0,-11.717163392386402,-4.198018768871584,HYBRID 방어 우세,3,3,0,3,3,,034020|047040|064260,035720|161390|161890
2025-08-26,🔴 다날 (064260),RED,-3.0,V2|2025-08-26|R1|064260,+1 먼저 / -3 먼저 / +5 도달,🔴 iMBC (052220),RED,-5.0,V2|2025-08-26|R2|052220,+2 먼저 / -3 먼저 / -5 도달,🟢 일승 (333430),GREEN,7.0,V2|2025-08-26|R3|333430,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 현대건설 (000720),RED,0,HYBRID_D0_RISK_FILTER|2025-08-26|R1|000720,+2 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,🔴 카카오페이 (377300),RED,-8,HYBRID_D0_RISK_FILTER|2025-08-26|R2|377300,-3 먼저 / -5 도달,🔴 한화솔루션 (009830),RED,-2,HYBRID_D0_RISK_FILTER|2025-08-26|R3|009830,+1 먼저 / -3 먼저 / D1 종가 양호 / 점심 양호,1.0,2.0,0.0,3.0,-3.91422175193595,-5.537549834009884,V2 공격 우세,3,3,0,3,3,,052220|064260|333430,000720|009830|377300
