version_key,version_label_ko,sample_n,days_with_pick,green,yellow,orange,red,avg_score,plus3_first_rate,minus3_first_rate,plus3_touch_rate,minus3_touch_rate,plus5_touch_rate,minus5_touch_rate,avg_max_up,avg_max_down,avg_d1_close,median_d1_close,avg_lunch_1200,median_lunch_1200,green_rate,yellow_rate,orange_rate,red_rate
V2,기존 V2 기록후보,753,251,242,0,0,511,-2.235059760956175,0.5444887118193891,0.4555112881806109,0.8167330677290837,0.7529880478087649,0.7264276228419655,0.6162018592297477,14.8444123260287,-8.450783376231216,0.4476375833641716,-0.6353240152477735,0.5453173035799265,-0.417827298050144,0.3213811420982735,0.0,0.0,0.6786188579017264
