candidate_source,score_variant_id,score_policy,signal_date,signal_time,raw_rank,rank_v2,stock_code,code,stock_name,name,market,score_coverage_pct,score_confidence_pct,d0_close,price_1415,d0_high,d0_volume,volume_1415_or_daily,d0_trading_value,d0_pct_change,change_rate_1415,d0_date,trading_day_age,days_after_D0,watch_age,legacy_d0_rank,legacy_d0_volume_rank,legacy_d0_trading_value_rank,distance_from_d0_high_pct,volume_ratio_vs_20d,upper_shadow_ratio,event_id,program_buy_feature_used,passed_d0_filter,source_pool,metadata_version,score_base_time,entry_base_time,price_source,score_total_100,component_candle_score,component_pullback_score,component_short_score,component_liquidity_score,component_risk_penalty_norm,d0_pullback_depth_pct,d0_volume_filter_pass,d0_amount_limit_pass,d0_change_filter_pass,score_v2,daily_latest_date,minute_latest_date,entry_time,entry_price_1500,entry_status,status,exclude_reason,source_pool_size,scored_pool_size,excluded_reason,v2_rank,role,d0_storage_days,tracking_days,dashboard_focus_days,paper_watch_only
operational_d0_pool_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2026-05-13,14:15,1,1,018880,018880,한온시스템,한온시스템,KOSPI,70.0,70.0,5730.0,5730.0,5860.0,153229461.0,153229461.0,878004811530.0,20.126,20.126,2026-05-11,2,2,D+2,2,1,6,-2.218,4.511,0.129,20260513_018880_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,90.2988,0.8574,0.9386,0.5,1.0,0.0,2.218,True,True,True,90.2988,2026-05-13,2026-05-13,2026-05-13 15:00:00,5010.0,ok,selected,,56,56,,1,V2_TOP1,3,5,3,True
operational_d0_pool_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2026-05-13,14:15,2,2,065440,065440,이루온,이루온,KOSDAQ,70.0,70.0,4845.0,4845.0,4950.0,19457897.0,19457897.0,94273510965.0,22.658,22.658,2026-05-12,1,1,D+1,15,18,124,-2.121,3.449,0.13,20260513_065440_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,85.3849,0.8637,0.9309,0.5,0.5872,0.0,2.121,True,True,True,85.3849,2026-05-13,2026-05-13,2026-05-13 15:00:00,4510.0,ok,selected,,56,56,,2,V2_TOP2,3,5,3,True
operational_d0_pool_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2026-05-13,14:15,3,3,034220,034220,LG디스플레이,LG디스플레이,KOSPI,70.0,70.0,14170.0,14170.0,14850.0,37392073.0,37392073.0,529845674410.0,11.05,11.05,2026-05-13,0,0,D0,1,7,11,-4.579,4.432,0.347,20260513_034220_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,77.4077,0.516,0.8587,0.5,0.9621,0.0,4.579,True,True,True,77.4077,2026-05-13,2026-05-13,2026-05-13 15:00:00,14120.0,ok,selected,,56,56,,3,V2_TOP3,3,5,3,True
