effective_as_of_date,model_name,EXPANDING_cum_d5_plus13_touch_rate,MTD_cum_d5_plus13_touch_rate,ROLLING_10TD_cum_d5_plus13_touch_rate,ROLLING_120TD_cum_d5_plus13_touch_rate,ROLLING_20TD_cum_d5_plus13_touch_rate,ROLLING_60TD_cum_d5_plus13_touch_rate,YTD_cum_d5_plus13_touch_rate,EXPANDING_cum_d5_minus2_touch_rate,MTD_cum_d5_minus2_touch_rate,ROLLING_10TD_cum_d5_minus2_touch_rate,ROLLING_120TD_cum_d5_minus2_touch_rate,ROLLING_20TD_cum_d5_minus2_touch_rate,ROLLING_60TD_cum_d5_minus2_touch_rate,YTD_cum_d5_minus2_touch_rate,EXPANDING_cum_d5_plus13_before_minus2_rate,MTD_cum_d5_plus13_before_minus2_rate,ROLLING_10TD_cum_d5_plus13_before_minus2_rate,ROLLING_120TD_cum_d5_plus13_before_minus2_rate,ROLLING_20TD_cum_d5_plus13_before_minus2_rate,ROLLING_60TD_cum_d5_plus13_before_minus2_rate,YTD_cum_d5_plus13_before_minus2_rate,EXPANDING_avg_ret_d5_close,MTD_avg_ret_d5_close,ROLLING_10TD_avg_ret_d5_close,ROLLING_120TD_avg_ret_d5_close,ROLLING_20TD_avg_ret_d5_close,ROLLING_60TD_avg_ret_d5_close,YTD_avg_ret_d5_close,EXPANDING_n_d5_eligible_rows,MTD_n_d5_eligible_rows,ROLLING_10TD_n_d5_eligible_rows,ROLLING_120TD_n_d5_eligible_rows,ROLLING_20TD_n_d5_eligible_rows,ROLLING_5TD_n_d5_eligible_rows,ROLLING_60TD_n_d5_eligible_rows,YTD_n_d5_eligible_rows,EXPANDING_sample_status,MTD_sample_status,ROLLING_10TD_sample_status,ROLLING_120TD_sample_status,ROLLING_20TD_sample_status,ROLLING_5TD_sample_status,ROLLING_60TD_sample_status,YTD_sample_status
2025-04-10,EOD_ALL_FEATURES_TOP3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.311335528633215,-6.311335528633215,-6.311335528633215,-6.311335528633215,-6.311335528633215,-6.311335528633215,-6.311335528633215,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-10,EOD_CONSERVATIVE_TOP1_TOP3,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-10,EOD_DART_TOP3,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-10,EOD_FUNDAMENTAL_TOP3,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,-6.50484944665633,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-10,EOD_PRICE_VOLUME_TOP3,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.631576686618428,-6.631576686618428,-6.631576686618428,-6.631576686618428,-6.631576686618428,-6.631576686618428,-6.631576686618428,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-10,EOD_SECTOR_REGIME_TOP3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5782617458868216,-2.5782617458868216,-2.5782617458868216,-2.5782617458868216,-2.5782617458868216,-2.5782617458868216,-2.5782617458868216,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-10,EOD_SUPPLY_DEMAND_TOP3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.438062768595313,-6.438062768595313,-6.438062768595313,-6.438062768595313,-6.438062768595313,-6.438062768595313,-6.438062768595313,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-10,EOD_TECHNICAL_TOP3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,-12.558959656715286,-12.558959656715286,-12.558959656715286,-12.558959656715286,-12.558959656715286,-12.558959656715286,-12.558959656715286,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-11,BASELINE_EOD_VALUE_TOP3,77.77777777777779,77.77777777777779,77.77777777777779,77.77777777777779,77.77777777777779,77.77777777777779,77.77777777777779,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6235540791875667,-0.6235540791875667,-0.6235540791875667,-0.6235540791875667,-0.6235540791875667,-0.6235540791875667,-0.6235540791875667,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-11,EOD_ALL_FEATURES_TOP3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,-8.844617844996854,-8.844617844996854,-8.844617844996854,-8.844617844996854,-8.844617844996854,-8.844617844996854,-8.844617844996854,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-11,EOD_CONSERVATIVE_TOP1_TOP3,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9523628072788113,-2.9523628072788113,-2.9523628072788113,-2.9523628072788113,-2.9523628072788113,-2.9523628072788113,-2.9523628072788113,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-11,EOD_DART_TOP3,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-11,EOD_FUNDAMENTAL_TOP3,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,-2.9523628072788117,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
2025-04-11,EOD_PRICE_VOLUME_TOP3,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.03684763392021,-3.03684763392021,-3.03684763392021,-3.03684763392021,-3.03684763392021,-3.03684763392021,-3.03684763392021,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE,LOW_SAMPLE
