effective_as_of_date,model_name,EXPANDING_cum_d5_plus13_touch_rate,MTD_cum_d5_plus13_touch_rate,ROLLING_10TD_cum_d5_plus13_touch_rate,ROLLING_120TD_cum_d5_plus13_touch_rate,ROLLING_20TD_cum_d5_plus13_touch_rate,ROLLING_60TD_cum_d5_plus13_touch_rate,YTD_cum_d5_plus13_touch_rate,EXPANDING_cum_d5_minus2_touch_rate,MTD_cum_d5_minus2_touch_rate,ROLLING_10TD_cum_d5_minus2_touch_rate,ROLLING_120TD_cum_d5_minus2_touch_rate,ROLLING_20TD_cum_d5_minus2_touch_rate,ROLLING_60TD_cum_d5_minus2_touch_rate,YTD_cum_d5_minus2_touch_rate,EXPANDING_cum_d5_plus13_before_minus2_rate,MTD_cum_d5_plus13_before_minus2_rate,ROLLING_10TD_cum_d5_plus13_before_minus2_rate,ROLLING_120TD_cum_d5_plus13_before_minus2_rate,ROLLING_20TD_cum_d5_plus13_before_minus2_rate,ROLLING_60TD_cum_d5_plus13_before_minus2_rate,YTD_cum_d5_plus13_before_minus2_rate,EXPANDING_avg_ret_d5_close,MTD_avg_ret_d5_close,ROLLING_10TD_avg_ret_d5_close,ROLLING_120TD_avg_ret_d5_close,ROLLING_20TD_avg_ret_d5_close,ROLLING_60TD_avg_ret_d5_close,YTD_avg_ret_d5_close,EXPANDING_n_d5_eligible_rows,MTD_n_d5_eligible_rows,ROLLING_10TD_n_d5_eligible_rows,ROLLING_120TD_n_d5_eligible_rows,ROLLING_20TD_n_d5_eligible_rows,ROLLING_5TD_n_d5_eligible_rows,ROLLING_60TD_n_d5_eligible_rows,YTD_n_d5_eligible_rows,EXPANDING_sample_status,MTD_sample_status,ROLLING_10TD_sample_status,ROLLING_120TD_sample_status,ROLLING_20TD_sample_status,ROLLING_5TD_sample_status,ROLLING_60TD_sample_status,YTD_sample_status
2025-06-18,BASELINE_EOD_VALUE_TOP3,88.40579710144928,83.33333333333334,80.0,88.40579710144928,88.88888888888889,88.40579710144928,88.40579710144928,68.11594202898551,44.44444444444444,46.666666666666664,68.11594202898551,55.55555555555556,68.11594202898551,68.11594202898551,53.62318840579711,72.22222222222221,66.66666666666666,53.62318840579711,62.22222222222222,53.62318840579711,53.62318840579711,1.4948019152100365,7.19986966404196,7.353499186469753,1.4948019152100365,2.937611320509229,1.4948019152100365,1.4948019152100365,138.0,18.0,15.0,138.0,45.0,0.0,138.0,138.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-18,EOD_ALL_FEATURES_TOP3,89.85507246376811,94.44444444444444,100.0,89.85507246376811,93.33333333333333,89.85507246376811,89.85507246376811,86.23188405797102,66.66666666666666,60.0,86.23188405797102,75.55555555555556,86.23188405797102,86.23188405797102,29.71014492753623,50.0,60.0,29.71014492753623,46.666666666666664,29.71014492753623,29.71014492753623,-0.902221739869992,4.072533423009314,5.123110330280564,-0.902221739869992,4.539216472115438,-0.902221739869992,-0.902221739869992,138.0,18.0,15.0,138.0,45.0,0.0,138.0,138.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-18,EOD_CONSERVATIVE_TOP1_TOP3,89.85507246376811,94.44444444444444,93.33333333333333,89.85507246376811,93.33333333333333,89.85507246376811,89.85507246376811,74.63768115942028,66.66666666666666,66.66666666666666,74.63768115942028,60.0,74.63768115942028,74.63768115942028,39.130434782608695,50.0,53.333333333333336,39.130434782608695,57.77777777777777,39.130434782608695,39.130434782608695,2.765309231646187,5.2290879860265695,4.295491090416556,2.765309231646187,5.585506260308167,2.765309231646187,2.765309231646187,138.0,18.0,15.0,138.0,45.0,0.0,138.0,138.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-18,EOD_DART_TOP3,92.02898550724638,100.0,100.0,92.02898550724638,95.55555555555556,92.02898550724638,92.02898550724638,82.6086956521739,72.22222222222221,73.33333333333333,82.6086956521739,68.88888888888889,82.6086956521739,82.6086956521739,30.434782608695656,44.44444444444444,46.666666666666664,30.434782608695656,46.666666666666664,30.434782608695656,30.434782608695656,1.0029768797385832,5.956697239954656,5.16862219513026,1.0029768797385832,4.8096403069611915,1.0029768797385832,1.0029768797385832,138.0,18.0,15.0,138.0,45.0,0.0,138.0,138.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-18,EOD_FUNDAMENTAL_TOP3,91.30434782608695,100.0,100.0,91.30434782608695,95.55555555555556,91.30434782608695,91.30434782608695,85.5072463768116,77.77777777777779,73.33333333333333,85.5072463768116,75.55555555555556,85.5072463768116,85.5072463768116,26.811594202898554,38.88888888888889,46.666666666666664,26.811594202898554,42.22222222222222,26.811594202898554,26.811594202898554,0.4333497583256747,4.215006831597581,5.16862219513026,0.4333497583256747,3.0685893238363153,0.4333497583256747,0.4333497583256747,138.0,18.0,15.0,138.0,45.0,0.0,138.0,138.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-18,EOD_PRICE_VOLUME_TOP3,89.13043478260869,94.44444444444444,93.33333333333333,89.13043478260869,95.55555555555556,89.13043478260869,89.13043478260869,80.43478260869566,72.22222222222221,73.33333333333333,80.43478260869566,66.66666666666666,80.43478260869566,80.43478260869566,35.507246376811594,44.44444444444444,46.666666666666664,35.507246376811594,48.888888888888886,35.507246376811594,35.507246376811594,0.545859753229273,3.2040991957096185,1.8655045420362157,0.545859753229273,4.2202353993330215,0.545859753229273,0.545859753229273,138.0,18.0,15.0,138.0,45.0,0.0,138.0,138.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-18,EOD_SECTOR_REGIME_TOP3,90.57971014492753,83.33333333333334,86.66666666666667,90.57971014492753,91.11111111111111,90.57971014492753,90.57971014492753,85.5072463768116,83.33333333333334,80.0,85.5072463768116,80.0,85.5072463768116,85.5072463768116,30.434782608695656,33.33333333333333,40.0,30.434782608695656,40.0,30.434782608695656,30.434782608695656,0.03400956376051219,2.277052067387235,3.616582264984466,0.03400956376051219,3.3948686308309357,0.03400956376051219,0.03400956376051219,138.0,18.0,15.0,138.0,45.0,0.0,138.0,138.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-18,EOD_SUPPLY_DEMAND_TOP3,91.30434782608695,94.44444444444444,93.33333333333333,91.30434782608695,93.33333333333333,91.30434782608695,91.30434782608695,84.78260869565217,66.66666666666666,66.66666666666666,84.78260869565217,73.33333333333333,84.78260869565217,84.78260869565217,28.26086956521739,44.44444444444444,46.666666666666664,28.26086956521739,42.22222222222222,28.26086956521739,28.26086956521739,0.5859019914395329,5.808678377567467,6.279571447429068,0.5859019914395329,3.5633182720500054,0.5859019914395329,0.5859019914395329,138.0,18.0,15.0,138.0,45.0,0.0,138.0,138.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-18,EOD_TECHNICAL_TOP3,89.85507246376811,100.0,100.0,89.85507246376811,93.33333333333333,89.85507246376811,89.85507246376811,81.88405797101449,50.0,46.666666666666664,81.88405797101449,64.44444444444444,81.88405797101449,81.88405797101449,28.985507246376812,66.66666666666666,73.33333333333333,28.985507246376812,53.333333333333336,28.985507246376812,28.985507246376812,1.27285050006153,8.066584870276335,7.700487351516276,1.27285050006153,6.5539466179861465,1.27285050006153,1.27285050006153,138.0,18.0,15.0,138.0,45.0,0.0,138.0,138.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-19,BASELINE_EOD_VALUE_TOP3,88.65248226950354,85.71428571428571,80.0,88.65248226950354,91.11111111111111,88.65248226950354,88.65248226950354,68.79432624113475,52.38095238095239,60.0,68.79432624113475,57.77777777777777,68.79432624113475,68.79432624113475,52.4822695035461,61.904761904761905,53.333333333333336,52.4822695035461,57.77777777777777,52.4822695035461,52.4822695035461,1.4610242199213066,6.1580668886987855,6.2720904956939245,1.4610242199213066,2.7252494206455413,1.4610242199213066,1.4610242199213066,141.0,21.0,15.0,141.0,45.0,0.0,141.0,141.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-19,EOD_ALL_FEATURES_TOP3,89.36170212765957,90.47619047619048,93.33333333333333,89.36170212765957,91.11111111111111,89.36170212765957,89.36170212765957,86.52482269503547,71.42857142857143,66.66666666666666,86.52482269503547,77.77777777777779,86.52482269503547,86.52482269503547,29.78723404255319,47.61904761904761,60.0,29.78723404255319,44.44444444444444,29.78723404255319,29.78723404255319,-0.8093836171090188,3.98519579542166,4.505684419263911,-0.8093836171090188,4.3795140824336825,-0.8093836171090188,-0.8093836171090188,141.0,21.0,15.0,141.0,45.0,0.0,141.0,141.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-19,EOD_CONSERVATIVE_TOP1_TOP3,88.65248226950354,85.71428571428571,80.0,88.65248226950354,88.88888888888889,88.65248226950354,88.65248226950354,75.177304964539,71.42857142857143,73.33333333333333,75.177304964539,64.44444444444444,75.177304964539,75.177304964539,38.297872340425535,42.857142857142854,40.0,38.297872340425535,53.333333333333336,38.297872340425535,38.297872340425535,2.7783478314464554,4.964664476916889,2.3111265847491227,2.7783478314464554,4.980656326605763,2.7783478314464554,2.7783478314464554,141.0,21.0,15.0,141.0,45.0,0.0,141.0,141.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-19,EOD_DART_TOP3,91.48936170212765,95.23809523809523,93.33333333333333,91.48936170212765,93.33333333333333,91.48936170212765,91.48936170212765,82.26950354609929,71.42857142857143,66.66666666666666,82.26950354609929,71.11111111111111,82.26950354609929,82.26950354609929,30.49645390070922,42.857142857142854,46.666666666666664,30.49645390070922,44.44444444444444,30.49645390070922,30.49645390070922,1.256870575168286,6.953737714951792,7.525815666378329,1.256870575168286,4.841980849437175,1.256870575168286,1.256870575168286,141.0,21.0,15.0,141.0,45.0,0.0,141.0,141.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-19,EOD_FUNDAMENTAL_TOP3,90.78014184397163,95.23809523809523,93.33333333333333,90.78014184397163,93.33333333333333,90.78014184397163,90.78014184397163,85.1063829787234,76.19047619047619,66.66666666666666,85.1063829787234,75.55555555555556,85.1063829787234,85.1063829787234,26.95035460992908,38.095238095238095,46.666666666666664,26.95035460992908,40.0,26.95035460992908,26.95035460992908,0.699363179742886,5.460860222074298,7.525815666378329,0.699363179742886,3.68307679657017,0.699363179742886,0.699363179742886,141.0,21.0,15.0,141.0,45.0,0.0,141.0,141.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-19,EOD_PRICE_VOLUME_TOP3,89.36170212765957,95.23809523809523,93.33333333333333,89.36170212765957,95.55555555555556,89.36170212765957,89.36170212765957,79.43262411347519,66.66666666666666,60.0,79.43262411347519,64.44444444444444,79.43262411347519,79.43262411347519,36.17021276595745,47.61904761904761,53.333333333333336,36.17021276595745,48.888888888888886,36.17021276595745,36.17021276595745,0.9522686053710874,5.553095854021752,5.564917061076273,0.9522686053710874,5.282129221330873,0.9522686053710874,0.9522686053710874,141.0,21.0,15.0,141.0,45.0,0.0,141.0,141.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-19,EOD_SECTOR_REGIME_TOP3,90.0709219858156,80.95238095238095,86.66666666666667,90.0709219858156,88.88888888888889,90.0709219858156,90.0709219858156,85.81560283687944,85.71428571428571,80.0,85.81560283687944,82.22222222222221,85.81560283687944,85.81560283687944,30.49645390070922,33.33333333333333,46.666666666666664,30.49645390070922,40.0,30.49645390070922,30.49645390070922,0.10692787155062343,2.446211776317022,5.316545813390759,0.10692787155062343,3.0190657510760883,0.10692787155062343,0.10692787155062343,141.0,21.0,15.0,141.0,45.0,0.0,141.0,141.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-19,EOD_SUPPLY_DEMAND_TOP3,90.0709219858156,85.71428571428571,80.0,90.0709219858156,88.88888888888889,90.0709219858156,90.0709219858156,85.1063829787234,71.42857142857143,73.33333333333333,85.1063829787234,75.55555555555556,85.1063829787234,85.1063829787234,27.659574468085108,38.095238095238095,40.0,27.659574468085108,37.77777777777778,27.659574468085108,27.659574468085108,0.645310958052709,5.461456241094801,6.62216900404078,0.645310958052709,3.25901552778368,0.645310958052709,0.645310958052709,141.0,21.0,15.0,141.0,45.0,0.0,141.0,141.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-19,EOD_TECHNICAL_TOP3,90.0709219858156,100.0,100.0,90.0709219858156,95.55555555555556,90.0709219858156,90.0709219858156,80.85106382978722,47.61904761904761,40.0,80.85106382978722,64.44444444444444,80.85106382978722,80.85106382978722,29.78723404255319,66.66666666666666,73.33333333333333,29.78723404255319,53.333333333333336,29.78723404255319,29.78723404255319,1.663791463972871,9.72094071793608,8.969913322175993,1.663791463972871,7.329415237538362,1.663791463972871,1.663791463972871,141.0,21.0,15.0,141.0,45.0,0.0,141.0,141.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-20,BASELINE_EOD_VALUE_TOP3,88.88888888888889,87.5,86.66666666666667,88.88888888888889,93.33333333333333,88.88888888888889,88.88888888888889,67.36111111111111,45.83333333333333,46.666666666666664,67.36111111111111,51.11111111111111,67.36111111111111,67.36111111111111,53.47222222222222,66.66666666666666,60.0,53.47222222222222,62.22222222222222,53.47222222222222,53.47222222222222,1.5536161707843035,6.126488260279582,7.453112634873608,1.5536161707843035,3.2312856543683193,1.5536161707843035,1.5536161707843035,144.0,24.0,15.0,144.0,45.0,0.0,144.0,144.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-20,EOD_ALL_FEATURES_TOP3,89.58333333333334,91.66666666666666,93.33333333333333,89.58333333333334,91.11111111111111,89.58333333333334,89.58333333333334,85.41666666666666,66.66666666666666,60.0,85.41666666666666,73.33333333333333,85.41666666666666,85.41666666666666,30.555555555555557,50.0,60.0,30.555555555555557,48.888888888888886,30.555555555555557,30.555555555555557,-0.21793286952998614,6.934577854329521,9.770008526709223,-0.21793286952998614,6.207133971738854,-0.21793286952998614,-0.21793286952998614,144.0,24.0,15.0,144.0,45.0,0.0,144.0,144.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-20,EOD_CONSERVATIVE_TOP1_TOP3,88.88888888888889,87.5,80.0,88.88888888888889,88.88888888888889,88.88888888888889,88.88888888888889,74.30555555555556,66.66666666666666,66.66666666666666,74.30555555555556,62.22222222222222,74.30555555555556,74.30555555555556,38.88888888888889,45.83333333333333,40.0,38.88888888888889,55.55555555555556,38.88888888888889,38.88888888888889,2.980773547066622,5.905929189954084,4.558356675100417,2.980773547066622,5.5862594246341795,2.980773547066622,2.980773547066622,144.0,24.0,15.0,144.0,45.0,0.0,144.0,144.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-20,EOD_DART_TOP3,91.66666666666666,95.83333333333334,93.33333333333333,91.66666666666666,93.33333333333333,91.66666666666666,91.66666666666666,81.25,66.66666666666666,60.0,81.25,66.66666666666666,81.25,81.25,31.25,45.83333333333333,46.666666666666664,31.25,48.888888888888886,31.25,31.25,1.4909937336275811,7.646368273234625,9.773045756729625,1.4909937336275811,5.9540632128627875,1.4909937336275811,1.4909937336275811,144.0,24.0,15.0,144.0,45.0,0.0,144.0,144.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-20,EOD_FUNDAMENTAL_TOP3,90.97222222222221,95.83333333333334,93.33333333333333,90.97222222222221,93.33333333333333,90.97222222222221,90.97222222222221,84.02777777777779,70.83333333333334,60.0,84.02777777777779,71.11111111111111,84.02777777777779,84.02777777777779,27.77777777777778,41.66666666666667,46.666666666666664,27.77777777777778,44.44444444444444,27.77777777777778,27.77777777777778,0.9451010756068773,6.340100466966818,9.773045756729625,0.9451010756068773,4.795159159995781,0.9451010756068773,0.9451010756068773,144.0,24.0,15.0,144.0,45.0,0.0,144.0,144.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-20,EOD_PRICE_VOLUME_TOP3,89.58333333333334,95.83333333333334,93.33333333333333,89.58333333333334,95.55555555555556,89.58333333333334,89.58333333333334,78.47222222222221,62.5,53.333333333333336,78.47222222222221,60.0,78.47222222222221,78.47222222222221,36.80555555555556,50.0,53.333333333333336,36.80555555555556,53.333333333333336,36.80555555555556,36.80555555555556,1.1927376382011576,6.42080664492084,7.812147151427568,1.1927376382011576,6.08626740630935,1.1927376382011576,1.1927376382011576,144.0,24.0,15.0,144.0,45.0,0.0,144.0,144.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-20,EOD_SECTOR_REGIME_TOP3,90.27777777777779,83.33333333333334,86.66666666666667,90.27777777777779,88.88888888888889,90.27777777777779,90.27777777777779,84.72222222222221,79.16666666666666,73.33333333333333,84.72222222222221,80.0,84.72222222222221,84.72222222222221,31.25,37.5,46.666666666666664,31.25,42.22222222222222,31.25,31.25,0.3650081696686198,3.702283076929201,6.13877631016021,0.3650081696686198,4.296079487798369,0.3650081696686198,0.3650081696686198,144.0,24.0,15.0,144.0,45.0,0.0,144.0,144.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-20,EOD_SUPPLY_DEMAND_TOP3,90.27777777777779,87.5,80.0,90.27777777777779,88.88888888888889,90.27777777777779,90.27777777777779,84.02777777777779,66.66666666666666,66.66666666666666,84.02777777777779,71.11111111111111,84.02777777777779,84.02777777777779,28.47222222222222,41.66666666666667,40.0,28.47222222222222,42.22222222222222,28.47222222222222,28.47222222222222,0.8921749418685789,6.340621983609757,8.869399094392074,0.8921749418685789,4.371097891209293,0.8921749418685789,0.8921749418685789,144.0,24.0,15.0,144.0,45.0,0.0,144.0,144.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-20,EOD_TECHNICAL_TOP3,90.27777777777779,100.0,100.0,90.27777777777779,95.55555555555556,90.27777777777779,90.27777777777779,79.86111111111111,45.83333333333333,33.33333333333333,79.86111111111111,60.0,79.86111111111111,79.86111111111111,30.555555555555557,66.66666666666666,73.33333333333333,30.555555555555557,57.77777777777777,30.555555555555557,30.555555555555557,1.9184490881869511,10.24174280647516,12.259293900730524,1.9184490881869511,8.244175470814477,1.9184490881869511,1.9184490881869511,144.0,24.0,15.0,144.0,45.0,0.0,144.0,144.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-23,BASELINE_EOD_VALUE_TOP3,89.1156462585034,88.88888888888889,93.33333333333333,89.1156462585034,93.33333333333333,89.1156462585034,89.1156462585034,66.66666666666666,44.44444444444444,40.0,66.66666666666666,48.888888888888886,66.66666666666666,66.66666666666666,53.74149659863946,66.66666666666666,66.66666666666666,53.74149659863946,64.44444444444444,53.74149659863946,53.74149659863946,1.6446659761453102,6.114106968412254,6.710250085670578,1.6446659761453102,3.585710650289525,1.6446659761453102,1.6446659761453102,147.0,27.0,15.0,147.0,45.0,0.0,147.0,147.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-23,EOD_ALL_FEATURES_TOP3,89.79591836734694,92.5925925925926,93.33333333333333,89.79591836734694,91.11111111111111,89.79591836734694,89.79591836734694,85.03401360544217,66.66666666666666,60.0,85.03401360544217,73.33333333333333,85.03401360544217,85.03401360544217,30.612244897959183,48.148148148148145,60.0,30.612244897959183,48.888888888888886,30.612244897959183,30.612244897959183,0.09448002128760252,7.840769068352002,10.32575545055862,0.09448002128760252,6.242250605326392,0.09448002128760252,0.09448002128760252,147.0,27.0,15.0,147.0,45.0,0.0,147.0,147.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-23,EOD_CONSERVATIVE_TOP1_TOP3,89.1156462585034,88.88888888888889,86.66666666666667,89.1156462585034,91.11111111111111,89.1156462585034,89.1156462585034,74.82993197278913,70.37037037037037,66.66666666666666,74.82993197278913,64.44444444444444,74.82993197278913,74.82993197278913,38.095238095238095,40.74074074074074,40.0,38.095238095238095,53.333333333333336,38.095238095238095,38.095238095238095,3.1376559213285034,6.435049267281277,5.261165715642828,3.1376559213285034,6.350728119311728,3.1376559213285034,3.1376559213285034,147.0,27.0,15.0,147.0,45.0,0.0,147.0,147.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-23,EOD_DART_TOP3,91.83673469387756,96.29629629629629,93.33333333333333,91.83673469387756,95.55555555555556,91.83673469387756,91.83673469387756,81.63265306122449,70.37037037037037,66.66666666666666,81.63265306122449,68.88888888888889,81.63265306122449,81.63265306122449,30.612244897959183,40.74074074074074,40.0,30.612244897959183,46.666666666666664,30.612244897959183,30.612244897959183,1.6782797775514837,7.982106230197314,9.444334901652413,1.6782797775514837,6.718531907540335,1.6782797775514837,1.6782797775514837,147.0,27.0,15.0,147.0,45.0,0.0,147.0,147.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-23,EOD_FUNDAMENTAL_TOP3,91.15646258503402,96.29629629629629,93.33333333333333,91.15646258503402,95.55555555555556,91.15646258503402,91.15646258503402,84.35374149659864,74.07407407407408,66.66666666666666,84.35374149659864,73.33333333333333,84.35374149659864,84.35374149659864,27.2108843537415,37.03703703703704,40.0,27.2108843537415,42.22222222222222,27.2108843537415,27.2108843537415,1.1435277860209987,6.820979291292596,9.444334901652413,1.1435277860209987,5.559627854673331,1.1435277860209987,1.1435277860209987,147.0,27.0,15.0,147.0,45.0,0.0,147.0,147.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-23,EOD_PRICE_VOLUME_TOP3,89.79591836734694,96.29629629629629,100.0,89.79591836734694,97.77777777777777,89.79591836734694,89.79591836734694,78.2312925170068,62.96296296296296,46.666666666666664,78.2312925170068,60.0,78.2312925170068,78.2312925170068,36.734693877551024,48.148148148148145,60.0,36.734693877551024,53.333333333333336,36.734693877551024,36.734693877551024,1.2140026736781369,5.955686392882206,6.828299090104841,1.2140026736781369,6.288517067031853,1.2140026736781369,1.2140026736781369,147.0,27.0,15.0,147.0,45.0,0.0,147.0,147.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-23,EOD_SECTOR_REGIME_TOP3,90.47619047619048,85.18518518518519,93.33333333333333,90.47619047619048,91.11111111111111,90.47619047619048,90.47619047619048,84.35374149659864,77.77777777777779,66.66666666666666,84.35374149659864,77.77777777777779,84.35374149659864,84.35374149659864,31.292517006802722,37.03703703703704,53.333333333333336,31.292517006802722,44.44444444444444,31.292517006802722,31.292517006802722,0.6727064013869313,5.006720682144387,8.596553446988617,0.6727064013869313,5.184960323368015,0.6727064013869313,0.6727064013869313,147.0,27.0,15.0,147.0,45.0,0.0,147.0,147.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-23,EOD_SUPPLY_DEMAND_TOP3,90.47619047619048,88.88888888888889,86.66666666666667,90.47619047619048,91.11111111111111,90.47619047619048,90.47619047619048,83.6734693877551,66.66666666666666,60.0,83.6734693877551,68.88888888888889,83.6734693877551,83.6734693877551,28.57142857142857,40.74074074074074,46.666666666666664,28.57142857142857,44.44444444444444,28.57142857142857,28.57142857142857,0.8817896297349868,5.678696724022291,7.515265087219234,0.8817896297349868,4.915025846892821,0.8817896297349868,0.8817896297349868,147.0,27.0,15.0,147.0,45.0,0.0,147.0,147.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-23,EOD_TECHNICAL_TOP3,90.47619047619048,100.0,100.0,90.47619047619048,95.55555555555556,90.47619047619048,90.47619047619048,79.59183673469387,48.148148148148145,40.0,79.59183673469387,60.0,79.59183673469387,79.59183673469387,30.612244897959183,62.96296296296296,66.66666666666666,30.612244897959183,57.77777777777777,30.612244897959183,30.612244897959183,2.0495153535007398,10.030515393373763,10.95003934692566,2.0495153535007398,7.829318591604064,2.0495153535007398,2.0495153535007398,147.0,27.0,15.0,147.0,45.0,0.0,147.0,147.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-24,BASELINE_EOD_VALUE_TOP3,89.33333333333333,90.0,93.33333333333333,89.33333333333333,93.33333333333333,89.33333333333333,89.33333333333333,66.0,43.333333333333336,40.0,66.0,46.666666666666664,66.0,66.0,54.666666666666664,70.0,66.66666666666666,54.666666666666664,68.88888888888889,54.666666666666664,54.666666666666664,1.7325064680506985,6.106365328712501,6.186324958466457,1.7325064680506985,4.036040980563554,1.7325064680506985,1.7325064680506985,150.0,30.0,15.0,150.0,45.0,0.0,150.0,150.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
2025-06-24,EOD_ALL_FEATURES_TOP3,90.0,93.33333333333333,93.33333333333333,90.0,91.11111111111111,90.0,90.0,84.66666666666667,66.66666666666666,66.66666666666666,84.66666666666667,71.11111111111111,84.66666666666667,84.66666666666667,32.0,53.333333333333336,60.0,32.0,51.11111111111111,32.0,32.0,0.1790668878852472,7.489074496633785,10.654550912653153,0.1790668878852472,6.781213759462379,0.1790668878852472,0.1790668878852472,150.0,30.0,15.0,150.0,45.0,0.0,150.0,150.0,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,MEDIUM_SAMPLE,LOW_SAMPLE,OK,OK
