model_name,signal_date,selected_count,d1_plus13_success_count,d5_plus13_touch_count,d5_minus2_touch_count,avg_ret_d5_close,avg_cum_d5_mfe_pct,avg_cum_d5_mae_pct,d1_plus13_touch_count,cum_d1_plus13_touch_count,d2_plus13_touch_count,cum_d2_plus13_touch_count,d3_plus13_touch_count,cum_d3_plus13_touch_count,d4_plus13_touch_count,cum_d4_plus13_touch_count,cum_d5_plus13_touch_count
BASELINE_EOD_VALUE_TOP3,2025-05-02,3,2,1,2,-3.224127286356356,5.102677724539088,-5.403269127738892,3,3,2,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-07,3,2,1,2,-0.1959858811371394,5.534949474076467,-4.5813243383241815,2,2,1,2,2,3,1,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-08,3,1,2,2,0.1221289750553541,5.288284674499666,-5.255160923448698,1,1,2,2,1,2,1,2,3
BASELINE_EOD_VALUE_TOP3,2025-05-09,3,2,3,2,1.8062244299239676,13.509278645878348,-5.574932262572034,3,3,3,3,2,3,3,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-12,3,2,1,3,-7.949957490458181,6.529039211304233,-12.062359126314815,3,3,1,3,3,3,1,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-13,3,1,1,3,-8.983754934011147,7.6000870899436705,-12.768165062543163,1,1,3,3,1,3,1,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-14,3,2,1,3,-5.505361834302817,12.026002916895274,-9.888058799931047,3,3,2,3,2,3,1,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-15,3,1,2,2,10.730835586648388,18.91628653678584,-6.816208000190859,2,2,1,2,2,2,2,2,2
BASELINE_EOD_VALUE_TOP3,2025-05-16,3,0,2,3,-3.449949641384079,13.795381498658728,-12.136643328401412,1,1,1,2,1,2,2,2,2
BASELINE_EOD_VALUE_TOP3,2025-05-19,3,2,1,2,3.1912625442248443,12.070185267222968,-6.535488379563785,3,3,3,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-20,3,2,2,2,3.0926787345950415,11.331008937023256,-4.706488258501795,2,2,2,2,2,2,2,2,2
BASELINE_EOD_VALUE_TOP3,2025-05-21,3,1,2,3,-1.6851056444965096,8.068195462245754,-7.127736964828216,1,1,2,2,1,2,1,2,2
BASELINE_EOD_VALUE_TOP3,2025-05-22,3,1,2,2,0.6986816946555526,9.27367064478124,-4.83623171276768,2,2,1,2,1,2,3,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-23,3,0,3,2,-0.7182643826956917,8.135061510903382,-4.502092399015541,2,2,2,2,3,3,3,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-26,3,2,2,2,-1.0230446733860346,8.290274546339674,-4.362906370447602,2,2,3,3,3,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-27,3,1,2,2,-2.95220408402083,7.039213621204136,-8.067422620092445,3,3,1,3,2,3,1,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-28,3,1,2,1,-1.26271419352028,7.81351744983326,-5.852056721620239,2,2,3,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-29,3,3,2,1,-3.4150778535311868,7.37708111942251,-7.29892111208141,3,3,2,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-05-30,3,1,2,2,8.130002225786606,9.32739613909732,-3.035263834035876,3,3,2,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-02,3,3,2,1,6.431722051902997,15.039692268025766,-4.116571452337877,3,3,3,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-04,3,2,2,1,5.31429369051888,13.708480026682658,-4.987481378393536,3,3,2,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-05,3,2,2,2,0.00032716544674589915,7.583240659176579,-7.154663011865111,2,2,2,2,2,2,2,2,2
BASELINE_EOD_VALUE_TOP3,2025-06-09,3,1,2,2,9.72936937948878,11.586634199764243,-2.8980527619340446,2,2,2,2,2,2,2,2,2
BASELINE_EOD_VALUE_TOP3,2025-06-10,3,3,2,1,8.656316207435326,13.954418824847034,-2.1502432624573777,3,3,3,3,3,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-11,3,1,2,1,13.067189489459034,14.64040488568383,-2.2662720221835393,1,1,2,2,2,2,2,2,2
BASELINE_EOD_VALUE_TOP3,2025-06-12,3,0,2,3,-0.09274976336026342,7.040750229892367,-7.8896892549173785,2,2,1,2,1,2,1,2,3
BASELINE_EOD_VALUE_TOP3,2025-06-13,3,2,3,0,5.905437861345156,11.216258251306298,-1.5730721030325319,2,2,3,3,3,3,3,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-16,3,2,3,1,6.015056633473637,11.70123337293032,-1.2303420495597923,3,3,3,3,3,3,3,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-17,3,3,2,1,6.036690571414724,10.582774610083879,-3.0999511348933937,3,3,3,3,2,3,1,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-18,3,1,2,3,0.2022360702459641,7.3333670220129115,-6.189855907446474,2,2,0,2,1,2,2,2,2
BASELINE_EOD_VALUE_TOP3,2025-06-19,3,0,2,3,-0.8900813401505063,7.6907814869741005,-6.528915451252581,1,1,1,2,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-20,3,1,1,3,-5.500643212951296,4.032339060830499,-8.604226168621238,1,1,2,2,2,2,2,2,2
BASELINE_EOD_VALUE_TOP3,2025-06-23,3,1,1,2,-5.567185047458071,4.998692793864076,-6.70424536594152,3,3,3,3,1,3,1,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-24,3,1,1,2,-6.2356262491957795,3.253585804116884,-7.22715419745447,2,2,1,2,1,2,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-25,3,0,0,3,-9.503659698579451,-0.660572995995908,-11.319289396778828,0,0,0,0,0,0,0,0,0
BASELINE_EOD_VALUE_TOP3,2025-06-26,3,2,1,2,-1.0823542854821195,6.427883412705948,-5.060830417757896,3,3,3,3,2,3,0,3,3
BASELINE_EOD_VALUE_TOP3,2025-06-27,3,1,1,2,-3.56937671507425,3.0149452588221877,-7.669964607023377,1,1,1,1,0,1,1,2,2
BASELINE_EOD_VALUE_TOP3,2025-06-30,3,1,2,2,-0.4910187775273931,6.25781205365324,-4.829884413336135,3,3,2,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-01,3,0,2,2,-6.475972414698739,8.093529699174534,-12.03770367011471,2,2,3,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-02,3,2,2,2,0.249170394032627,9.428347457001815,-10.251035943538364,3,3,2,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-03,3,2,1,2,-1.2663295990111254,6.592602314536296,-9.140029875589184,2,2,1,2,1,2,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-04,3,1,2,2,2.177603367177831,12.03419438525507,-4.081546773883663,2,2,2,2,2,2,2,2,2
BASELINE_EOD_VALUE_TOP3,2025-07-07,3,1,1,2,2.2101342182884434,15.579358682732666,-5.793096492042241,2,2,2,2,2,2,3,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-08,3,1,2,2,-1.0444495610107853,13.872595061538894,-8.109635834481514,2,2,2,2,3,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-09,3,0,2,2,-6.815026131003379,8.687850468738315,-10.822468439165156,2,2,3,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-10,3,2,2,2,1.567427838786487,11.828429661560058,-2.8963553360189227,3,3,2,3,3,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-11,3,1,2,2,3.2776045276045274,12.351632259039667,-3.0825341010526177,2,2,3,3,3,3,3,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-14,3,2,2,1,3.8337987839893395,9.581095637002846,-3.357707464832567,3,3,3,3,2,3,2,3,3
BASELINE_EOD_VALUE_TOP3,2025-07-15,3,2,3,1,1.4618854792899036,9.32330972334985,-1.202504120722969,2,2,2,2,2,2,3,3,3
