period_type,period_key,period_start,period_end,v3_variant,rows,complete_d1_rows,complete_d5_rows,signal_days,avg_d1_close_return_pct,avg_d5_close_return_pct,median_d5_close_return_pct,d5_close_win_rate_pct,avg_mfe_d1_d5_pct,avg_mae_d1_d5_pct,plus13_touch_d1_rate_pct,plus13_touch_d2_rate_pct,plus13_touch_d3_rate_pct,plus13_touch_d4_rate_pct,plus13_touch_d5_rate_pct,cumulative_plus13_touch_d5_rate_pct,plus20_touch_d5_rate_pct,minus20_touch_d5_rate_pct,plus13_before_minus2_d1_rate_pct,plus13_before_minus2_d5_rate_pct,minus2_before_plus13_d5_rate_pct,same_day_ambiguous_d5_rate_pct,sample_status
week,2026-W01,2025-12-29,2026-01-02,V3_A_CONSENSUS_WEIGHTED,9,9,9,3,0.2671002753410898,-3.982221531898454,-1.2150668286755817,33.33333333333333,5.545230772105475,-8.128495110435727,66.66666666666666,55.55555555555556,55.55555555555556,55.55555555555556,33.33333333333333,88.88888888888889,77.77777777777779,77.77777777777779,22.22222222222222,33.33333333333333,22.22222222222222,44.44444444444444,VERY_LOW_SAMPLE
week,2026-W02,2026-01-05,2026-01-09,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,1.4881425542388804,10.52746762529419,10.026385224274414,86.66666666666667,13.564931108425943,-2.2570320058618494,80.0,66.66666666666666,86.66666666666667,93.33333333333333,86.66666666666667,100.0,100.0,53.333333333333336,66.66666666666666,66.66666666666666,20.0,13.333333333333334,VERY_LOW_SAMPLE
week,2026-W03,2026-01-12,2026-01-16,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,2.512922903533421,6.0379938797744055,2.6501766784452263,80.0,12.71793852005984,-2.864901711976776,73.33333333333333,86.66666666666667,73.33333333333333,80.0,86.66666666666667,93.33333333333333,93.33333333333333,53.333333333333336,53.333333333333336,60.0,20.0,20.0,VERY_LOW_SAMPLE
week,2026-W04,2026-01-19,2026-01-23,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,0.3235050578683688,1.0187428729939014,2.5606469002695365,60.0,6.177103619638241,-4.155748575307771,66.66666666666666,66.66666666666666,53.333333333333336,66.66666666666666,60.0,80.0,80.0,66.66666666666666,40.0,40.0,26.666666666666668,33.33333333333333,VERY_LOW_SAMPLE
week,2026-W05,2026-01-26,2026-01-30,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,-0.37665002744676174,9.680461176995351,-0.08635578583765513,46.666666666666664,15.787426577137245,-5.879491357256248,53.333333333333336,60.0,66.66666666666666,80.0,60.0,100.0,100.0,86.66666666666667,26.666666666666668,33.33333333333333,40.0,26.666666666666668,VERY_LOW_SAMPLE
week,2026-W06,2026-02-02,2026-02-06,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,2.6234304739386647,6.324560823611717,3.6343612334801767,80.0,10.82916877667406,-5.808670784621656,66.66666666666666,66.66666666666666,66.66666666666666,73.33333333333333,86.66666666666667,93.33333333333333,93.33333333333333,80.0,60.0,60.0,33.33333333333333,6.666666666666667,VERY_LOW_SAMPLE
week,2026-W07,2026-02-09,2026-02-13,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,0.396871664925403,7.613683052272151,6.806282722513091,86.66666666666667,12.873361513564667,-2.981128094943107,66.66666666666666,53.333333333333336,66.66666666666666,80.0,86.66666666666667,93.33333333333333,86.66666666666667,66.66666666666666,53.333333333333336,53.333333333333336,33.33333333333333,13.333333333333334,VERY_LOW_SAMPLE
week,2026-W08,2026-02-19,2026-02-20,V3_A_CONSENSUS_WEIGHTED,6,6,6,2,-0.13654262852517882,4.401959985743297,4.488112442415759,100.0,8.355370073250546,-4.843451700482864,50.0,50.0,66.66666666666666,83.33333333333334,100.0,100.0,100.0,50.0,33.33333333333333,50.0,33.33333333333333,16.666666666666664,VERY_LOW_SAMPLE
week,2026-W09,2026-02-23,2026-02-27,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,-0.8809533939962535,-10.98193381893741,-10.315388122176639,6.666666666666667,6.419210931740053,-18.51798082229939,60.0,60.0,46.666666666666664,40.0,20.0,66.66666666666666,66.66666666666666,93.33333333333333,53.333333333333336,53.333333333333336,40.0,6.666666666666667,VERY_LOW_SAMPLE
week,2026-W10,2026-03-03,2026-03-06,V3_A_CONSENSUS_WEIGHTED,12,12,12,4,-2.8152292937627124,0.4440429050001417,0.9387434538426831,58.333333333333336,5.545394355223059,-8.602094330115236,41.66666666666667,50.0,66.66666666666666,66.66666666666666,66.66666666666666,83.33333333333334,83.33333333333334,75.0,25.0,25.0,58.333333333333336,16.666666666666664,VERY_LOW_SAMPLE
week,2026-W11,2026-03-09,2026-03-13,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,1.6447105495455818,7.247325302943085,4.008016032064132,73.33333333333333,13.283519883910959,-3.658379114976455,80.0,80.0,73.33333333333333,73.33333333333333,73.33333333333333,100.0,100.0,66.66666666666666,46.666666666666664,46.666666666666664,20.0,33.33333333333333,VERY_LOW_SAMPLE
week,2026-W12,2026-03-16,2026-03-20,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,3.4651528068142037,0.8685929285976872,-0.6870705808869504,46.666666666666664,14.445532196182876,-7.419812615464298,86.66666666666667,73.33333333333333,66.66666666666666,53.333333333333336,53.333333333333336,100.0,86.66666666666667,66.66666666666666,60.0,60.0,6.666666666666667,33.33333333333333,VERY_LOW_SAMPLE
week,2026-W13,2026-03-23,2026-03-27,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,-2.43827746913042,-3.127976068111161,-0.9988901220865709,40.0,7.543655192246637,-12.182577110261734,60.0,33.33333333333333,26.666666666666668,53.333333333333336,53.333333333333336,86.66666666666667,86.66666666666667,93.33333333333333,20.0,20.0,40.0,40.0,VERY_LOW_SAMPLE
week,2026-W14,2026-03-30,2026-04-03,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,0.47906428109143384,1.5719436235870707,1.9687026754164672,53.333333333333336,12.566178453991698,-7.592876521119901,66.66666666666666,80.0,80.0,66.66666666666666,60.0,86.66666666666667,86.66666666666667,60.0,33.33333333333333,46.666666666666664,20.0,33.33333333333333,VERY_LOW_SAMPLE
week,2026-W15,2026-04-06,2026-04-10,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,1.5068273303884037,17.746371437089508,16.904276985743373,93.33333333333333,25.561779405764582,-3.771661706252448,86.66666666666667,73.33333333333333,86.66666666666667,93.33333333333333,93.33333333333333,100.0,100.0,73.33333333333333,46.666666666666664,46.666666666666664,13.333333333333334,40.0,VERY_LOW_SAMPLE
week,2026-W16,2026-04-13,2026-04-17,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,52.93937391248369,80.3962715607041,13.297297297297295,66.66666666666666,108.02609463435797,42.655494343546785,86.66666666666667,86.66666666666667,73.33333333333333,73.33333333333333,73.33333333333333,100.0,100.0,66.66666666666666,46.666666666666664,46.666666666666664,13.333333333333334,40.0,VERY_LOW_SAMPLE
week,2026-W17,2026-04-20,2026-04-24,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,3.7403671066835416,12.762796904782371,4.79041916167664,53.333333333333336,24.843513683219197,-4.066920761010605,86.66666666666667,80.0,86.66666666666667,93.33333333333333,86.66666666666667,93.33333333333333,93.33333333333333,73.33333333333333,40.0,40.0,13.333333333333334,46.666666666666664,VERY_LOW_SAMPLE
