period_type,period_key,period_start,period_end,v3_variant,rows,complete_d1_rows,complete_d5_rows,signal_days,avg_d1_close_return_pct,avg_d5_close_return_pct,median_d5_close_return_pct,d5_close_win_rate_pct,avg_mfe_d1_d5_pct,avg_mae_d1_d5_pct,plus13_touch_d1_rate_pct,plus13_touch_d2_rate_pct,plus13_touch_d3_rate_pct,plus13_touch_d4_rate_pct,plus13_touch_d5_rate_pct,cumulative_plus13_touch_d5_rate_pct,plus20_touch_d5_rate_pct,minus20_touch_d5_rate_pct,plus13_before_minus2_d1_rate_pct,plus13_before_minus2_d5_rate_pct,minus2_before_plus13_d5_rate_pct,same_day_ambiguous_d5_rate_pct,sample_status
week,2026-W18,2026-04-27,2026-04-30,V3_A_CONSENSUS_WEIGHTED,12,12,12,4,1.8027284982017509,16.53282631486221,7.250169210403157,58.333333333333336,26.18461027549434,-3.785209797150427,66.66666666666666,75.0,66.66666666666666,83.33333333333334,75.0,100.0,100.0,66.66666666666666,50.0,50.0,33.33333333333333,16.666666666666664,VERY_LOW_SAMPLE
week,2026-W19,2026-05-04,2026-05-08,V3_A_CONSENSUS_WEIGHTED,12,12,12,4,4.9594721032325,0.2584623574735727,-1.9175657774564592,33.33333333333333,17.86454754118913,-7.548996330711376,83.33333333333334,83.33333333333334,83.33333333333334,66.66666666666666,41.66666666666667,100.0,100.0,75.0,66.66666666666666,66.66666666666666,16.666666666666664,16.666666666666664,VERY_LOW_SAMPLE
week,2026-W20,2026-05-11,2026-05-15,V3_A_CONSENSUS_WEIGHTED,15,15,15,5,0.17974550624758887,-2.214210323968748,-4.334203655352475,26.666666666666668,10.465032418792337,-12.446658796568384,86.66666666666667,53.333333333333336,40.0,40.0,40.0,93.33333333333333,93.33333333333333,93.33333333333333,26.666666666666668,26.666666666666668,13.333333333333334,60.0,VERY_LOW_SAMPLE
week,2026-W21,2026-05-18,2026-05-22,V3_A_CONSENSUS_WEIGHTED,15,15,9,5,0.12488034463033033,4.883946266995121,1.1419249592169667,66.66666666666666,17.47180750114249,-7.966011533734257,80.0,80.0,80.0,75.0,88.88888888888889,100.0,100.0,88.88888888888889,40.0,33.33333333333333,33.33333333333333,33.33333333333333,VERY_LOW_SAMPLE
week,2026-W22,2026-05-26,2026-05-28,V3_A_CONSENSUS_WEIGHTED,9,6,0,3,-6.92512331663261,,,,,,83.33333333333334,33.33333333333333,,,,,,,0.0,,,,VERY_LOW_SAMPLE
week,2025-W14,2025-04-01,2025-04-04,V3_B_WINRATE_ORIENTED,12,12,12,4,-5.339745462844064,-0.7387190151875099,-6.709623745551585,25.0,10.560326853439207,-13.449873741772706,58.333333333333336,16.666666666666664,33.33333333333333,25.0,25.0,75.0,58.333333333333336,100.0,0.0,0.0,41.66666666666667,58.333333333333336,VERY_LOW_SAMPLE
week,2025-W15,2025-04-07,2025-04-11,V3_B_WINRATE_ORIENTED,15,15,15,5,4.918556035948736,8.308097736379247,2.819548872180455,53.333333333333336,19.146541116598748,-4.497365315819335,86.66666666666667,86.66666666666667,86.66666666666667,73.33333333333333,66.66666666666666,93.33333333333333,86.66666666666667,40.0,73.33333333333333,73.33333333333333,13.333333333333334,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W16,2025-04-14,2025-04-18,V3_B_WINRATE_ORIENTED,15,15,15,5,2.9362325988993527,-2.10052562468889,-2.0383693045563533,33.33333333333333,8.985414830052958,-5.05632935429318,66.66666666666666,53.333333333333336,53.333333333333336,60.0,66.66666666666666,86.66666666666667,73.33333333333333,73.33333333333333,40.0,60.0,13.333333333333334,26.666666666666668,VERY_LOW_SAMPLE
week,2025-W17,2025-04-21,2025-04-25,V3_B_WINRATE_ORIENTED,15,15,15,5,-0.16151640148644042,-1.2756197257973274,-0.7320644216691097,40.0,6.333654066315934,-5.626910199649511,66.66666666666666,53.333333333333336,53.333333333333336,53.333333333333336,33.33333333333333,86.66666666666667,66.66666666666666,60.0,53.333333333333336,66.66666666666666,20.0,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W18,2025-04-28,2025-05-02,V3_B_WINRATE_ORIENTED,12,12,12,4,-3.0994196457694514,-3.4521604029664075,-1.8385141173344888,25.0,4.349013547669678,-7.2174014156819775,66.66666666666666,50.0,50.0,41.66666666666667,33.33333333333333,83.33333333333334,75.0,83.33333333333334,41.66666666666667,41.66666666666667,33.33333333333333,25.0,VERY_LOW_SAMPLE
week,2025-W19,2025-05-07,2025-05-09,V3_B_WINRATE_ORIENTED,9,9,9,3,-0.01490924942722691,-3.2775752672359624,-1.6846361185983816,44.44444444444444,6.022872604837094,-8.43772639236855,44.44444444444444,44.44444444444444,55.55555555555556,44.44444444444444,55.55555555555556,88.88888888888889,77.77777777777779,66.66666666666666,33.33333333333333,44.44444444444444,22.22222222222222,33.33333333333333,VERY_LOW_SAMPLE
week,2025-W20,2025-05-12,2025-05-16,V3_B_WINRATE_ORIENTED,15,15,15,5,-0.5659279038577265,-0.9241739861122549,-2.622377622377625,33.33333333333333,9.664603863228809,-8.251044569239147,66.66666666666666,40.0,46.666666666666664,40.0,40.0,80.0,80.0,80.0,40.0,46.666666666666664,26.666666666666668,26.666666666666668,VERY_LOW_SAMPLE
week,2025-W21,2025-05-19,2025-05-23,V3_B_WINRATE_ORIENTED,15,15,15,5,0.549426077263265,3.071503152739512,2.051282051282044,60.0,6.851010213601077,-3.032722825922439,46.666666666666664,53.333333333333336,53.333333333333336,60.0,66.66666666666666,80.0,66.66666666666666,60.0,26.666666666666668,46.666666666666664,33.33333333333333,20.0,VERY_LOW_SAMPLE
week,2025-W22,2025-05-26,2025-05-30,V3_B_WINRATE_ORIENTED,15,15,15,5,0.7519412292230802,4.157749038398333,4.871567759078821,80.0,6.7691710177828535,-2.1237641640707645,80.0,80.0,80.0,73.33333333333333,86.66666666666667,93.33333333333333,93.33333333333333,33.33333333333333,66.66666666666666,80.0,6.666666666666667,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W23,2025-06-02,2025-06-05,V3_B_WINRATE_ORIENTED,9,9,9,3,2.5924837002585543,11.210825136454135,5.457746478873249,88.88888888888889,14.323550033686217,-0.7506059354250614,88.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,22.22222222222222,88.88888888888889,88.88888888888889,11.11111111111111,0.0,VERY_LOW_SAMPLE
week,2025-W24,2025-06-09,2025-06-13,V3_B_WINRATE_ORIENTED,15,15,15,5,1.286872087022178,6.486455584332906,3.23809523809524,60.0,11.997899550945908,-3.8495473441238905,80.0,73.33333333333333,66.66666666666666,60.0,66.66666666666666,86.66666666666667,73.33333333333333,73.33333333333333,60.0,60.0,20.0,20.0,VERY_LOW_SAMPLE
week,2025-W25,2025-06-16,2025-06-20,V3_B_WINRATE_ORIENTED,15,15,15,5,1.5648206277223358,2.3297809308189215,2.5295109612141653,73.33333333333333,8.740413465498658,-4.173448502827649,80.0,66.66666666666666,73.33333333333333,73.33333333333333,73.33333333333333,93.33333333333333,93.33333333333333,66.66666666666666,60.0,60.0,20.0,20.0,VERY_LOW_SAMPLE
week,2025-W26,2025-06-23,2025-06-27,V3_B_WINRATE_ORIENTED,15,15,15,5,-0.5358330881436165,-2.798370776587455,-0.7346938775510181,46.666666666666664,5.671429745740822,-7.0019404034298995,66.66666666666666,60.0,40.0,46.666666666666664,46.666666666666664,86.66666666666667,80.0,60.0,40.0,46.666666666666664,26.666666666666668,26.666666666666668,VERY_LOW_SAMPLE
week,2025-W27,2025-06-30,2025-07-04,V3_B_WINRATE_ORIENTED,15,15,15,5,-1.7825210950452732,-1.0907838482751737,0.23923444976077235,53.333333333333336,4.366929745546599,-6.376640327162022,66.66666666666666,40.0,40.0,53.333333333333336,46.666666666666664,80.0,66.66666666666666,80.0,40.0,46.666666666666664,26.666666666666668,26.666666666666668,VERY_LOW_SAMPLE
week,2025-W28,2025-07-07,2025-07-11,V3_B_WINRATE_ORIENTED,15,15,15,5,0.42200241675357,3.452305975854345,3.2345013477088846,93.33333333333333,5.223496863752814,-1.7169955518089384,46.666666666666664,60.0,80.0,80.0,93.33333333333333,100.0,93.33333333333333,33.33333333333333,46.666666666666664,80.0,20.0,0.0,VERY_LOW_SAMPLE
week,2025-W29,2025-07-14,2025-07-18,V3_B_WINRATE_ORIENTED,15,15,15,5,1.646605226304913,1.7971121881799534,0.5535055350553542,60.0,6.454840565246645,-2.482887204045706,86.66666666666667,80.0,66.66666666666666,66.66666666666666,66.66666666666666,100.0,100.0,46.666666666666664,86.66666666666667,86.66666666666667,13.333333333333334,0.0,VERY_LOW_SAMPLE
week,2025-W30,2025-07-21,2025-07-25,V3_B_WINRATE_ORIENTED,15,15,15,5,-0.3091880181873349,1.4453454228638758,0.4623513870541718,60.0,6.1676225073898685,-3.5732037821650335,53.333333333333336,53.333333333333336,40.0,53.333333333333336,60.0,93.33333333333333,93.33333333333333,66.66666666666666,40.0,60.0,26.666666666666668,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W31,2025-07-28,2025-08-01,V3_B_WINRATE_ORIENTED,15,15,15,5,-0.5639148148348968,-1.086345587170386,-0.9213323883770386,26.666666666666668,3.5678634501124,-4.593310380510133,53.333333333333336,60.0,33.33333333333333,40.0,33.33333333333333,80.0,73.33333333333333,80.0,46.666666666666664,53.333333333333336,40.0,6.666666666666667,VERY_LOW_SAMPLE
week,2025-W32,2025-08-04,2025-08-08,V3_B_WINRATE_ORIENTED,15,15,15,5,0.552763620659075,1.6990260756578115,1.7191977077363862,73.33333333333333,4.842228861745546,-2.4107934642764546,80.0,60.0,80.0,80.0,73.33333333333333,93.33333333333333,86.66666666666667,53.333333333333336,73.33333333333333,80.0,13.333333333333334,6.666666666666667,VERY_LOW_SAMPLE
week,2025-W33,2025-08-11,2025-08-14,V3_B_WINRATE_ORIENTED,12,12,12,4,0.309490809708816,-0.1774820254297297,-0.5615031036379337,41.66666666666667,5.184425847675638,-3.402710801232038,58.333333333333336,58.333333333333336,58.333333333333336,58.333333333333336,41.66666666666667,75.0,66.66666666666666,58.333333333333336,41.66666666666667,50.0,33.33333333333333,16.666666666666664,VERY_LOW_SAMPLE
week,2025-W34,2025-08-18,2025-08-22,V3_B_WINRATE_ORIENTED,15,15,15,5,1.1935869240218269,1.1582405707331476,0.30864197530864335,60.0,4.938292811601398,-2.1839918689790805,60.0,53.333333333333336,66.66666666666666,53.333333333333336,60.0,80.0,73.33333333333333,40.0,46.666666666666664,60.0,20.0,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W35,2025-08-25,2025-08-29,V3_B_WINRATE_ORIENTED,15,15,15,5,-1.0448985253172831,-1.8954728360549555,-0.9929078014184411,26.666666666666668,1.5390142983891977,-4.4299963111364855,33.33333333333333,26.666666666666668,26.666666666666668,26.666666666666668,26.666666666666668,46.666666666666664,46.666666666666664,80.0,26.666666666666668,33.33333333333333,60.0,6.666666666666667,VERY_LOW_SAMPLE
week,2025-W36,2025-09-01,2025-09-05,V3_B_WINRATE_ORIENTED,15,15,15,5,3.0253687161202993,10.40369822030058,3.698224852071008,80.0,13.861924674673384,-1.443913964518017,53.333333333333336,66.66666666666666,80.0,66.66666666666666,73.33333333333333,93.33333333333333,86.66666666666667,33.33333333333333,40.0,80.0,6.666666666666667,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W37,2025-09-08,2025-09-12,V3_B_WINRATE_ORIENTED,15,15,15,5,1.518988282654045,3.3154731883472617,5.39586485123551,73.33333333333333,8.62346311864812,-4.599173526636358,66.66666666666666,73.33333333333333,80.0,93.33333333333333,80.0,100.0,93.33333333333333,46.666666666666664,46.666666666666664,60.0,20.0,20.0,VERY_LOW_SAMPLE
week,2025-W38,2025-09-15,2025-09-19,V3_B_WINRATE_ORIENTED,15,15,15,5,-0.25352881423211343,0.8602536855530619,4.385964912280693,60.0,6.647952772003469,-4.721370028263551,80.0,80.0,73.33333333333333,80.0,66.66666666666666,93.33333333333333,93.33333333333333,40.0,66.66666666666666,73.33333333333333,13.333333333333334,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W39,2025-09-22,2025-09-26,V3_B_WINRATE_ORIENTED,15,15,15,5,-0.28770457632982577,1.5682138874506586,0.9592326139088669,53.333333333333336,5.740218683611371,-3.216528887874358,53.333333333333336,46.666666666666664,46.666666666666664,60.0,66.66666666666666,93.33333333333333,80.0,80.0,40.0,53.333333333333336,33.33333333333333,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W40,2025-09-29,2025-10-02,V3_B_WINRATE_ORIENTED,12,12,12,4,2.78179624459122,14.345681963645768,10.957234168735031,100.0,17.23090216783658,0.03000750612404124,83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,8.333333333333332,75.0,91.66666666666666,0.0,8.333333333333332,VERY_LOW_SAMPLE
week,2025-W41,2025-10-10,2025-10-10,V3_B_WINRATE_ORIENTED,3,3,3,1,2.214734447984109,7.602628583634022,7.362784471218209,100.0,10.92293940065059,-2.405206696432442,66.66666666666666,100.0,66.66666666666666,100.0,100.0,100.0,100.0,33.33333333333333,66.66666666666666,66.66666666666666,33.33333333333333,0.0,VERY_LOW_SAMPLE
week,2025-W42,2025-10-13,2025-10-17,V3_B_WINRATE_ORIENTED,15,15,15,5,0.860625067038443,-0.1970071081585075,1.0224948875255713,53.333333333333336,5.246350359570376,-3.892319926853445,73.33333333333333,73.33333333333333,53.333333333333336,60.0,53.333333333333336,86.66666666666667,80.0,73.33333333333333,53.333333333333336,60.0,20.0,20.0,VERY_LOW_SAMPLE
week,2025-W43,2025-10-20,2025-10-24,V3_B_WINRATE_ORIENTED,15,15,15,5,0.04259500072416002,3.5180687711027403,2.655771195097034,80.0,7.724168272665098,-2.9798242779958923,46.666666666666664,40.0,53.333333333333336,60.0,80.0,93.33333333333333,86.66666666666667,60.0,46.666666666666664,60.0,40.0,0.0,VERY_LOW_SAMPLE
week,2025-W44,2025-10-27,2025-10-31,V3_B_WINRATE_ORIENTED,15,15,15,5,2.0133061628609026,1.44628451381613,0.4995004995004937,53.333333333333336,10.699601672825192,-5.419014230971902,86.66666666666667,66.66666666666666,66.66666666666666,60.0,53.333333333333336,93.33333333333333,93.33333333333333,66.66666666666666,80.0,80.0,13.333333333333334,6.666666666666667,VERY_LOW_SAMPLE
week,2025-W45,2025-11-03,2025-11-07,V3_B_WINRATE_ORIENTED,15,15,15,5,-1.206679152100042,-4.0216195494796345,-2.1739130434782594,33.33333333333333,7.097623647998478,-9.306966624691848,80.0,46.666666666666664,46.666666666666664,53.333333333333336,53.333333333333336,86.66666666666667,80.0,80.0,40.0,40.0,20.0,40.0,VERY_LOW_SAMPLE
week,2025-W46,2025-11-10,2025-11-14,V3_B_WINRATE_ORIENTED,15,15,15,5,0.4366341009778123,-0.7605720885889682,-3.455284552845528,40.0,7.09923557016198,-5.3869455738713885,73.33333333333333,73.33333333333333,80.0,66.66666666666666,46.666666666666664,93.33333333333333,86.66666666666667,73.33333333333333,46.666666666666664,53.333333333333336,13.333333333333334,33.33333333333333,VERY_LOW_SAMPLE
week,2025-W47,2025-11-17,2025-11-21,V3_B_WINRATE_ORIENTED,15,15,15,5,-1.536532170542254,0.6725635611878725,-2.0689655172413834,46.666666666666664,5.931665244333802,-7.16182690993902,73.33333333333333,46.666666666666664,46.666666666666664,46.666666666666664,46.666666666666664,80.0,73.33333333333333,86.66666666666667,20.0,20.0,26.666666666666668,53.333333333333336,VERY_LOW_SAMPLE
week,2025-W48,2025-11-24,2025-11-28,V3_B_WINRATE_ORIENTED,15,15,15,5,-0.24081644683760792,-0.8184198104288801,1.5458937198067568,60.0,6.174662217067916,-6.144443844572039,66.66666666666666,60.0,53.333333333333336,60.0,66.66666666666666,93.33333333333333,80.0,66.66666666666666,60.0,60.0,33.33333333333333,6.666666666666667,VERY_LOW_SAMPLE
week,2025-W49,2025-12-01,2025-12-05,V3_B_WINRATE_ORIENTED,15,15,15,5,2.196897042835941,5.109582796810852,3.1283138918345665,86.66666666666667,9.975488062963592,-1.9223838413441194,93.33333333333333,93.33333333333333,93.33333333333333,93.33333333333333,86.66666666666667,100.0,100.0,33.33333333333333,66.66666666666666,73.33333333333333,0.0,26.666666666666668,VERY_LOW_SAMPLE
week,2025-W50,2025-12-08,2025-12-12,V3_B_WINRATE_ORIENTED,15,15,15,5,2.3653562752170685,5.578230021395985,0.31372549019608176,53.333333333333336,13.67215482086156,-5.003233418165315,73.33333333333333,66.66666666666666,60.0,46.666666666666664,46.666666666666664,100.0,80.0,73.33333333333333,40.0,60.0,6.666666666666667,33.33333333333333,VERY_LOW_SAMPLE
week,2025-W51,2025-12-15,2025-12-19,V3_B_WINRATE_ORIENTED,15,15,15,5,1.677689055948832,9.830302372369395,4.56026058631922,93.33333333333333,15.969756030900646,-2.856518692253738,66.66666666666666,80.0,100.0,93.33333333333333,86.66666666666667,100.0,100.0,66.66666666666666,40.0,46.666666666666664,26.666666666666668,26.666666666666668,VERY_LOW_SAMPLE
week,2025-W52,2025-12-22,2025-12-26,V3_B_WINRATE_ORIENTED,12,12,12,4,3.72492592589759,9.326604400709591,4.827860520616967,83.33333333333334,16.826556833356374,-3.1230614740143445,83.33333333333334,75.0,66.66666666666666,75.0,83.33333333333334,100.0,100.0,58.333333333333336,66.66666666666666,66.66666666666666,16.666666666666664,16.666666666666664,VERY_LOW_SAMPLE
week,2026-W01,2025-12-29,2026-01-02,V3_B_WINRATE_ORIENTED,9,9,9,3,0.2671002753410898,-3.982221531898454,-1.2150668286755817,33.33333333333333,5.545230772105475,-8.128495110435727,66.66666666666666,55.55555555555556,55.55555555555556,55.55555555555556,33.33333333333333,88.88888888888889,77.77777777777779,77.77777777777779,22.22222222222222,33.33333333333333,22.22222222222222,44.44444444444444,VERY_LOW_SAMPLE
week,2026-W02,2026-01-05,2026-01-09,V3_B_WINRATE_ORIENTED,15,15,15,5,1.1384430869307465,10.674967951622346,10.026385224274414,86.66666666666667,13.419093501747716,-2.381611664118573,86.66666666666667,66.66666666666666,80.0,86.66666666666667,86.66666666666667,100.0,93.33333333333333,53.333333333333336,66.66666666666666,66.66666666666666,13.333333333333334,20.0,VERY_LOW_SAMPLE
week,2026-W03,2026-01-12,2026-01-16,V3_B_WINRATE_ORIENTED,15,15,15,5,2.7020066624854846,5.754799136341597,2.6501766784452263,73.33333333333333,12.611621775304448,-3.0576260939502404,80.0,86.66666666666667,73.33333333333333,80.0,86.66666666666667,93.33333333333333,93.33333333333333,60.0,60.0,60.0,20.0,20.0,VERY_LOW_SAMPLE
week,2026-W04,2026-01-19,2026-01-23,V3_B_WINRATE_ORIENTED,15,15,15,5,0.07939060962276999,2.056401078173347,2.6556776556776462,60.0,6.419455023729103,-3.8802772223984037,66.66666666666666,60.0,53.333333333333336,66.66666666666666,66.66666666666666,80.0,80.0,60.0,46.666666666666664,46.666666666666664,26.666666666666668,26.666666666666668,VERY_LOW_SAMPLE
week,2026-W05,2026-01-26,2026-01-30,V3_B_WINRATE_ORIENTED,15,15,15,5,0.08558524768938515,9.534099144139109,-0.08635578583765513,46.666666666666664,15.482730412028276,-5.658927250015544,53.333333333333336,60.0,66.66666666666666,73.33333333333333,60.0,100.0,93.33333333333333,86.66666666666667,26.666666666666668,33.33333333333333,40.0,26.666666666666668,VERY_LOW_SAMPLE
week,2026-W06,2026-02-02,2026-02-06,V3_B_WINRATE_ORIENTED,15,15,15,5,2.6306125455402665,4.795996872741954,1.1173184357541999,73.33333333333333,9.71613027346647,-6.265036656391246,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,80.0,93.33333333333333,93.33333333333333,86.66666666666667,60.0,60.0,33.33333333333333,6.666666666666667,VERY_LOW_SAMPLE
week,2026-W07,2026-02-09,2026-02-13,V3_B_WINRATE_ORIENTED,15,15,15,5,0.43418509776122455,8.043015447885706,8.34224598930482,86.66666666666667,13.017366618927904,-2.807493649369926,73.33333333333333,53.333333333333336,66.66666666666666,80.0,86.66666666666667,93.33333333333333,86.66666666666667,60.0,60.0,60.0,26.666666666666668,13.333333333333334,VERY_LOW_SAMPLE
week,2026-W08,2026-02-19,2026-02-20,V3_B_WINRATE_ORIENTED,6,6,6,2,-0.13654262852517882,4.401959985743297,4.488112442415759,100.0,8.355370073250546,-4.843451700482864,50.0,50.0,66.66666666666666,83.33333333333334,100.0,100.0,100.0,50.0,33.33333333333333,50.0,33.33333333333333,16.666666666666664,VERY_LOW_SAMPLE
week,2026-W09,2026-02-23,2026-02-27,V3_B_WINRATE_ORIENTED,15,15,15,5,-0.013797521373967689,-10.65259692076008,-10.315388122176639,6.666666666666667,7.584609202468033,-17.74646526857696,66.66666666666666,60.0,46.666666666666664,40.0,26.666666666666668,73.33333333333333,66.66666666666666,93.33333333333333,53.333333333333336,53.333333333333336,33.33333333333333,13.333333333333334,VERY_LOW_SAMPLE
week,2026-W10,2026-03-03,2026-03-06,V3_B_WINRATE_ORIENTED,12,12,12,4,-2.083239878413131,0.9049525129363821,0.011952094793732382,50.0,5.3436058937893405,-7.868157213068422,41.66666666666667,50.0,66.66666666666666,66.66666666666666,58.333333333333336,66.66666666666666,66.66666666666666,75.0,25.0,25.0,58.333333333333336,16.666666666666664,VERY_LOW_SAMPLE
week,2026-W11,2026-03-09,2026-03-13,V3_B_WINRATE_ORIENTED,15,15,15,5,1.6447105495455818,7.247325302943085,4.008016032064132,73.33333333333333,13.283519883910959,-3.658379114976455,80.0,80.0,73.33333333333333,73.33333333333333,73.33333333333333,100.0,100.0,66.66666666666666,46.666666666666664,46.666666666666664,20.0,33.33333333333333,VERY_LOW_SAMPLE
week,2026-W12,2026-03-16,2026-03-20,V3_B_WINRATE_ORIENTED,15,15,15,5,1.4246861113176232,-2.8028717355593122,-2.7055150884495283,33.33333333333333,8.386194058109686,-8.275608623634024,80.0,66.66666666666666,60.0,40.0,40.0,93.33333333333333,80.0,80.0,53.333333333333336,53.333333333333336,13.333333333333334,33.33333333333333,VERY_LOW_SAMPLE
week,2026-W13,2026-03-23,2026-03-27,V3_B_WINRATE_ORIENTED,15,15,15,5,0.05325989736463838,0.15989806400060377,-0.9988901220865709,46.666666666666664,7.992530059432613,-8.121593195218814,60.0,46.666666666666664,40.0,60.0,53.333333333333336,86.66666666666667,86.66666666666667,80.0,46.666666666666664,46.666666666666664,40.0,13.333333333333334,VERY_LOW_SAMPLE
week,2026-W14,2026-03-30,2026-04-03,V3_B_WINRATE_ORIENTED,15,15,15,5,1.0556554353524907,1.8186534401997998,1.9687026754164672,53.333333333333336,12.360353211273253,-6.974753543773625,66.66666666666666,86.66666666666667,80.0,66.66666666666666,60.0,86.66666666666667,86.66666666666667,60.0,33.33333333333333,46.666666666666664,20.0,33.33333333333333,VERY_LOW_SAMPLE
week,2026-W15,2026-04-06,2026-04-10,V3_B_WINRATE_ORIENTED,15,15,15,5,1.5305009998692283,16.098181402370194,12.56038647342994,93.33333333333333,23.27638602880716,-3.7080809939325214,86.66666666666667,73.33333333333333,86.66666666666667,93.33333333333333,93.33333333333333,100.0,100.0,66.66666666666666,53.333333333333336,53.333333333333336,13.333333333333334,33.33333333333333,VERY_LOW_SAMPLE
week,2026-W16,2026-04-13,2026-04-17,V3_B_WINRATE_ORIENTED,15,15,15,5,52.93937391248369,80.3962715607041,13.297297297297295,66.66666666666666,108.02609463435797,42.655494343546785,86.66666666666667,86.66666666666667,73.33333333333333,73.33333333333333,73.33333333333333,100.0,100.0,66.66666666666666,46.666666666666664,46.666666666666664,13.333333333333334,40.0,VERY_LOW_SAMPLE
week,2026-W17,2026-04-20,2026-04-24,V3_B_WINRATE_ORIENTED,15,15,15,5,35.12538868627489,56.06224139286033,6.315789473684208,60.0,73.88966688192487,23.803206337317015,86.66666666666667,86.66666666666667,93.33333333333333,93.33333333333333,86.66666666666667,93.33333333333333,93.33333333333333,66.66666666666666,46.666666666666664,46.666666666666664,13.333333333333334,40.0,VERY_LOW_SAMPLE
week,2026-W18,2026-04-27,2026-04-30,V3_B_WINRATE_ORIENTED,12,12,12,4,1.900259804342329,12.546737577117844,1.6370836686073087,58.333333333333336,22.07061217143001,-3.824470912570483,66.66666666666666,75.0,66.66666666666666,83.33333333333334,75.0,100.0,100.0,66.66666666666666,50.0,50.0,33.33333333333333,16.666666666666664,VERY_LOW_SAMPLE
week,2026-W19,2026-05-04,2026-05-08,V3_B_WINRATE_ORIENTED,12,12,12,4,3.036387836765631,-2.819309253003812,-2.0370660338286384,25.0,11.493145698079266,-7.272066257458788,83.33333333333334,66.66666666666666,75.0,58.333333333333336,41.66666666666667,100.0,100.0,83.33333333333334,58.333333333333336,58.333333333333336,16.666666666666664,25.0,VERY_LOW_SAMPLE
week,2026-W20,2026-05-11,2026-05-15,V3_B_WINRATE_ORIENTED,15,15,15,5,0.45603344799779394,-2.524193035591739,-4.334203655352475,26.666666666666668,9.921716931065532,-11.780900988946872,80.0,53.333333333333336,40.0,40.0,40.0,86.66666666666667,86.66666666666667,93.33333333333333,33.33333333333333,33.33333333333333,20.0,46.666666666666664,VERY_LOW_SAMPLE
week,2026-W21,2026-05-18,2026-05-22,V3_B_WINRATE_ORIENTED,15,15,9,5,-0.15261519602310522,6.451245202715111,7.513227513227516,77.77777777777779,17.265673084481755,-8.601754274740157,73.33333333333333,80.0,80.0,75.0,88.88888888888889,100.0,100.0,88.88888888888889,40.0,33.33333333333333,44.44444444444444,22.22222222222222,VERY_LOW_SAMPLE
week,2026-W22,2026-05-26,2026-05-28,V3_B_WINRATE_ORIENTED,9,6,0,3,-6.92512331663261,,,,,,83.33333333333334,33.33333333333333,,,,,,,0.0,,,,VERY_LOW_SAMPLE
week,2025-W14,2025-04-01,2025-04-04,V3_C_RISK_CONTROL,12,12,12,4,-5.339745462844064,-0.7387190151875099,-6.709623745551585,25.0,10.560326853439207,-13.449873741772706,58.333333333333336,16.666666666666664,33.33333333333333,25.0,25.0,75.0,58.333333333333336,100.0,0.0,0.0,41.66666666666667,58.333333333333336,VERY_LOW_SAMPLE
week,2025-W15,2025-04-07,2025-04-11,V3_C_RISK_CONTROL,15,15,15,5,4.472986103883035,9.406240122505732,2.819548872180455,60.0,17.885252783527513,-3.455678539112149,86.66666666666667,86.66666666666667,86.66666666666667,73.33333333333333,73.33333333333333,93.33333333333333,86.66666666666667,33.33333333333333,73.33333333333333,73.33333333333333,13.333333333333334,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W16,2025-04-14,2025-04-18,V3_C_RISK_CONTROL,15,15,15,5,0.6986968268377641,-1.269108636918947,-0.5182926829268242,46.666666666666664,6.777448195901632,-4.637885340914912,60.0,53.333333333333336,46.666666666666664,53.333333333333336,66.66666666666666,80.0,66.66666666666666,60.0,46.666666666666664,66.66666666666666,20.0,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W17,2025-04-21,2025-04-25,V3_C_RISK_CONTROL,15,15,15,5,0.23506905266029948,0.43262852294998144,-0.5908419497784312,40.0,6.939174079895704,-4.317982774846558,66.66666666666666,53.333333333333336,66.66666666666666,60.0,33.33333333333333,93.33333333333333,73.33333333333333,60.0,53.333333333333336,66.66666666666666,20.0,13.333333333333334,VERY_LOW_SAMPLE
week,2025-W18,2025-04-28,2025-05-02,V3_C_RISK_CONTROL,12,12,12,4,0.2418336978850902,-2.8212783941517023,-1.1787037873994377,33.33333333333333,6.163565841229064,-5.899615337088981,75.0,50.0,41.66666666666667,41.66666666666667,41.66666666666667,83.33333333333334,75.0,75.0,41.66666666666667,41.66666666666667,25.0,33.33333333333333,VERY_LOW_SAMPLE
