period_type,period_key,period_start,period_end,v3_variant,rows,complete_d1_rows,complete_d5_rows,signal_days,avg_d1_close_return_pct,avg_d5_close_return_pct,median_d5_close_return_pct,d5_close_win_rate_pct,avg_mfe_d1_d5_pct,avg_mae_d1_d5_pct,plus13_touch_d1_rate_pct,plus13_touch_d2_rate_pct,plus13_touch_d3_rate_pct,plus13_touch_d4_rate_pct,plus13_touch_d5_rate_pct,cumulative_plus13_touch_d5_rate_pct,plus20_touch_d5_rate_pct,minus20_touch_d5_rate_pct,plus13_before_minus2_d1_rate_pct,plus13_before_minus2_d5_rate_pct,minus2_before_plus13_d5_rate_pct,same_day_ambiguous_d5_rate_pct,sample_status,overlap_group
overlap_group,EOD_HUMAN,2025-04-02,2026-05-19,V3_E_EOD_FIRST_STABLE,266,266,266,266,1.2047016275125126,4.760805826003315,1.4500673160687372,56.766917293233085,12.620448854656011,-5.675365613417767,67.29323308270678,65.78947368421053,65.78947368421053,64.66165413533834,62.78195488721805,87.96992481203007,83.0827067669173,64.66165413533834,41.72932330827068,50.75187969924813,22.932330827067666,25.93984962406015,OK,EOD_HUMAN
overlap_group,EOD_ONLY_OR_WITH_SECONDARY,2025-04-02,2026-05-28,V3_E_EOD_FIRST_STABLE,346,343,331,247,-0.07872319903693936,0.8800991186878324,0.23121387283238093,50.453172205438065,10.81205612905948,-7.64316006639087,71.13702623906705,61.47058823529412,60.23738872403561,60.17964071856288,58.30815709969789,89.12386706948641,82.17522658610272,73.1117824773414,41.690962099125365,46.82779456193353,24.773413897280967,28.3987915407855,OK,EOD_ONLY_OR_WITH_SECONDARY
overlap_group,EOD_V2,2025-04-30,2026-04-28,V3_E_EOD_FIRST_STABLE,49,49,49,45,0.5446423702179822,1.4861522314055662,1.1058451816745585,55.10204081632652,10.532778935065366,-6.582715919667551,83.6734693877551,65.3061224489796,63.26530612244898,65.3061224489796,63.26530612244898,93.87755102040816,91.83673469387756,67.3469387755102,46.93877551020408,48.97959183673469,14.285714285714285,36.734693877551024,LOW_SAMPLE,EOD_V2
overlap_group,EOD_V2_HUMAN,2025-06-11,2026-04-17,V3_E_EOD_FIRST_STABLE,7,7,7,7,2.638616925853525,8.015284922694862,7.0574162679425845,57.14285714285714,19.00137136567881,-7.963496420029051,71.42857142857143,85.71428571428571,71.42857142857143,71.42857142857143,57.14285714285714,85.71428571428571,85.71428571428571,57.14285714285714,57.14285714285714,57.14285714285714,28.57142857142857,14.285714285714285,VERY_LOW_SAMPLE,EOD_V2_HUMAN
overlap_group,OTHER_MULTI,2025-05-14,2026-04-01,V3_E_EOD_FIRST_STABLE,5,5,5,5,-3.4598579368933544,7.194604261923362,11.81798261631728,60.0,14.000669902993684,-9.388741750853248,80.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,40.0,40.0,20.0,40.0,VERY_LOW_SAMPLE,OTHER_MULTI
overlap_group,OTHER_SINGLE,2025-04-01,2025-04-28,V3_E_EOD_FIRST_STABLE,8,8,8,6,-0.5016643905322833,-3.1624880356227667,-5.237833588986312,25.0,6.912986699931936,-7.70284958142814,75.0,62.5,50.0,37.5,37.5,87.5,75.0,87.5,37.5,37.5,25.0,37.5,VERY_LOW_SAMPLE,OTHER_SINGLE
overlap_group,V2_ONLY_OR_WITH_SECONDARY,2025-04-29,2026-05-14,V3_E_EOD_FIRST_STABLE,165,165,165,149,3.069111369798952,5.470256955385401,1.6741071428571397,60.60606060606061,11.779457333222066,-2.0450162853909046,69.6969696969697,64.24242424242425,66.66666666666666,63.63636363636363,62.42424242424243,92.12121212121212,84.24242424242424,65.45454545454545,52.72727272727272,56.96969696969697,24.242424242424242,18.787878787878785,OK,V2_ONLY_OR_WITH_SECONDARY
overlap_group,EOD_HUMAN,2025-04-02,2026-05-19,V3_F_V2_AGGRESSIVE,224,224,224,224,1.0154256190245863,4.596262897698446,1.8335960672100637,59.82142857142857,11.430228471403073,-4.992201620776187,64.73214285714286,67.41071428571429,66.07142857142857,65.17857142857143,63.83928571428571,87.94642857142857,82.14285714285714,62.5,41.517857142857146,52.23214285714286,23.660714285714285,23.660714285714285,OK,EOD_HUMAN
overlap_group,EOD_ONLY_OR_WITH_SECONDARY,2025-04-02,2026-05-28,V3_F_V2_AGGRESSIVE,103,100,88,77,0.3346459596159801,0.22753467929869312,0.0,48.86363636363637,10.062741317110406,-6.373441356917588,74.0,58.76288659793815,56.38297872340425,57.14285714285714,54.54545454545454,86.36363636363636,75.0,69.31818181818183,45.0,54.54545454545454,20.454545454545457,25.0,OK,EOD_ONLY_OR_WITH_SECONDARY
overlap_group,EOD_V2,2025-04-30,2026-04-28,V3_F_V2_AGGRESSIVE,49,49,49,45,0.5446423702179822,1.4861522314055662,1.1058451816745585,55.10204081632652,10.532778935065366,-6.582715919667551,83.6734693877551,65.3061224489796,63.26530612244898,65.3061224489796,63.26530612244898,93.87755102040816,91.83673469387756,67.3469387755102,46.93877551020408,48.97959183673469,14.285714285714285,36.734693877551024,LOW_SAMPLE,EOD_V2
overlap_group,EOD_V2_HUMAN,2025-06-11,2026-04-17,V3_F_V2_AGGRESSIVE,7,7,7,7,2.638616925853525,8.015284922694862,7.0574162679425845,57.14285714285714,19.00137136567881,-7.963496420029051,71.42857142857143,85.71428571428571,71.42857142857143,71.42857142857143,57.14285714285714,85.71428571428571,85.71428571428571,57.14285714285714,57.14285714285714,57.14285714285714,28.57142857142857,14.285714285714285,VERY_LOW_SAMPLE,EOD_V2_HUMAN
overlap_group,OTHER_MULTI,2025-05-14,2026-05-19,V3_F_V2_AGGRESSIVE,2,2,2,2,-0.15213753232922733,11.452737890437565,11.452737890437565,50.0,22.0286369647392,-3.433041931444486,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,0.0,50.0,VERY_LOW_SAMPLE,OTHER_MULTI
overlap_group,OTHER_SINGLE,2025-04-01,2026-05-19,V3_F_V2_AGGRESSIVE,17,17,17,10,1.939582743095433,1.571137212275804,0.2671415850400649,58.82352941176471,10.63995483402329,-6.844246851323417,82.35294117647058,70.58823529411765,70.58823529411765,70.58823529411765,64.70588235294117,94.11764705882352,88.23529411764706,88.23529411764706,35.294117647058826,35.294117647058826,17.647058823529413,47.05882352941176,VERY_LOW_SAMPLE,OTHER_SINGLE
overlap_group,V2_ONLY_OR_WITH_SECONDARY,2025-04-29,2026-05-14,V3_F_V2_AGGRESSIVE,444,444,444,247,4.474547614957342,7.244130822246822,1.4905176418314459,59.909909909909906,13.931834059022616,-0.8675584916743989,69.5945945945946,64.41441441441441,64.1891891891892,65.76576576576578,64.86486486486487,90.54054054054053,84.90990990990991,61.711711711711715,56.08108108108109,62.16216216216216,22.74774774774775,15.090090090090092,OK,V2_ONLY_OR_WITH_SECONDARY
