signal_date,signal_time,code,name,market,d0_date,trading_day_age,bellguard_score,bellguard_score_100,bellguard_score_model,bellguard_score_basis,bellguard_live_light,bellguard_reason,score_total_100,d0_pct_change,distance_from_d0_high_pct,volume_ratio_vs_20d,upper_shadow_ratio,d0_trading_value,d0_trading_value_eok,webhook_data_ready,webhook_data_issue,signal_minute_rows,signal_entry_price_1500,signal_entry_time_1500,signal_open_to_1500,signal_high_to_1500,signal_low_to_1500,signal_close_1500,signal_prev_close,signal_day_pct_change_1500,signal_volume_to_1500,signal_trading_value_to_1500,signal_trading_value_to_1500_eok,signal_vwap_to_1500,signal_intraday_range_pct,signal_rsi14_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,signal_turnover_retention_vs_d0,signal_retained_gain_pct,signal_d0_gain_retention,component_signal_day_pullback_score,component_signal_vs_d0_close_score,component_signal_vs_d0_high_score,component_signal_retention_score,component_signal_rsi_score,component_signal_volume_score,component_signal_liquidity_score,component_d0_source_score,overheat_score,signal_overheat_score,health_score,regime_score,regime
2026-05-19,14:15,396300,세아메카닉스,KOSDAQ,2026-05-15,2,0.3317233371114447,33.17233371114447,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,RED,BellGuard 33.2 / 신호일 -12.4% / 15시거래대금 106억 / D0종가대비 -6.5% / RSI 55 / D0 +8.8% / 거래대금 737억 / D0+2,23.4896,8.839,-14.441,2.944,0.639,73650923120.0,736.5092312,True,,379,5870.0,2026-05-19 15:00:00,6550.0,6550.0,5800.0,5870.0,6700.0,-12.388059701492537,1748767.0,10602104055.0,106.02104055,6062.616720809576,12.93103448275863,54.77208108631409,-6.52866242038217,-20.027247956403272,0.14911227578378788,0.14395072873324224,1.7332691082802443,0.19609334860054806,0.0,0.6942675159235661,0.0,0.0,1.0,1.0,0.7831874652194715,0.20098573301011746,0.44,0.44,0.526,0.5,
2026-05-19,14:15,321370,센서뷰,KOSDAQ,2026-05-19,0,0.5292468437590319,52.92468437590318,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,YELLOW,BellGuard 52.9 / 신호일 +4.2% / 15시거래대금 712억 / D0종가대비 -1.0% / RSI 63 / D0 +5.3% / 거래대금 672억 / 과열낮음 / D0+0,23.2645,5.292,-10.599,4.295,0.719,67153262960.0,671.5326296,True,,380,3840.0,2026-05-19 15:00:00,3745.0,4340.0,3700.0,3840.0,3685.0,4.2062415196743475,17600261.0,71169951627.0,711.69951627,4043.687285489687,17.2972972972973,62.65690160269523,-1.0309278350515427,-11.520737327188934,1.0169128002116072,1.0598137527493272,4.206515463917548,0.7948819848672616,0.0,0.7577319587628857,0.8099078341013832,1.0,0.411007569023444,0.5472674282691324,0.8477855697240425,0.1981569657921491,0.2,0.2,0.7482053779096874,0.5,
2026-05-19,14:15,086960,MDS테크,KOSDAQ,2026-05-19,0,0.4418340549483394,44.18340549483394,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,ORANGE,BellGuard 44.2 / 신호일 +3.7% / 15시거래대금 450억 / D0종가대비 +0.4% / RSI 66 / D0 +3.2% / 거래대금 424억 / 과열낮음 / D0+0,22.5491,3.196,-9.115,2.898,0.596,42363114660.0,423.6311466,True,,380,3405.0,2026-05-19 15:00:00,3245.0,3730.0,3160.0,3405.0,3285.0,3.65296803652968,12854964.0,45011393564.0,450.11393564,3501.4795501566555,18.037974683544313,66.00186779004878,0.4424778761061843,-8.713136729222516,1.0286856457499198,1.0625137911896867,3.6526194690265523,1.1428721742886583,0.0,0.38938053097345393,1.0,0.5917937877466908,0.15370247768855558,0.5304490775001144,0.832241628152475,0.18916673892526953,0.0,0.0,0.4968226394081727,0.5,
2026-05-19,14:15,274090,켄코아에어로스페이스,KOSDAQ,2026-05-19,0,0.18482446021092716,18.482446021092716,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,RED,BellGuard 18.5 / 신호일 +9.4% / 15시거래대금 3455억 / D0종가대비 +2.2% / RSI 68 / D0 +7.1% / 거래대금 3250억 / 과열낮음 / D0+0,21.8526,7.129,-15.63,11.097,0.752,325026313200.0,3250.263132,True,,376,28400.0,2026-05-19 15:00:00,26350.0,32950.0,26100.0,28400.0,25950.0,9.441233140655104,11923782.0,345505866600.0,3455.058666,28976.197870776236,26.245210727969347,68.337334731747,2.158273381294973,-13.808801213960542,1.0198593964176312,1.0630089090276154,9.441136690647479,1.3243283336579434,0.0,0.0,0.5238998482549322,0.07334761812016181,0.0,0.5430580051176696,0.9013885543238623,0.18041402294430556,0.2,0.2,0.20761802917760674,0.5,
2026-05-19,14:15,036540,SFA반도체,KOSDAQ,2026-05-15,2,0.45547230524714183,45.54723052471418,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,ORANGE,BellGuard 45.5 / 신호일 -6.6% / 15시거래대금 360억 / D0종가대비 -7.8% / RSI 48 / D0 +4.0% / 거래대금 2669억 / 과열낮음 / D0+2,19.6152,3.986,-12.589,3.133,0.805,266914055310.0,2669.1405531,True,,381,7940.0,2026-05-19 15:00:00,8290.0,8790.0,7620.0,7940.0,8500.0,-6.58823529411765,4533282.0,36039624980.0,360.3962498,7950.007297141453,15.354330708661411,48.358379472035715,-7.781649245063882,-19.390862944162436,0.14623268143248533,0.13502333152947965,-4.1058257839721275,-1.0300616618093645,0.6029411764705874,0.4436701509872236,0.0,0.0,1.0,1.0,0.8246997148604981,0.15229725806877262,0.2,0.2,0.526,0.5,
2026-05-19,14:15,027360,아주IB투자,KOSDAQ,2026-05-19,0,0.5372947487198976,53.72947487198976,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,YELLOW,BellGuard 53.7 / 신호일 +3.4% / 15시거래대금 6957억 / D0종가대비 -0.2% / RSI 62 / D0 +3.6% / 거래대금 6580억 / 과열낮음 / D0+0,19.2461,3.645,-11.629,1.957,0.636,658037704920.0,6580.3770492,True,,378,17590.0,2026-05-19 15:00:00,17450.0,19950.0,16300.0,17590.0,17010.0,3.4097589653145244,37860409.0,695692247070.0,6956.9224707,18375.19100942623,22.39263803680982,61.8842942313845,-0.22688598979012653,-11.82957393483709,1.0143476668273101,1.0572224689686707,3.4098440158820464,0.9354853267166108,0.0,0.5567214974475316,0.7713032581453638,1.0,0.47043890527811527,0.550931904532414,0.9251341616046281,0.147658884100971,0.0,0.0,0.7637961072260115,0.5,
2026-05-19,14:15,003280,흥아해운,KOSPI,2026-05-15,2,0.44844247008796256,44.84424700879626,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,ORANGE,BellGuard 44.8 / 신호일 -5.9% / 15시거래대금 1360억 / D0종가대비 -7.7% / RSI 38 / D0 +0.4% / 거래대금 2291억 / 과열낮음 / D0+2,16.3078,0.366,-10.749,2.486,0.75,229067526380.0,2290.6752638,True,,381,2530.0,2026-05-19 15:00:00,2720.0,2970.0,2460.0,2530.0,2690.0,-5.947955390334569,48870107.0,135989669078.0,1359.89669078,2782.6759020192035,20.731707317073166,37.53261446064209,-7.6642335766423315,-17.589576547231268,0.5845616587218329,0.5936662923246782,-7.326284671532846,-20.0171712336963,0.7630111524163576,0.4671532846715337,0.05130293159609156,0.0,0.2532614460642087,1.0,0.8697537436807159,0.11073410970489588,0.0,0.0,0.3493153615160522,0.5,
2026-05-19,14:15,203650,드림시큐리티,KOSDAQ,2026-05-19,0,0.629345928523661,62.9345928523661,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,GREEN,BellGuard 62.9 / 신호일 +4.9% / 15시거래대금 462억 / D0종가대비 -1.5% / RSI 54 / D0 +6.5% / 거래대금 437억 / 과열낮음 / D0+0,13.5817,6.467,-9.03,0.477,0.54,43687491750.0,436.8749175,True,,380,3325.0,2026-05-19 15:00:00,3225.0,3710.0,3090.0,3325.0,3170.0,4.889589905362768,13312573.0,46177081018.0,461.77081018,3468.681900786572,20.064724919093855,54.37214486247427,-1.4814814814814836,-10.377358490566035,1.0284393100915434,1.0569863173250271,4.889711111111117,0.7561019191450622,0.0,0.8703703703703709,0.9528301886792456,1.0,1.0,0.5308009855835093,0.8331090782475081,0.07647599192211653,0.2,0.2,0.8921601971167018,0.5,
2026-05-19,14:15,018880,한온시스템,KOSPI,2026-05-15,2,0.4934396124632475,49.34396124632475,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,ORANGE,BellGuard 49.3 / 신호일 -6.1% / 15시거래대금 651억 / D0종가대비 -8.7% / RSI 49 / D0 +1.0% / 거래대금 3137억 / 과열낮음 / D0+2,12.3684,1.0,-9.66,1.533,0.734,313668433050.0,3136.6843305,True,,381,4610.0,2026-05-19 15:00:00,4850.0,4870.0,4500.0,4610.0,4910.0,-6.109979633401219,14120997.0,65139141524.0,651.39141524,4612.927934479414,8.22222222222222,48.74170954715302,-8.71287128712871,-17.53130590339893,0.22734527078991318,0.207668782257144,-7.799999999999995,-7.799999999999995,0.7225050916496953,0.257425742574258,0.05858676207513369,0.0,1.0,1.0,0.8447814785289588,0.06122879838341796,0.0,0.0,0.536,0.5,
2026-05-19,14:15,452260,한화갤러리아,KOSPI,2026-05-15,2,0.5042126148149828,50.42126148149828,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,YELLOW,BellGuard 50.4 / 신호일 -1.6% / 15시거래대금 160억 / D0종가대비 -9.3% / RSI 53 / D0 +0.3% / 거래대금 1031억 / 과열낮음 / D0+2,12.1978,0.299,-9.459,1.766,0.562,103149638950.0,1031.4963895,True,,381,3040.0,2026-05-19 15:00:00,3005.0,3200.0,2935.0,3040.0,3090.0,-1.6181229773462813,5285553.0,16037770065.0,160.37770065,3034.2653010952686,9.028960817717202,53.492568805924336,-9.253731343283578,-17.83783783783783,0.17165937496478265,0.15548062240696772,-8.982399999999991,-30.041471571906328,0.9045307443365703,0.14925373134328446,0.020270270270271062,0.0,1.0,1.0,0.7972297540372499,0.059084917053407286,0.0,0.0,0.536,0.5,
2026-05-19,14:15,138360,앤로보틱스,KOSDAQ,2026-05-15,2,0.39568238966308916,39.56823896630892,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,RED,BellGuard 39.6 / 신호일 -5.6% / 15시거래대금 54억 / D0종가대비 -13.9% / RSI 55 / D0 +0.5% / 거래대금 675억 / 과열낮음 / D0+2,9.9065,0.511,-20.984,2.719,0.76,67476931410.0,674.7693141,True,,380,3390.0,2026-05-19 15:00:00,3480.0,3705.0,3260.0,3390.0,3590.0,-5.571030640668528,1599266.0,5424151694.0,54.24151694,3391.6507285217094,13.650306748466257,54.6754587829057,-13.850063532401524,-31.92771084337349,0.09326315791929105,0.08038527509560323,-13.409837357052101,-26.242343164485522,0.8572423398328679,0.0,0.0,0.0,1.0,0.7029239768810116,0.7604497282085388,0.03029080631804089,0.2,0.2,0.46658479537620234,0.5,
2026-05-19,14:15,003280,흥아해운,KOSPI,2026-05-18,1,0.3511999507440309,35.119995074403086,BELLGUARD_SIGNAL_CONTEXT_V1_20260519,D0 strict pool + signal-date 15:00 price/volume/turnover/RSI/context,RED,BellGuard 35.1 / 신호일 -5.9% / 15시거래대금 1360억 / D0종가대비 -8.0% / RSI 38 / D0 +0.4% / 거래대금 898억 / 과열낮음 / D0+1,7.4961,0.365,-9.241,0.951,0.783,89784733500.0,897.847335,True,,381,2530.0,2026-05-19 15:00:00,2720.0,2970.0,2460.0,2530.0,2690.0,-5.947955390334569,48870107.0,135989669078.0,1359.89669078,2782.6759020192035,20.731707317073166,37.53261446064209,-7.9999999999999964,-16.5016501650165,1.4968334705810538,1.5146190646987887,-7.66420000000001,-20.99780821917811,0.7630111524163576,0.4000000000000007,0.18729372937293753,0.0,0.2532614460642087,0.0,0.8697537436807159,0.0,0.0,0.0,0.14931536151605218,0.5,
