signal_date,strategy,strategy_label,buy_day,selected_stock_count,capital_return_h5_close_pct,equity_h5_close,cum_return_h5_close_pct,drawdown_pct,selected_stock_names,recent20_risk_state,no_trade_bad_day
2025-08-22,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-1.444080826970029,1.6857882177206704,68.57882177206704,-7.356633217146447,삼성전자 | 두산에너빌리티,True,True
2025-08-25,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-7.341373159758275,1.5620282139745578,56.20282139745578,-14.157928480439274,삼성전자 | 두산에너빌리티,True,True
2025-08-26,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-3.2775128195933587,1.5108325390158763,51.08325390158763,-16.971413379097378,두산에너빌리티 | 삼성전자,False,False
2025-08-27,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-1.3625956329926858,1.4902460008174137,49.02460008174137,-18.102757274529345,두산에너빌리티 | 삼성전자,False,False
2025-08-28,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,0.0635702604902255,1.4911933540820783,49.11933540820783,-18.050694983994454,두산에너빌리티 | 삼성전자,False,False
2025-08-29,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-0.13386243631955952,1.4891972063280685,48.91972063280685,-18.160394320235838,두산에너빌리티 | 삼성전자,False,False
2025-09-01,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,2.6838369669370032,1.5291648314620943,52.91648314620942,-15.963952729406849,두산에너빌리티 | 삼성전자,False,False
2025-09-02,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,3.3120696565412167,1.57981183584345,57.98118358434501,-13.180620307200897,두산에너빌리티 | 삼성전자,True,True
2025-09-03,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,2.5142105542983018,1.61953163175828,61.953163175827996,-10.997798299788219,두산에너빌리티 | 삼성전자,True,False
2025-09-04,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,18.056764063153835,1.911966637433018,91.1966637433018,0.0,두산에너빌리티 | HJ중공업,True,False
2025-09-05,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,12.748170531327396,2.1557074048750655,115.57074048750655,0.0,삼성전자 | HJ중공업,True,False
2025-09-08,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,10.907470720884547,2.390840558889753,139.08405588897529,0.0,삼성전자 | HJ중공업,True,False
2025-09-09,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,16.244442731220932,2.7792192842734016,177.92192842734016,0.0,삼성전자 | HJ중공업,True,True
2025-09-10,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,3.4102290221030285,2.873997026893577,187.3997026893577,0.0,삼성전자 | 클로봇,False,False
2025-09-11,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-1.4390989561227023,2.832637365680554,183.26373656805538,-1.4390989561226974,삼성전자 | HJ중공업,False,False
2025-09-12,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-0.3754385964912288,2.8220025517111567,182.20025517111566,-1.8091346196909441,삼성전자 | HJ중공업,False,False
2025-09-15,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-1.9493141175435262,2.7669928575732126,176.69928575732126,-3.7231830206874705,삼성전자 | HJ중공업,False,False
2025-09-16,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-3.5543608694076245,2.6686439461843263,166.86439461843264,-7.145208529711356,삼성전자 | HJ중공업,False,False
2025-09-17,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,0.32140421501539773,2.6772210803111163,167.72210803111162,-6.84676931608208,삼성전자 | HJ중공업,False,False
2025-09-18,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,2.1212108137959595,2.734010583375901,173.4010583375901,-4.870792913414501,삼성전자 | HJ중공업,False,False
2025-09-19,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-3.0517727886148984,2.6505747923545835,165.05747923545835,-7.773920169308046,삼성전자 | HJ중공업,False,False
2025-09-22,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-4.788086629142285,2.5236629751264377,152.36629751264377,-12.1897847662635,삼성전자 | HJ중공업,False,False
2025-09-23,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-1.4661211332217483,2.486663018916816,148.66630189168163,-13.477188888932822,삼성전자 | HJ중공업,False,True
2025-09-24,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-0.3014444211848488,2.479167111972625,147.9167111972625,-13.738007076079429,삼성전자 | HJ중공업,False,False
2025-09-25,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,2.667846040538535,2.54530747360772,154.53074736077198,-11.436669913368991,삼성전자 | 두산에너빌리티,False,False
2025-09-26,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,15.50942651942293,2.9400700659202896,194.00700659202897,0.0,삼성전자 | 두산에너빌리티,False,False
2025-09-29,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,16.762210738990987,3.4328908062438397,243.28908062438396,0.0,삼성전자 | 두산에너빌리티,False,False
2025-09-30,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-5.728525829633197,3.236236769705058,223.62367697050578,-5.7285258296332024,삼성전자 | 일동제약,False,False
2025-10-01,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-3.770500702708901,3.1142144395620046,211.42144395620045,-9.283032425680926,삼성전자 | 일동제약,False,False
2025-10-02,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-3.6737780690203676,2.99980511245911,199.98051124591098,-12.615772485306586,삼성전자 | 일동제약,False,False
2025-10-10,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-7.500279916162656,2.7748113320853185,177.48113320853184,-19.16983415148502,삼성전자 | 일동제약,False,False
2025-10-13,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,4.776214031909709,2.907342260287398,190.7342260287398,-15.30921242821236,삼성전자 | 두산에너빌리티,False,False
2025-10-14,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,6.434079818752181,3.0944029819186034,209.44029819186034,-9.860139556713687,삼성전자 | 두산에너빌리티,False,False
2025-10-15,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-0.5665173186282901,3.0768726531178845,207.68726531178845,-10.37079747711227,삼성전자 | 두산에너빌리티,False,False
2025-10-16,MECHANICAL_TOP2,Bell Watch rank 1-2 equal weight,True,2,-4.194868693354836,2.947801885457846,194.7801885457846,-14.130624833848493,삼성전자 | 두산에너빌리티,False,False
