signal_date,model_rank,stock_code,stock_name,human_proxy_score,signal_vs_d0_high_pct,signal_vs_d0_close_pct,signal_volume_retention_vs_d0,signal_day_pct_change_1500,trading_day_age,signal_risk_count,candidate_weak_flag_count,candidate_weak,recent20_risk_state,no_trade_bad_day,ret_h5_close,d1_plus13_before_minus2_1500,d1_minus2_before_plus13_1500
2025-04-08,2,098070,한텍,92.0,3.974562798092207,3.974562798092207,39.694026160339725,9.915966386554631,4,0,0,False,False,False,38.226299694189606,1.0,0.0
2025-04-08,3,484810,티엑스알로보틱스,35.8333,-24.6,-22.903885480572594,7.425867646081444,-6.683168316831678,5,3,5,True,False,False,15.384615384615374,0.0,1.0
2025-04-09,1,005930,삼성전자,73.6667,-3.797468354430378,-0.5607476635513975,66.09085669849952,-0.5607476635513975,1,0,0,False,False,False,2.819548872180455,1.0,0.0
2025-04-09,2,098070,한텍,93.0,3.8155802861685295,3.8155802861685295,70.59159080307855,0.6163328197226425,5,0,0,False,False,False,30.78101071975499,1.0,0.0
2025-04-09,3,484810,티엑스알로보틱스,33.3333,-26.959999999999994,-25.316973415132928,6.815063648108005,-2.8723404255319163,6,3,4,True,False,False,21.85104052573932,1.0,0.0
2025-04-10,1,005930,삼성전자,68.6667,1.8083182640144635,5.23364485981308,69.70471171543947,6.226415094339632,2,0,0,False,False,False,-2.131438721136769,0.0,1.0
2025-04-10,2,098070,한텍,82.0,28.93481717011128,28.93481717011128,84.22798067513081,23.252279635258354,6,1,0,False,False,False,0.0,1.0,0.0
2025-04-10,3,013580,계룡건설,49.3333,-8.935361216730042,0.20920502092049986,33.40487258014798,0.20920502092049986,1,0,0,False,False,False,-22.54697286012526,0.0,1.0
2025-04-11,1,005930,삼성전자,85.0,-2.4691358024691357,-1.9503546099290725,50.607503726222724,-1.9503546099290725,1,0,0,False,False,False,0.0,1.0,0.0
2025-04-11,2,098070,한텍,72.6667,-2.5730994152046827,-2.5730994152046827,58.33952566573019,-2.5730994152046827,1,0,0,False,False,False,-3.601440576230497,1.0,0.0
2025-04-11,3,008970,KBI동양철관,42.3333,-12.979952429493713,-6.052824651504041,35.12745258687808,-6.052824651504041,1,0,1,False,False,False,17.961733697774296,1.0,0.0
2025-04-14,1,005930,삼성전자,65.6667,-1.0582010582010581,-0.5319148936170248,47.36034312449811,1.6304347826086918,2,0,0,False,False,False,-1.2477718360071277,1.0,0.0
2025-04-14,2,098070,한텍,72.0,1.403508771929829,1.403508771929829,21.050854085724456,2.9691211401425166,2,1,0,False,False,False,-8.650519031141869,1.0,0.0
2025-04-14,3,008970,KBI동양철관,62.3333,-8.562691131498468,-1.283932501834184,58.022524052404144,5.778301886792447,2,1,0,False,False,False,14.269788182831666,1.0,0.0
2025-04-15,1,005930,삼성전자,79.6667,0.08818342151675207,0.9786476868327343,59.74072354003034,0.9786476868327343,1,0,0,False,False,False,-3.083700440528636,0.0,1.0
2025-04-15,2,098070,한텍,87.0,7.602339181286544,7.602339181286544,53.45231266619187,2.4498886414253906,3,0,0,False,False,False,-11.6304347826087,0.0,1.0
2025-04-15,3,013580,계룡건설,33.3333,-17.490494296577953,-9.205020920502093,5.9468921815792966,0.23094688221709792,4,1,1,False,False,False,44.23963133640554,0.0,1.0
2025-04-16,1,005930,삼성전자,81.6667,-3.4391534391534417,-2.5800711743772187,95.03219306455428,-3.2685512367491176,2,0,1,False,False,False,1.7351598173515947,0.0,0.0
2025-04-16,2,098070,한텍,73.0,-2.4561403508771895,-2.4561403508771895,14.419214777456302,-7.743362831858402,4,1,2,True,False,False,-2.0383693045563533,1.0,0.0
2025-04-16,3,013580,계룡건설,45.3333,-17.680608365019012,-9.414225941422593,2.99038593394538,-1.3667425968109326,5,1,1,False,False,False,12.009237875288692,1.0,0.0
2025-04-17,1,005930,삼성전자,98.0,-2.9982363315696703,-2.135231316725983,66.4574822255988,0.5484460694698434,3,0,0,False,False,True,1.2727272727272698,0.0,0.0
2025-04-17,2,098070,한텍,62.6667,-4.7953216374268965,-4.7953216374268965,10.269309660275384,-4.683840749414525,5,0,2,True,False,True,-4.422604422604426,0.0,1.0
2025-04-17,3,013580,계룡건설,39.3333,-28.74524714828898,-21.589958158995813,26.709594609958003,-13.441108545034641,6,3,4,True,False,True,30.202774813233724,1.0,0.0
2025-04-18,1,005930,삼성전자,85.0,0.1808318264014508,0.5444646098003547,43.35583955526555,0.5444646098003547,1,0,0,False,False,False,0.5415162454873723,0.0,0.0
2025-04-18,2,098070,한텍,42.3333,-9.122807017543854,-9.122807017543854,10.698938082611782,-4.192355117139335,6,0,2,True,False,False,-5.1480051480051525,1.0,0.0
2025-04-18,3,013580,계룡건설,72.6667,-8.365019011406849,0.8368200836819994,10.778325908371162,29.919137466307276,7,0,1,False,False,False,-5.186721991701249,1.0,0.0
2025-04-21,1,005930,삼성전자,81.6667,0.1808318264014508,0.5444646098003547,48.093391143462874,0.1808318264014508,2,0,0,False,False,False,0.7220216606498298,0.0,0.0
2025-04-21,2,098070,한텍,46.3333,-7.953216374269001,-7.953216374269001,8.253783316992475,-1.992528019925277,7,1,1,False,False,False,-5.463786531130877,1.0,0.0
2025-04-21,3,013580,계룡건설,72.0,19.01140684410647,30.962343096234314,7.179900328526739,29.875518672199174,8,1,2,True,False,False,-27.635782747603837,0.0,0.0
2025-04-22,1,005930,삼성전자,86.0,-0.9041591320072317,-0.5444646098003658,72.72157745570586,-1.0830324909747335,3,0,0,False,True,True,1.8248175182481676,1.0,0.0
2025-04-22,2,098070,한텍,66.6667,-4.678362573099415,-4.678362573099415,26.705840278087845,2.9040404040403978,8,0,1,False,True,True,-13.865030674846624,1.0,0.0
2025-04-22,3,065500,오리엔트정공,47.3333,-16.214382632293077,-5.291411042944782,12.551907522250808,-6.439393939393945,2,0,2,True,True,True,-22.75303643724697,1.0,0.0
2025-04-23,1,005930,삼성전자,92.0,0.723327305605781,1.0889292196007316,80.3744321490919,1.2727272727272698,4,0,0,False,False,True,-0.3590664272890453,0.0,0.0
2025-04-23,2,098070,한텍,56.6667,-4.093567251461994,-4.093567251461994,13.821829776547078,0.8610086100861114,9,0,2,True,False,True,-18.536585365853664,0.0,1.0
2025-04-23,3,013580,계룡건설,51.3333,-6.8441064638783295,2.5104602510460206,25.28940211180692,-21.725239616613422,10,1,2,True,False,True,4.285714285714293,0.0,1.0
2025-04-24,1,005930,삼성전자,95.0,-0.8021390374331583,-0.08976660682226134,79.40530602154944,-0.08976660682226134,1,0,0,False,False,True,-2.425876010781669,1.0,0.0
2025-04-24,2,098070,한텍,50.6667,-8.070175438596493,-8.070175438596493,5.093382360874717,-3.794369645042839,10,1,3,True,False,True,-13.994910941475824,1.0,0.0
2025-04-24,3,065500,오리엔트정공,54.3333,-21.370420624151965,-11.119631901840489,12.220677526026194,1.9349164467898028,4,2,4,True,False,True,-14.926660914581536,0.0,1.0
2025-04-25,1,005930,삼성전자,100.0,-0.5347593582887722,0.17953321364452268,92.17883138219264,0.17953321364452268,2,0,0,False,False,True,-2.1505376344086,0.0,0.0
2025-04-25,2,065500,오리엔트정공,49.8333,-22.99864314789688,-12.9601226993865,12.10182308047286,-1.475694444444442,5,2,4,True,False,True,8.105726872246688,1.0,0.0
2025-04-25,3,382150,온코크로스,50.1667,-17.92682926829269,-13.662604233483,3.5714697814141667,0.07434944237918462,5,2,3,True,False,True,-7.280832095096579,0.0,1.0
2025-04-28,1,005930,삼성전자,100.0,-1.0695187165775444,-0.35906642728904536,66.44925700701033,-0.35906642728904536,3,0,0,False,True,True,-1.6216216216216162,1.0,0.0
2025-04-28,2,065500,오리엔트정공,43.8333,-32.021709633649934,-23.159509202453986,21.29257982504096,-12.793733681462138,6,3,4,True,True,True,14.57085828343314,0.0,1.0
2025-04-28,3,382150,온코크로스,56.1667,-23.47560975609756,-19.499679281590765,3.5197721131248105,-6.968124536693843,6,3,5,True,True,True,8.525896414342625,1.0,0.0
2025-04-29,1,005930,삼성전자,93.0,-0.2673796791443861,0.4488330341113178,74.14869834057663,0.26881720430107503,4,0,0,False,True,True,-2.0554066130473614,0.0,0.0
2025-04-29,2,010140,삼성중공업,73.6667,-4.8982188295165425,-1.320132013201325,31.445890585136304,-1.320132013201325,1,0,0,False,True,True,-0.7357859531772593,0.0,1.0
2025-04-29,3,065500,오리엔트정공,33.3333,-34.803256445047495,-26.30368098159509,13.255123605556582,-3.996003996003994,7,2,5,True,True,True,10.50988553590011,1.0,0.0
2025-04-30,1,005930,삼성전자,84.0,-1.158645276292336,-0.4488330341113067,79.30039685372957,-0.6272401433691788,5,0,0,False,False,False,3.877366997294862,0.0,1.0
2025-04-30,2,010140,삼성중공업,60.6667,-7.25190839694656,-3.7623762376237657,27.355256519801014,-2.605210420841686,2,1,0,False,False,False,-0.5486968449931462,1.0,0.0
2025-04-30,3,065500,오리엔트정공,55.3333,-18.79240162822252,-8.20552147239264,102.7880434703658,25.47169811320755,8,2,2,True,False,False,-12.447786131996663,0.0,1.0
2025-05-02,1,005930,삼성전자,70.0,-3.3868092691622054,-2.6929982046678624,169.26132679959227,-2.3423423423423406,6,0,0,False,True,False,4.981549815498165,1.0,0.0
2025-05-02,2,081180,쎄크,70.3333,-14.541622760800843,-0.5518087063151489,27.534141084422505,-0.5518087063151489,1,0,0,False,True,False,-12.3921085080148,1.0,0.0
2025-05-02,3,010140,삼성중공업,59.6667,-7.188295165394399,-3.6963696369636923,12.253608113562327,0.13726835964309458,3,0,1,False,True,False,-2.261823166552434,1.0,0.0
2025-05-07,1,005930,삼성전자,77.0,-2.8520499108734443,-2.1543985637342944,117.55487549570837,0.36832412523020164,7,0,0,False,True,True,5.321100917431187,1.0,0.0
2025-05-07,2,081180,쎄크,43.3333,-20.179135932560587,-7.11220110361741,9.772304698404115,-7.225964482547454,2,3,4,True,True,True,-4.224422442244224,1.0,0.0
2025-05-07,3,010140,삼성중공업,79.6667,-5.597964376590325,-2.0462046204620443,15.925183799616565,1.5742642026009612,4,0,1,False,True,True,-1.6846361185983816,0.0,0.0
2025-05-08,1,005930,삼성전자,91.0,-0.727272727272732,0.0,61.76190440900623,0.0,1,0,0,False,True,False,4.94505494505495,0.0,0.0
2025-05-08,2,081180,쎄크,58.3333,-17.93993677555321,-4.506437768240346,14.572997189570525,3.3510285335102807,3,0,1,False,True,False,-2.4077046548956704,0.0,1.0
2025-05-08,3,010140,삼성중공업,50.6667,-6.234096692111956,-2.7062706270627013,14.075088117703839,-0.9408602150537626,5,0,1,False,True,False,-2.170963364993217,1.0,0.0
2025-05-09,1,005930,삼성전자,87.0,-0.27272727272726893,0.45787545787545625,36.39475564876004,0.45787545787545625,2,0,0,False,True,True,3.555150410209662,1.0,0.0
2025-05-09,2,081180,쎄크,33.3333,-23.867228661749206,-11.40404659717964,4.5807972987621275,-7.0739549839228255,4,4,5,True,True,True,0.6920415224913601,1.0,0.0
2025-05-09,3,389140,포바이포,79.6667,-16.881303877429943,-4.831168831168831,39.089223288280365,-4.831168831168831,1,0,1,False,True,True,1.1714813570708804,1.0,0.0
2025-05-12,1,005930,삼성전자,86.0,4.0000000000000036,4.761904761904767,74.8599681239256,4.379562043795615,3,1,0,False,True,True,-2.447552447552448,1.0,0.0
2025-05-12,2,081180,쎄크,33.3333,-24.552160168598526,-12.201103617412635,2.661727602959513,-2.717391304347827,5,3,4,True,True,True,5.16759776536313,1.0,0.0
2025-05-12,3,389140,포바이포,80.6667,-9.57665863958399,3.5324675324675425,38.799857977940846,5.694937380165621,2,0,0,False,True,True,-26.569917789185222,1.0,0.0
2025-05-13,1,005930,삼성전자,87.0,-1.302083333333337,-1.302083333333337,87.15104580030155,-1.302083333333337,1,0,0,False,True,True,-1.6710642040457355,1.0,0.0
2025-05-13,2,081180,쎄크,43.3333,-24.236037934668076,-11.833231146535873,4.3990149312394164,0.139275766016711,6,3,4,True,True,True,-0.1390820584144636,0.0,1.0
2025-05-13,3,389140,포바이포,69.6667,-12.822392070638323,-0.1838161838161878,11.532061418051324,-5.789394282265969,3,0,2,True,True,True,-25.14111853957324,0.0,1.0
2025-05-14,1,005930,삼성전자,95.0,-0.694444444444442,-0.694444444444442,68.20995306947873,0.5272407732864748,2,0,0,False,True,True,-2.622377622377625,1.0,0.0
2025-05-14,2,081180,쎄크,45.3333,-24.499473129610116,-12.139791538933164,2.722558451087466,0.8444757213230014,7,3,4,True,True,True,3.8381018841591175,1.0,0.0
2025-05-14,3,389140,포바이포,59.6667,-22.727114089275126,-11.52447552447552,20.287307288333515,-10.69296547273314,4,3,4,True,True,True,-17.73180976468994,0.0,1.0
2025-05-15,1,005930,삼성전자,72.6667,-1.1226252158894612,-0.2613240418118501,86.82203824499489,-0.2613240418118501,1,0,0,False,True,False,-4.454148471615715,0.0,0.0
2025-05-15,2,459510,나우로보틱스,42.3333,-7.303370786516849,-1.19760479041916,23.13380532472463,-1.19760479041916,1,0,0,False,True,False,16.36363636363636,0.0,1.0
2025-05-15,3,034020,두산에너빌리티,85.0,1.11287758346581,1.5974440894568787,58.112614068415915,1.5974440894568787,1,0,0,False,True,False,20.28301886792452,1.0,0.0
2025-05-16,1,005930,삼성전자,82.5,-1.9861830742659792,-1.1324041811846652,68.48517042186657,-0.9598603839441555,2,0,0,False,True,False,-4.493392070484581,0.0,1.0
2025-05-16,2,376900,로킷헬스케어,60.6667,-2.33100233100233,-2.33100233100233,53.53308094691496,-2.33100233100233,1,0,0,False,True,False,-14.892601431980912,1.0,0.0
2025-05-16,3,459510,나우로보틱스,56.8333,-6.741573033707871,-0.5988023952095856,21.19164683840883,-1.5810276679841917,2,0,0,False,True,False,9.036144578313255,0.0,1.0
2025-05-19,1,005930,삼성전자,67.6667,-3.799654576856648,-2.9616724738675937,68.74693467459207,-1.9366197183098621,3,0,0,False,True,False,-1.795332136445238,1.0,0.0
2025-05-19,2,034020,두산에너빌리티,90.0,-0.2877697841726645,1.0204081632652962,49.87078314145384,1.0204081632652962,1,0,0,False,True,False,19.76911976911977,1.0,0.0
2025-05-19,3,376900,로킷헬스케어,42.3333,-6.759906759906764,-6.759906759906764,21.56268999406878,-5.660377358490565,2,0,1,False,True,False,-8.399999999999997,0.0,1.0
2025-05-20,1,005930,삼성전자,63.6667,-3.4542314335060498,-2.6132404181184676,59.04540784076854,0.17921146953405742,4,0,0,False,True,True,-3.5778175313059046,0.0,0.0
2025-05-20,2,034020,두산에너빌리티,98.0,6.834532374100721,8.23615160349853,83.27145393172387,7.297687861271673,2,0,0,False,True,True,14.074074074074083,1.0,0.0
2025-05-20,3,376900,로킷헬스케어,38.3333,-11.981351981351985,-11.981351981351985,25.885472968371364,-5.268439538384351,3,1,2,True,True,True,-1.218220338983056,1.0,0.0
2025-05-21,1,005930,삼성전자,56.6667,-3.4542314335060498,-2.6132404181184676,50.45591188834151,0.0,5,0,0,False,True,False,0.0,0.0,1.0
2025-05-21,2,034020,두산에너빌리티,96.0,4.557640750670244,4.8387096774193505,103.31505100476778,4.8387096774193505,1,0,0,False,True,False,2.051282051282044,0.0,1.0
2025-05-21,3,376900,로킷헬스케어,47.3333,-8.158508158508159,-8.158508158508159,31.246203988157372,4.122621564482021,4,0,0,False,True,False,-7.106598984771573,1.0,0.0
2025-05-22,1,005930,삼성전자,67.6667,-5.354058721934374,-4.529616724738672,102.80793632448405,-1.6157989228007152,6,0,0,False,True,False,2.372262773722622,0.0,0.0
2025-05-22,2,034020,두산에너빌리티,80.0,-2.6717557251908386,-2.1739130434782594,54.154315086587204,-2.1739130434782594,1,0,0,False,True,False,10.326797385620925,1.0,0.0
2025-05-22,3,376900,로킷헬스케어,52.3333,-7.226107226107226,-7.226107226107226,19.151827781636992,0.9127789046653234,5,0,1,False,True,False,-10.603015075376888,1.0,0.0
2025-05-23,1,005930,삼성전자,63.6667,-6.217616580310881,-5.400696864111499,75.1851306162476,-0.7312614259597838,7,0,0,False,True,True,3.4990791896869267,0.0,0.0
2025-05-23,2,034020,두산에너빌리티,98.0,4.707379134860057,5.242966751918154,86.62779273863495,7.581699346405224,2,0,0,False,True,True,-1.9441069258809285,1.0,0.0
2025-05-23,3,376900,로킷헬스케어,38.3333,-14.54545454545455,-14.54545454545455,28.189110422231057,-7.610887096774189,6,2,3,True,True,True,-3.7097654118930734,0.0,1.0
2025-05-26,1,005930,삼성전자,58.6667,-6.476683937823835,-5.662020905923349,73.67724917587611,-0.0922509225092294,8,0,1,False,True,False,4.8938134810710965,0.0,0.0
2025-05-26,2,034020,두산에너빌리티,93.0,-0.24154589371980784,1.225490196078427,91.32674988764137,1.225490196078427,1,0,0,False,True,False,-0.8474576271186418,1.0,0.0
2025-05-26,3,376900,로킷헬스케어,48.3333,-14.825174825174825,-14.825174825174825,20.188827791542995,2.4677509814918785,7,1,1,False,True,False,-7.115489874110558,1.0,0.0
2025-05-27,1,034020,두산에너빌리티,84.5,-1.516919486581092,1.6867469879518149,61.409682693708135,1.6867469879518149,1,0,0,False,True,True,1.0663507109004655,1.0,0.0
2025-05-27,2,005930,삼성전자,72.1667,-1.8181818181818188,-1.2797074954296161,102.56930870039152,-1.2797074954296161,1,0,0,False,True,True,7.037037037037042,1.0,0.0
2025-05-27,3,376900,로킷헬스케어,43.3333,-12.587412587412583,-12.587412587412583,8.416005905216874,2.347161572052392,8,2,4,True,True,True,-16.959999999999997,1.0,0.0
2025-05-28,1,005930,삼성전자,93.0,1.454545454545464,2.010968921389389,141.5125227300101,3.5250463821892453,2,0,0,False,True,True,5.913978494623651,0.0,0.0
2025-05-28,2,376900,로킷헬스케어,38.3333,-15.291375291375287,-15.291375291375287,19.619077757181543,-2.573726541554955,9,2,4,True,True,True,-16.730875068794717,1.0,0.0
2025-05-28,3,010140,삼성중공업,68.6667,-4.4566544566544515,-4.281345565749239,42.205259033905854,-4.281345565749239,1,0,1,False,True,True,7.028753993610226,1.0,0.0
2025-05-29,1,005930,삼성전자,93.0,0.17825311942958333,0.5366726296958779,61.26786716108663,0.5366726296958779,1,0,0,False,True,True,6.4056939501779375,1.0,0.0
2025-05-29,2,376900,로킷헬스케어,33.3333,-16.596736596736594,-16.596736596736594,3.0381986364384943,-2.2404371584699434,10,3,4,True,True,True,-20.06707657909447,1.0,0.0
2025-05-29,3,010140,삼성중공업,73.6667,-1.7094017094017144,-1.5290519877675823,28.557020132325807,2.744097000638157,2,0,0,False,True,True,3.416149068322971,1.0,0.0
2025-05-30,1,005930,삼성전자,77.1667,0.08865248226950229,0.623885918003575,104.7763088427518,0.623885918003575,1,0,0,False,True,False,4.871567759078821,1.0,0.0
2025-05-30,2,034020,두산에너빌리티,52.8333,-4.245283018867929,-3.791469194312791,74.89735472496298,-3.791469194312791,1,0,1,False,True,False,18.226600985221687,0.0,1.0
2025-05-30,3,010140,삼성중공업,70.0,3.9682539682539764,4.159021406727836,56.909387494124,5.514250309789337,3,1,0,False,True,False,1.2918379330593144,1.0,0.0
2025-06-02,1,005930,삼성전자,87.0,-0.6993006993006978,1.067615658362997,40.31637605992414,1.067615658362997,1,0,0,False,True,True,5.457746478873249,1.0,0.0
2025-06-02,2,034020,두산에너빌리티,79.6667,-3.4198113207547176,-2.962085308056872,65.29226359683106,1.486988847583648,2,0,0,False,True,True,24.786324786324787,1.0,0.0
2025-06-02,3,459510,나우로보틱스,33.3333,-10.894308943089426,-3.8596491228070184,4.71509997933538,-5.025996533795496,8,1,3,True,True,True,-10.948905109489049,1.0,0.0
2025-06-04,1,005930,삼성전자,70.1667,0.698080279232105,1.5845070422535246,127.12501403401495,1.5845070422535246,1,0,0,False,True,True,3.119584055459268,1.0,0.0
2025-06-04,2,459510,나우로보틱스,47.3333,-6.341463414634141,1.0526315789473717,17.901444408105085,5.301645338208405,9,0,2,True,True,True,-15.798611111111116,1.0,0.0
2025-06-04,3,034020,두산에너빌리티,82.5,1.4336917562723928,3.663003663003672,106.53433903055777,3.663003663003672,1,0,0,False,True,True,28.621908127208485,1.0,0.0
2025-06-05,1,005930,삼성전자,71.1667,1.81347150259068,1.9896193771626214,107.15934461622689,1.9896193771626214,1,0,0,False,True,True,-1.1026293469041604,1.0,0.0
2025-06-05,2,034020,두산에너빌리티,95.5,6.9930069930070005,7.62016412661195,168.00580060227702,7.62016412661195,1,0,0,False,True,True,18.954248366013072,1.0,0.0
2025-06-05,3,459510,나우로보틱스,33.3333,-10.73170731707317,-3.68421052631579,6.85577234423026,-4.355400696864109,10,1,3,True,True,True,-17.850637522768675,0.0,1.0
2025-06-09,1,005930,삼성전자,75.1667,-0.5008347245408995,0.8460236886632888,72.59497721721031,0.8460236886632888,1,0,0,False,True,False,-4.026845637583898,0.0,0.0
2025-06-09,2,034020,두산에너빌리티,87.5,3.4594594594594685,4.2483660130719025,58.25780216012617,4.2483660130719025,1,0,0,False,True,False,24.555903866248684,1.0,0.0
2025-06-09,3,010140,삼성중공업,37.3333,-2.634660421545665,-1.5976331360946783,29.593787258593494,-0.7164179104477642,4,0,0,False,True,False,8.659049909801553,1.0,0.0
2025-06-10,1,005930,삼성전자,66.6667,-2.1523178807947074,-1.170568561872909,66.4779229460339,-1.170568561872909,1,0,0,False,True,False,-1.6920473773265663,1.0,0.0
2025-06-10,2,035720,카카오,42.3333,-2.7184466019417486,-2.529182879377434,65.70678214159085,-2.529182879377434,1,0,0,False,True,False,3.3932135728542923,1.0,0.0
2025-06-10,3,034020,두산에너빌리티,91.0,-0.8298755186721962,0.6315789473684275,88.59901014659293,0.6315789473684275,1,0,0,False,True,False,24.26778242677825,1.0,0.0
2025-06-11,1,005930,삼성전자,62.8333,-0.9933774834437137,0.0,60.58513307141139,1.0135135135135087,2,0,0,False,False,False,0.0,0.0,0.0
2025-06-11,2,035720,카카오,63.1667,-0.3883495145631022,-0.1945525291828787,38.82306967346374,2.6000000000000023,2,0,0,False,False,False,7.602339181286544,0.0,0.0
2025-06-11,3,272210,한화시스템,74.0,-0.19230769230769162,0.9727626459143934,35.06764847643781,0.9727626459143934,1,0,0,False,False,False,31.59922928709056,1.0,0.0
2025-06-12,1,005930,삼성전자,66.6667,-0.9983361064891838,-0.6677796327211993,81.84992815229509,-0.6677796327211993,1,0,0,False,False,False,-0.5042016806722671,0.0,1.0
2025-06-12,2,034020,두산에너빌리티,91.0,5.4263565891472965,6.457925636007822,100.89914110927118,6.457925636007822,1,0,0,False,False,False,12.132352941176473,1.0,0.0
2025-06-12,3,009830,한화솔루션,42.3333,-5.1566579634464755,-5.032679738562096,22.757305987867422,-5.032679738562096,1,0,1,False,False,False,-11.906400550584994,1.0,0.0
2025-06-13,1,042660,한화오션,63.1667,-3.002309468822173,0.0,31.521090601354533,0.0,1,0,0,False,False,False,5.476190476190479,1.0,0.0
2025-06-13,2,034020,두산에너빌리티,87.5,-2.48667850799289,0.5494505494505475,81.98544117249662,0.5494505494505475,1,0,0,False,False,False,9.653916211293256,1.0,0.0
2025-06-13,3,005930,삼성전자,49.3333,-3.4941763727121433,-3.171953255425708,129.5643056428845,-2.5210084033613467,2,0,0,False,False,False,2.586206896551735,0.0,0.0
2025-06-16,1,042660,한화오션,63.1667,-1.8475750577367167,1.1904761904761862,25.330063085637622,0.35419126328217754,2,0,0,False,False,False,1.5294117647058902,1.0,0.0
2025-06-16,2,034020,두산에너빌리티,87.5,5.683836589698044,8.974358974358964,78.53346507252026,8.974358974358964,2,0,0,False,False,False,15.294117647058814,1.0,0.0
2025-06-16,3,005930,삼성전자,49.3333,-4.658901830282858,-4.340567612687818,133.97434701170414,-1.715265866209259,3,0,0,False,False,False,1.221640488656206,1.0,0.0
2025-06-17,1,042660,한화오션,79.0,5.773672055427248,9.047619047619037,91.08777809381733,7.3856975381008105,3,0,0,False,False,False,-4.585152838427953,1.0,0.0
2025-06-17,2,034020,두산에너빌리티,66.6667,-2.6755852842809347,-2.348993288590606,145.6132403110093,-2.348993288590606,1,0,0,False,False,False,18.384879725085916,1.0,0.0
2025-06-17,3,005930,삼성전자,54.3333,-3.4941763727121433,-3.171953255425708,183.80494395085526,1.3986013986013957,4,0,0,False,False,False,4.31034482758621,1.0,0.0
2025-06-18,1,005930,삼성전자,80.1667,-0.58528428093646,2.3235800344234114,51.21409527386648,2.3235800344234114,1,0,0,False,False,False,3.111858704793935,1.0,0.0
2025-06-18,2,042660,한화오션,44.8333,-1.279317697228144,0.6521739130434856,43.13612525201931,0.6521739130434856,1,0,0,False,False,False,-10.90712742980562,0.0,1.0
2025-06-18,3,034020,두산에너빌리티,75.0,1.5050167224080369,1.8456375838926231,94.86894773763228,2.188552188552184,2,0,0,False,False,False,8.401976935749577,0.0,1.0
2025-06-19,1,005930,삼성전자,82.5,-1.0033444816053505,-1.0033444816053505,82.31041266510051,-1.0033444816053505,1,0,0,False,False,False,1.6891891891891886,0.0,0.0
2025-06-19,2,042660,한화오션,37.3333,-4.7974413646055485,-2.934782608695652,32.7767737702883,-3.354978354978355,2,0,1,False,False,False,-10.078387458006722,0.0,1.0
2025-06-19,3,034020,두산에너빌리티,80.1667,-1.7656500802568198,0.3278688524590123,48.396616907171776,0.3278688524590123,1,0,0,False,False,False,5.718954248366015,0.0,1.0
