strategy_key,strategy_label,strategy_family,group_type,rows,signal_days,date_min,date_max,horizon,plus_threshold_pct,minus_threshold_pct,eligible_rows,plus_first_day_order_rate_pct,minus_first_day_order_rate_pct,same_day_ambiguous_rate_pct,neither_touched_rate_pct,both_touched_any_order_rate_pct
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+2,2.0,-2.0,275,42.18181818181818,26.90909090909091,21.454545454545453,9.454545454545455,32.72727272727273
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+2,2.0,-3.0,275,50.18181818181818,20.727272727272727,15.272727272727273,13.818181818181818,25.454545454545453
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+2,3.0,-1.0,275,26.545454545454543,39.27272727272727,23.636363636363637,10.545454545454545,34.54545454545455
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+2,3.0,-2.0,275,35.27272727272727,33.09090909090909,16.363636363636363,15.272727272727273,26.90909090909091
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+2,3.0,-3.0,275,41.45454545454545,25.454545454545453,10.909090909090908,22.181818181818183,22.181818181818183
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.0,-1.0,275,39.27272727272727,25.454545454545453,35.27272727272727,0.0,56.36363636363636
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.0,-2.0,275,52.36363636363637,21.09090909090909,25.818181818181817,0.7272727272727273,45.81818181818182
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.0,-3.0,275,62.18181818181818,16.0,18.90909090909091,2.909090909090909,35.27272727272727
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.3,-1.0,275,37.09090909090909,27.636363636363637,34.18181818181818,1.090909090909091,54.18181818181819
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.3,-2.0,275,49.45454545454545,22.181818181818183,25.454545454545453,2.909090909090909,44.72727272727273
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.3,-3.0,275,59.63636363636363,16.727272727272727,18.545454545454547,5.090909090909091,34.18181818181818
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,2.0,-1.0,275,33.81818181818182,34.18181818181818,29.09090909090909,2.909090909090909,50.90909090909091
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,2.0,-2.0,275,44.72727272727273,28.363636363636363,21.818181818181817,5.090909090909091,41.81818181818181
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,2.0,-3.0,275,54.90909090909091,21.454545454545453,15.272727272727273,8.363636363636363,32.36363636363636
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,3.0,-1.0,275,29.818181818181817,40.72727272727273,23.636363636363637,5.818181818181818,43.27272727272727
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,3.0,-2.0,275,39.63636363636363,35.63636363636364,16.363636363636363,8.363636363636363,34.54545454545455
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+3,3.0,-3.0,275,47.27272727272727,26.90909090909091,10.909090909090908,14.909090909090908,28.363636363636363
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.0,-1.0,275,39.27272727272727,25.454545454545453,35.27272727272727,0.0,61.45454545454545
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.0,-2.0,275,52.72727272727272,21.454545454545453,25.818181818181817,0.0,50.90909090909091
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.0,-3.0,275,62.909090909090914,17.09090909090909,18.90909090909091,1.090909090909091,38.18181818181819
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.3,-1.0,275,37.45454545454546,28.363636363636363,34.18181818181818,0.0,58.909090909090914
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.3,-2.0,275,50.54545454545455,23.272727272727273,25.454545454545453,0.7272727272727273,49.09090909090909
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.3,-3.0,275,61.09090909090909,17.81818181818182,18.545454545454547,2.5454545454545454,37.09090909090909
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,2.0,-1.0,275,34.54545454545455,34.909090909090914,29.09090909090909,1.4545454545454546,55.27272727272727
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,2.0,-2.0,275,46.18181818181818,29.454545454545457,21.818181818181817,2.5454545454545454,45.81818181818182
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,2.0,-3.0,275,56.72727272727273,22.545454545454547,15.272727272727273,5.454545454545454,34.909090909090914
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,3.0,-1.0,275,30.181818181818183,41.45454545454545,23.636363636363637,4.7272727272727275,49.45454545454545
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,3.0,-2.0,275,40.72727272727273,36.72727272727273,16.363636363636363,6.181818181818182,40.36363636363636
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+4,3.0,-3.0,275,50.18181818181818,28.363636363636363,10.909090909090908,10.545454545454545,30.909090909090907
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.0,-1.0,275,39.27272727272727,25.454545454545453,35.27272727272727,0.0,65.0909090909091
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.0,-2.0,275,52.72727272727272,21.454545454545453,25.818181818181817,0.0,53.81818181818182
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.0,-3.0,275,63.272727272727266,17.09090909090909,18.90909090909091,0.7272727272727273,41.45454545454545
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.3,-1.0,275,37.45454545454546,28.363636363636363,34.18181818181818,0.0,63.272727272727266
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.3,-2.0,275,50.90909090909091,23.272727272727273,25.454545454545453,0.36363636363636365,52.36363636363637
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.3,-3.0,275,61.81818181818181,17.81818181818182,18.545454545454547,1.8181818181818181,40.72727272727273
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,2.0,-1.0,275,34.54545454545455,36.0,29.09090909090909,0.36363636363636365,58.909090909090914
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,2.0,-2.0,275,46.18181818181818,29.818181818181817,21.818181818181817,2.181818181818182,49.45454545454545
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,2.0,-3.0,275,57.09090909090909,22.545454545454547,15.272727272727273,5.090909090909091,39.27272727272727
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,3.0,-1.0,275,31.272727272727273,42.90909090909091,23.636363636363637,2.181818181818182,53.81818181818182
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,3.0,-2.0,275,42.18181818181818,37.45454545454546,16.363636363636363,4.0,44.36363636363637
EOD_HUMAN_PROXY_A,EOD Human Proxy,baseline,base,275,275,2025-04-02,2026-05-19,D+5,3.0,-3.0,275,52.36363636363637,28.72727272727273,10.909090909090908,8.0,35.27272727272727
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,1.0,-1.0,275,43.63636363636363,23.636363636363637,28.000000000000004,4.7272727272727275,28.000000000000004
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,1.0,-2.0,275,47.27272727272727,17.09090909090909,24.363636363636363,11.272727272727273,24.363636363636363
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,1.0,-3.0,275,52.72727272727272,10.909090909090908,18.90909090909091,17.454545454545457,18.90909090909091
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,1.3,-1.0,275,39.27272727272727,26.181818181818183,25.454545454545453,9.090909090909092,25.454545454545453
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,1.3,-2.0,275,42.54545454545455,19.272727272727273,22.181818181818183,16.0,22.181818181818183
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,1.3,-3.0,275,47.63636363636364,12.727272727272727,17.09090909090909,22.545454545454547,17.09090909090909
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,2.0,-1.0,275,31.272727272727273,30.181818181818183,21.454545454545453,17.09090909090909,21.454545454545453
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,2.0,-2.0,275,33.81818181818182,22.545454545454547,18.90909090909091,24.727272727272727,18.90909090909091
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,2.0,-3.0,275,38.18181818181819,15.272727272727273,14.545454545454545,32.0,14.545454545454545
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,3.0,-1.0,275,20.727272727272727,35.27272727272727,16.363636363636363,27.636363636363637,16.363636363636363
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,3.0,-2.0,275,22.90909090909091,27.27272727272727,14.181818181818182,35.63636363636364,14.181818181818182
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+1,3.0,-3.0,275,26.545454545454543,19.272727272727273,10.545454545454545,43.63636363636363,10.545454545454545
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,1.0,-1.0,275,46.18181818181818,25.818181818181817,28.000000000000004,0.0,42.54545454545455
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,1.0,-2.0,275,52.72727272727272,20.363636363636363,24.363636363636363,2.5454545454545454,34.18181818181818
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,1.0,-3.0,275,60.36363636363637,14.181818181818182,18.90909090909091,6.545454545454546,24.363636363636363
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,1.3,-1.0,275,43.63636363636363,29.454545454545457,25.454545454545453,1.4545454545454546,38.18181818181819
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,1.3,-2.0,275,49.09090909090909,23.272727272727273,22.181818181818183,5.454545454545454,31.272727272727273
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,1.3,-3.0,275,56.00000000000001,16.363636363636363,17.09090909090909,10.545454545454545,22.545454545454547
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,2.0,-1.0,275,38.54545454545455,33.81818181818182,21.454545454545453,6.181818181818182,33.45454545454545
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,2.0,-2.0,275,42.54545454545455,27.27272727272727,18.90909090909091,11.272727272727273,27.636363636363637
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,2.0,-3.0,275,48.72727272727273,19.636363636363637,14.545454545454545,17.09090909090909,19.636363636363637
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,3.0,-1.0,275,30.545454545454547,40.72727272727273,16.363636363636363,12.363636363636363,26.181818181818183
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,3.0,-2.0,275,33.81818181818182,33.45454545454545,14.181818181818182,18.545454545454547,21.454545454545453
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+2,3.0,-3.0,275,37.81818181818182,24.0,10.545454545454545,27.636363636363637,16.727272727272727
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.0,-1.0,275,46.18181818181818,25.818181818181817,28.000000000000004,0.0,51.63636363636363
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.0,-2.0,275,54.18181818181819,20.727272727272727,24.363636363636363,0.7272727272727273,43.63636363636363
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.0,-3.0,275,62.909090909090914,14.181818181818182,18.90909090909091,4.0,31.272727272727273
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.3,-1.0,275,43.63636363636363,29.818181818181817,25.454545454545453,1.090909090909091,48.36363636363637
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.3,-2.0,275,51.272727272727266,23.636363636363637,22.181818181818183,2.909090909090909,41.45454545454545
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,1.3,-3.0,275,60.0,16.727272727272727,17.09090909090909,6.181818181818182,29.09090909090909
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,2.0,-1.0,275,40.0,35.63636363636364,21.454545454545453,2.909090909090909,42.90909090909091
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,2.0,-2.0,275,45.81818181818182,29.454545454545457,18.90909090909091,5.818181818181818,37.09090909090909
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,2.0,-3.0,275,53.45454545454545,20.363636363636363,14.545454545454545,11.636363636363637,27.27272727272727
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,3.0,-1.0,275,34.18181818181818,42.90909090909091,16.363636363636363,6.545454545454546,34.54545454545455
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,3.0,-2.0,275,38.90909090909091,36.72727272727273,14.181818181818182,10.181818181818182,29.454545454545457
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+3,3.0,-3.0,275,44.0,25.454545454545453,10.545454545454545,20.0,23.636363636363637
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.0,-1.0,275,46.18181818181818,25.818181818181817,28.000000000000004,0.0,59.63636363636363
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.0,-2.0,275,54.54545454545454,20.727272727272727,24.727272727272727,0.0,50.54545454545455
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.0,-3.0,275,64.0,14.909090909090908,19.272727272727273,1.8181818181818181,37.45454545454546
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.3,-1.0,275,44.0,30.545454545454547,25.454545454545453,0.0,55.27272727272727
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.3,-2.0,275,52.36363636363637,24.727272727272727,22.181818181818183,0.7272727272727273,46.909090909090914
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,1.3,-3.0,275,61.81818181818181,17.81818181818182,17.09090909090909,3.272727272727273,34.54545454545455
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,2.0,-1.0,275,40.36363636363636,36.72727272727273,21.454545454545453,1.4545454545454546,48.72727272727273
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,2.0,-2.0,275,46.909090909090914,30.909090909090907,18.90909090909091,3.272727272727273,41.45454545454545
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,2.0,-3.0,275,55.27272727272727,22.545454545454547,14.545454545454545,7.636363636363637,30.909090909090907
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,3.0,-1.0,275,34.909090909090914,44.0,16.363636363636363,4.7272727272727275,42.18181818181818
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,3.0,-2.0,275,40.36363636363636,38.18181818181819,14.181818181818182,7.2727272727272725,35.63636363636364
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+4,3.0,-3.0,275,47.63636363636364,28.000000000000004,10.545454545454545,13.818181818181818,27.27272727272727
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.0,-1.0,275,46.18181818181818,25.818181818181817,28.000000000000004,0.0,64.0
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.0,-2.0,275,54.54545454545454,20.727272727272727,24.727272727272727,0.0,54.18181818181819
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.0,-3.0,275,64.36363636363637,15.272727272727273,19.272727272727273,1.090909090909091,40.72727272727273
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.3,-1.0,275,44.0,30.545454545454547,25.454545454545453,0.0,61.09090909090909
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.3,-2.0,275,52.72727272727272,24.727272727272727,22.181818181818183,0.36363636363636365,51.63636363636363
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,1.3,-3.0,275,62.54545454545455,18.181818181818183,17.09090909090909,2.181818181818182,38.90909090909091
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,2.0,-1.0,275,40.36363636363636,37.81818181818182,21.454545454545453,0.36363636363636365,53.090909090909086
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,2.0,-2.0,275,46.909090909090914,31.636363636363633,18.90909090909091,2.5454545454545454,45.45454545454545
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,2.0,-3.0,275,55.63636363636364,23.636363636363637,14.545454545454545,6.181818181818182,34.54545454545455
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,3.0,-1.0,275,35.63636363636364,45.81818181818182,16.363636363636363,2.181818181818182,46.909090909090914
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,3.0,-2.0,275,41.45454545454545,39.63636363636363,14.181818181818182,4.7272727272727275,39.63636363636363
EOD_MECHANICAL_TOP1,EOD Top1,baseline,base,275,275,2025-04-02,2026-05-19,D+5,3.0,-3.0,275,49.45454545454545,29.454545454545457,10.545454545454545,10.545454545454545,30.909090909090907
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,1.0,-1.0,825,33.57575757575758,21.454545454545453,42.66666666666667,2.3030303030303028,42.66666666666667
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,1.0,-2.0,825,42.90909090909091,18.06060606060606,33.33333333333333,5.696969696969697,33.33333333333333
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,1.0,-3.0,825,52.36363636363637,14.909090909090908,23.87878787878788,8.848484848484848,23.87878787878788
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,1.3,-1.0,825,31.87878787878788,23.636363636363637,40.484848484848484,4.0,40.484848484848484
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,1.3,-2.0,825,40.96969696969697,20.0,31.393939393939398,7.636363636363637,31.393939393939398
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,1.3,-3.0,825,50.303030303030305,16.727272727272727,22.060606060606062,10.909090909090908,22.060606060606062
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,2.0,-1.0,825,28.484848484848484,30.666666666666664,33.45454545454545,7.3939393939393945,33.45454545454545
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,2.0,-2.0,825,36.0,25.454545454545453,25.93939393939394,12.606060606060607,25.93939393939394
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,2.0,-3.0,825,44.0,20.84848484848485,17.939393939393938,17.21212121212121,17.939393939393938
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,3.0,-1.0,825,22.78787878787879,38.42424242424242,25.696969696969695,13.090909090909092,25.696969696969695
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,3.0,-2.0,825,28.484848484848484,31.393939393939398,20.0,20.12121212121212,20.0
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+1,3.0,-3.0,825,35.15151515151515,25.454545454545453,13.333333333333334,26.060606060606062,13.333333333333334
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,1.0,-1.0,825,34.78787878787879,22.3030303030303,42.90909090909091,0.0,56.84848484848485
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,1.0,-2.0,825,46.06060606060606,19.393939393939394,33.45454545454545,1.090909090909091,46.78787878787879
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,1.0,-3.0,825,56.72727272727273,16.484848484848484,24.242424242424242,2.5454545454545454,36.72727272727273
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,1.3,-1.0,825,33.696969696969695,24.96969696969697,40.60606060606061,0.7272727272727273,54.30303030303031
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,1.3,-2.0,825,44.36363636363637,21.575757575757574,31.515151515151512,2.5454545454545454,44.96969696969697
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,1.3,-3.0,825,54.666666666666664,18.545454545454547,22.3030303030303,4.484848484848484,35.39393939393939
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,2.0,-1.0,825,31.393939393939398,32.484848484848484,33.57575757575758,2.5454545454545454,48.96969696969697
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,2.0,-2.0,825,40.84848484848485,28.242424242424242,26.181818181818183,4.7272727272727275,40.0
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,2.0,-3.0,825,50.303030303030305,24.0,18.303030303030305,7.3939393939393945,31.151515151515152
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,3.0,-1.0,825,27.151515151515156,41.57575757575758,25.696969696969695,5.575757575757575,40.484848484848484
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,3.0,-2.0,825,35.03030303030303,36.0,20.0,8.969696969696969,32.72727272727273
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+2,3.0,-3.0,825,42.54545454545455,29.818181818181817,13.696969696969695,13.939393939393941,26.181818181818183
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+3,1.0,-1.0,825,34.78787878787879,22.3030303030303,42.90909090909091,0.0,63.515151515151516
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+3,1.0,-2.0,825,46.54545454545455,19.636363636363637,33.45454545454545,0.36363636363636365,54.18181818181819
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+3,1.0,-3.0,825,57.57575757575758,16.606060606060606,24.242424242424242,1.575757575757576,44.6060606060606
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+3,1.3,-1.0,825,33.939393939393945,25.09090909090909,40.60606060606061,0.36363636363636365,61.696969696969695
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+3,1.3,-2.0,825,45.45454545454545,21.818181818181817,31.636363636363633,1.090909090909091,52.72727272727272
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+3,1.3,-3.0,825,56.484848484848484,18.90909090909091,22.3030303030303,2.3030303030303028,43.15151515151515
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+3,2.0,-1.0,825,32.121212121212125,33.09090909090909,33.57575757575758,1.2121212121212122,56.96969696969697
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+3,2.0,-2.0,825,42.303030303030305,29.09090909090909,26.3030303030303,2.3030303030303028,48.36363636363637
EOD_MECHANICAL_TOP3,EOD Top3,baseline,base,825,275,2025-04-02,2026-05-19,D+3,2.0,-3.0,825,52.72727272727272,24.606060606060606,18.303030303030305,4.363636363636364,39.63636363636363
