v3_variant,signal_date,eod_count,v3_count,overlap_count,eod_only_count,v3_only_count,overlap_codes,eod_only_codes,v3_only_codes
V3_C_RISK_CONTROL,2025-04-14,3,3,3,0,0,005930|008970|098070,,
V3_C_RISK_CONTROL,2025-04-15,3,3,2,1,1,005930|098070,013580,008970
V3_C_RISK_CONTROL,2025-04-16,3,3,1,2,2,005930,013580|098070,008970|042660
V3_C_RISK_CONTROL,2025-04-17,3,3,1,2,2,005930,013580|098070,008970|272210
V3_C_RISK_CONTROL,2025-04-18,3,3,1,2,2,005930,013580|098070,008970|034020
V3_C_RISK_CONTROL,2025-04-21,3,3,1,2,2,005930,013580|098070,008970|034020
V3_C_RISK_CONTROL,2025-04-22,3,3,1,2,2,005930,065500|098070,034020|298380
V3_C_RISK_CONTROL,2025-04-23,3,3,1,2,2,005930,013580|098070,034020|298380
V3_C_RISK_CONTROL,2025-04-24,3,3,1,2,2,005930,065500|098070,034020|298380
V3_C_RISK_CONTROL,2025-04-25,3,3,1,2,2,005930,065500|382150,034020|298380
V3_C_RISK_CONTROL,2025-04-28,3,3,1,2,2,005930,065500|382150,298380|489790
V3_C_RISK_CONTROL,2025-04-29,3,3,2,1,1,005930|010140,065500,462860
V3_C_RISK_CONTROL,2025-04-30,3,3,2,1,1,005930|010140,065500,161000
V3_C_RISK_CONTROL,2025-05-02,3,3,2,1,1,005930|081180,010140,065500
V3_C_RISK_CONTROL,2025-05-07,3,3,1,2,2,005930,010140|081180,065500|161000
V3_C_RISK_CONTROL,2025-05-08,3,3,1,2,2,005930,010140|081180,065500|098460
V3_C_RISK_CONTROL,2025-05-09,3,3,1,2,2,005930,081180|389140,051910|373220
V3_C_RISK_CONTROL,2025-05-12,3,3,1,2,2,005930,081180|389140,000100|098460
V3_C_RISK_CONTROL,2025-05-13,3,3,1,2,2,005930,081180|389140,051910|373220
V3_C_RISK_CONTROL,2025-05-14,3,3,1,2,2,005930,081180|389140,034020|373220
V3_C_RISK_CONTROL,2025-05-15,3,3,3,0,0,005930|034020|459510,,
V3_C_RISK_CONTROL,2025-05-16,3,3,2,1,1,005930|376900,459510,373220
V3_C_RISK_CONTROL,2025-05-19,3,3,2,1,1,005930|034020,376900,373220
V3_C_RISK_CONTROL,2025-05-20,3,3,2,1,1,005930|034020,376900,003670
V3_C_RISK_CONTROL,2025-05-21,3,3,2,1,1,005930|034020,376900,003670
V3_C_RISK_CONTROL,2025-05-22,3,3,2,1,1,005930|034020,376900,017670
V3_C_RISK_CONTROL,2025-05-23,3,3,1,2,2,034020,005930|376900,047050|138040
V3_C_RISK_CONTROL,2025-05-26,3,3,1,2,2,034020,005930|376900,097950|326030
V3_C_RISK_CONTROL,2025-05-27,3,3,1,2,2,034020,005930|376900,010140|138040
V3_C_RISK_CONTROL,2025-05-28,3,3,1,2,2,005930,010140|376900,011790|489790
V3_C_RISK_CONTROL,2025-05-29,3,3,2,1,1,005930|010140,376900,009830
V3_C_RISK_CONTROL,2025-05-30,3,3,2,1,1,005930|034020,010140,009830
V3_C_RISK_CONTROL,2025-06-02,3,3,2,1,1,005930|034020,459510,489790
V3_C_RISK_CONTROL,2025-06-04,3,3,2,1,1,005930|034020,459510,489790
V3_C_RISK_CONTROL,2025-06-05,3,3,2,1,1,005930|034020,459510,009830
V3_C_RISK_CONTROL,2025-06-09,3,3,2,1,1,005930|034020,010140,489790
V3_C_RISK_CONTROL,2025-06-10,3,3,2,1,1,005930|034020,035720,489790
V3_C_RISK_CONTROL,2025-06-11,3,3,3,0,0,005930|035720|272210,,
V3_C_RISK_CONTROL,2025-06-12,3,3,3,0,0,005930|009830|034020,,
V3_C_RISK_CONTROL,2025-06-13,3,3,2,1,1,034020|042660,005930,489790
V3_C_RISK_CONTROL,2025-06-16,3,3,2,1,1,034020|042660,005930,015760
V3_C_RISK_CONTROL,2025-06-17,3,3,2,1,1,034020|042660,005930,456010
V3_C_RISK_CONTROL,2025-06-18,3,3,2,1,1,005930|034020,042660,004370
V3_C_RISK_CONTROL,2025-06-19,3,3,2,1,1,005930|042660,034020,066970
V3_C_RISK_CONTROL,2025-06-20,3,3,3,0,0,005930|035720|042660,,
V3_C_RISK_CONTROL,2025-06-23,3,3,2,1,1,005930|035720,042660,259960
V3_C_RISK_CONTROL,2025-06-24,3,3,2,1,1,005930|034020,042660,489790
V3_C_RISK_CONTROL,2025-06-25,3,3,2,1,1,005930|377300,042660,064260
V3_C_RISK_CONTROL,2025-06-26,3,3,2,1,1,005930|034020,042660,006360
V3_C_RISK_CONTROL,2025-06-27,3,3,1,2,2,005930,042660|377300,015760|034020
V3_C_RISK_CONTROL,2025-06-30,3,3,1,2,2,005930,042660|377300,006360|012450
V3_C_RISK_CONTROL,2025-07-01,3,3,1,2,2,005930,377300|388610,006360|024720
V3_C_RISK_CONTROL,2025-07-02,3,3,0,3,3,,323410|377300|388610,042660|064260|329180
V3_C_RISK_CONTROL,2025-07-03,3,3,1,2,2,005930,377300|388610,042660|064260
V3_C_RISK_CONTROL,2025-07-04,3,3,1,2,2,005930,377300|388610,042660|329180
V3_C_RISK_CONTROL,2025-07-07,3,3,1,2,2,005930,377300|388610,042660|329180
V3_C_RISK_CONTROL,2025-07-08,3,3,1,2,2,005930,377300|388610,042660|329180
V3_C_RISK_CONTROL,2025-07-09,3,3,1,2,2,005930,377300|388610,042660|329180
V3_C_RISK_CONTROL,2025-07-10,3,3,1,2,2,005930,015760|388610,034020|047810
V3_C_RISK_CONTROL,2025-07-11,3,3,1,2,2,005930,034020|388610,042660|329180
V3_C_RISK_CONTROL,2025-07-14,3,3,1,2,2,005930,034020|388610,042660|329180
V3_C_RISK_CONTROL,2025-07-15,3,3,1,2,2,005930,008970|034020,100840|352820
V3_C_RISK_CONTROL,2025-07-16,3,3,2,1,1,005930|034020,008970,352820
V3_C_RISK_CONTROL,2025-07-17,3,3,2,1,1,005930|034020,441270,402340
V3_C_RISK_CONTROL,2025-07-18,3,3,3,0,0,005930|034020|441270,,
V3_C_RISK_CONTROL,2025-07-21,3,3,2,1,1,005930|034020,463020,192820
V3_C_RISK_CONTROL,2025-07-22,3,3,2,1,1,005930|009830,034020,000660
V3_C_RISK_CONTROL,2025-07-23,3,3,1,2,2,005930,009830|034020,015760|402340
V3_C_RISK_CONTROL,2025-07-24,3,3,2,1,1,005930|008970,034020,402340
V3_C_RISK_CONTROL,2025-07-25,3,3,2,1,1,005930|034020,008970,000660
V3_C_RISK_CONTROL,2025-07-28,3,3,1,2,2,005930,009830|034020,000660|006800
V3_C_RISK_CONTROL,2025-07-29,3,3,2,1,1,005930|034020,009830,000660
V3_C_RISK_CONTROL,2025-07-30,3,3,1,2,2,005930,009830|034020,259960|402340
V3_C_RISK_CONTROL,2025-07-31,3,3,1,2,2,005930,009830|034020,047050|402340
V3_C_RISK_CONTROL,2025-08-01,3,3,2,1,1,005930|034020,009830,000660
V3_C_RISK_CONTROL,2025-08-04,3,3,2,1,1,005930|034020,009830,000660
V3_C_RISK_CONTROL,2025-08-05,3,3,2,1,1,005930|034020,462860,377300
V3_C_RISK_CONTROL,2025-08-06,3,3,2,1,1,005930|034020,462860,000660
V3_C_RISK_CONTROL,2025-08-07,3,3,2,1,1,005930|015760,034020,009830
V3_C_RISK_CONTROL,2025-08-08,3,3,2,1,1,005930|035720,034020,402340
V3_C_RISK_CONTROL,2025-08-11,3,3,3,0,0,005930|034020|035720,,
V3_C_RISK_CONTROL,2025-08-12,3,3,2,1,1,005930|035720,034020,079550
V3_C_RISK_CONTROL,2025-08-13,3,3,2,1,1,005930|035720,034020,192820
V3_C_RISK_CONTROL,2025-08-14,3,3,1,2,2,005930,034020|035720,009830|011200
V3_C_RISK_CONTROL,2025-08-18,3,3,1,2,2,005930,034020|035720,009830|192820
V3_C_RISK_CONTROL,2025-08-19,3,3,1,2,2,005930,034020|035720,009830|034730
V3_C_RISK_CONTROL,2025-08-20,3,3,1,2,2,005930,034020|035720,192820|402340
V3_C_RISK_CONTROL,2025-08-21,3,3,1,2,2,005930,034020|035720,000720|402340
V3_C_RISK_CONTROL,2025-08-22,3,3,2,1,1,005930|034020,035720,402340
V3_C_RISK_CONTROL,2025-08-25,3,3,2,1,1,005930|034020,034220,161890
V3_C_RISK_CONTROL,2025-08-26,3,3,2,1,1,005930|034020,034220,000720
V3_C_RISK_CONTROL,2025-08-27,3,3,2,1,1,005930|034020,034220,079550
V3_C_RISK_CONTROL,2025-08-28,3,3,2,1,1,005930|034020,034220,079550
V3_C_RISK_CONTROL,2025-08-29,3,3,2,1,1,005930|010140,034020,015760
V3_C_RISK_CONTROL,2025-09-01,3,3,2,1,1,005930|034020,010140,006400
V3_C_RISK_CONTROL,2025-09-02,3,3,2,1,1,005930|097230,034020,006400
V3_C_RISK_CONTROL,2025-09-03,3,3,2,1,1,005930|097230,034020,000720
V3_C_RISK_CONTROL,2025-09-04,3,3,2,1,1,005930|097230,034020,006400
V3_C_RISK_CONTROL,2025-09-05,3,3,2,1,1,005930|097230,010140,006400
V3_C_RISK_CONTROL,2025-09-08,3,3,2,1,1,005930|097230,010140,006400
V3_C_RISK_CONTROL,2025-09-09,3,3,2,1,1,005930|097230,010140,006400
V3_C_RISK_CONTROL,2025-09-10,3,3,2,1,1,005930|097230,466100,006400
V3_C_RISK_CONTROL,2025-09-11,3,3,2,1,1,005930|097230,466100,006400
V3_C_RISK_CONTROL,2025-09-12,3,3,3,0,0,005930|097230|100090,,
V3_C_RISK_CONTROL,2025-09-15,3,3,2,1,1,005930|100090,097230,377300
V3_C_RISK_CONTROL,2025-09-16,3,3,2,1,1,005930|097230,100090,003670
V3_C_RISK_CONTROL,2025-09-17,3,3,2,1,1,005930|034020,097230,090710
V3_C_RISK_CONTROL,2025-09-18,3,3,2,1,1,005930|034020,097230,052690
V3_C_RISK_CONTROL,2025-09-19,3,3,2,1,1,005930|034020,097230,052690
V3_C_RISK_CONTROL,2025-09-22,3,3,2,1,1,005930|064260,097230,259960
V3_C_RISK_CONTROL,2025-09-23,3,3,2,1,1,005930|064260,097230,000720
V3_C_RISK_CONTROL,2025-09-24,3,3,2,1,1,005930|064260,097230,003230
V3_C_RISK_CONTROL,2025-09-25,3,3,1,2,2,005930,034020|347850,003230|352820
V3_C_RISK_CONTROL,2025-09-26,3,3,2,1,1,005930|034020,347850,012330
V3_C_RISK_CONTROL,2025-09-29,3,3,2,1,1,005930|034020,347850,000150
V3_C_RISK_CONTROL,2025-09-30,3,3,2,1,1,005930|034020,249420,000150
V3_C_RISK_CONTROL,2025-10-01,3,3,1,2,2,005930,034020|249420,062040|064260
V3_C_RISK_CONTROL,2025-10-02,3,3,1,2,2,005930,034020|249420,062040|352820
V3_C_RISK_CONTROL,2025-10-10,3,3,2,1,1,005930|034020,249420,005490
V3_C_RISK_CONTROL,2025-10-13,3,3,2,1,1,005930|034020,249420,062040
V3_C_RISK_CONTROL,2025-10-14,3,3,2,1,1,005930|034020,249420,003230
V3_C_RISK_CONTROL,2025-10-15,3,3,2,1,1,005930|034020,249420,064260
V3_C_RISK_CONTROL,2025-10-16,3,3,2,1,1,005930|034020,249420,035720
V3_C_RISK_CONTROL,2025-10-17,3,3,1,2,2,005930,034020|249420,003230|035720
V3_C_RISK_CONTROL,2025-10-20,3,3,2,1,1,005930|034020,249420,483650
V3_C_RISK_CONTROL,2025-10-21,3,3,2,1,1,005930|034020,466100,003230
V3_C_RISK_CONTROL,2025-10-22,3,3,1,2,2,005930,034020|090710,003230|489790
V3_C_RISK_CONTROL,2025-10-23,3,3,2,1,1,005930|034020,090710,003230
V3_C_RISK_CONTROL,2025-10-24,3,3,2,1,1,005930|034020,466100,003230
V3_C_RISK_CONTROL,2025-10-27,3,3,2,1,1,005930|034020,466100,003230
V3_C_RISK_CONTROL,2025-10-28,3,3,3,0,0,005930|010140|034020,,
V3_C_RISK_CONTROL,2025-10-29,3,3,2,1,1,005930|336260,034020,003230
V3_C_RISK_CONTROL,2025-10-30,3,3,2,1,1,005930|034020,035720,249420
V3_C_RISK_CONTROL,2025-10-31,3,3,3,0,0,005930|034020|035720,,
V3_C_RISK_CONTROL,2025-11-03,3,3,3,0,0,005930|034020|035720,,
V3_C_RISK_CONTROL,2025-11-04,3,3,2,1,1,005930|034020,035720,049630
V3_C_RISK_CONTROL,2025-11-05,3,3,1,2,2,486990,005930|034020,380550|383220
V3_C_RISK_CONTROL,2025-11-06,3,3,2,1,1,005930|486990,034020,353200
V3_C_RISK_CONTROL,2025-11-07,3,3,1,2,2,005930,034020|098460,272210|329180
V3_C_RISK_CONTROL,2025-11-10,3,3,2,1,1,098460|486990,034020,010130
V3_C_RISK_CONTROL,2025-11-11,3,3,0,3,3,,034020|098460|486990,064350|161890|192820
V3_C_RISK_CONTROL,2025-11-12,3,3,1,2,2,098460,034020|486990,064350|483650
V3_C_RISK_CONTROL,2025-11-13,3,3,1,2,2,015760,035720|486990,064350|278470
V3_C_RISK_CONTROL,2025-11-14,3,3,1,2,2,035720,466100|486990,064350|278470
V3_C_RISK_CONTROL,2025-11-17,3,3,0,3,3,,035720|466100|486990,064350|278470|424870
V3_C_RISK_CONTROL,2025-11-18,3,3,1,2,2,015760,035720|486990,012450|064350
V3_C_RISK_CONTROL,2025-11-19,3,3,0,3,3,,015760|035720|486990,012450|042660|278470
V3_C_RISK_CONTROL,2025-11-20,3,3,1,2,2,015760,035720|486990,006340|064350
V3_C_RISK_CONTROL,2025-11-21,3,3,1,2,2,015760,035720|486990,012450|034020
V3_C_RISK_CONTROL,2025-11-24,3,3,1,2,2,015760,035720|098460,012450|034020
V3_C_RISK_CONTROL,2025-11-25,3,3,1,2,2,005930,015760|035720,034020|267260
V3_C_RISK_CONTROL,2025-11-26,3,3,2,1,1,005930|486990,015760,042660
V3_C_RISK_CONTROL,2025-11-27,3,3,2,1,1,005930|486990,015760,012450
V3_C_RISK_CONTROL,2025-11-28,3,3,2,1,1,005930|424870,486990,064350
V3_C_RISK_CONTROL,2025-12-01,3,3,2,1,1,005930|098460,486990,267260
V3_C_RISK_CONTROL,2025-12-02,3,3,2,1,1,005930|098460,486990,064350
V3_C_RISK_CONTROL,2025-12-03,3,3,2,1,1,005930|098460,486990,298040
V3_C_RISK_CONTROL,2025-12-04,3,3,2,1,1,005930|466100,486990,064350
V3_C_RISK_CONTROL,2025-12-05,3,3,2,1,1,005930|030530,486990,042660
V3_C_RISK_CONTROL,2025-12-08,3,3,1,2,2,466100,005930|486990,006040|128940
V3_C_RISK_CONTROL,2025-12-09,3,3,1,2,2,466100,005930|486990,003530|051900
V3_C_RISK_CONTROL,2025-12-10,3,3,1,2,2,466100,098460|486990,051900|251270
V3_C_RISK_CONTROL,2025-12-11,3,3,1,2,2,466100,098460|950250,003230|249420
V3_C_RISK_CONTROL,2025-12-12,3,3,1,2,2,249420,098460|950250,051900|440110
V3_C_RISK_CONTROL,2025-12-15,3,3,1,2,2,466100,098460|950250,003230|249420
V3_C_RISK_CONTROL,2025-12-16,3,3,1,2,2,466100,030530|950250,249420|377300
V3_C_RISK_CONTROL,2025-12-17,3,3,2,1,1,319400|466100,030530,035420
V3_C_RISK_CONTROL,2025-12-18,3,3,1,2,2,466100,030530|950250,042660|319400
V3_C_RISK_CONTROL,2025-12-19,3,3,1,2,2,466100,030530|950250,011790|062040
V3_C_RISK_CONTROL,2025-12-22,3,3,1,2,2,466100,030530|950250,034220|319400
V3_C_RISK_CONTROL,2025-12-23,3,3,1,2,2,319400,030530|478340,006800|062040
V3_C_RISK_CONTROL,2025-12-24,3,3,1,2,2,030530,466100|478340,010130|319400
V3_C_RISK_CONTROL,2025-12-26,3,3,1,2,2,319400,030530|478340,010130|267260
V3_C_RISK_CONTROL,2025-12-29,3,3,1,2,2,030530,466100|478340,000650|326030
V3_C_RISK_CONTROL,2025-12-30,3,3,1,2,2,030530,090710|478340,010130|016360
V3_C_RISK_CONTROL,2026-01-02,3,3,1,2,2,090710,466100|478340,009540|080220
V3_C_RISK_CONTROL,2026-01-05,3,3,0,3,3,,030530|466100|478340,009540|017960|080220
V3_C_RISK_CONTROL,2026-01-06,3,3,1,2,2,034020,466100|478340,010130|353200
V3_C_RISK_CONTROL,2026-01-07,3,3,1,2,2,034020,030530|478340,000150|353200
V3_C_RISK_CONTROL,2026-01-08,3,3,1,2,2,034020,030530|478340,000150|006800
V3_C_RISK_CONTROL,2026-01-09,3,3,1,2,2,034020,030530|486990,000150|003670
V3_C_RISK_CONTROL,2026-01-12,3,3,1,2,2,034020,030530|272210,018880|066570
V3_C_RISK_CONTROL,2026-01-13,3,3,3,0,0,000720|034020|272210,,
V3_C_RISK_CONTROL,2026-01-14,3,3,3,0,0,000720|034020|272210,,
V3_C_RISK_CONTROL,2026-01-15,3,3,2,1,1,034020|272210,000720,098460
V3_C_RISK_CONTROL,2026-01-16,3,3,1,2,2,034020,000720|272210,005690|092200
V3_C_RISK_CONTROL,2026-01-19,3,3,1,2,2,034020,000720|272210,000100|138930
V3_C_RISK_CONTROL,2026-01-20,3,3,1,2,2,034020,000720|272210,015760|175330
V3_C_RISK_CONTROL,2026-01-21,3,3,1,2,2,015760,034020|272210,000100|128940
V3_C_RISK_CONTROL,2026-01-22,3,3,1,2,2,034020,000720|272210,000100|015760
V3_C_RISK_CONTROL,2026-01-23,3,3,1,2,2,034020,090710|272210,092200|249420
V3_C_RISK_CONTROL,2026-01-26,3,3,1,2,2,034020,090710|272210,006800|021240
V3_C_RISK_CONTROL,2026-01-27,3,3,1,2,2,034020,090710|272210,006800|011070
V3_C_RISK_CONTROL,2026-01-28,3,3,1,2,2,034020,006800|377300,100090|272210
V3_C_RISK_CONTROL,2026-01-29,3,3,2,1,1,006800|034020,377300,180640
V3_C_RISK_CONTROL,2026-01-30,3,3,1,2,2,034020,015760|377300,080220|207940
V3_C_RISK_CONTROL,2026-02-02,3,3,0,3,3,,015760|034020|377300,080220|207940|329180
V3_C_RISK_CONTROL,2026-02-03,3,3,1,2,2,034020,015760|377300,079550|080220
V3_C_RISK_CONTROL,2026-02-04,3,3,2,1,1,006800|034020,377300,079550
V3_C_RISK_CONTROL,2026-02-05,3,3,2,1,1,009830|034020,006800,207940
V3_C_RISK_CONTROL,2026-02-06,3,3,2,1,1,009830|034020,006800,329180
V3_C_RISK_CONTROL,2026-02-09,3,3,2,1,1,009830|034020,038500,329180
V3_C_RISK_CONTROL,2026-02-10,3,3,2,1,1,009830|034020,038500,329180
V3_C_RISK_CONTROL,2026-02-11,3,3,1,2,2,009830,034020|038500,007660|329180
V3_C_RISK_CONTROL,2026-02-12,3,3,0,3,3,,034020|038500|080220,329180|443060|454910
V3_C_RISK_CONTROL,2026-02-13,3,3,1,2,2,034020,032820|038500,011070|012450
V3_C_RISK_CONTROL,2026-02-19,3,3,2,1,1,006800|034020,032820,454910
V3_C_RISK_CONTROL,2026-02-20,3,3,2,1,1,006800|034020,009830,454910
V3_C_RISK_CONTROL,2026-02-23,3,3,1,2,2,034020,006800|009830,011500|454910
V3_C_RISK_CONTROL,2026-02-24,3,3,1,2,2,006800,009830|034020,000990|457190
V3_C_RISK_CONTROL,2026-02-25,3,3,2,1,1,006800|034020,009830,003490
V3_C_RISK_CONTROL,2026-02-26,3,3,1,2,2,006800,009830|034020,003490|009470
V3_C_RISK_CONTROL,2026-02-27,3,3,2,1,1,034020|080220,006800,004310
V3_C_RISK_CONTROL,2026-03-03,3,3,0,3,3,,006800|009830|034020,011200|015760|352820
V3_C_RISK_CONTROL,2026-03-04,3,3,0,3,3,,006800|009830|034020,005490|011200|035420
V3_C_RISK_CONTROL,2026-03-05,3,3,0,3,3,,006800|009830|034020,003280|011200|035420
V3_C_RISK_CONTROL,2026-03-06,3,3,0,3,3,,009830|024060|038500,055550|089030|105560
V3_C_RISK_CONTROL,2026-03-09,3,3,1,2,2,089030,009830|024060,015760|105560
V3_C_RISK_CONTROL,2026-03-10,3,3,2,1,1,032820|089030,009830,035420
V3_C_RISK_CONTROL,2026-03-11,3,3,1,2,2,032820,009830|089030,035420|055550
V3_C_RISK_CONTROL,2026-03-12,3,3,1,2,2,032820,009830|089030,035420|105560
V3_C_RISK_CONTROL,2026-03-13,3,3,1,2,2,032820,038500|089030,035420|105560
V3_C_RISK_CONTROL,2026-03-16,3,3,1,2,2,032820,038500|047040,035420|267260
V3_C_RISK_CONTROL,2026-03-17,3,3,1,2,2,032820,038500|047040,015760|064350
V3_C_RISK_CONTROL,2026-03-18,3,3,0,3,3,,003280|038500|089030,010950|047040|064350
V3_C_RISK_CONTROL,2026-03-19,3,3,2,1,1,032820|047040,003280,035420
V3_C_RISK_CONTROL,2026-03-20,3,3,2,1,1,032820|047040,038500,064350
V3_C_RISK_CONTROL,2026-03-23,3,3,1,2,2,001510,032820|047040,005490|105560
V3_C_RISK_CONTROL,2026-03-24,3,3,0,3,3,,001510|032820|047040,035420|064350|352820
V3_C_RISK_CONTROL,2026-03-25,3,3,0,3,3,,006800|038500|047040,015760|050890|352820
V3_C_RISK_CONTROL,2026-03-26,3,3,0,3,3,,009830|038500|050890,005930|064350|100090
V3_C_RISK_CONTROL,2026-03-27,3,3,0,3,3,,003280|009830|050890,064350|100090|100790
V3_C_RISK_CONTROL,2026-03-30,3,3,1,2,2,047040,050890|100790,015760|046970
V3_C_RISK_CONTROL,2026-03-31,3,3,0,3,3,,009830|050890|100790,005930|035420|267260
V3_C_RISK_CONTROL,2026-04-01,3,3,1,2,2,003280,050890|100790,047040|071970
V3_C_RISK_CONTROL,2026-04-02,3,3,0,3,3,,003280|047040|100790,007660|035420|062040
V3_C_RISK_CONTROL,2026-04-03,3,3,1,2,2,010170,003280|047040,015760|035420
V3_C_RISK_CONTROL,2026-04-06,3,3,1,2,2,010170,003280|475150,015760|034730
V3_C_RISK_CONTROL,2026-04-07,3,3,0,3,3,,003280|010170|475150,015760|062040|278470
V3_C_RISK_CONTROL,2026-04-08,3,3,1,2,2,010170,100790|475150,009420|336260
V3_C_RISK_CONTROL,2026-04-09,3,3,2,1,1,010170|047040,032820,329180
V3_C_RISK_CONTROL,2026-04-10,3,3,2,1,1,010170|047040,032820,329180
V3_C_RISK_CONTROL,2026-04-13,3,3,2,1,1,010170|047040,032820,329180
V3_C_RISK_CONTROL,2026-04-14,3,3,2,1,1,010170|047040,032820,010820
V3_C_RISK_CONTROL,2026-04-15,3,3,1,2,2,047040,010170|032820,034230|352820
V3_C_RISK_CONTROL,2026-04-16,3,3,2,1,1,001440|047040,010170,092220
V3_C_RISK_CONTROL,2026-04-17,3,3,1,2,2,047040,010170|032820,009420|092220
V3_C_RISK_CONTROL,2026-04-20,3,3,1,2,2,100790,017900|032820,047040|352820
V3_C_RISK_CONTROL,2026-04-21,3,3,1,2,2,100790,017900|032820,010170|352820
V3_C_RISK_CONTROL,2026-04-22,3,3,2,1,1,047040|100790,032820,003280
V3_C_RISK_CONTROL,2026-04-23,3,3,1,2,2,047040,017900|032820,010170|352820
V3_C_RISK_CONTROL,2026-04-24,3,3,2,1,1,006340|047040,010140,100090
V3_C_RISK_CONTROL,2026-04-27,3,3,2,1,1,080220|098460,047040,047810
V3_C_RISK_CONTROL,2026-04-28,3,3,2,1,1,001440|010170,080220,272210
V3_C_RISK_CONTROL,2026-04-29,3,3,2,1,1,001440|010170,047040,272210
V3_C_RISK_CONTROL,2026-04-30,3,3,2,1,1,001440|006340,047040,272210
V3_C_RISK_CONTROL,2026-05-04,3,3,1,2,2,001440,006340|047040,000720|272210
V3_C_RISK_CONTROL,2026-05-06,3,3,1,2,2,001440,010170|047040,000720|009420
V3_C_RISK_CONTROL,2026-05-07,3,3,0,3,3,,001440|006800|080220,012450|034220|128940
V3_C_RISK_CONTROL,2026-05-08,3,3,2,1,1,001440|010170,006800,012450
V3_C_RISK_CONTROL,2026-05-11,3,3,1,2,2,010170,001440|006800,010950|068270
V3_C_RISK_CONTROL,2026-05-12,3,3,1,2,2,010170,001440|018880,007660|012450
V3_C_RISK_CONTROL,2026-05-13,3,3,0,3,3,,001440|010170|018880,000720|012450|068270
V3_C_RISK_CONTROL,2026-05-14,3,3,0,3,3,,001440|006800|010170,012450|039490|047050
V3_C_RISK_CONTROL,2026-05-15,3,3,0,3,3,,001440|006800|010170,005880|034220|080220
V3_C_RISK_CONTROL,2026-05-18,3,3,0,3,3,,001440|006800|010170,005880|034220|047040
V3_C_RISK_CONTROL,2026-05-19,3,3,0,3,3,,001440|006800|028050,034220|047040|178320
V3_C_RISK_CONTROL,2026-05-20,3,3,3,0,0,001440|006800|028050,,
V3_C_RISK_CONTROL,2026-05-21,3,3,3,0,0,001440|006800|028050,,
V3_C_RISK_CONTROL,2026-05-22,3,3,3,0,0,001440|080220|100790,,
V3_C_RISK_CONTROL,2026-05-26,3,3,3,0,0,080220|100790|319400,,
V3_C_RISK_CONTROL,2026-05-27,3,3,3,0,0,010170|080220|100790,,
V3_C_RISK_CONTROL,2026-05-28,3,3,3,0,0,001740|010170|080220,,
