date,stock_code,stock_name,mode_ko,yj_feeling,yj_reason,planned_action,actual_action,entry_price,exit_price,result_note
2026-05-29,242040,나무기술,관찰형,위험해 보임,거래량은 좋은데 고점 추격 느낌,보기만 함,,,,
