candidate_source,score_variant_id,score_policy,signal_date,signal_time,raw_rank,rank_v2,stock_code,code,stock_name,name,market,score_coverage_pct,score_confidence_pct,d0_close,price_1415,d0_high,d0_volume,volume_1415_or_daily,d0_trading_value,d0_pct_change,change_rate_1415,d0_date,trading_day_age,days_after_D0,watch_age,legacy_d0_rank,legacy_d0_volume_rank,legacy_d0_trading_value_rank,distance_from_d0_high_pct,volume_ratio_vs_20d,upper_shadow_ratio,event_id,program_buy_feature_used,passed_d0_filter,source_pool,metadata_version,score_base_time,entry_base_time,price_source,score_total_100,component_candle_score,component_pullback_score,component_short_score,component_liquidity_score,component_risk_penalty_norm,d0_pullback_depth_pct,d0_volume_filter_pass,d0_amount_limit_pass,d0_change_filter_pass,score_v2,daily_latest_date,minute_latest_date,entry_time,entry_price_1500,entry_status,status,exclude_reason,source_pool_size,scored_pool_size,excluded_reason,v2_rank,role,d0_storage_days,tracking_days,dashboard_focus_days,paper_watch_only
operational_d0_pool_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2026-05-19,14:15,1,1,321370,321370,센서뷰,센서뷰,KOSDAQ,70.0,70.0,3685.0,3685.0,3800.0,18030239.0,18030239.0,66441430715.0,22.833,22.833,2026-05-18,1,1,D+1,8,14,109,-3.026,5.698,0.164,20260519_321370_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,87.0714,0.7932,0.998,0.5,0.5112,0.0,3.026,True,True,True,87.0714,2026-05-19,2026-05-19,2026-05-19 15:00:00,3840.0,ok,selected,,30,30,,1,V2_TOP1,3,5,3,True
operational_d0_pool_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2026-05-19,14:15,2,2,067310,067310,하나마이크론,하나마이크론,KOSDAQ,70.0,70.0,52900.0,52900.0,55500.0,13222883.0,13222883.0,699490510700.0,18.61,18.61,2026-05-15,2,2,D+2,2,18,9,-4.685,4.289,0.283,20260519_067310_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,79.8526,0.5824,0.8676,0.5,1.0,0.0,4.685,True,True,True,79.8526,2026-05-19,2026-05-19,2026-05-19 15:00:00,47650.0,ok,selected,,30,30,,2,V2_TOP2,3,5,3,True
operational_d0_pool_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2026-05-19,14:15,3,3,066430,066430,아이로보틱스,아이로보틱스,KOSDAQ,70.0,70.0,4955.0,4955.0,5080.0,58562988.0,58562988.0,290179605540.0,23.875,23.875,2026-05-19,0,0,D0,3,3,17,-2.461,8.002,0.088,20260519_066430_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,79.2444,0.8418,0.9577,0.5,0.8313,0.5,2.461,True,True,True,79.2444,2026-05-19,2026-05-19,2026-05-19 15:00:00,4800.0,ok,selected,,30,30,,3,V2_TOP3,3,5,3,True
