candidate_source,score_variant_id,score_policy,signal_date,signal_time,raw_rank,rank_v2,stock_code,code,stock_name,name,market,score_coverage_pct,score_confidence_pct,d0_close,price_1415,d0_high,d0_volume,volume_1415_or_daily,d0_trading_value,d0_pct_change,change_rate_1415,d0_date,trading_day_age,days_after_D0,watch_age,legacy_d0_rank,legacy_d0_volume_rank,legacy_d0_trading_value_rank,distance_from_d0_high_pct,volume_ratio_vs_20d,upper_shadow_ratio,event_id,program_buy_feature_used,passed_d0_filter,source_pool,metadata_version,score_base_time,entry_base_time,price_source,score_total_100,component_candle_score,component_pullback_score,component_short_score,component_liquidity_score,component_risk_penalty_norm,d0_pullback_depth_pct,d0_volume_filter_pass,d0_amount_limit_pass,d0_change_filter_pass,score_v2,daily_latest_date,minute_latest_date,entry_time,entry_price_1500,entry_status,status,exclude_reason,v2_rank,role,complete_through_day,future_missing_reason,dplus1_date,dplus1_minute_rows,dplus1_high_return_pct,dplus1_low_return_pct,dplus1_close_return_pct,dplus1_ge_plus1,dplus1_ge_plus2,dplus1_ge_plus3,dplus1_le_minus1,dplus1_le_minus2,dplus1_le_minus3,dplus2_date,dplus2_minute_rows,dplus2_high_return_pct,dplus2_low_return_pct,dplus2_close_return_pct,dplus2_ge_plus1,dplus2_ge_plus2,dplus2_ge_plus3,dplus2_le_minus1,dplus2_le_minus2,dplus2_le_minus3,dplus3_date,dplus3_minute_rows,dplus3_high_return_pct,dplus3_low_return_pct,dplus3_close_return_pct,dplus3_ge_plus1,dplus3_ge_plus2,dplus3_ge_plus3,dplus3_le_minus1,dplus3_le_minus2,dplus3_le_minus3,dplus4_date,dplus4_minute_rows,dplus4_high_return_pct,dplus4_low_return_pct,dplus4_close_return_pct,dplus4_ge_plus1,dplus4_ge_plus2,dplus4_ge_plus3,dplus4_le_minus1,dplus4_le_minus2,dplus4_le_minus3,dplus5_date,dplus5_minute_rows,dplus5_high_return_pct,dplus5_low_return_pct,dplus5_close_return_pct,dplus5_ge_plus1,dplus5_ge_plus2,dplus5_ge_plus3,dplus5_le_minus1,dplus5_le_minus2,dplus5_le_minus3
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-20,14:15,3,3,051980,051980,중앙첨단소재,중앙첨단소재,KOSDAQ,70.0,70.0,3045.0,3045.0,3165.0,20080264.0,20080264.0,61144403880.0,17.341,17.341,2025-10-16,2,2,D+2,5,7,82,-3.791,7.28,0.231,20251020_051980_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,77.8021,0.6854,0.9379,0.5,0.4932,0.15,3.791,True,True,True,77.8021,2026-05-19,2026-05-19,2025-10-20 15:00:00,3060.0,ok,selected,,3,V2_TOP3,5,,2025-10-21,381,6.8627,-2.1242,-1.3072,Y,Y,Y,Y,Y,N,2025-10-22,381,9.1503,-3.4314,0.3268,Y,Y,Y,Y,Y,Y,2025-10-23,380,0.4902,-2.9412,-2.451,N,N,N,Y,Y,N,2025-10-24,378,26.7974,-2.1242,26.7974,Y,Y,Y,Y,Y,N,2025-10-27,377,42.3203,15.8497,32.8431,Y,Y,Y,N,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-21,14:15,1,1,075580,075580,세진중공업,세진중공업,KOSPI,70.0,70.0,23800.0,23800.0,24600.0,12277866.0,12277866.0,292213210800.0,15.534,15.534,2025-10-21,0,0,D0,4,20,13,-3.252,5.818,0.205,20251021_075580_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,88.4398,0.7428,0.9802,0.5,0.8328,0.0,3.252,True,True,True,88.4398,2026-05-19,2026-05-19,2025-10-21 15:00:00,23750.0,ok,selected,,1,V2_TOP1,5,,2025-10-22,381,2.9474,-6.1053,1.0526,Y,Y,N,Y,Y,Y,2025-10-23,381,1.3684,-5.2632,-5.2632,Y,N,N,Y,Y,Y,2025-10-24,381,-1.6842,-8.0,-4.6316,N,N,N,Y,Y,Y,2025-10-27,381,6.7368,-2.7368,1.0526,Y,Y,Y,Y,Y,N,2025-10-28,381,2.9474,-5.2632,-3.1579,Y,Y,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-21,14:15,2,2,014940,014940,오리엔탈정공,오리엔탈정공,KOSDAQ,70.0,70.0,11500.0,11500.0,11710.0,16238112.0,16238112.0,186738288000.0,13.636,13.636,2025-10-21,0,0,D0,7,16,26,-1.793,5.08,0.13,20251021_014940_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,85.9277,0.8847,0.9052,0.5,0.7356,0.0,1.793,True,True,True,85.9277,2026-05-19,2026-05-19,2025-10-21 15:00:00,11300.0,ok,selected,,2,V2_TOP2,5,,2025-10-22,381,3.0973,-3.9823,1.1504,Y,Y,Y,Y,Y,Y,2025-10-23,381,5.5752,-3.1858,-2.7434,Y,Y,Y,Y,Y,Y,2025-10-24,381,-0.9735,-6.2832,-1.7699,N,N,N,Y,Y,Y,2025-10-27,380,14.1593,0.708,5.0442,Y,Y,Y,N,N,N,2025-10-28,381,5.9292,-1.6814,-0.354,Y,Y,Y,Y,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-21,14:15,3,3,381620,381620,제닉스로보틱스,제닉스로보틱스,KOSDAQ,70.0,70.0,17580.0,17580.0,18300.0,13316138.0,13316138.0,234097706040.0,18.145,18.145,2025-10-20,1,1,D+1,7,15,14,-3.934,4.627,0.228,20251021_381620_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,83.2086,0.6788,0.9266,0.5,0.7847,0.0,3.934,True,True,True,83.2086,2026-05-19,2026-05-19,2025-10-21 15:00:00,16750.0,ok,selected,,3,V2_TOP3,5,,2025-10-22,380,18.9851,-2.3284,7.1045,Y,Y,Y,Y,Y,N,2025-10-23,381,9.9104,5.1343,8.2388,Y,Y,Y,N,N,N,2025-10-24,381,18.0896,6.0299,7.2836,Y,Y,Y,N,N,N,2025-10-27,381,9.1343,2.209,3.2239,Y,Y,Y,N,N,N,2025-10-28,381,5.4328,-3.8209,-2.5672,Y,Y,Y,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-22,14:15,1,1,075580,075580,세진중공업,세진중공업,KOSPI,70.0,70.0,23800.0,23800.0,24600.0,12277866.0,12277866.0,292213210800.0,15.534,15.534,2025-10-21,1,1,D+1,4,20,13,-3.252,5.818,0.205,20251022_075580_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,88.4398,0.7428,0.9802,0.5,0.8328,0.0,3.252,True,True,True,88.4398,2026-05-19,2026-05-19,2025-10-22 15:00:00,23900.0,ok,selected,,1,V2_TOP1,5,,2025-10-23,381,0.7322,-5.8577,-5.8577,N,N,N,Y,Y,Y,2025-10-24,381,-2.3013,-8.5774,-5.2301,N,N,N,Y,Y,Y,2025-10-27,381,6.0669,-3.3473,0.4184,Y,Y,Y,Y,Y,Y,2025-10-28,381,2.3013,-5.8577,-3.7657,Y,Y,N,Y,Y,Y,2025-10-29,381,-1.2552,-7.7406,-4.6025,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-22,14:15,2,2,014940,014940,오리엔탈정공,오리엔탈정공,KOSDAQ,70.0,70.0,11500.0,11500.0,11710.0,16238112.0,16238112.0,186738288000.0,13.636,13.636,2025-10-21,1,1,D+1,7,16,26,-1.793,5.08,0.13,20251022_014940_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,85.9277,0.8847,0.9052,0.5,0.7356,0.0,1.793,True,True,True,85.9277,2026-05-19,2026-05-19,2025-10-22 15:00:00,11430.0,ok,selected,,2,V2_TOP2,5,,2025-10-23,381,4.3745,-4.287,-3.8495,Y,Y,Y,Y,Y,Y,2025-10-24,381,-2.0997,-7.3491,-2.8871,N,N,N,Y,Y,Y,2025-10-27,380,12.8609,-0.4374,3.8495,Y,Y,Y,N,N,N,2025-10-28,381,4.7244,-2.7997,-1.4873,Y,Y,Y,Y,Y,N,2025-10-29,381,2.3622,-4.8119,-1.3998,Y,Y,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-22,14:15,3,3,381620,381620,제닉스로보틱스,제닉스로보틱스,KOSDAQ,70.0,70.0,17580.0,17580.0,18300.0,13316138.0,13316138.0,234097706040.0,18.145,18.145,2025-10-20,2,2,D+2,7,15,14,-3.934,4.627,0.228,20251022_381620_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,83.2086,0.6788,0.9266,0.5,0.7847,0.0,3.934,True,True,True,83.2086,2026-05-19,2026-05-19,2025-10-22 15:00:00,17860.0,ok,selected,,3,V2_TOP3,5,,2025-10-23,381,3.0795,-1.3998,1.5118,Y,Y,Y,Y,N,N,2025-10-24,381,10.7503,-0.5599,0.6159,Y,Y,Y,N,N,N,2025-10-27,381,2.3516,-4.1433,-3.1915,Y,Y,N,Y,Y,Y,2025-10-28,381,-1.1198,-9.7984,-8.6226,N,N,N,Y,Y,Y,2025-10-29,381,-1.7357,-9.5745,-7.0549,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-23,14:15,1,1,075580,075580,세진중공업,세진중공업,KOSPI,70.0,70.0,23800.0,23800.0,24600.0,12277866.0,12277866.0,292213210800.0,15.534,15.534,2025-10-21,2,2,D+2,4,20,13,-3.252,5.818,0.205,20251023_075580_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,88.4398,0.7428,0.9802,0.5,0.8328,0.0,3.252,True,True,True,88.4398,2026-05-19,2026-05-19,2025-10-23 15:00:00,22600.0,ok,selected,,1,V2_TOP1,5,,2025-10-24,381,3.3186,-3.3186,0.2212,Y,Y,Y,Y,Y,Y,2025-10-27,381,12.1681,2.2124,6.1947,Y,Y,Y,N,N,N,2025-10-28,381,8.1858,-0.4425,1.7699,Y,Y,Y,N,N,N,2025-10-29,381,4.4248,-2.4336,0.885,Y,Y,Y,Y,Y,N,2025-10-30,381,8.8496,-2.4336,-2.2124,Y,Y,Y,Y,Y,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-23,14:15,2,2,014940,014940,오리엔탈정공,오리엔탈정공,KOSDAQ,70.0,70.0,11500.0,11500.0,11710.0,16238112.0,16238112.0,186738288000.0,13.636,13.636,2025-10-21,2,2,D+2,7,16,26,-1.793,5.08,0.13,20251023_014940_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,85.9277,0.8847,0.9052,0.5,0.7356,0.0,1.793,True,True,True,85.9277,2026-05-19,2026-05-19,2025-10-23 15:00:00,11140.0,ok,selected,,2,V2_TOP2,5,,2025-10-24,381,0.4488,-4.9372,-0.3591,N,N,N,Y,Y,Y,2025-10-27,380,15.7989,2.1544,6.553,Y,Y,Y,N,N,N,2025-10-28,381,7.4506,-0.2693,1.0772,Y,Y,Y,N,N,N,2025-10-29,381,5.0269,-2.3339,1.167,Y,Y,Y,Y,Y,N,2025-10-30,380,10.8618,-5.0269,-5.0269,Y,Y,Y,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-23,14:15,3,3,413630,413630,씨피시스템,씨피시스템,KOSDAQ,70.0,70.0,3885.0,3885.0,4035.0,35752342.0,35752342.0,138897848670.0,12.446,12.446,2025-10-22,1,1,D+1,6,6,30,-3.717,4.348,0.37,20251023_413630_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,80.54,0.5685,0.9437,0.5,0.6713,0.0,3.717,True,True,True,80.54,2026-05-19,2026-05-19,2025-10-23 15:00:00,3840.0,ok,selected,,3,V2_TOP3,5,,2025-10-24,381,3.3854,-3.6458,-1.0417,Y,Y,Y,Y,Y,Y,2025-10-27,379,28.6458,0.0,15.2344,Y,Y,Y,N,N,N,2025-10-28,381,14.974,9.375,11.0677,Y,Y,Y,N,N,N,2025-10-29,381,14.5833,6.7708,10.026,Y,Y,Y,N,N,N,2025-10-30,378,28.9062,3.5156,5.599,Y,Y,Y,N,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-24,14:15,1,1,413630,413630,씨피시스템,씨피시스템,KOSDAQ,70.0,70.0,3885.0,3885.0,4035.0,35752342.0,35752342.0,138897848670.0,12.446,12.446,2025-10-22,2,2,D+2,6,6,30,-3.717,4.348,0.37,20251024_413630_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,80.54,0.5685,0.9437,0.5,0.6713,0.0,3.717,True,True,True,80.54,2026-05-19,2026-05-19,2025-10-24 15:00:00,3790.0,ok,selected,,1,V2_TOP1,5,,2025-10-27,379,30.343,1.3193,16.7546,Y,Y,Y,N,N,N,2025-10-28,381,16.4908,10.8179,12.533,Y,Y,Y,N,N,N,2025-10-29,381,16.095,8.1794,11.4776,Y,Y,Y,N,N,N,2025-10-30,378,30.6069,4.8813,6.9921,Y,Y,Y,N,N,N,2025-10-31,381,15.3034,5.0132,7.124,Y,Y,Y,N,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-24,14:15,2,2,356680,356680,엑스게이트,엑스게이트,KOSDAQ,70.0,70.0,10230.0,10230.0,10650.0,38003037.0,38003037.0,388771068510.0,24.301,24.301,2025-10-23,1,1,D+1,1,2,8,-3.944,8.176,0.155,20251024_356680_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,75.7896,0.7421,0.9258,0.5,0.8948,0.5,3.944,True,True,True,75.7896,2026-05-19,2026-05-19,2025-10-24 15:00:00,9670.0,ok,selected,,2,V2_TOP2,5,,2025-10-27,381,2.4819,-1.6546,0.1034,Y,Y,N,Y,N,N,2025-10-28,379,12.5129,-1.4478,-1.4478,Y,Y,Y,Y,N,N,2025-10-29,381,4.3433,-1.0341,-0.6205,Y,Y,Y,Y,N,N,2025-10-30,381,3.9297,-3.7229,-3.3092,Y,Y,Y,Y,Y,Y,2025-10-31,381,-0.4137,-4.8604,-3.1024,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-24,14:15,3,3,356890,356890,싸이버원,싸이버원,KOSDAQ,70.0,70.0,5170.0,5170.0,5420.0,32332742.0,32332742.0,167160276140.0,23.981,23.981,2025-10-22,2,2,D+2,5,7,23,-4.613,5.778,0.167,20251024_356890_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,72.3519,0.6886,0.8733,0.5,0.7116,0.35,4.613,True,True,True,72.3519,2026-05-19,2026-05-19,2025-10-24 15:00:00,4530.0,ok,selected,,3,V2_TOP3,5,,2025-10-27,377,1.8102,-3.0905,-2.3179,Y,N,N,Y,Y,Y,2025-10-28,378,5.298,-5.0773,-3.2009,Y,Y,Y,Y,Y,Y,2025-10-29,369,1.6556,-5.7395,-4.9669,Y,N,N,Y,Y,Y,2025-10-30,342,-3.9735,-8.1678,-7.947,N,N,N,Y,Y,Y,2025-10-31,338,-6.181,-9.1611,-7.7263,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-27,14:15,1,1,010140,010140,삼성중공업,삼성중공업,KOSPI,70.0,70.0,29100.0,29100.0,29450.0,26228067.0,26228067.0,763236749700.0,17.339,17.339,2025-10-27,0,0,D0,1,6,3,-1.188,4.095,0.095,20251027_010140_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,86.8246,0.9236,0.8576,0.5,1.0,0.0,1.188,True,True,True,86.8246,2026-05-19,2026-05-19,2025-10-27 15:00:00,28700.0,ok,selected,,1,V2_TOP1,5,,2025-10-28,381,7.6655,1.0453,4.3554,Y,Y,Y,N,N,N,2025-10-29,381,6.446,1.9164,4.5296,Y,Y,Y,N,N,N,2025-10-30,381,13.2404,3.6585,5.5749,Y,Y,Y,N,N,N,2025-10-31,381,4.7038,1.5679,2.9617,Y,Y,Y,N,N,N,2025-11-03,381,5.2265,0.5226,0.8711,Y,Y,Y,N,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-27,14:15,2,2,005690,005690,파미셀,파미셀,KOSPI,70.0,70.0,16660.0,16660.0,16830.0,13907012.0,13907012.0,231690819920.0,12.34,12.34,2025-10-27,0,0,D0,3,14,14,-1.01,4.045,0.089,20251027_005690_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,83.807,0.9351,0.8436,0.5,0.7825,0.0,1.01,True,True,True,83.807,2026-05-19,2026-05-19,2025-10-27 15:00:00,16740.0,ok,selected,,2,V2_TOP2,5,,2025-10-28,381,0.0597,-4.4205,-2.0311,N,N,N,Y,Y,Y,2025-10-29,380,12.2461,-0.5376,10.8722,Y,Y,Y,N,N,N,2025-10-30,381,10.9319,1.374,3.0466,Y,Y,Y,N,N,N,2025-10-31,381,3.9427,-0.6571,1.374,Y,Y,Y,N,N,N,2025-11-03,381,9.8566,1.7324,8.7216,Y,Y,Y,N,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-27,14:15,3,3,093370,093370,후성,후성,KOSPI,70.0,70.0,9420.0,9420.0,9760.0,11679870.0,11679870.0,110024375400.0,19.241,19.241,2025-10-27,0,0,D0,9,16,55,-3.484,5.925,0.442,20251027_093370_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,80.0294,0.5205,0.962,0.5,0.6207,0.0,3.484,True,True,True,80.0294,2026-05-19,2026-05-19,2025-10-27 15:00:00,9360.0,ok,selected,,3,V2_TOP3,5,,2025-10-28,380,11.2179,-3.5256,6.7308,Y,Y,Y,Y,Y,Y,2025-10-29,381,6.9444,2.1368,5.235,Y,Y,Y,N,N,N,2025-10-30,381,2.4573,-7.6923,-7.0513,Y,Y,N,Y,Y,Y,2025-10-31,381,-1.7094,-10.7906,-4.9145,N,N,N,Y,Y,Y,2025-11-03,381,-0.8547,-6.6239,-1.7094,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-28,14:15,1,1,010140,010140,삼성중공업,삼성중공업,KOSPI,70.0,70.0,29100.0,29100.0,29450.0,26228067.0,26228067.0,763236749700.0,17.339,17.339,2025-10-27,1,1,D+1,1,6,3,-1.188,4.095,0.095,20251028_010140_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,86.8246,0.9236,0.8576,0.5,1.0,0.0,1.188,True,True,True,86.8246,2026-05-19,2026-05-19,2025-10-28 15:00:00,29700.0,ok,selected,,1,V2_TOP1,5,,2025-10-29,381,2.862,-1.5152,1.0101,Y,Y,N,Y,N,N,2025-10-30,381,9.4276,0.1684,2.0202,Y,Y,Y,N,N,N,2025-10-31,381,1.1785,-1.8519,-0.5051,Y,N,N,Y,N,N,2025-11-03,381,1.6835,-2.862,-2.5253,Y,N,N,Y,Y,N,2025-11-04,381,-2.3569,-4.7138,-3.367,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-28,14:15,2,2,005690,005690,파미셀,파미셀,KOSPI,70.0,70.0,16660.0,16660.0,16830.0,13907012.0,13907012.0,231690819920.0,12.34,12.34,2025-10-27,1,1,D+1,3,14,14,-1.01,4.045,0.089,20251028_005690_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,83.807,0.9351,0.8436,0.5,0.7825,0.0,1.01,True,True,True,83.807,2026-05-19,2026-05-19,2025-10-28 15:00:00,16320.0,ok,selected,,2,V2_TOP2,5,,2025-10-29,380,15.1348,2.0221,13.7255,Y,Y,Y,N,N,N,2025-10-30,381,13.7868,3.9828,5.6985,Y,Y,Y,N,N,N,2025-10-31,381,6.6176,1.8995,3.9828,Y,Y,Y,N,N,N,2025-11-03,381,12.6838,4.3505,11.5196,Y,Y,Y,N,N,N,2025-11-04,381,14.5221,9.8652,12.0711,Y,Y,Y,N,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-28,14:15,3,3,093370,093370,후성,후성,KOSPI,70.0,70.0,9420.0,9420.0,9760.0,11679870.0,11679870.0,110024375400.0,19.241,19.241,2025-10-27,1,1,D+1,9,16,55,-3.484,5.925,0.442,20251028_093370_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,80.0294,0.5205,0.962,0.5,0.6207,0.0,3.484,True,True,True,80.0294,2026-05-19,2026-05-19,2025-10-28 15:00:00,9960.0,ok,selected,,3,V2_TOP3,5,,2025-10-29,381,0.502,-4.0161,-1.1044,N,N,N,Y,Y,Y,2025-10-30,381,-3.7149,-13.253,-12.6506,N,N,N,Y,Y,Y,2025-10-31,381,-7.6305,-16.1647,-10.6426,N,N,N,Y,Y,Y,2025-11-03,381,-6.8273,-12.249,-7.6305,N,N,N,Y,Y,Y,2025-11-04,381,-1.1044,-7.5301,-6.7269,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-29,14:15,1,1,010140,010140,삼성중공업,삼성중공업,KOSPI,70.0,70.0,29100.0,29100.0,29450.0,26228067.0,26228067.0,763236749700.0,17.339,17.339,2025-10-27,2,2,D+2,1,6,3,-1.188,4.095,0.095,20251029_010140_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,86.8246,0.9236,0.8576,0.5,1.0,0.0,1.188,True,True,True,86.8246,2026-05-19,2026-05-19,2025-10-29 15:00:00,29950.0,ok,selected,,1,V2_TOP1,5,,2025-10-30,381,8.5142,-0.6678,1.1686,Y,Y,Y,N,N,N,2025-10-31,381,0.3339,-2.6711,-1.3356,N,N,N,Y,Y,N,2025-11-03,381,0.8347,-3.6728,-3.3389,N,N,N,Y,Y,Y,2025-11-04,381,-3.172,-5.5092,-4.1736,N,N,N,Y,Y,Y,2025-11-05,381,-5.8431,-11.5192,-8.3472,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-29,14:15,2,2,005690,005690,파미셀,파미셀,KOSPI,70.0,70.0,18560.0,18560.0,18790.0,14634027.0,14634027.0,271607541120.0,13.171,13.171,2025-10-29,0,0,D0,6,17,15,-1.224,3.479,0.107,20251029_005690_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,84.9124,0.9213,0.8605,0.5,0.817,0.0,1.224,True,True,True,84.9124,2026-05-19,2026-05-19,2025-10-29 15:00:00,18590.0,ok,selected,,2,V2_TOP2,5,,2025-10-30,381,-0.1076,-8.7144,-7.2082,N,N,N,Y,Y,Y,2025-10-31,381,-6.4013,-10.5433,-8.7144,N,N,N,Y,Y,Y,2025-11-03,381,-1.0758,-8.3916,-2.0979,N,N,N,Y,Y,Y,2025-11-04,381,0.5379,-3.5503,-1.6138,N,N,N,Y,Y,Y,2025-11-05,381,-1.8289,-8.1226,-2.6358,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-10-29,14:15,3,3,005690,005690,파미셀,파미셀,KOSPI,70.0,70.0,16660.0,16660.0,16830.0,13907012.0,13907012.0,231690819920.0,12.34,12.34,2025-10-27,2,2,D+2,3,14,14,-1.01,4.045,0.089,20251029_005690_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,83.807,0.9351,0.8436,0.5,0.7825,0.0,1.01,True,True,True,83.807,2026-05-19,2026-05-19,2025-10-29 15:00:00,18590.0,ok,selected,,3,V2_TOP3,5,,2025-10-30,381,-0.1076,-8.7144,-7.2082,N,N,N,Y,Y,Y,2025-10-31,381,-6.4013,-10.5433,-8.7144,N,N,N,Y,Y,Y,2025-11-03,381,-1.0758,-8.3916,-2.0979,N,N,N,Y,Y,Y,2025-11-04,381,0.5379,-3.5503,-1.6138,N,N,N,Y,Y,Y,2025-11-05,381,-1.8289,-8.1226,-2.6358,N,N,N,Y,Y,Y
