candidate_source,score_variant_id,score_policy,signal_date,signal_time,raw_rank,rank_v2,stock_code,code,stock_name,name,market,score_coverage_pct,score_confidence_pct,d0_close,price_1415,d0_high,d0_volume,volume_1415_or_daily,d0_trading_value,d0_pct_change,change_rate_1415,d0_date,trading_day_age,days_after_D0,watch_age,legacy_d0_rank,legacy_d0_volume_rank,legacy_d0_trading_value_rank,distance_from_d0_high_pct,volume_ratio_vs_20d,upper_shadow_ratio,event_id,program_buy_feature_used,passed_d0_filter,source_pool,metadata_version,score_base_time,entry_base_time,price_source,score_total_100,component_candle_score,component_pullback_score,component_short_score,component_liquidity_score,component_risk_penalty_norm,d0_pullback_depth_pct,d0_volume_filter_pass,d0_amount_limit_pass,d0_change_filter_pass,score_v2,daily_latest_date,minute_latest_date,entry_time,entry_price_1500,entry_status,status,exclude_reason,v2_rank,role,complete_through_day,future_missing_reason,dplus1_date,dplus1_minute_rows,dplus1_high_return_pct,dplus1_low_return_pct,dplus1_close_return_pct,dplus1_ge_plus1,dplus1_ge_plus2,dplus1_ge_plus3,dplus1_le_minus1,dplus1_le_minus2,dplus1_le_minus3,dplus2_date,dplus2_minute_rows,dplus2_high_return_pct,dplus2_low_return_pct,dplus2_close_return_pct,dplus2_ge_plus1,dplus2_ge_plus2,dplus2_ge_plus3,dplus2_le_minus1,dplus2_le_minus2,dplus2_le_minus3,dplus3_date,dplus3_minute_rows,dplus3_high_return_pct,dplus3_low_return_pct,dplus3_close_return_pct,dplus3_ge_plus1,dplus3_ge_plus2,dplus3_ge_plus3,dplus3_le_minus1,dplus3_le_minus2,dplus3_le_minus3,dplus4_date,dplus4_minute_rows,dplus4_high_return_pct,dplus4_low_return_pct,dplus4_close_return_pct,dplus4_ge_plus1,dplus4_ge_plus2,dplus4_ge_plus3,dplus4_le_minus1,dplus4_le_minus2,dplus4_le_minus3,dplus5_date,dplus5_minute_rows,dplus5_high_return_pct,dplus5_low_return_pct,dplus5_close_return_pct,dplus5_ge_plus1,dplus5_ge_plus2,dplus5_ge_plus3,dplus5_le_minus1,dplus5_le_minus2,dplus5_le_minus3
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-17,14:15,1,1,099440,099440,스맥,스맥,KOSDAQ,70.0,70.0,4645.0,4645.0,4690.0,51581536.0,51581536.0,239596234720.0,18.798,18.798,2025-07-16,1,1,D+1,4,3,7,-0.959,5.553,0.067,20250717_099440_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,83.716,0.9384,0.8396,0.5,0.7897,0.0,0.959,True,True,True,83.716,2026-05-19,2026-05-19,2025-07-17 15:00:00,4435.0,ok,selected,,1,V2_TOP1,5,,2025-07-18,381,2.1421,-3.8331,-1.2401,Y,Y,N,Y,Y,Y,2025-07-21,381,-1.6911,-7.5536,-6.3134,N,N,N,Y,Y,Y,2025-07-22,381,-6.6516,-12.5141,-11.6122,N,N,N,Y,Y,Y,2025-07-23,381,-8.9064,-13.5287,-11.7249,N,N,N,Y,Y,Y,2025-07-24,379,-10.823,-16.46,-16.46,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-17,14:15,2,2,004310,004310,현대약품,현대약품,KOSPI,70.0,70.0,4400.0,4400.0,4560.0,30603269.0,30603269.0,134654383600.0,25.356,25.356,2025-07-17,0,0,D0,4,5,18,-3.509,18.957,0.148,20250717_004310_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,76.0388,0.7744,0.96,0.5,0.6646,0.5,3.509,True,True,True,76.0388,2026-05-19,2026-05-19,2025-07-17 15:00:00,4495.0,ok,selected,,2,V2_TOP2,5,,2025-07-18,381,-2.5584,-8.7875,-6.4516,N,N,N,Y,Y,Y,2025-07-21,376,-6.4516,-10.901,-10.901,N,N,N,Y,Y,Y,2025-07-22,380,-7.0078,-14.238,-11.3459,N,N,N,Y,Y,Y,2025-07-23,371,8.7875,-14.238,-6.0067,Y,Y,Y,Y,Y,Y,2025-07-24,381,-5.228,-12.1246,-10.2336,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-17,14:15,3,3,199820,199820,제일일렉트릭,제일일렉트릭,KOSDAQ,70.0,70.0,13250.0,13250.0,13920.0,13995014.0,13995014.0,185433935500.0,15.923,15.923,2025-07-16,1,1,D+1,5,12,13,-4.813,10.386,0.239,20250717_199820_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,73.9562,0.6127,0.8576,0.5,0.7341,0.15,4.813,True,True,True,73.9562,2026-05-19,2026-05-19,2025-07-17 15:00:00,12600.0,ok,selected,,3,V2_TOP3,5,,2025-07-18,381,12.0635,1.4286,2.5397,Y,Y,Y,N,N,N,2025-07-21,380,4.8413,1.1905,3.1746,Y,Y,Y,N,N,N,2025-07-22,381,9.5238,1.9841,4.5238,Y,Y,Y,N,N,N,2025-07-23,379,7.2222,2.6984,5.7937,Y,Y,Y,N,N,N,2025-07-24,380,8.8889,5.1587,5.9524,Y,Y,Y,N,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-18,14:15,1,1,099440,099440,스맥,스맥,KOSDAQ,70.0,70.0,4645.0,4645.0,4690.0,51581536.0,51581536.0,239596234720.0,18.798,18.798,2025-07-16,2,2,D+2,4,3,7,-0.959,5.553,0.067,20250718_099440_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,83.716,0.9384,0.8396,0.5,0.7897,0.0,0.959,True,True,True,83.716,2026-05-19,2026-05-19,2025-07-18 15:00:00,4395.0,ok,selected,,1,V2_TOP1,5,,2025-07-21,381,-0.7964,-6.7122,-5.4608,N,N,N,Y,Y,Y,2025-07-22,381,-5.802,-11.7179,-10.8077,N,N,N,Y,Y,Y,2025-07-23,381,-8.0774,-12.7418,-10.9215,N,N,N,Y,Y,Y,2025-07-24,379,-10.0114,-15.6997,-15.6997,N,N,N,Y,Y,Y,2025-07-25,379,-13.8794,-16.2685,-14.2207,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-18,14:15,2,2,004310,004310,현대약품,현대약품,KOSPI,70.0,70.0,4400.0,4400.0,4560.0,30603269.0,30603269.0,134654383600.0,25.356,25.356,2025-07-17,1,1,D+1,4,5,18,-3.509,18.957,0.148,20250718_004310_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,76.0388,0.7744,0.96,0.5,0.6646,0.5,3.509,True,True,True,76.0388,2026-05-19,2026-05-19,2025-07-18 15:00:00,4180.0,ok,selected,,2,V2_TOP2,5,,2025-07-21,376,0.5981,-4.1866,-4.1866,N,N,N,Y,Y,Y,2025-07-22,380,0.0,-7.7751,-4.6651,N,N,N,Y,Y,Y,2025-07-23,371,16.9856,-7.7751,1.0766,Y,Y,Y,Y,Y,Y,2025-07-24,381,1.9139,-5.5024,-3.4689,Y,N,N,Y,Y,Y,2025-07-25,379,0.0,-5.2632,-4.7847,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-18,14:15,3,3,199820,199820,제일일렉트릭,제일일렉트릭,KOSDAQ,70.0,70.0,13250.0,13250.0,13920.0,13995014.0,13995014.0,185433935500.0,15.923,15.923,2025-07-16,2,2,D+2,5,12,13,-4.813,10.386,0.239,20250718_199820_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,73.9562,0.6127,0.8576,0.5,0.7341,0.15,4.813,True,True,True,73.9562,2026-05-19,2026-05-19,2025-07-18 15:00:00,12910.0,ok,selected,,3,V2_TOP3,5,,2025-07-21,380,2.3238,-1.2393,0.6971,Y,Y,N,Y,N,N,2025-07-22,381,6.8939,-0.4648,2.0139,Y,Y,Y,N,N,N,2025-07-23,379,4.6476,0.2324,3.2533,Y,Y,Y,N,N,N,2025-07-24,380,6.2742,2.6336,3.4082,Y,Y,Y,N,N,N,2025-07-25,377,1.7816,-2.3238,-2.0139,Y,N,N,Y,Y,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-21,14:15,1,1,051980,051980,중앙첨단소재,중앙첨단소재,KOSDAQ,70.0,70.0,2810.0,2810.0,2925.0,43787018.0,43787018.0,123041520580.0,22.707,22.707,2025-07-21,0,0,D0,5,2,17,-3.932,7.118,0.163,20250721_051980_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,79.9331,0.7359,0.9268,0.5,0.645,0.15,3.932,True,True,True,79.9331,2026-05-19,2026-05-19,2025-07-21 15:00:00,2795.0,ok,selected,,1,V2_TOP1,5,,2025-07-22,379,15.0268,0.8945,5.7245,Y,Y,Y,N,N,N,2025-07-23,381,7.6923,1.0733,1.7889,Y,Y,Y,N,N,N,2025-07-24,378,32.2004,-1.7889,28.4436,Y,Y,Y,Y,N,N,2025-07-25,381,27.7281,16.1002,21.1091,Y,Y,Y,N,N,N,2025-07-28,381,24.5081,9.839,10.5546,Y,Y,Y,N,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-21,14:15,2,2,004310,004310,현대약품,현대약품,KOSPI,70.0,70.0,4400.0,4400.0,4560.0,30603269.0,30603269.0,134654383600.0,25.356,25.356,2025-07-17,2,2,D+2,4,5,18,-3.509,18.957,0.148,20250721_004310_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,76.0388,0.7744,0.96,0.5,0.6646,0.5,3.509,True,True,True,76.0388,2026-05-19,2026-05-19,2025-07-21 15:00:00,4030.0,ok,selected,,2,V2_TOP2,5,,2025-07-22,380,3.7221,-4.3424,-1.1166,Y,Y,Y,Y,Y,Y,2025-07-23,371,21.34,-4.3424,4.8387,Y,Y,Y,Y,Y,Y,2025-07-24,381,5.7072,-1.9851,0.1241,Y,Y,Y,Y,N,N,2025-07-25,379,3.7221,-1.737,-1.2407,Y,Y,Y,Y,N,N,2025-07-28,369,0.2481,-3.598,-0.7444,N,N,N,Y,Y,Y
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-21,14:15,3,3,131400,131400,이브이첨단소재,이브이첨단소재,KOSDAQ,70.0,70.0,2265.0,2265.0,2265.0,54029557.0,54029557.0,122376946605.0,29.948,29.948,2025-07-18,1,1,D+1,6,1,18,0.0,5.747,0.0,20250721_131400_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,71.8602,1.0,0.7643,0.5,0.6438,0.35,0.0,True,True,True,71.8602,2026-05-19,2026-05-19,2025-07-21 15:00:00,2155.0,ok,selected,,3,V2_TOP3,5,,2025-07-22,14,1.6241,-3.7123,-3.7123,Y,N,N,Y,Y,Y,2025-07-23,14,0.232,-4.6404,0.232,N,N,N,Y,Y,Y,2025-07-24,378,20.4176,-5.3364,6.2645,Y,Y,Y,Y,Y,Y,2025-07-25,381,15.0812,-0.6961,0.464,Y,Y,Y,N,N,N,2025-07-28,380,12.993,-0.464,0.6961,Y,Y,Y,N,N,N
classic_d0_pool_3d_v2_score,D0_POOL_S10_NO_PROGRAM__TOP3,TOP3_NO_MIN_SCORE,2025-07-22,14:15,1,1,060250,060250,NHN KCP,NHN KCP,KOSDAQ,70.0,70.0,18150.0,18150.0,18380.0,14068312.0,14068312.0,255339862800.0,13.155,13.155,2025-07-22,0,0,D0,2,12,5,-1.251,3.573,0.083,20250722_060250_d0_pool_v2,False,True,active_d0_3d_pool,d0_pool_3d_v2_20260514,14:15,15:00,KIWOOM_DAILY_INTRADAY_OR_EOD,84.8544,0.9196,0.8626,0.5,0.8036,0.0,1.251,True,True,True,84.8544,2026-05-19,2026-05-19,2025-07-22 15:00:00,17430.0,ok,selected,,1,V2_TOP1,5,,2025-07-23,380,11.8761,-4.6472,3.0407,Y,Y,Y,Y,Y,Y,2025-07-24,381,3.6718,-3.8439,-3.8439,Y,Y,Y,Y,Y,Y,2025-07-25,381,3.7292,-4.3603,0.1721,Y,Y,Y,Y,Y,Y,2025-07-28,381,3.0407,-3.9013,-3.385,Y,Y,Y,Y,Y,Y,2025-07-29,381,3.9013,-3.6718,-3.1555,Y,Y,Y,Y,Y,Y
