d0_date,stock_code,stock_name,market,sector,industry,stock_type,d0_open,d0_high,d0_low,d0_close,d0_volume,d0_prev_close,d0_pct_change,d0_trading_value_proxy_eok,d0_volume_vs_20d,d0_value_vs_20d,d0_upper_shadow_ratio,d0_lower_shadow_ratio,d0_range_pct,d0_volume_rank,d0_value_rank,signal_date,trading_day_age,duplicate_active_event_dropped,signal_prev_close,entry_1500_available,entry_1500_price,entry_1500_dt,signal_volume_to_1500,rsi14_signal_1500,signal_minute_rows_to_1500,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,pool_f_base,pool_f_refined_d0,pool_signal_balanced,daily3_active_score,entry_price_1500,signal_trading_value_to_1500_eok,source_universe,selection_feature_scope
2026-05-28,000220,유유제약,KOSPI,의약품 제조업,"의약품 제조,판매",COMMON,3995,4950,3990,4160,10303981,3810.0,9.186351706036744,428.6456096,163.44978993712786,168.35401764521595,0.8229166666666666,0.005208333333333333,24.06015037593985,22.0,164.0,2026-05-29,1,False,4160.0,True,3995.0,2026-05-29 15:00:00,1065498.0,43.75,340,-3.9663461538461564,-3.9663461538461564,-19.292929292929294,10.340644067569613,False,False,False,34.0,3995.0,42.5666451,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
2026-05-26,001510,SK증권,KOSPI,금융 지원 서비스업,"증권업,부동산 임대",COMMON,3935,4190,3870,3990,15012251,3850.0,3.6363636363636376,598.9888149,0.4931513988999919,0.37913210337941494,0.625,0.203125,8.2687338501292,18.0,130.0,2026-05-29,3,False,3450.0,True,3245.0,2026-05-29 15:00:00,7164977.0,40.0,361,-5.942028985507242,-18.671679197994983,-22.553699284009543,47.72753266648686,False,False,False,53.5,3245.0,232.50350365,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
2026-05-28,001740,SK네트웍스,KOSPI,기타 전문 도매업,"정보통신 유통, 자동차 관리, 글로벌 트레이딩, 호텔&리조트",COMMON,11280,13280,10740,11980,55659078,11380.0,5.272407732864681,6667.9575444,3.0737034723407004,4.011069171077219,0.5118110236220472,0.2125984251968504,23.649906890130353,2.0,13.0,2026-05-29,1,False,11980.0,True,11280.0,2026-05-29 15:00:00,3760210.0,,13,-5.843071786310516,-5.843071786310516,-15.06024096385542,6.755789235315755,False,False,False,35.0,11280.0,424.151688,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
2026-05-14,001780,알루코,KOSPI,1차 비철금속 제조업,"알루미늄제품,샷시 제조",COMMON,2720,3170,2720,2900,13615035,2720.0,6.617647058823528,394.836015,1.8066346100315573,1.69664493369557,0.6,0.0,16.544117647058822,22.0,204.0,2026-05-29,10,False,2330.0,True,2235.0,2026-05-29 15:00:00,1079857.0,66.66666666666666,360,-4.077253218884125,-22.931034482758616,-29.49526813880127,7.931356768454874,False,False,False,21.75,2235.0,24.13480395,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
2026-05-28,003280,흥아해운,KOSPI,해상 운송업,외항화물운송업(케미컬탱커),COMMON,2280,2640,2205,2325,91206553,2255.0,3.104212860310418,2120.55235725,3.2900039976267714,2.791171790026093,0.7241379310344828,0.1724137931034483,19.727891156462583,1.0,42.0,2026-05-29,1,False,2325.0,True,2102.0,2026-05-29 15:00:00,14652451.0,52.08333333333334,361,-9.591397849462368,-9.591397849462368,-20.378787878787875,16.065129662339064,False,False,False,52.0,2102.0,307.99452002,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
2026-05-14,005880,대한해운,KOSPI,해상 운송업,"외항화물운송,국제해운대리점",COMMON,2405,2600,2400,2550,16870110,2385.0,6.91823899371069,430.187805,0.6603775412895234,0.6195135071582653,0.25,0.025,8.333333333333332,15.0,198.0,2026-05-29,10,False,2325.0,True,2255.0,2026-05-29 15:00:00,4835658.0,36.111111111111114,361,-3.010752688172047,-11.568627450980395,-13.269230769230766,28.6640573179428,True,False,True,40.75,2255.0,109.0440879,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
2026-05-20,005950,이수화학,KOSPI,기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매",COMMON,12330,14400,12330,14080,11079635,12200.0,15.409836065573778,1560.012608,5.677154684401288,7.25604201009267,0.15458937198067632,0.0,16.78832116788321,25.0,41.0,2026-05-29,6,False,15550.0,True,13890.0,2026-05-29 15:00:00,1481047.0,77.77777777777777,359,-10.67524115755627,-1.3494318181818232,-3.541666666666665,13.367290528975007,False,False,False,56.75,13890.0,205.7174283,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
2026-05-21,006340,대원전선,KOSPI,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",COMMON,14860,16080,14320,15220,20509398,13540.0,12.40768094534712,3121.5303756,0.5935377795975635,0.7368569619056238,0.48863636363636365,0.3068181818181818,12.290502793296088,10.0,18.0,2026-05-29,5,False,12360.0,True,12040.0,2026-05-29 15:00:00,4052404.0,76.19047619047619,361,-2.588996763754048,-20.893561103810775,-25.12437810945274,19.75876620074368,False,False,False,37.0,12040.0,487.9094416,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
2026-05-28,006660,삼성공조,KOSPI,자동차 신품 부품 제조업,"자동차부품(라디에터,오일쿨러) 제조,판매",COMMON,16380,20000,15540,17170,14486465,15520.0,10.631443298969078,2487.3260405,30.81289097147038,37.46042733043161,0.6345291479820628,0.18834080717488788,28.7001287001287,16.0,34.0,2026-05-29,1,False,17170.0,True,16225.0,2026-05-29 15:00:00,2551962.0,56.470588235294116,359,-5.503785672684913,-5.503785672684913,-18.874999999999996,17.61618172549342,False,False,False,37.0,16225.0,414.0558345,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
2026-05-14,008350,남선알미늄,KOSPI,1차 비철금속 제조업,알미늄샷시 제조/환경사업,COMMON,1931,2255,1931,2035,51588385,1926.0,5.659397715472481,1049.82363475,2.4492242971482443,1.924827278338759,0.6790123456790124,0.0,16.778871051268773,2.0,88.0,2026-05-29,10,False,1541.0,True,1486.0,2026-05-29 15:00:00,3440896.0,62.50000000000001,361,-3.5691109669046095,-26.97788697788698,-34.101995565410206,6.6699044755907755,False,False,False,35.75,1486.0,51.13171456,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only
