signal_date,rank,stock_code,stock_name,active_variant,compare_variant,active_route,fallback_route,v3_total_score,v3_grade,entry_1500_price,source_freshness,stale_sources,fallback_used,fallback_reason,operational_allowed,consensus_sources,in_eod_active_top3,in_v2_hybrid_top3,in_human_proxy_top3,consensus_score,rank_score,path_score,risk_control_score,market_condition_score,liquidity_score,manual_proxy_score,complete_d1,complete_d5,h1_plus1_touch,h1_minus2_touch,h5_plus1_touch,h5_plus2_touch,h5_plus3_touch,h5_minus1_touch,h5_minus2_touch,h5_minus3_touch,ret_d1_close_pct,ret_d5_close_pct
2025-04-02,1,007110,일신석재,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,60.933878,B,2020.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,91.22585575,85.0,50.0,55.0,50.0,True,True,True,False,True,True,True,True,True,False,1.980198019801982,7.178217821782185
2025-04-02,2,052220,iMBC,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,57.126169,B,5120.0,PASS,,False,,True,V2,False,True,False,25.0,10.0,90.8411245,85.0,50.0,65.0,50.0,True,True,True,False,True,True,True,True,True,True,9.765625,-14.16015625
2025-04-02,3,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.75,B,58850.0,PASS,,False,,True,EOD,True,False,False,20.0,15.0,90.0,85.0,50.0,75.0,50.0,True,True,False,True,False,False,False,True,True,True,-2.1240441801189447,-9.940526762956669
2025-04-03,1,065500,오리엔트정공,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,73.625006,A,15910.0,PASS,,False,,True,"EOD,V2",True,True,False,80.0,25.0,95.833375,85.0,50.0,75.0,50.0,True,True,True,True,True,True,True,True,True,True,-17.22187303582653,-10.747957259585162
2025-04-03,2,052220,iMBC,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,57.675532,B,5370.0,PASS,,False,,True,Human,False,False,True,20.0,8.0,90.0,85.0,50.0,65.0,92.510638,True,True,True,True,True,True,True,True,True,True,-14.804469273743015,-15.363128491620115
2025-04-03,3,008970,KBI동양철관,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.612766,B,2048.0,PASS,,False,,True,Human,False,False,True,20.0,4.0,90.0,85.0,50.0,55.0,89.255319,True,True,True,True,True,True,True,True,True,True,-3.80859375,33.10546875
2025-04-04,1,308100,형지글로벌,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,63.602685,B,6822.0,PASS,,False,,True,"V2,Human",False,True,True,45.0,13.0,84.66328825,85.0,50.0,65.0,92.06383,True,True,True,True,True,True,True,True,True,True,3.752565230137783,-20.2726473175022
2025-04-04,2,475460,미트박스,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,60.795276,B,13640.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,86.968504,85.0,50.0,65.0,50.0,True,True,True,True,True,True,True,True,True,True,1.4662756598240456,-2.639296187683282
2025-04-04,3,007110,일신석재,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,60.47486,B,2240.0,PASS,,False,,True,"V2,Human",False,True,True,45.0,14.0,76.7933925,80.0,50.0,55.0,91.117021,True,True,True,True,True,True,True,True,True,True,-1.7857142857142905,3.3482142857142794
2025-04-07,1,003310,대주산업,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,61.715663,B,2265.0,PASS,,False,,True,"V2,Human",False,True,True,45.0,9.0,77.3455565,85.0,50.0,55.0,94.276596,True,True,True,False,True,True,True,False,False,False,19.86754966887416,20.971302428256067
2025-04-07,2,013990,아가방컴퍼니,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,61.562821,B,8090.0,PASS,,False,,True,"V2,Human",False,True,True,45.0,22.0,66.92235099999999,85.0,50.0,55.0,96.489362,True,True,True,True,True,True,False,True,True,True,-6.056860321384427,-6.922126081582203
2025-04-07,3,475460,미트박스,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,60.551856,B,13910.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,85.345706,85.0,50.0,65.0,50.0,True,True,False,True,True,True,False,True,True,True,-4.529115744069012,-7.476635514018692
2025-04-08,1,241520,DSC인베스트먼트,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,60.844617,B,5890.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,90.6307775,85.0,50.0,55.0,50.0,True,True,True,False,True,True,True,True,False,False,6.621392190152808,42.444821731748725
2025-04-08,2,084690,대상홀딩스,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,57.020069,B,16720.0,PASS,,False,,True,V2,False,True,False,25.0,10.0,90.133792,85.0,50.0,65.0,50.0,True,True,False,True,False,False,False,True,True,True,-7.535885167464118,-18.48086124401914
2025-04-08,3,339950,아이비김영,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,55.959892,B,3010.0,PASS,,False,,True,V2,False,True,False,25.0,5.0,89.73261625,85.0,50.0,55.0,50.0,True,True,True,True,True,True,True,True,True,True,-3.1561461794019974,-1.9933554817275767
2025-04-09,1,241520,DSC인베스트먼트,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,70.47539,A,6140.0,PASS,,False,,True,"V2,Human",False,True,True,60.0,27.0,96.07122425,85.0,50.0,65.0,92.294118,True,True,True,False,True,True,True,True,False,False,3.9087947882736174,46.579804560260584
2025-04-09,2,098070,한텍,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,64.114386,B,32650.0,PASS,,False,,True,"EOD,V2",True,True,False,65.0,15.0,93.429243,72.0,50.0,65.0,50.0,True,True,True,False,True,True,True,True,False,False,30.93415007656968,30.78101071975499
2025-04-09,3,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,63.116667,B,53200.0,PASS,,False,,True,"EOD,Human",True,False,True,40.0,19.0,84.0,85.0,50.0,75.0,87.333333,True,True,True,False,True,True,True,False,False,False,6.015037593984962,2.819548872180455
2025-04-10,1,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,63.051415,B,56300.0,PASS,,False,,True,"EOD,Human",True,False,True,40.0,19.0,84.0,85.0,50.0,75.0,86.028302,True,True,False,True,True,False,False,True,True,True,-1.9538188277087087,-2.131438721136769
2025-04-10,2,448900,한국피아이엠,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,61.656805,B,16410.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,92.71203075,85.0,50.0,65.0,50.0,True,True,True,True,True,True,True,True,True,True,-5.667276051188297,24.009750152346122
2025-04-10,3,241520,DSC인베스트먼트,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.516539,B,6350.0,PASS,,False,,True,V2,False,True,False,25.0,5.0,90.11026025,85.0,50.0,65.0,50.0,True,True,True,False,True,True,True,False,False,False,1.8897637795275646,46.45669291338584
2025-04-11,1,098070,한텍,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,65.295413,B,41650.0,PASS,,False,,True,"EOD,V2",True,True,False,65.0,20.0,71.96941925,85.0,50.0,65.0,50.0,True,True,True,False,True,True,True,True,True,True,7.803121248499401,-3.601440576230497
2025-04-11,2,241520,DSC인베스트먼트,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.950463,B,6430.0,PASS,,False,,True,Human,False,False,True,20.0,8.0,90.0,85.0,50.0,55.0,88.009259,True,True,True,False,True,True,True,False,False,False,30.79315707620529,37.63608087091757
2025-04-11,3,475460,미트박스,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,55.591674,B,13350.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,78.277827,72.0,50.0,65.0,50.0,True,True,True,True,True,True,True,True,True,True,-3.5955056179775235,6.067415730337089
2025-04-14,1,097230,HJ중공업,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,61.127723,B,8280.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,92.518151,85.0,50.0,55.0,50.0,True,True,False,True,False,False,False,True,True,True,-3.019323671497587,-8.695652173913048
2025-04-14,2,452450,피아이이,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,61.044021,B,9740.0,PASS,,False,,True,"V2,Human",False,True,True,45.0,9.0,72.977383,85.0,50.0,55.0,93.948276,True,True,True,True,True,True,True,True,True,True,0.10266940451746365,-5.338809034907599
2025-04-14,3,408900,스튜디오미르,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.658621,B,3815.0,PASS,,False,,True,Human,False,False,True,20.0,8.0,86.0,85.0,50.0,55.0,94.172414,True,True,True,True,True,True,True,True,True,True,-2.09698558322412,-3.8007863695937116
2025-04-15,1,008970,KBI동양철관,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,57.107083,B,3114.0,PASS,,False,,True,Human,False,False,True,20.0,4.0,90.0,85.0,50.0,65.0,89.141667,True,True,True,True,True,True,True,True,True,True,4.656390494540785,-2.440590879897242
2025-04-15,2,452450,피아이이,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.362701,B,9750.0,PASS,,False,,True,V2,False,True,False,25.0,10.0,85.7513395,85.0,50.0,65.0,50.0,True,True,True,False,True,True,True,True,True,True,-1.025641025641022,-5.333333333333334
2025-04-15,3,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,55.85,B,56750.0,PASS,,False,,True,EOD,True,False,False,20.0,15.0,84.0,85.0,50.0,75.0,50.0,True,True,False,True,False,False,False,True,True,True,-3.612334801762118,-3.083700440528636
2025-04-16,1,452450,피아이이,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,61.581959,B,9780.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,92.21306075,85.0,50.0,65.0,50.0,True,True,True,True,True,True,False,True,True,True,-1.1247443762781195,-3.271983640081799
2025-04-16,2,008970,KBI동양철관,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,58.020833,B,3280.0,PASS,,False,,True,Human,False,False,True,20.0,12.0,90.0,85.0,50.0,65.0,91.416667,True,True,True,True,True,True,True,True,True,True,1.67682926829269,-0.5182926829268242
2025-04-16,3,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.65,C,54750.0,PASS,,False,,True,EOD,True,False,False,20.0,15.0,76.0,85.0,50.0,75.0,50.0,True,True,True,False,True,True,False,False,False,False,0.6392694063926951,1.7351598173515947
2025-04-17,1,444530,심플랫폼,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.820504,C,16030.0,PASS,,False,,True,V2,False,True,False,25.0,5.0,78.80336224999999,85.0,50.0,65.0,50.0,True,True,True,True,True,True,True,True,True,True,3.867747972551472,-0.18714909544603753
2025-04-17,2,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.35,C,55000.0,PASS,,False,,True,EOD,True,False,False,20.0,15.0,84.0,80.0,50.0,75.0,50.0,True,True,True,False,True,True,False,False,False,False,0.5454545454545379,1.2727272727272698
2025-04-17,3,058820,CMG제약,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.139231,C,3000.0,PASS,,False,,True,Human,False,False,True,20.0,4.0,72.0,85.0,50.0,55.0,93.784615,True,True,False,True,False,False,False,True,True,True,-8.833333333333337,-12.5
2025-04-18,1,444530,심플랫폼,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.472337,B,16430.0,PASS,,False,,True,V2,False,True,False,25.0,5.0,89.81558025,85.0,50.0,65.0,50.0,True,True,False,True,True,True,True,True,True,True,-5.9646987218502705,-4.443091905051732
2025-04-18,2,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,55.85,B,55400.0,PASS,,False,,True,EOD,True,False,False,20.0,15.0,84.0,85.0,50.0,75.0,50.0,True,True,True,False,True,False,False,True,False,False,0.0,0.5415162454873723
2025-04-18,3,033230,인성정보,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,53.712313,C,2590.0,PASS,,False,,True,Human,False,False,True,20.0,8.0,67.0,85.0,50.0,55.0,92.246269,True,True,True,True,True,True,True,True,True,True,-5.598455598455598,-15.05791505791506
2025-04-21,1,460870,에스엠씨지,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,60.255446,B,6330.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,86.70297475,85.0,50.0,55.0,50.0,True,True,False,True,True,True,True,True,True,True,-4.423380726698268,0.4739336492890933
2025-04-21,2,020710,시공테크,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,57.344033,B,9820.0,PASS,,False,,True,V2,False,True,False,25.0,10.0,92.29355125000001,85.0,50.0,65.0,50.0,True,True,True,True,True,True,True,True,True,True,-4.6843177189409335,-2.7494908350305547
2025-04-21,3,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,55.85,B,55400.0,PASS,,False,,True,EOD,True,False,False,20.0,15.0,84.0,85.0,50.0,75.0,50.0,True,True,False,False,True,False,False,True,False,False,-0.7220216606498187,0.7220216606498298
2025-04-22,1,006220,제주은행,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,67.489798,B,10990.0,PASS,,False,,True,"V2,Human",False,True,True,60.0,19.0,84.383377,85.0,50.0,65.0,83.645833,True,True,True,True,True,True,True,True,True,False,7.370336669699729,3.00272975432212
2025-04-22,2,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.35,C,54800.0,PASS,,False,,True,EOD,True,False,False,20.0,15.0,84.0,80.0,50.0,75.0,50.0,True,True,True,False,True,True,True,False,False,False,1.642335766423364,1.8248175182481674
2025-04-22,3,437730,삼현,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.238194,C,14530.0,PASS,,False,,True,Human,False,False,True,20.0,12.0,75.0,80.0,50.0,65.0,90.763889,True,True,True,True,True,True,True,True,True,True,-3.1658637302133474,-7.019958706125262
2025-04-23,1,008970,KBI동양철관,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.227703,B,3259.0,PASS,,False,,True,Human,False,False,True,20.0,8.0,84.0,85.0,50.0,55.0,91.554054,True,True,False,True,False,False,False,True,True,True,-8.438171218165081,-20.589137772322797
2025-04-23,2,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,55.25,B,55700.0,PASS,,False,,True,EOD,True,False,False,20.0,15.0,90.0,80.0,50.0,75.0,50.0,True,True,False,False,True,False,False,False,False,False,0.0,-0.35906642728904536
2025-04-23,3,215600,신라젠,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.399662,C,3940.0,PASS,,False,,True,Human,False,False,True,20.0,12.0,67.0,85.0,50.0,55.0,97.993243,True,True,True,True,True,True,True,True,True,True,-2.030456852791873,-12.436548223350252
2025-04-24,1,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,64.477703,B,55650.0,PASS,,False,,True,"EOD,Human",True,False,True,40.0,23.0,90.0,85.0,50.0,75.0,88.554054,True,True,True,False,True,False,False,True,True,False,0.08984725965857088,-2.425876010781669
2025-04-24,2,460870,에스엠씨지,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,59.837469,B,7120.0,PASS,,False,,True,"V2,Human",False,True,True,60.0,19.0,61.49754125,72.0,50.0,55.0,87.256757,True,True,True,True,True,False,False,True,True,True,-1.8258426966292096,-10.39325842696629
2025-04-24,3,001790,대한제당,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.085135,B,3855.0,PASS,,False,,True,Human,False,False,True,20.0,12.0,78.0,85.0,50.0,65.0,88.702703,True,True,True,True,True,True,True,True,True,True,0.25940337224383825,-7.133592736705574
2025-04-25,1,038460,바이오스마트,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,62.99128,B,3970.0,PASS,,False,,True,"V2,Human",False,True,True,45.0,14.0,84.0432165,85.0,50.0,55.0,89.695946,True,True,True,True,True,True,True,True,True,True,-5.289672544080604,-7.052896725440805
2025-04-25,2,005930,삼성전자,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.75,B,55800.0,PASS,,False,,True,EOD,True,False,False,20.0,15.0,90.0,85.0,50.0,75.0,50.0,True,True,False,False,True,False,False,True,True,False,0.0,-2.1505376344086002
2025-04-25,3,001790,대한제당,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.153716,B,3870.0,PASS,,False,,True,Human,False,False,True,20.0,8.0,84.0,85.0,50.0,55.0,90.074324,True,True,True,False,True,True,True,True,True,True,3.6175710594315236,-13.56589147286822
2025-04-28,1,010140,삼성중공업,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,58.132192,B,15110.0,PASS,,False,,True,Human,False,False,True,20.0,12.0,90.0,85.0,50.0,65.0,93.643836,True,True,False,True,False,False,False,True,True,True,-0.9265387160820704,-2.5148908007941784
2025-04-28,2,267320,나인테크,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,55.086003,B,3770.0,PASS,,False,,True,V2,False,True,False,25.0,5.0,83.90668825,85.0,50.0,55.0,50.0,True,True,True,True,True,True,True,True,True,False,-1.8567639257294433,-0.7957559681697646
2025-04-28,3,009830,한화솔루션,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.521888,C,29750.0,PASS,,False,,True,V2,False,True,False,25.0,10.0,73.4792545,85.0,50.0,65.0,50.0,True,True,True,True,True,True,True,True,True,True,3.529411764705892,8.23529411764705
2025-04-29,1,009830,한화솔루션,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,63.829392,B,30750.0,PASS,,False,,True,"V2,Human",False,True,True,45.0,18.0,84.10383949999999,85.0,50.0,65.0,88.276316,True,True,False,True,True,True,True,True,True,True,-2.764227642276418,6.178861788617884
2025-04-29,2,267320,나인테크,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,57.337846,B,3700.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,67.25230625,85.0,50.0,55.0,50.0,True,True,True,False,True,True,True,True,False,False,2.1621621621621623,1.6216216216216273
2025-04-29,3,289010,아이스크림에듀,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.553947,B,5960.0,PASS,,False,,True,Human,False,False,True,20.0,4.0,90.0,85.0,50.0,55.0,88.078947,True,True,False,True,True,True,True,True,True,True,-14.597315436241608,-36.241610738255034
2025-04-30,1,267320,나인테크,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,61.929733,B,3730.0,PASS,,False,,True,"V2,Human",False,True,True,45.0,18.0,84.57949725,80.0,50.0,55.0,88.856164,True,True,True,False,True,True,True,True,True,True,5.764075067024121,-2.0107238605898137
2025-04-30,2,009830,한화솔루션,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,56.896157,B,29650.0,PASS,,False,,True,V2,False,True,False,40.0,15.0,70.97437925,80.0,50.0,65.0,50.0,True,True,True,True,True,True,True,True,True,False,2.1922428330522825,10.623946037099486
2025-04-30,3,446540,메가터치,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.109247,C,4335.0,PASS,,False,,True,Human,False,False,True,20.0,12.0,78.0,80.0,50.0,55.0,89.184932,True,True,True,True,True,True,True,True,True,True,2.1914648212226107,0.23068050749712743
2025-05-02,1,289010,아이스크림에듀,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,55.423355,B,6210.0,PASS,,False,,True,Human,False,False,True,20.0,8.0,79.0,85.0,50.0,55.0,90.467105,True,True,True,True,True,False,False,True,True,True,-12.721417069243158,-64.65378421900161
2025-05-02,2,011690,와이투솔루션,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.208224,C,3350.0,PASS,,False,,True,Human,False,False,True,20.0,12.0,67.0,85.0,50.0,55.0,94.164474,True,True,False,True,False,False,False,True,True,True,-7.910447761194028,-14.477611940298507
2025-05-02,3,267320,나인테크,V3_C_RISK_CONTROL,V3_D_V2_CONFIRM,BELL_V3_CONSENSUS_TOP3,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,54.150658,C,3935.0,PASS,,False,,True,Human,False,False,True,20.0,4.0,84.0,80.0,50.0,55.0,88.013158,True,True,True,False,True,True,True,True,True,True,-0.8894536213468918,-10.292249047013978
