d0_date,stock_code,stock_name,market,sector,industry,stock_type,d0_open,d0_high,d0_low,d0_close,d0_volume,d0_prev_close,d0_pct_change,d0_trading_value_proxy_eok,d0_volume_vs_20d,d0_value_vs_20d,d0_upper_shadow_ratio,d0_lower_shadow_ratio,d0_range_pct,d0_volume_rank,d0_value_rank,signal_date,trading_day_age,duplicate_active_event_dropped,signal_prev_close,entry_1500_available,entry_1500_price,entry_1500_dt,signal_volume_to_1500,rsi14_signal_1500,signal_minute_rows_to_1500,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,pool_f_base,pool_f_refined_d0,pool_signal_balanced,daily3_active_score,entry_price_1500,signal_trading_value_to_1500_eok,source_universe,selection_feature_scope,source_model_key,source_model_label,source_rank
2025-04-01,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,58700,59600,57900,58800,13841706,57800.0,1.730103806228378,8138.923128,0.666062388995665,0.6779504787800679,0.47058823529411764,0.47058823529411764,2.936096718480138,13.0,1.0,2025-04-02,1,False,58800.0,True,58850.0,2025-04-02 15:00:00,12787628.0,38.46153846153846,361,0.08503401360544505,0.08503401360544505,-1.2583892617449632,92.38476817814221,False,False,True,80.0,58850.0,7525.519078,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-03-19,272210,한화시스템,KOSPI,전자부품 제조업,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",COMMON,42150,43400,40950,42250,11972267,41300.0,2.300242130750596,5058.2828075,1.378137448947201,1.58629547435618,0.46938775510204084,0.4897959183673469,5.982905982905983,18.0,3.0,2025-04-02,10,False,33900.0,True,33400.0,2025-04-02 15:00:00,2091409.0,40.0,361,-1.4749262536873142,-20.946745562130175,-23.04147465437788,17.46878013996848,False,False,False,56.75,33400.0,698.530606,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-03-21,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",COMMON,25250,27650,25250,27000,16078140,25500.0,5.882352941176472,4341.0978,1.601850925716165,1.618103722908026,0.2708333333333333,0.0,9.504950495049505,7.0,8.0,2025-04-02,8,False,23850.0,True,24000.0,2025-04-02 15:00:00,3455672.0,66.66666666666666,361,0.6289308176100628,-11.111111111111116,-13.200723327305608,21.492983641142573,True,False,True,50.25,24000.0,829.36128,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-01,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,58700,59600,57900,58800,13841706,57800.0,1.730103806228378,8138.923128,0.666062388995665,0.6779504787800679,0.47058823529411764,0.47058823529411764,2.936096718480138,13.0,1.0,2025-04-03,2,False,58800.0,True,57300.0,2025-04-03 15:00:00,17076044.0,50.0,361,-2.5510204081632626,-2.5510204081632626,-3.8590604026845665,123.3666139130538,False,False,True,51.75,57300.0,9784.573212,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-02,065500,오리엔트정공,KOSDAQ,자동차 신품 부품 제조업,"하우징, 리테이너베어링",COMMON,14250,16870,13560,15890,50208521,13070.0,21.576128538638105,7978.1339869,3.7097020543458914,6.359232720506725,0.29607250755287007,0.2084592145015106,24.410029498525073,3.0,2.0,2025-04-03,1,False,15890.0,True,15910.0,2025-04-03 15:00:00,37762971.0,49.81751824817518,358,0.12586532410321372,0.12586532410321372,-5.690574985180796,75.21227522316381,False,False,True,85.0,15910.0,6008.0886861,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-03-21,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",COMMON,25250,27650,25250,27000,16078140,25500.0,5.882352941176472,4341.0978,1.601850925716165,1.618103722908026,0.2708333333333333,0.0,9.504950495049505,7.0,8.0,2025-04-03,9,False,23950.0,True,23550.0,2025-04-03 15:00:00,2922609.0,41.66666666666667,361,-1.6701461377870541,-12.777777777777777,-14.82820976491862,18.17753172941646,True,False,True,56.0,23550.0,688.2744195,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-01,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,58700,59600,57900,58800,13841706,57800.0,1.730103806228378,8138.923128,0.666062388995665,0.6779504787800679,0.47058823529411764,0.47058823529411764,2.936096718480138,13.0,1.0,2025-04-04,3,False,57600.0,True,56000.0,2025-04-04 15:00:00,20624211.0,50.0,361,-2.777777777777779,-4.761904761904767,-6.040268456375841,149.00049892693863,False,False,True,51.5,56000.0,11549.55816,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-02,065500,오리엔트정공,KOSDAQ,자동차 신품 부품 제조업,"하우징, 리테이너베어링",COMMON,14250,16870,13560,15890,50208521,13070.0,21.576128538638105,7978.1339869,3.7097020543458914,6.359232720506725,0.29607250755287007,0.2084592145015106,24.410029498525073,3.0,2.0,2025-04-04,2,False,15540.0,True,13900.0,2025-04-04 15:00:00,53399769.0,54.05405405405405,350,-10.553410553410558,-12.523599748269355,-17.605216360403087,106.35598885695119,False,False,False,58.75,13900.0,7422.567891,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-03-21,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",COMMON,25250,27650,25250,27000,16078140,25500.0,5.882352941176472,4341.0978,1.601850925716165,1.618103722908026,0.2708333333333333,0.0,9.504950495049505,7.0,8.0,2025-04-04,10,False,23600.0,True,23000.0,2025-04-04 15:00:00,8874926.0,71.42857142857143,360,-2.5423728813559365,-14.814814814814813,-16.817359855334534,55.19871079614931,True,False,False,55.75,23000.0,2041.23298,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-01,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,58700,59600,57900,58800,13841706,57800.0,1.730103806228378,8138.923128,0.666062388995665,0.6779504787800679,0.47058823529411764,0.47058823529411764,2.936096718480138,13.0,1.0,2025-04-07,4,False,56100.0,True,53500.0,2025-04-07 15:00:00,27858886.0,50.0,361,-4.634581105169344,-9.013605442176875,-10.23489932885906,201.2677194559688,False,False,False,43.25,53500.0,14904.50401,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-02,065500,오리엔트정공,KOSDAQ,자동차 신품 부품 제조업,"하우징, 리테이너베어링",COMMON,14250,16870,13560,15890,50208521,13070.0,21.576128538638105,7978.1339869,3.7097020543458914,6.359232720506725,0.29607250755287007,0.2084592145015106,24.410029498525073,3.0,2.0,2025-04-07,3,False,13170.0,True,14030.0,2025-04-07 15:00:00,16939491.0,21.276595744680847,360,6.529992406985574,-11.705475141598487,-16.83461766449318,33.73827920563524,False,False,False,48.5,14030.0,2376.6105873,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-04-02,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,25250,31450,24700,31450,11261551,24200.0,29.95867768595042,3541.7577895,1.3880707762721234,1.5034396821962004,0.0,0.08148148148148149,27.327935222672068,18.0,4.0,2025-04-07,3,False,30350.0,True,30350.0,2025-04-07 15:00:00,3138689.0,59.45945945945946,359,0.0,-3.497615262321141,-3.497615262321141,27.870841236699988,False,False,True,70.5,30350.0,952.5921115,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-01,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,58700,59600,57900,58800,13841706,57800.0,1.730103806228378,8138.923128,0.666062388995665,0.6779504787800679,0.47058823529411764,0.47058823529411764,2.936096718480138,13.0,1.0,2025-04-08,5,False,53200.0,True,53400.0,2025-04-08 15:00:00,20760202.0,46.15384615384615,361,0.3759398496240518,-9.183673469387754,-10.402684563758392,149.9829717521814,False,False,True,43.0,53400.0,11085.947868,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-02,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,25250,31450,24700,31450,11261551,24200.0,29.95867768595042,3541.7577895,1.3880707762721234,1.5034396821962004,0.0,0.08148148148148149,27.327935222672068,18.0,4.0,2025-04-08,4,False,29750.0,True,32700.0,2025-04-08 15:00:00,4470163.0,66.66666666666666,361,9.915966386554631,3.974562798092207,3.974562798092207,39.694026160339725,False,False,True,62.25,32700.0,1461.743301,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-04-01,484810,티엑스알로보틱스,KOSDAQ,일반 목적용 기계 제조업,"물류자동화, 로봇자동화, AMR/AGV",COMMON,21850,25000,21250,24450,13330954,21450.0,13.98601398601398,3259.418253,1.250747365998326,1.5054877401827975,0.14666666666666667,0.16,17.647058823529413,14.0,3.0,2025-04-08,5,False,20200.0,True,18850.0,2025-04-08 15:00:00,989939.0,38.888888888888886,361,-6.683168316831678,-22.903885480572594,-24.6,7.425867646081444,False,False,False,54.0,18850.0,186.6035015,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-08,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,55000,55300,53300,53500,25532845,53200.0,0.5639097744360999,13660.072075,1.1493037089385205,1.059557650282276,0.15,0.1,3.75234521575985,6.0,1.0,2025-04-09,1,False,53500.0,True,53200.0,2025-04-09 15:00:00,16874876.0,50.0,361,-0.5607476635513975,-0.5607476635513975,-3.797468354430378,66.09085669849952,False,False,True,95.0,53200.0,8977.434032,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-02,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,25250,31450,24700,31450,11261551,24200.0,29.95867768595042,3541.7577895,1.3880707762721234,1.5034396821962004,0.0,0.08148148148148149,27.327935222672068,18.0,4.0,2025-04-09,5,False,32450.0,True,32650.0,2025-04-09 15:00:00,7949708.0,35.9375,354,0.6163328197226425,3.8155802861685295,3.8155802861685295,70.59159080307855,False,False,True,68.0,32650.0,2595.579662,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-04-01,484810,티엑스알로보틱스,KOSDAQ,일반 목적용 기계 제조업,"물류자동화, 로봇자동화, AMR/AGV",COMMON,21850,25000,21250,24450,13330954,21450.0,13.98601398601398,3259.418253,1.250747365998326,1.5054877401827975,0.14666666666666667,0.16,17.647058823529413,14.0,3.0,2025-04-09,6,False,18800.0,True,18260.0,2025-04-09 15:00:00,908513.0,65.78947368421052,361,-2.8723404255319163,-25.316973415132928,-26.959999999999994,6.815063648108005,False,False,False,47.75,18260.0,165.8944738,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-08,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,55000,55300,53300,53500,25532845,53200.0,0.5639097744360999,13660.072075,1.1493037089385205,1.059557650282276,0.15,0.1,3.75234521575985,6.0,1.0,2025-04-10,2,False,53000.0,True,56300.0,2025-04-10 15:00:00,17797596.0,50.0,361,6.226415094339632,5.23364485981308,1.8083182640144635,69.70471171543947,False,False,True,68.75,56300.0,10020.046548,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
