d0_date,stock_code,stock_name,market,sector,industry,stock_type,d0_open,d0_high,d0_low,d0_close,d0_volume,d0_prev_close,d0_pct_change,d0_trading_value_proxy_eok,d0_volume_vs_20d,d0_value_vs_20d,d0_upper_shadow_ratio,d0_lower_shadow_ratio,d0_range_pct,d0_volume_rank,d0_value_rank,signal_date,trading_day_age,duplicate_active_event_dropped,signal_prev_close,entry_1500_available,entry_1500_price,entry_1500_dt,signal_volume_to_1500,rsi14_signal_1500,signal_minute_rows_to_1500,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,pool_f_base,pool_f_refined_d0,pool_signal_balanced,daily3_active_score,entry_price_1500,signal_trading_value_to_1500_eok,source_universe,selection_feature_scope,source_model_key,source_model_label,source_rank
2025-04-02,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,25250,31450,24700,31450,11261551,24200.0,29.95867768595042,3541.7577895,1.3880707762721234,1.5034396821962004,0.0,0.08148148148148149,27.327935222672068,18.0,4.0,2025-04-10,6,False,32900.0,True,40550.0,2025-04-10 15:00:00,9485377.0,79.3103448275862,359,23.252279635258354,28.93481717011128,28.93481717011128,84.22798067513081,False,False,False,57.75,40550.0,3846.3203735,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-04-09,013580,계룡건설,KOSPI,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",COMMON,22000,26300,20250,23900,13651248,20500.0,16.58536585365853,3262.648272,35.36558846456653,48.03638318711227,0.39669421487603307,0.2892561983471074,29.876543209876544,12.0,4.0,2025-04-10,1,False,23900.0,True,23950.0,2025-04-10 15:00:00,4560182.0,50.0,360,0.20920502092049986,0.20920502092049986,-8.935361216730042,33.40487258014798,False,False,True,80.0,23950.0,1092.163589,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-10,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,56600,56700,55000,56400,22948172,53000.0,6.41509433962264,12942.769008,1.0093448743527564,0.9841128097353874,0.058823529411764705,0.8235294117647058,3.090909090909091,6.0,2.0,2025-04-11,1,False,56400.0,True,55300.0,2025-04-11 15:00:00,11613497.0,56.25,361,-1.9503546099290725,-1.9503546099290725,-2.4691358024691357,50.607503726222724,True,False,True,86.0,55300.0,6422.263841,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-10,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,32900,42750,32250,42750,11399851,32900.0,29.93920972644377,4873.4363025,1.4951851131128882,2.1228657755908165,0.0,0.06190476190476191,32.55813953488372,16.0,3.0,2025-04-11,1,False,42750.0,True,41650.0,2025-04-11 15:00:00,6650619.0,29.545454545454547,361,-2.5730994152046827,-2.5730994152046827,-2.5730994152046827,58.33952566573019,False,False,True,75.0,41650.0,2769.9828135,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-04-10,008970,KBI동양철관,KOSPI,1차 철강 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",COMMON,2601,2943,2457,2726,134753993,2529.0,7.789640173981804,3673.39384918,3.701899496173359,4.700669556347876,0.44650205761316875,0.2962962962962963,19.78021978021978,1.0,4.0,2025-04-11,1,False,2726.0,True,2561.0,2025-04-11 15:00:00,47335645.0,50.0,361,-6.052824651504041,-6.052824651504041,-12.979952429493713,35.12745258687808,False,False,True,63.0,2561.0,1212.26586845,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-10,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,56600,56700,55000,56400,22948172,53000.0,6.41509433962264,12942.769008,1.0093448743527564,0.9841128097353874,0.058823529411764705,0.8235294117647058,3.090909090909091,6.0,2.0,2025-04-14,2,False,55200.0,True,56100.0,2025-04-14 15:00:00,10868333.0,55.55555555555556,361,1.6304347826086918,-0.5319148936170248,-1.0582010582010581,47.36034312449811,True,False,True,99.75,56100.0,6097.134813,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-10,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,32900,42750,32250,42750,11399851,32900.0,29.93920972644377,4873.4363025,1.4951851131128882,2.1228657755908165,0.0,0.06190476190476191,32.55813953488372,16.0,3.0,2025-04-14,2,False,42100.0,True,43350.0,2025-04-14 15:00:00,2399766.0,77.5,361,2.9691211401425166,1.403508771929829,1.403508771929829,21.050854085724456,False,False,True,66.75,43350.0,1040.298561,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-04-10,008970,KBI동양철관,KOSPI,1차 철강 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",COMMON,2601,2943,2457,2726,134753993,2529.0,7.789640173981804,3673.39384918,3.701899496173359,4.700669556347876,0.44650205761316875,0.2962962962962963,19.78021978021978,1.0,4.0,2025-04-14,2,False,2544.0,True,2691.0,2025-04-14 15:00:00,78187668.0,97.26027397260275,361,5.778301886792447,-1.283932501834184,-8.562691131498468,58.022524052404144,False,False,False,60.75,2691.0,2104.03014588,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-14,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,56300,56700,55800,56200,12852613,55200.0,1.8115942028985588,7223.168506,0.5629511864620289,0.5461049823928034,0.4444444444444444,0.4444444444444444,1.6129032258064515,16.0,1.0,2025-04-15,1,False,56200.0,True,56750.0,2025-04-15 15:00:00,7678244.0,44.44444444444444,361,0.9786476868327343,0.9786476868327343,0.08818342151675207,59.74072354003034,False,False,True,68.0,56750.0,4357.40347,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-10,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,32900,42750,32250,42750,11399851,32900.0,29.93920972644377,4873.4363025,1.4951851131128882,2.1228657755908165,0.0,0.06190476190476191,32.55813953488372,16.0,3.0,2025-04-15,3,False,44900.0,True,46000.0,2025-04-15 15:00:00,6093484.0,37.5,360,2.4498886414253906,7.602339181286544,7.602339181286544,53.45231266619187,False,False,True,68.5,46000.0,2803.00264,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-04-09,013580,계룡건설,KOSPI,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",COMMON,22000,26300,20250,23900,13651248,20500.0,16.58536585365853,3262.648272,35.36558846456653,48.03638318711227,0.39669421487603307,0.2892561983471074,29.876543209876544,12.0,4.0,2025-04-15,4,False,21650.0,True,21700.0,2025-04-15 15:00:00,811825.0,64.28571428571428,361,0.23094688221709792,-9.205020920502093,-17.490494296577953,5.9468921815792966,False,False,False,39.25,21700.0,176.166025,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-14,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,56300,56700,55800,56200,12852613,55200.0,1.8115942028985588,7223.168506,0.5629511864620289,0.5461049823928034,0.4444444444444444,0.4444444444444444,1.6129032258064515,16.0,1.0,2025-04-16,2,False,56600.0,True,54750.0,2025-04-16 15:00:00,12214120.0,45.45454545454546,361,-3.2685512367491176,-2.5800711743772187,-3.4391534391534417,95.03219306455428,False,False,True,65.75,54750.0,6687.2307,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-10,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,32900,42750,32250,42750,11399851,32900.0,29.93920972644377,4873.4363025,1.4951851131128882,2.1228657755908165,0.0,0.06190476190476191,32.55813953488372,16.0,3.0,2025-04-16,4,False,45200.0,True,41700.0,2025-04-16 15:00:00,1643769.0,26.31578947368422,361,-7.743362831858402,-2.4561403508771895,-2.4561403508771895,14.419214777456302,False,False,True,64.25,41700.0,685.451673,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-04-09,013580,계룡건설,KOSPI,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",COMMON,22000,26300,20250,23900,13651248,20500.0,16.58536585365853,3262.648272,35.36558846456653,48.03638318711227,0.39669421487603307,0.2892561983471074,29.876543209876544,12.0,4.0,2025-04-16,5,False,21950.0,True,21650.0,2025-04-16 15:00:00,408225.0,55.55555555555556,360,-1.3667425968109326,-9.414225941422593,-17.680608365019012,2.99038593394538,False,False,False,39.0,21650.0,88.3807125,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-14,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,56300,56700,55800,56200,12852613,55200.0,1.8115942028985588,7223.168506,0.5629511864620289,0.5461049823928034,0.4444444444444444,0.4444444444444444,1.6129032258064515,16.0,1.0,2025-04-17,3,False,54700.0,True,55000.0,2025-04-17 15:00:00,8541523.0,39.99999999999999,361,0.5484460694698434,-2.135231316725983,-2.9982363315696703,66.4574822255988,False,False,True,65.5,55000.0,4697.83765,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
2025-04-10,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,"열교환기 등 화공기기, 저장용 탱크",COMMON,32900,42750,32250,42750,11399851,32900.0,29.93920972644377,4873.4363025,1.4951851131128882,2.1228657755908165,0.0,0.06190476190476191,32.55813953488372,16.0,3.0,2025-04-17,5,False,42700.0,True,40700.0,2025-04-17 15:00:00,1170686.0,55.0,361,-4.683840749414525,-4.7953216374268965,-4.7953216374268965,10.269309660275384,False,False,True,70.0,40700.0,476.469202,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,2
2025-04-09,013580,계룡건설,KOSPI,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",COMMON,22000,26300,20250,23900,13651248,20500.0,16.58536585365853,3262.648272,35.36558846456653,48.03638318711227,0.39669421487603307,0.2892561983471074,29.876543209876544,12.0,4.0,2025-04-17,6,False,21650.0,True,18740.0,2025-04-17 15:00:00,3646193.0,70.0,360,-13.441108545034641,-21.589958158995813,-28.74524714828898,26.709594609958003,False,False,False,36.75,18740.0,683.2965682,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,3
2025-04-17,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",COMMON,54700,55300,54500,55100,10867069,54700.0,0.7312614259597838,5987.755019,0.5436464156169118,0.5187662826099958,0.25,0.25,1.4678899082568808,20.0,1.0,2025-04-18,1,False,55100.0,True,55400.0,2025-04-18 15:00:00,4711509.0,50.0,361,0.5444646098003547,0.5444646098003547,0.1808318264014508,43.35583955526555,False,False,True,73.0,55400.0,2610.175986,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,EOD_ACTIVE_WATCH_LATEST_TOP3,EOD Active Watch Top3,1
