strategy_key,rows,complete_d5_rows,date_min,date_max,h5_plus1_touch_rate_pct,h5_plus2_touch_rate_pct,h5_plus3_touch_rate_pct,h5_minus1_touch_rate_pct,h5_minus2_touch_rate_pct,h5_minus3_touch_rate_pct,avg_ret_d5_close_pct,median_ret_d5_close_pct
V3_C_RISK_CONTROL,846,831,2025-04-03,2026-06-01,90.25270758122743,85.31889290012033,79.9037304452467,85.5595667870036,78.70036101083032,72.44283995186522,1.9055449600975463,-0.6791171477079749
V3_D_V2_CONFIRM,846,831,2025-04-03,2026-06-01,89.89169675090253,84.59687123947052,79.06137184115524,87.72563176895306,80.98676293622142,75.09025270758123,1.4013233271422503,-0.9188361408882129
