d0_date,stock_code,stock_name,market,sector,industry,stock_type,d0_open,d0_high,d0_low,d0_close,d0_volume,d0_prev_close,d0_pct_change,d0_trading_value_proxy_eok,d0_volume_vs_20d,d0_value_vs_20d,d0_upper_shadow_ratio,d0_lower_shadow_ratio,d0_range_pct,d0_volume_rank,d0_value_rank,signal_date,trading_day_age,duplicate_active_event_dropped,signal_prev_close,entry_1500_available,entry_1500_price,entry_1500_dt,signal_volume_to_1500,rsi14_signal_1500,signal_minute_rows_to_1500,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,pool_f_base,pool_f_refined_d0,pool_signal_balanced,daily3_active_score,entry_price_1500,signal_trading_value_to_1500_eok,source_universe,selection_feature_scope,weak_volume,deep_d0_high_gap,deep_d0_close_gap,old_watch_age,weak_signal_day,candidate_weak_flag_count,candidate_weak,proxy_rank_d0_high_hold,proxy_rank_d0_close_hold,proxy_rank_volume_retention,proxy_rank_signal_strength,proxy_rank_fresh_age,proxy_rank_low_risk,human_proxy_score,source_model_key,source_model_label,source_rank
2026-05-28,242040,나무기술,KOSDAQ,소프트웨어 개발 및 공급업,응용소프트웨어 개발 및 공급업,COMMON,6810,7870,6620,7490,17990936,6620.0,13.141993957703924,1347.5211064,6.173247412650906,8.414067647405266,0.304,0.152,18.882175226586103,12.0,65.0,2026-05-29,1,False,7490.0,True,8620.0,2026-05-29 15:00:00,15848545.0,35.71428571428572,359,15.086782376502006,15.086782376502006,9.529860228716647,88.09183135329924,False,False,False,52.0,8620.0,1366.144579,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9655172413793104,0.9655172413793104,0.9827586206896551,1.0,0.9137931034482759,0.9655172413793104,96.603448,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2026-05-28,034220,LG디스플레이,KOSPI,전자부품 제조업,"고화질, 초대형, 폴더블 고부가가치 디스플레이 제품 개발, 제조",COMMON,14300,16150,13750,14420,27009496,14130.0,2.0523708421797515,3894.7693232,2.1980624795985215,2.2623548426619933,0.7208333333333333,0.22916666666666666,17.454545454545457,7.0,19.0,2026-05-29,1,False,14420.0,True,16130.0,2026-05-29 15:00:00,50525505.0,45.09803921568627,361,11.858529819694862,11.858529819694862,-0.12383900928792935,187.0657082975558,False,False,False,67.0,16130.0,8149.7639565,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9482758620689655,0.9482758620689655,1.0,0.9827586206896551,0.9137931034482759,0.9655172413793104,95.965517,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2026-05-27,018880,한온시스템,KOSPI,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매",COMMON,5250,5940,5060,5280,90231847,5240.0,0.7633587786259444,4764.2415216,2.198483868795224,2.26926392871404,0.75,0.2159090909090909,17.391304347826086,1.0,16.0,2026-05-29,2,False,5100.0,True,5610.0,2026-05-29 15:00:00,79011256.0,47.826086956521735,360,10.000000000000009,6.25,-5.555555555555558,87.5647109384783,False,False,True,65.75,5610.0,4432.5314616,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9137931034482759,0.9310344827586207,0.9655172413793104,0.9655172413793104,0.7844827586206896,0.9655172413793104,92.077586,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
