d0_date,stock_code,stock_name,market,sector,industry,stock_type,d0_open,d0_high,d0_low,d0_close,d0_volume,d0_prev_close,d0_pct_change,d0_trading_value_proxy_eok,d0_volume_vs_20d,d0_value_vs_20d,d0_upper_shadow_ratio,d0_lower_shadow_ratio,d0_range_pct,d0_volume_rank,d0_value_rank,signal_date,trading_day_age,duplicate_active_event_dropped,signal_prev_close,entry_1500_available,entry_1500_price,entry_1500_dt,signal_volume_to_1500,rsi14_signal_1500,signal_minute_rows_to_1500,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,pool_f_base,pool_f_refined_d0,pool_signal_balanced,daily3_active_score,entry_price_1500,signal_trading_value_to_1500_eok,source_universe,selection_feature_scope,weak_volume,deep_d0_high_gap,deep_d0_close_gap,old_watch_age,weak_signal_day,candidate_weak_flag_count,candidate_weak,proxy_rank_d0_high_hold,proxy_rank_d0_close_hold,proxy_rank_volume_retention,proxy_rank_signal_strength,proxy_rank_fresh_age,proxy_rank_low_risk,human_proxy_score,source_model_key,source_model_label,source_rank
2025-05-09,053300,한국정보인증,KOSDAQ,소프트웨어 개발 및 공급업,"공인인증서, PKI솔루션 등",COMMON,4485,5430,4465,4930,24814582,4460.0,10.538116591928247,1223.3588926,23.464501459830515,24.06909332171449,0.5181347150259067,0.02072538860103627,21.612541993281077,7.0,20.0,2025-05-12,1,False,4930.0,True,5390.0,2025-05-12 15:00:00,17719551.0,45.45454545454546,360,9.330628803245444,9.330628803245444,-0.7366482504604033,71.40781577541786,False,False,True,66.0,5390.0,955.0837989,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.8888888888888888,0.9206349206349206,0.9206349206349206,0.9206349206349206,0.9603174603174603,0.9126984126984127,91.865079,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-04-30,308100,형지글로벌,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업",골프의류 및 골프잡화,COMMON,3435,4118,3393,4118,11267693,3167.0,30.028418061256712,464.00359774,2.2715212112448806,1.5536407269961634,0.0,0.057931034482758624,21.367521367521366,19.0,68.0,2025-05-12,5,False,3807.0,True,4721.0,2025-05-12 15:00:00,8933451.0,73.5249621785174,358,24.008405568689263,14.643030597377372,14.643030597377372,79.28376287852358,False,False,False,55.0,4721.0,421.74822171,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9682539682539683,0.9682539682539683,0.9523809523809523,0.9682539682539683,0.5555555555555556,0.9126984126984127,89.68254,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-12,403490,우듬지팜,KOSDAQ,"과실, 채소 가공 및 저장 처리업","스테비아 토마토, 대추방울 토마토, 완숙 토마토 등",COMMON,1580,2040,1566,2040,65261657,1570.0,29.93630573248407,1331.3378028,9.515510183046953,10.29235977258044,0.0,0.029535864978902954,30.268199233716476,1.0,19.0,2025-05-13,1,False,2040.0,True,2165.0,2025-05-13 15:00:00,114148794.0,47.747747747747745,360,6.127450980392157,6.127450980392157,6.127450980392157,174.9094326550734,False,False,True,55.0,2165.0,2471.3213901,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9310344827586207,0.896551724137931,0.9827586206896551,0.9137931034482759,0.9051724137931034,0.8879310344827587,92.25,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-12,308100,형지글로벌,KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업",골프의류 및 골프잡화,COMMON,4008,4946,4008,4532,16125163,3807.0,19.043866561597067,730.79238716,3.5210836591521972,3.432143633459603,0.44136460554371004,0.0,23.40319361277445,10.0,44.0,2025-05-13,1,False,4532.0,True,5123.0,2025-05-13 15:00:00,12065935.0,51.85185185185185,359,13.04060017652251,13.04060017652251,3.5786494136676117,74.82674748776182,False,False,False,47.0,5123.0,618.13785005,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.896551724137931,0.9310344827586207,0.9137931034482759,0.9655172413793104,0.9051724137931034,0.8879310344827587,91.646552,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-09,010770,평화홀딩스,KOSPI,자동차 신품 부품 제조업,지주회사,COMMON,8490,9890,8400,8900,16420403,7610.0,16.95137976346912,1461.415867,4.218662612465256,4.156839716972267,0.6644295302013423,0.06040268456375839,17.738095238095237,11.0,14.0,2025-05-13,2,False,11570.0,True,12880.0,2025-05-13 15:00:00,10219924.0,79.60526315789474,355,11.322385479688846,44.71910112359549,30.232558139534895,62.2391789044398,False,False,False,43.75,12880.0,1316.3262112,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9827586206896551,0.9827586206896551,0.8793103448275862,0.9482758620689655,0.7672413793103449,0.8879310344827587,91.525862,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-13,377220,프롬바이오,KOSDAQ,기타 식품 제조업,개별인정형 건강기능식품,COMMON,2360,2990,2320,2480,29910831,2300.0,7.826086956521738,741.7886088,124.45611670671884,146.2332907941787,0.7611940298507462,0.05970149253731343,28.879310344827587,8.0,49.0,2025-05-14,1,False,2480.0,True,3050.0,2025-05-14 15:00:00,52899573.0,69.44444444444444,360,22.983870967741925,22.983870967741925,2.006688963210701,176.85758379631778,False,False,False,32.0,3050.0,1613.4369765,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9047619047619048,0.9523809523809523,1.0,0.9841269841269841,0.8968253968253969,0.9126984126984127,94.214286,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-09,459510,나우로보틱스,KOSDAQ,특수 목적용 기계 제조업,산업용로봇 및 로봇자동화시스템,COMMON,16420,18050,14930,15570,13248012,15400.0,1.103896103896096,2062.7154684,0.5252469586214563,0.5310451393335115,0.5224358974358975,0.20512820512820512,20.897521768251842,14.0,10.0,2025-05-14,3,False,20550.0,True,26100.0,2025-05-14 15:00:00,20301856.0,38.095238095238095,356,27.00729927007299,67.6300578034682,44.5983379501385,153.2445471818715,False,False,False,39.5,26100.0,5298.784416,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,1.0,1.0,0.9841269841269841,1.0,0.6190476190476191,0.9126984126984127,92.952381,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-13,376900,로킷헬스케어,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,장기 재생 플랫폼,COMMON,15550,17100,14710,15560,14104725,14750.0,5.491525423728816,2194.69521,0.3300145227939076,0.3481373542151323,0.6443514644351465,0.3514644351464435,16.247450713800134,16.0,8.0,2025-05-14,1,False,15560.0,True,16990.0,2025-05-14 15:00:00,17788912.0,51.515151515151516,360,9.190231362467859,9.190231362467859,-0.6432748538011679,126.12023275888045,False,False,True,57.0,16990.0,3022.3361488,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.8888888888888888,0.9365079365079365,0.9682539682539683,0.9523809523809523,0.8968253968253969,0.9126984126984127,92.531746,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-14,376900,로킷헬스케어,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,장기 재생 플랫폼,COMMON,15800,17780,15160,16510,18934244,15560.0,6.105398457583555,3126.0436844,0.6661775774532722,0.7356433352365603,0.4847328244274809,0.24427480916030533,17.282321899736147,6.0,6.0,2025-05-15,1,False,16510.0,True,21450.0,2025-05-15 15:00:00,25826962.0,50.0,359,29.921259842519675,29.921259842519675,20.64116985376827,136.40344974956486,False,False,False,45.0,21450.0,5539.883349,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,1.0,0.9838709677419355,1.0,1.0,0.9193548387096774,0.9354838709677419,97.725806,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-14,377220,프롬바이오,KOSDAQ,기타 식품 제조업,개별인정형 건강기능식품,COMMON,2695,3220,2530,2930,55756053,2480.0,18.145161290322577,1633.6523529,33.164170607594734,39.6833000395798,0.42028985507246375,0.2391304347826087,27.27272727272727,2.0,13.0,2025-05-15,1,False,2930.0,True,3635.0,2025-05-15 15:00:00,58837141.0,21.66666666666667,355,24.061433447098967,24.061433447098967,12.88819875776397,105.52601526510495,False,False,False,44.0,3635.0,2138.73007535,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.967741935483871,0.967741935483871,0.9838709677419355,0.9838709677419355,0.9193548387096774,0.9354838709677419,96.193548,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-14,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",COMMON,30400,31450,30250,31300,14737537,29650.0,5.564924114671155,4612.849081,2.2724107164939644,2.6251730762563588,0.125,0.125,3.9669421487603307,8.0,4.0,2025-05-15,1,False,31300.0,True,31800.0,2025-05-15 15:00:00,8564368.0,33.33333333333333,361,1.5974440894568787,1.5974440894568787,1.11287758346581,58.112614068415915,True,False,True,82.0,31800.0,2723.469024,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9354838709677419,0.9032258064516129,0.8870967741935484,0.8225806451612904,0.9193548387096774,0.9354838709677419,90.16129,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-14,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",COMMON,30400,31450,30250,31300,14737537,29650.0,5.564924114671155,4612.849081,2.2724107164939644,2.6251730762563588,0.125,0.125,3.9669421487603307,8.0,4.0,2025-05-16,2,False,31950.0,True,34100.0,2025-05-16 15:00:00,16544451.0,72.72727272727273,361,6.729264475743357,8.94568690095847,8.42607313195549,112.26062401064709,True,False,True,67.75,34100.0,5641.657791,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.96875,0.96875,1.0,0.96875,0.78125,0.921875,94.0625,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-13,476040,오가노이드사이언스,KOSDAQ,자연과학 및 공학 연구개발업,"오가노이드 기반 재생치료제, 오가노이드 기반 신소재평가 솔루션",COMMON,30600,39000,28800,36400,10897028,30450.0,19.54022988505748,3966.518192,0.7537682870222179,0.8644685242703237,0.2549019607843137,0.17647058823529413,35.41666666666667,23.0,3.0,2025-05-16,3,False,37600.0,True,45300.0,2025-05-16 15:00:00,9913412.0,52.87356321839081,359,20.478723404255316,24.450549450549453,16.153846153846164,90.97353884013145,False,False,False,58.5,45300.0,4490.775636,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,1.0,0.984375,0.953125,1.0,0.6328125,0.921875,92.429688,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-15,086060,진바이오텍,KOSDAQ,산업용 농·축산물 및 동·식물 도매업,"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등",COMMON,3600,4670,3560,4145,10589462,3600.0,15.138888888888879,438.9331999,64.85318795029016,77.58832745374053,0.47297297297297297,0.036036036036036036,31.179775280898873,15.0,66.0,2025-05-16,1,False,4145.0,True,4275.0,2025-05-16 15:00:00,10678711.0,59.72222222222222,360,3.1363088057901,3.1363088057901,-8.458244111349034,100.84280957805032,False,False,True,59.0,4275.0,456.51489525,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.796875,0.9375,0.96875,0.90625,0.9296875,0.921875,90.445312,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-16,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",COMMON,32450,34750,31900,34300,17619218,31950.0,7.355242566510167,6043.391774,2.415911443728841,2.9572336609318963,0.15789473684210525,0.19298245614035087,8.934169278996865,8.0,1.0,2025-05-19,1,False,34300.0,True,34650.0,2025-05-19 15:00:00,8786842.0,45.45454545454546,361,1.0204081632652962,1.0204081632652962,-0.2877697841726645,49.87078314145384,True,False,True,100.0,34650.0,3044.640753,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9841269841269841,0.9523809523809523,0.9206349206349206,0.9047619047619048,0.9206349206349206,0.9603174603174603,94.269841,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-15,225190,LK삼양,KOSDAQ,사진장비 및 광학기기 제조업,디지털 카메라용 교환렌즈,COMMON,2257,2613,2239,2338,28896898,2257.0,3.5888347363757234,675.60947524,5.102053480045064,5.603721447875215,0.7352941176470589,0.0481283422459893,16.703885663242517,4.0,39.0,2025-05-19,2,False,2248.0,True,2428.0,2025-05-19 15:00:00,23669890.0,51.639344262295076,352,8.007117437722421,3.849443969204458,-7.07998469192499,81.91152559004776,False,False,True,73.75,2428.0,574.7049292,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9047619047619048,0.9682539682539683,1.0,0.9682539682539683,0.7698412698412699,0.9603174603174603,92.928571,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-08,059210,메타바이오메드,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",COMMON,4695,6020,4695,5760,24807339,4635.0,24.271844660194162,1428.9027264,100.49501025819374,123.22692065623768,0.19622641509433963,0.0,28.221512247071352,5.0,20.0,2025-05-19,7,False,5520.0,True,6020.0,2025-05-19 15:00:00,9500009.0,55.0,360,9.05797101449275,4.513888888888884,0.0,38.295155316739134,False,False,True,67.5,6020.0,571.9005418,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,1.0,1.0,0.8888888888888888,1.0,0.30952380952380953,0.9603174603174603,87.166667,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-16,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",COMMON,32450,34750,31900,34300,17619218,31950.0,7.355242566510167,6043.391774,2.415911443728841,2.9572336609318963,0.15789473684210525,0.19298245614035087,8.934169278996865,8.0,1.0,2025-05-20,2,False,34600.0,True,37125.0,2025-05-20 15:00:00,14671779.0,51.85185185185185,361,7.297687861271673,8.23615160349853,6.834532374100721,83.27145393172387,True,False,True,73.75,37125.0,5446.89795375,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,1.0,0.9848484848484849,0.9393939393939394,0.9393939393939394,0.7803030303030303,0.9242424242424242,93.522727,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-16,032820,우리기술,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","시스템사업, 정보통신사업",COMMON,1830,2170,1823,2060,73062896,1821.0,13.124656781987909,1505.0956576,17.243129678158155,18.64976671936769,0.3170028818443804,0.020172910662824207,19.034558420186507,2.0,18.0,2025-05-20,2,False,2020.0,True,2190.0,2025-05-20 15:00:00,43065896.0,46.666666666666664,360,8.415841584158423,6.310679611650483,0.9216589861751112,58.94359292848178,False,False,True,58.75,2190.0,943.1431224,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9393939393939394,0.9545454545454546,0.8484848484848485,0.9545454545454546,0.7803030303030303,0.9242424242424242,90.234848,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-14,459510,나우로보틱스,KOSDAQ,특수 목적용 기계 제조업,산업용로봇 및 로봇자동화시스템,COMMON,23350,26700,21050,25050,21748843,20550.0,21.897810218978098,5448.0851715,1.868930917437604,2.918701515304018,0.2920353982300885,0.40707964601769914,26.840855106888363,5.0,3.0,2025-05-20,4,False,22400.0,True,27150.0,2025-05-20 15:00:00,15050006.0,30.0,359,21.20535714285714,8.383233532934131,1.6853932584269593,69.1991109596037,False,False,False,52.25,27150.0,4086.076629,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9696969696969697,1.0,0.8939393939393939,0.9696969696969697,0.5303030303030303,0.9242424242424242,89.015152,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-20,253840,수젠텍,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,체외진단 기기 및 시약,COMMON,6900,7800,6730,7250,11535722,7160.0,1.2569832402234526,836.339845,17.559173450791043,18.29799486329391,0.514018691588785,0.1588785046728972,15.89895988112927,21.0,29.0,2025-05-21,1,False,7250.0,True,8060.0,2025-05-21 15:00:00,11527785.0,54.05405405405405,359,11.172413793103452,11.172413793103452,3.3333333333333437,99.93119633084085,False,False,True,54.0,8060.0,929.139471,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9649122807017544,0.9824561403508771,0.9473684210526315,0.9649122807017544,0.9210526315789473,0.868421052631579,94.675439,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-20,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",COMMON,34450,37300,34350,37200,15739607,34600.0,7.514450867052025,5855.133804,1.8985357364490618,2.4154708574876356,0.03389830508474576,0.03389830508474576,8.58806404657933,14.0,2.0,2025-05-21,1,False,37200.0,True,39000.0,2025-05-21 15:00:00,16261383.0,41.66666666666667,361,4.8387096774193505,4.8387096774193505,4.557640750670244,103.31505100476778,True,False,True,74.0,39000.0,6341.93937,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9824561403508771,0.9122807017543859,0.9649122807017544,0.8421052631578947,0.9210526315789473,0.868421052631579,92.27193,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-20,459510,나우로보틱스,KOSDAQ,특수 목적용 기계 제조업,산업용로봇 및 로봇자동화시스템,COMMON,22450,29100,20800,25750,16167859,22400.0,14.955357142857139,4163.2236925,1.6112855351329933,2.0958226583687427,0.4036144578313253,0.19879518072289157,39.90384615384615,13.0,5.0,2025-05-21,1,False,25750.0,True,28200.0,2025-05-21 15:00:00,14980357.0,47.99999999999999,357,9.514563106796125,9.514563106796125,-3.0927835051546393,92.65516850437649,False,False,True,66.0,28200.0,4224.460674,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.8771929824561403,0.9473684210526315,0.9298245614035088,0.9122807017543859,0.9210526315789473,0.868421052631579,91.008772,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-21,299660,셀리드,KOSDAQ,자연과학 및 공학 연구개발업,항암면역치료백신,COMMON,4580,5200,4350,5200,12298709,4000.0,30.000000000000004,639.532868,12.293506388096558,16.520415738069172,0.0,0.27058823529411763,19.54022988505747,18.0,40.0,2025-05-22,1,False,5200.0,True,6760.0,2025-05-22 15:00:00,12300317.0,50.0,357,30.000000000000004,30.000000000000004,30.000000000000004,100.01307454302723,False,False,False,62.0,6760.0,831.5014292,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,1.0,1.0,0.9344262295081968,1.0,0.8934426229508197,0.8934426229508197,95.942623,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-21,084650,랩지노믹스,KOSDAQ,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품,COMMON,2690,2840,2560,2625,25180042,2505.0,4.79041916167664,660.9761025,6.12430059685685,6.469673564374381,0.5357142857142857,0.23214285714285715,10.9375,5.0,38.0,2025-05-22,1,False,2625.0,True,3155.0,2025-05-22 15:00:00,79173024.0,29.729729729729726,359,20.190476190476183,20.190476190476183,11.09154929577465,314.4276884049677,False,False,False,42.0,3155.0,2497.9089072,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9672131147540983,0.9672131147540983,1.0,0.9672131147540983,0.8934426229508197,0.8934426229508197,95.319672,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-20,377220,프롬바이오,KOSDAQ,기타 식품 제조업,개별인정형 건강기능식품,COMMON,2865,3365,2805,2995,20124317,2865.0,4.537521815008727,602.72329415,2.353885604283382,2.3248757390304124,0.6607142857142857,0.10714285714285714,19.964349376114082,12.0,55.0,2025-05-22,2,False,3030.0,True,3440.0,2025-05-22 15:00:00,56405300.0,35.08771929824562,359,13.531353135313529,14.858096828046751,2.2288261515601704,280.2842948657587,False,False,False,47.75,3440.0,1940.34232,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9508196721311475,0.9508196721311475,0.9836065573770492,0.9508196721311475,0.7213114754098361,0.8934426229508197,91.540984,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-22,089150,케이씨티,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","금융단말시스템,복표발매기,마권발매기",COMMON,2790,3055,2495,2630,15894164,2455.0,7.128309572301417,418.0165132,21.59649937591734,23.201867454084294,0.4732142857142857,0.24107142857142858,22.44488977955912,9.0,65.0,2025-05-23,1,False,2630.0,True,3230.0,2025-05-23 15:00:00,22102069.0,48.38709677419355,359,22.81368821292775,22.81368821292775,5.728314238952548,139.0577635917183,False,False,False,38.0,3230.0,713.8968287,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9672131147540983,1.0,0.9508196721311475,1.0,0.9262295081967213,0.8770491803278688,95.811475,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-22,011000,진원생명과학,KOSPI,의약품 제조업,플라스미드,COMMON,2590,3365,2575,3365,16521974,2590.0,29.922779922779917,555.9644251,8.277013159805344,11.133517711568226,0.0,0.0189873417721519,30.679611650485437,7.0,48.0,2025-05-23,1,False,3365.0,True,3640.0,2025-05-23 15:00:00,41657050.0,70.83333333333333,359,8.172362555720646,8.172362555720646,8.172362555720646,252.13119207184326,False,False,False,42.0,3640.0,1516.31662,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,1.0,0.9672131147540983,0.9836065573770492,0.9508196721311475,0.9262295081967213,0.8770491803278688,95.795082,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-20,032820,우리기술,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","시스템사업, 정보통신사업",COMMON,2020,2240,2020,2180,45297454,2020.0,7.920792079207928,987.4844972,5.49341084725114,6.034051962930681,0.2727272727272727,0.0,10.891089108910892,2.0,23.0,2025-05-23,3,False,2100.0,True,2380.0,2025-05-23 15:00:00,146803048.0,38.46153846153846,360,13.33333333333333,9.174311926605494,6.25,324.0867533084751,True,False,False,49.5,2380.0,3493.9125424,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9836065573770492,0.9836065573770492,1.0,0.9836065573770492,0.5983606557377049,0.8770491803278688,91.598361,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-23,089150,케이씨티,KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","금융단말시스템,복표발매기,마권발매기",COMMON,2650,3415,2600,3415,25062943,2630.0,29.847908745247143,855.89950345,16.412788160081202,22.037376945223414,0.0,0.06134969325153374,31.346153846153847,4.0,25.0,2025-05-26,1,False,3415.0,True,3510.0,2025-05-26 15:00:00,27948440.0,42.10526315789474,359,2.7818448023426035,2.7818448023426035,2.7818448023426035,111.51300148589894,False,False,True,83.0,3510.0,980.990244,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,1.0,0.921875,0.953125,0.78125,0.9296875,0.90625,92.289062,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
2025-05-22,142280,녹십자엠에스,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"혈액백, 진단시약, 혈액투석액",COMMON,4225,4945,4145,4705,18734614,4045.0,16.31644004944375,881.4635887,71.68132813105308,86.27199749216567,0.3,0.1,19.300361881785282,6.0,26.0,2025-05-26,2,False,4210.0,True,4905.0,2025-05-26 15:00:00,16623038.0,40.87591240875912,359,16.5083135391924,4.250797024442088,-0.8088978766430777,88.72901251127992,False,False,False,70.75,4905.0,815.3600139,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.921875,0.9375,0.90625,1.0,0.7890625,0.90625,91.179688,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,2
2025-05-23,016880,웅진,KOSPI,회사 본부 및 경영 컨설팅 서비스업,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업",COMMON,1855,2160,1851,2020,10602191,1827.0,10.56376573617952,214.1642582,1.355520571316185,1.6729322896241923,0.45307443365695793,0.012944983818770227,16.693679092382496,22.0,138.0,2025-05-26,1,False,2020.0,True,2120.0,2025-05-26 15:00:00,3269874.0,45.45454545454546,361,4.950495049504955,4.950495049504955,-1.851851851851849,30.841493046107164,False,False,True,51.0,2120.0,69.3213288,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.890625,0.96875,0.765625,0.90625,0.9296875,0.90625,89.226562,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,3
2025-05-26,010140,삼성중공업,KOSPI,선박 및 보트 건조업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",COMMON,14430,15120,14370,15100,11213168,14430.0,4.643104643104645,1693.188368,1.6189776158654368,1.6620626176913438,0.02666666666666667,0.08,5.219206680584551,14.0,9.0,2025-05-27,1,False,15100.0,True,16210.0,2025-05-27 15:00:00,27827283.0,39.99999999999999,361,7.350993377483439,7.350993377483439,7.208994708994698,248.1661114860671,True,True,False,70.0,16210.0,4510.8025743,COMMON_D0_ACTIVE_WATCH,pre_outcome_1500_only,False,False,False,False,False,0,False,0.9838709677419355,0.967741935483871,1.0,0.9516129032258065,0.9112903225806451,0.8951612903225806,95.75,HUMAN_PROXY_ALIGNED_DAILY_TOP3,Human Proxy aligned daily Top3,1
