replay_order,signal_date,rank,stock_code,stock_name,d0_date,trading_day_age,entry_1500_price,entry_1500_dt,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,rsi14_signal_1500,risk_count,badges,paper_watch_status,d1_label,h5_label,retro_success_tags,retro_fail_tags,retro_tags,hide_outcome_default,d1_reveal_available,h5_reveal_available,chart_status,minute_entry_available,d1_data_available,h5_data_available,minute_missing_reason,date_mapping_error,expected_dplus_dates,signal_minute_rows_to_1500,dplus_minute_day_count,selection_reason_text,model_id,source_layer,watch_days
417,2025-10-28,3,010140,삼성중공업,2025-10-27,1,29700.0,2025-10-28 15:00:00,2.0618556701030855,2.0618556701030855,0.8488964346349714,70.19993124159703,70.0,0,15시 balanced,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-10-29|2025-10-30|2025-10-31|2025-11-03|2025-11-04,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
418,2025-10-29,1,005930,삼성전자,2025-10-24,3,100100.0,2025-10-29 15:00:00,0.6030150753768782,1.3157894736842035,1.1111111111111072,95.21701102413715,61.11111111111111,0,Pool F refined · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-10-30|2025-10-31|2025-11-03|2025-11-04|2025-11-05,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+3 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
419,2025-10-29,2,034020,두산에너빌리티,2025-10-15,10,96900.0,2025-10-29 15:00:00,12.152777777777768,16.887816646562115,16.60649819494584,127.68363821832445,71.42857142857143,0,기본 거래대금 Top3,h5_done,D1_FAST_FAIL,H5_FAIL,D0_VALUE_STRONG|VOLUME_ALIVE|LOW_RISK_COUNT,OLD_D0_RISK,D0_VALUE_STRONG|OLD_D0_RISK|VOLUME_ALIVE|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-10-30|2025-10-31|2025-11-03|2025-11-04|2025-11-05,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+10 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
420,2025-10-29,3,336260,두산퓨얼셀,2025-10-28,1,42500.0,2025-10-29 15:00:00,4.166666666666674,4.166666666666674,4.166666666666674,77.49904136761204,46.15384615384615,0,15시 balanced · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-10-30|2025-10-31|2025-11-03|2025-11-04|2025-11-05,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 5 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
421,2025-10-30,1,005930,삼성전자,2025-10-24,4,104200.0,2025-10-30 15:00:00,3.681592039800985,5.465587044534415,5.252525252525242,166.29932839323632,40.0,0,Pool F refined · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-10-31|2025-11-03|2025-11-04|2025-11-05|2025-11-06,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+4 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
422,2025-10-30,2,034020,두산에너빌리티,2025-10-29,1,90000.0,2025-10-30 15:00:00,-6.639004149377592,-6.639004149377592,-7.597535934291577,56.97786953919665,21.42857142857143,0,RSI 과매도,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_MIXED,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-10-31|2025-11-03|2025-11-04|2025-11-05|2025-11-06,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+1 / D0 고가 대비 조정권 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
423,2025-10-30,3,035720,카카오,2025-10-29,1,63800.0,2025-10-30 15:00:00,-5.760709010339737,-5.760709010339737,-8.464849354375891,40.961909293215065,39.285714285714285,0,15시 balanced · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-10-31|2025-11-03|2025-11-04|2025-11-05|2025-11-06,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+1 / D0 고가 대비 조정권 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
424,2025-10-31,1,005930,삼성전자,2025-10-24,5,107700.0,2025-10-31 15:00:00,3.458213256484144,9.008097165991913,8.787878787878789,148.34160331987283,75.0,1,Pool F refined · RSI 과열,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE,RSI_OVERHEAT,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_OVERHEAT,True,True,True,OK,True,True,True,OK,False,2025-11-03|2025-11-04|2025-11-05|2025-11-06|2025-11-07,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+5 / D0 고가 근처 / 15시 거래량 유지 / risk_count 1,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
425,2025-10-31,2,034020,두산에너빌리티,2025-10-29,2,88500.0,2025-10-31 15:00:00,-1.3377926421404673,-8.195020746887971,-9.137577002053387,27.74486147312651,41.17647058823529,0,15시 balanced · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-11-03|2025-11-04|2025-11-05|2025-11-06|2025-11-07,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+2 / D0 고가 대비 조정권 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
426,2025-10-31,3,035720,카카오,2025-10-29,2,65300.0,2025-10-31 15:00:00,2.834645669291347,-3.5450516986706093,-6.31276901004304,24.935958957827335,45.45454545454546,0,15시 balanced · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-11-03|2025-11-04|2025-11-05|2025-11-06|2025-11-07,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+2 / D0 고가 대비 조정권 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
427,2025-11-03,1,005930,삼성전자,2025-10-24,6,110900.0,2025-11-03 15:00:00,3.1627906976744224,12.246963562753033,12.02020202020202,143.4564599103549,62.50000000000001,0,Pool F refined · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_FAIL,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-11-04|2025-11-05|2025-11-06|2025-11-07|2025-11-10,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+6 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
