replay_order,signal_date,rank,stock_code,stock_name,d0_date,trading_day_age,entry_1500_price,entry_1500_dt,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_retention_vs_d0,rsi14_signal_1500,risk_count,badges,paper_watch_status,d1_label,h5_label,retro_success_tags,retro_fail_tags,retro_tags,hide_outcome_default,d1_reveal_available,h5_reveal_available,chart_status,minute_entry_available,d1_data_available,h5_data_available,minute_missing_reason,date_mapping_error,expected_dplus_dates,signal_minute_rows_to_1500,dplus_minute_day_count,selection_reason_text,model_id,source_layer,watch_days
169,2025-06-26,1,005930,삼성전자,2025-06-25,1,60300.0,2025-06-26 15:00:00,-1.631321370309946,-1.631321370309946,-2.110389610389607,68.39171204079017,58.33333333333333,0,15시 balanced · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-06-27|2025-06-30|2025-07-01|2025-07-02|2025-07-03,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
170,2025-06-26,2,042660,한화오션,2025-06-17,7,80200.0,2025-06-26 15:00:00,-2.7878787878787836,-12.826086956521742,-14.498933901918976,23.69084380053242,50.0,1,15시 balanced · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|RSI_NEUTRAL,D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|D0_CLOSE_BREAKDOWN|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-06-27|2025-06-30|2025-07-01|2025-07-02|2025-07-03,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+7 / D0 고가 대비 조정권 / D0 종가 대비 약세 / risk_count 1,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
171,2025-06-26,3,034020,두산에너빌리티,2025-06-24,2,65200.0,2025-06-26 15:00:00,-0.911854103343468,-5.370101596516685,-8.683473389355745,93.49873793886957,50.0,0,15시 balanced · RSI 중립,h5_done,D1_VOLATILE_BOTH,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-06-27|2025-06-30|2025-07-01|2025-07-02|2025-07-03,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+2 / D0 고가 대비 조정권 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
172,2025-06-27,1,005930,삼성전자,2025-06-25,2,60700.0,2025-06-27 15:00:00,0.8305647840531671,-0.9787928221859699,-1.461038961038963,64.97268360496527,50.0,0,15시 balanced · RSI 중립,h5_done,D1_OTHER,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-06-30|2025-07-01|2025-07-02|2025-07-03|2025-07-04,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+2 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
173,2025-06-27,2,377300,카카오페이,2025-06-25,2,85000.0,2025-06-27 15:00:00,-9.3816631130064,-9.3816631130064,-25.438596491228072,60.70082459728603,38.888888888888886,2,D0고가 -20%↓ · 신호일 약세 · RSI 중립,h5_done,D1_FAST_FAIL,H5_FAIL,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE,D0_HIGH_BREAKDOWN|SIGNAL_DAY_WEAK,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|SIGNAL_DAY_WEAK|VOLUME_ALIVE,True,True,True,OK,True,True,True,OK,False,2025-06-30|2025-07-01|2025-07-02|2025-07-03|2025-07-04,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+2 / D0 고가 대비 깊은 이탈 / 15시 거래량 유지 / risk_count 2,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
174,2025-06-27,3,042660,한화오션,2025-06-17,8,79500.0,2025-06-27 15:00:00,-0.9962640099626441,-13.586956521739136,-15.245202558635395,14.96023985995539,42.857142857142854,2,깊은 눌림 · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|RSI_NEUTRAL,OLD_D0_RISK|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|OLD_D0_RISK|D0_CLOSE_BREAKDOWN|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-06-30|2025-07-01|2025-07-02|2025-07-03|2025-07-04,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+8 / D0 종가 대비 약세 / risk_count 2,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
175,2025-06-30,1,377300,카카오페이,2025-06-25,3,77600.0,2025-06-30 15:00:00,-7.838479809976251,-17.27078891257996,-31.929824561403507,30.199967891439332,58.82352941176471,3,D0고가 -20%↓ · D0종가 -10%↓ · 신호일 약세 · RSI 중립,h5_done,D1_VOLATILE_BOTH,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|SIGNAL_DAY_WEAK,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|SIGNAL_DAY_WEAK|VOLUME_ALIVE|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-01|2025-07-02|2025-07-03|2025-07-04|2025-07-07,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+3 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / 15시 거래량 유지 / risk_count 3,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
176,2025-06-30,2,005930,삼성전자,2025-06-27,1,60050.0,2025-06-30 15:00:00,-1.2335526315789491,-1.2335526315789491,-2.5162337662337664,75.71577933008736,45.45454545454546,0,15시 balanced · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-07-01|2025-07-02|2025-07-03|2025-07-04|2025-07-07,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
177,2025-06-30,3,042660,한화오션,2025-06-17,9,79400.0,2025-06-30 15:00:00,0.0,-13.695652173913043,-15.351812366737738,14.721265828905816,38.888888888888886,2,깊은 눌림 · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG,OLD_D0_RISK|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|OLD_D0_RISK|D0_CLOSE_BREAKDOWN,True,True,True,OK,True,True,True,OK,False,2025-07-01|2025-07-02|2025-07-03|2025-07-04|2025-07-07,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+9 / D0 종가 대비 약세 / risk_count 2,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
178,2025-07-01,1,388610,지에프씨생명과학,2025-06-30,1,30850.0,2025-07-01 15:00:00,-5.222734254992323,-5.222734254992323,-22.875,24.62491593489319,34.883720930232556,1,D0고가 -20%↓,h5_done,D1_VOLATILE_BOTH,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK,D0_HIGH_BREAKDOWN,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN,True,True,True,OK,True,True,True,OK,False,2025-07-02|2025-07-03|2025-07-04|2025-07-07|2025-07-08,358,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+1 / D0 고가 대비 깊은 이탈 / risk_count 1,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
179,2025-07-01,2,377300,카카오페이,2025-06-25,4,77600.0,2025-07-01 15:00:00,1.1734028683181297,-17.27078891257996,-31.929824561403507,33.38696767391653,53.846153846153854,2,D0고가 -20%↓ · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|VOLUME_ALIVE|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-02|2025-07-03|2025-07-04|2025-07-07|2025-07-08,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+4 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / 15시 거래량 유지 / risk_count 2,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
180,2025-07-01,3,005930,삼성전자,2025-06-27,2,60600.0,2025-07-01 15:00:00,1.3377926421404673,-0.3289473684210509,-1.6233766233766267,66.67933452784152,80.0,1,RSI 과열,h5_done,D1_OTHER,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE,RSI_OVERHEAT,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_OVERHEAT,True,True,True,OK,True,True,True,OK,False,2025-07-02|2025-07-03|2025-07-04|2025-07-07|2025-07-08,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+2 / D0 고가 근처 / 15시 거래량 유지 / risk_count 1,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
181,2025-07-02,1,388610,지에프씨생명과학,2025-06-30,2,28600.0,2025-07-02 15:00:00,-2.555366269165249,-12.13517665130568,-28.500000000000004,13.885909547177508,46.15384615384615,2,D0고가 -20%↓ · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-03|2025-07-04|2025-07-07|2025-07-08|2025-07-09,359,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+2 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / risk_count 2,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
182,2025-07-02,2,377300,카카오페이,2025-06-25,5,76600.0,2025-07-02 15:00:00,-0.13037809647978849,-18.336886993603407,-32.80701754385965,21.64241427886195,26.66666666666667,2,D0고가 -20%↓ · D0종가 -10%↓ · RSI 과매도,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN,True,True,True,OK,True,True,True,OK,False,2025-07-03|2025-07-04|2025-07-07|2025-07-08|2025-07-09,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+5 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / risk_count 2,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
183,2025-07-02,3,323410,카카오뱅크,2025-06-24,6,29550.0,2025-07-02 15:00:00,-1.005025125628145,-20.13513513513514,-23.741935483870968,7.1672846448080865,43.75,3,D0고가 -20%↓ · D0종가 -10%↓ · 거래량 약화 · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|VOLUME_DIED,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|VOLUME_DIED|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-03|2025-07-04|2025-07-07|2025-07-08|2025-07-09,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 5 / 감시 D+6 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / 15시 거래량 약화 / risk_count 3,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
184,2025-07-03,1,388610,지에프씨생명과학,2025-06-30,3,26750.0,2025-07-03 15:00:00,-9.932659932659938,-17.818740399385558,-33.12500000000001,5.231625070489981,25.0,4,D0고가 -20%↓ · D0종가 -10%↓ · 신호일 약세 · 거래량 약화 · RSI 과매도,h5_done,D1_FAST_FAIL,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|SIGNAL_DAY_WEAK|VOLUME_DIED,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|SIGNAL_DAY_WEAK|VOLUME_DIED,True,True,True,OK,True,True,True,OK,False,2025-07-04|2025-07-07|2025-07-08|2025-07-09|2025-07-10,359,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+3 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / 15시 거래량 약화 / risk_count 4,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
185,2025-07-03,2,377300,카카오페이,2025-06-25,6,77600.0,2025-07-03 15:00:00,0.25839793281654533,-17.27078891257996,-31.929824561403507,18.92394405447616,57.142857142857146,2,D0고가 -20%↓ · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-04|2025-07-07|2025-07-08|2025-07-09|2025-07-10,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+6 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / risk_count 2,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
186,2025-07-03,3,005930,삼성전자,2025-07-02,1,63500.0,2025-07-03 15:00:00,4.4407894736842035,4.4407894736842035,4.269293924466333,176.34980337190095,81.81818181818181,1,RSI 과열,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_FAIL,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE,RSI_OVERHEAT,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_OVERHEAT,True,True,True,OK,True,True,True,OK,False,2025-07-04|2025-07-07|2025-07-08|2025-07-09|2025-07-10,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 1,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
187,2025-07-04,1,005930,삼성전자,2025-07-03,1,63350.0,2025-07-04 15:00:00,-0.7053291536050166,-0.7053291536050166,-0.7053291536050166,65.23454167065769,33.33333333333333,0,Pool F refined · 15시 balanced,h5_done,D1_FAST_FAIL,H5_FAIL,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-07-07|2025-07-08|2025-07-09|2025-07-10|2025-07-11,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
188,2025-07-04,2,388610,지에프씨생명과학,2025-06-30,4,22500.0,2025-07-04 15:00:00,-13.62763915547025,-30.87557603686636,-43.75,4.718130249012823,42.857142857142854,4,D0고가 -20%↓ · D0종가 -10%↓ · 신호일 약세 · 거래량 약화 · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|SIGNAL_DAY_WEAK|VOLUME_DIED,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|SIGNAL_DAY_WEAK|VOLUME_DIED|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-07|2025-07-08|2025-07-09|2025-07-10|2025-07-11,360,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+4 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / 15시 거래량 약화 / risk_count 4,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
189,2025-07-04,3,377300,카카오페이,2025-06-25,7,78600.0,2025-07-04 15:00:00,2.0779220779220786,-16.2046908315565,-31.052631578947366,10.606385968640858,62.50000000000001,2,D0고가 -20%↓ · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-07|2025-07-08|2025-07-09|2025-07-10|2025-07-11,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+7 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / risk_count 2,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
190,2025-07-07,1,005930,삼성전자,2025-07-03,2,61900.0,2025-07-07 15:00:00,-2.211690363349128,-2.9780564263322873,-2.9780564263322873,45.2689098990816,50.0,0,Pool F refined · 15시 balanced · RSI 중립,h5_done,D1_OTHER,H5_FAIL,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-07-08|2025-07-09|2025-07-10|2025-07-11|2025-07-14,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+2 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
191,2025-07-07,2,388610,지에프씨생명과학,2025-06-30,5,21350.0,2025-07-07 15:00:00,-4.6875,-34.40860215053764,-46.62500000000001,2.498584465258796,58.33333333333333,3,D0고가 -20%↓ · D0종가 -10%↓ · 거래량 약화 · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|VOLUME_DIED,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|VOLUME_DIED|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-08|2025-07-09|2025-07-10|2025-07-11|2025-07-14,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+5 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / 15시 거래량 약화 / risk_count 3,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
192,2025-07-07,3,377300,카카오페이,2025-06-25,8,80400.0,2025-07-07 15:00:00,1.643489254108732,-14.28571428571429,-29.47368421052632,23.135233119857524,42.857142857142854,3,D0고가 -20%↓ · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|RSI_NEUTRAL,OLD_D0_RISK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|OLD_D0_RISK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-08|2025-07-09|2025-07-10|2025-07-11|2025-07-14,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+8 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / risk_count 3,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
193,2025-07-08,1,005930,삼성전자,2025-07-03,3,61350.0,2025-07-08 15:00:00,-0.5672609400324102,-3.840125391849525,-3.840125391849525,55.37601481668327,58.33333333333333,0,Pool F refined · 15시 balanced · RSI 중립,h5_done,D1_OTHER,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-07-09|2025-07-10|2025-07-11|2025-07-14|2025-07-15,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+3 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
194,2025-07-08,2,388610,지에프씨생명과학,2025-06-30,6,22300.0,2025-07-08 15:00:00,3.962703962703973,-31.490015360983104,-44.25,3.6127038376738634,50.0,3,D0고가 -20%↓ · D0종가 -10%↓ · 거래량 약화 · RSI 중립,h5_done,D1_VOLATILE_BOTH,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|VOLUME_DIED,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|VOLUME_DIED|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-09|2025-07-10|2025-07-11|2025-07-14|2025-07-15,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+6 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / 15시 거래량 약화 / risk_count 3,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
195,2025-07-08,3,377300,카카오페이,2025-06-25,9,81800.0,2025-07-08 15:00:00,2.634880803011286,-12.79317697228145,-28.24561403508772,14.432650656649537,62.50000000000001,3,D0고가 -20%↓ · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|RSI_NEUTRAL,OLD_D0_RISK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|OLD_D0_RISK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-09|2025-07-10|2025-07-11|2025-07-14|2025-07-15,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+9 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / risk_count 3,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
196,2025-07-09,1,005930,삼성전자,2025-07-03,4,60600.0,2025-07-09 15:00:00,-1.3029315960912058,-5.0156739811912265,-5.0156739811912265,45.64926123976491,50.0,0,Pool F refined · 15시 balanced · RSI 중립,h5_done,D1_FLAT,H5_GOOD,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,True,True,True,OK,True,True,True,OK,False,2025-07-10|2025-07-11|2025-07-14|2025-07-15|2025-07-16,361,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+4 / D0 고가 대비 조정권 / 15시 거래량 유지 / risk_count 0,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
197,2025-07-09,2,388610,지에프씨생명과학,2025-06-30,7,25050.0,2025-07-09 15:00:00,10.35242290748899,-23.04147465437788,-37.375,16.33174809224037,43.47826086956522,2,D0고가 -20%↓ · D0종가 -10%↓ · RSI 중립,h5_done,D1_PLUS1_PROTECT_SUCCESS,H5_RISKY_WINNER,D0_VALUE_STRONG|ACTIVE_AGE_OK|RSI_NEUTRAL,D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_HIGH_BREAKDOWN|D0_CLOSE_BREAKDOWN|RSI_NEUTRAL,True,True,True,OK,True,True,True,OK,False,2025-07-10|2025-07-11|2025-07-14|2025-07-15|2025-07-16,359,5,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+7 / D0 고가 대비 깊은 이탈 / D0 종가 대비 약세 / risk_count 2,EOD_D0_BASE_VALUE_TOP3,ACTIVE_WATCHLIST,10
