signal_date,rank,stock_code,stock_name,market,sector,model_id,source_model_id,source_layer,watch_days,selection_policy,d0_date,trading_day_age,d0_trading_value_proxy_eok,d0_value_rank,d0_volume_rank,d0_pct_change,entry_1500_price,entry_1500_dt,signal_feature_cutoff,signal_day_pct_change_1500,signal_vs_d0_close_pct,signal_vs_d0_high_pct,signal_volume_to_1500,signal_volume_retention_vs_d0,signal_trading_value_to_1500_proxy_eok,signal_turnover_retention_vs_d0,rsi14_signal_1500,risk_count,badges,selection_reason_text,retro_tags,paper_watch_status,d1_status,d1_outcome_status,d1_label,d1_plus1_touch,d1_plus2_touch,d1_plus3_touch,d1_minus1_touch,d1_minus2_touch,d1_minus3_touch,d1_plus1_before_minus2,d1_plus1_profit_protect_success,d1_plus1_then_minus2,d1_no_touch1_minus2_first,d1_close_return_pct,d1_close_win,h5_status,h5_outcome_status,h5_label,h5_plus1_touch,h5_plus2_touch,h5_plus3_touch,h5_minus1_touch,h5_minus2_touch,h5_minus3_touch,h5_plus2_first,h5_minus2_first,h5_plus3_first,h5_minus3_first,h5_plus2_minus2_first,h5_plus3_minus3_first,h5_mfe,h5_mae,h5_close_return_pct,dplus_count,dplus_dates,h5_minute_day_count,orders_enabled,account_api_enabled,paper_watch_only
2025-04-02,1,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-01,1,8138.923128,1.0,13.0,1.730103806228378,58850.0,2025-04-02 15:00:00,15:00,0.08503401360544505,0.08503401360544505,-1.2583892617449632,12787628.0,92.38476817814221,7525.519078,92.46332665448416,38.46153846153846,0,15시 balanced · RSI 중립,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|LOW_RISK_COUNT,h5_done,done,done,D1_FAST_FAIL,False,False,False,True,True,True,False,False,False,True,-2.1240441801189447,False,done,done,H5_FAIL,False,False,False,True,True,True,False,True,False,True,MINUS_FIRST,MINUS_FIRST,-1.1045029736618472,-10.11045029736618,-9.940526762956669,5,2025-04-03|2025-04-04|2025-04-07|2025-04-08|2025-04-09,5,False,False,True
2025-04-02,2,484810,티엑스알로보틱스,KOSDAQ,일반 목적용 기계 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-01,1,3259.418253,3.0,14.0,13.98601398601398,23800.0,2025-04-02 15:00:00,15:00,-2.6584867075664653,-2.6584867075664653,-4.800000000000004,6882739.0,51.629755829927845,1638.091882,50.257185634040205,41.66666666666667,0,15시 balanced · RSI 중립,D0 거래대금 우선 Top3 / D0 거래대금 순위 3 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,h5_done,done,done,D1_PLUS1_PROTECT_SUCCESS,True,True,True,True,True,True,True,True,True,False,-2.7310924369747913,False,done,done,H5_RISKY_WINNER,True,True,True,True,True,True,True,False,True,False,PLUS_FIRST,PLUS_FIRST,6.0924369747899165,-24.075630252100844,-23.529411764705888,5,2025-04-03|2025-04-04|2025-04-07|2025-04-08|2025-04-09,5,False,False,True
2025-04-02,3,463480,모티브링크,KOSDAQ,전자부품 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-01,1,2373.05677,4.0,11.0,12.962962962962955,15590.0,2025-04-02 15:00:00,15:00,2.2295081967213193,2.2295081967213193,-3.407682775712517,8486988.0,54.540021391902904,1323.1214292,55.75599563932892,57.14285714285714,0,15시 balanced · RSI 중립,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,h5_done,done,done,D1_VOLATILE_BOTH,True,True,False,True,True,True,False,False,True,True,-3.4637588197562574,False,done,done,H5_MIXED,True,True,False,True,True,True,False,True,False,True,MINUS_FIRST,MINUS_FIRST,2.052597819114821,-20.14111610006415,-17.89608723540731,5,2025-04-03|2025-04-04|2025-04-07|2025-04-08|2025-04-09,5,False,False,True
2025-04-03,1,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-01,2,8138.923128,1.0,13.0,1.730103806228378,57300.0,2025-04-03 15:00:00,15:00,-2.5510204081632626,-2.5510204081632626,-3.8590604026845665,17076044.0,123.3666139130538,9784.573212,120.2195064152718,50.0,0,15시 balanced · RSI 중립,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+2 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,h5_done,done,done,D1_PLUS1_PROTECT_SUCCESS,True,False,False,True,True,False,True,True,True,False,-2.0942408376963373,False,done,done,H5_FAIL,True,False,False,True,True,True,False,True,False,True,MINUS_FIRST,MINUS_FIRST,1.5706806282722585,-7.6788830715532335,-1.5706806282722474,5,2025-04-04|2025-04-07|2025-04-08|2025-04-09|2025-04-10,5,False,False,True
2025-04-03,2,065500,오리엔트정공,KOSDAQ,자동차 신품 부품 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-02,1,7978.1339869,2.0,3.0,21.576128538638105,15910.0,2025-04-03 15:00:00,15:00,0.12586532410321372,0.12586532410321372,-5.690574985180796,37762971.0,75.21227522316381,6008.0886861,75.30694139713884,49.81751824817518,0,15시 balanced · RSI 중립,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+1 / D0 고가 대비 조정권 / 15시 거래량 유지 / risk_count 0,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,h5_done,done,done,D1_PLUS1_PROTECT_SUCCESS,True,True,True,True,True,True,True,True,True,False,-17.22187303582653,False,done,done,H5_RISKY_WINNER,True,True,True,True,True,True,True,False,True,False,PLUS_FIRST,PLUS_FIRST,20.80452545568825,-23.13010685103708,-10.747957259585162,5,2025-04-04|2025-04-07|2025-04-08|2025-04-09|2025-04-10,5,False,False,True
2025-04-03,3,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-02,1,3541.7577895,4.0,19.0,29.95867768595042,32750.0,2025-04-03 15:00:00,15:00,4.133545310015907,4.133545310015907,4.133545310015907,7285432.0,64.69297168747005,2385.97898,67.36708498456737,65.67164179104478,0,15시 balanced,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+1 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|LOW_RISK_COUNT,h5_done,done,done,D1_PLUS1_PROTECT_SUCCESS,True,True,True,True,True,True,True,True,True,False,-7.328244274809159,False,done,done,H5_RISKY_WINNER,True,True,True,True,True,True,True,False,True,False,PLUS_FIRST,PLUS_FIRST,30.534351145038173,-18.167938931297712,30.534351145038173,5,2025-04-04|2025-04-07|2025-04-08|2025-04-09|2025-04-10,5,False,False,True
2025-04-04,1,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-01,3,8138.923128,1.0,13.0,1.730103806228378,56000.0,2025-04-04 15:00:00,15:00,-2.777777777777779,-4.761904761904767,-6.040268456375841,20624211.0,149.00049892693863,11549.55816,141.9052370732749,50.0,0,15시 balanced · RSI 중립,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+3 / D0 고가 대비 조정권 / 15시 거래량 유지 / risk_count 0,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,h5_done,done,done,D1_FAST_FAIL,False,False,False,True,True,True,False,False,False,True,-5.000000000000004,False,done,done,H5_FAIL,True,False,False,True,True,True,False,True,False,True,MINUS_FIRST,MINUS_FIRST,1.2499999999999956,-5.535714285714288,-1.4285714285714235,5,2025-04-07|2025-04-08|2025-04-09|2025-04-10|2025-04-11,5,False,False,True
2025-04-04,2,065500,오리엔트정공,KOSDAQ,자동차 신품 부품 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-02,2,7978.1339869,2.0,3.0,21.576128538638105,13900.0,2025-04-04 15:00:00,15:00,-10.553410553410558,-12.523599748269355,-17.605216360403087,53399769.0,106.35598885695119,7422.567891,93.03639050419267,54.05405405405405,2,깊은 눌림 · D0종가 -10%↓ · 신호일 약세 · RSI 중립,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+2 / D0 종가 대비 약세 / 15시 거래량 유지 / risk_count 2,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_CLOSE_BREAKDOWN|SIGNAL_DAY_WEAK|VOLUME_ALIVE|RSI_NEUTRAL,h5_done,done,done,D1_VOLATILE_BOTH,True,True,True,True,True,True,False,False,True,True,3.3812949640287693,True,done,done,H5_RISKY_WINNER,True,True,True,True,True,True,False,True,False,True,MINUS_FIRST,MINUS_FIRST,13.597122302158283,-7.338129496402878,-6.402877697841724,5,2025-04-07|2025-04-08|2025-04-09|2025-04-10|2025-04-11,5,False,False,True
2025-04-04,3,098070,한텍,KOSDAQ,일반 목적용 기계 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-02,2,3541.7577895,4.0,19.0,29.95867768595042,31100.0,2025-04-04 15:00:00,15:00,-6.184012066365008,-1.112877583465821,-1.112877583465821,3666410.0,32.5568831504648,1140.25351,32.19456489600812,36.0,0,15시 balanced · RSI 중립,D0 거래대금 우선 Top3 / D0 거래대금 순위 4 / 감시 D+2 / D0 고가 근처 / 15시 거래량 유지 / risk_count 0,D0_VALUE_STRONG|ACTIVE_AGE_OK|VOLUME_ALIVE|LOW_RISK_COUNT,h5_done,done,done,D1_VOLATILE_BOTH,True,False,False,True,True,True,False,False,True,True,-4.340836012861738,False,done,done,H5_RISKY_WINNER,True,True,True,True,True,True,False,True,False,True,MINUS_FIRST,MINUS_FIRST,43.7299035369775,-13.826366559485525,35.36977491961415,5,2025-04-07|2025-04-08|2025-04-09|2025-04-10|2025-04-11,5,False,False,True
2025-04-07,1,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-01,4,8138.923128,1.0,13.0,1.730103806228378,53500.0,2025-04-07 15:00:00,15:00,-4.634581105169344,-9.013605442176875,-10.23489932885906,27858886.0,201.2677194559688,14904.50401,183.12624134174033,50.0,0,RSI 중립,D0 거래대금 우선 Top3 / D0 거래대금 순위 1 / 감시 D+4 / D0 고가 대비 조정권 / 15시 거래량 유지 / risk_count 0,D0_VALUE_STRONG|ACTIVE_AGE_OK|PULLBACK_HEALTHY|VOLUME_ALIVE|RSI_NEUTRAL|LOW_RISK_COUNT,h5_done,done,done,D1_PLUS1_PROTECT_SUCCESS,True,True,True,False,False,False,True,True,False,False,0.0,False,done,done,H5_GOOD,True,True,True,True,False,False,True,False,True,False,PLUS_FIRST,PLUS_FIRST,5.981308411214958,-1.121495327102806,5.046728971962611,5,2025-04-08|2025-04-09|2025-04-10|2025-04-11|2025-04-14,5,False,False,True
2025-04-07,2,065500,오리엔트정공,KOSDAQ,자동차 신품 부품 제조업,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,ACTIVE_WATCHLIST,10,EOD_D0_BASE_VALUE_TOP3__WATCH10D__D0_VALUE_DESC,2025-04-02,3,7978.1339869,2.0,3.0,21.576128538638105,14030.0,2025-04-07 15:00:00,15:00,6.529992406985574,-11.705475141598487,-16.83461766449318,16939491.0,33.73827920563524,2376.6105873,29.789053320016514,21.276595744680847,1,깊은 눌림 · D0종가 -10%↓ · RSI 과매도,D0 거래대금 우선 Top3 / D0 거래대금 순위 2 / 감시 D+3 / D0 종가 대비 약세 / 15시 거래량 유지 / risk_count 1,D0_VALUE_STRONG|ACTIVE_AGE_OK|D0_CLOSE_BREAKDOWN|VOLUME_ALIVE,h5_done,done,done,D1_PLUS1_PROTECT_SUCCESS,True,True,True,True,False,False,True,True,False,False,3.207412687099076,True,done,done,H5_RISKY_WINNER,True,True,True,True,True,True,True,False,True,False,PLUS_FIRST,PLUS_FIRST,12.544547398431938,-13.542409123307198,-6.129722024233786,5,2025-04-08|2025-04-09|2025-04-10|2025-04-11|2025-04-14,5,False,False,True
