version_key,version_label_ko,sample_n,days_with_pick,green,yellow,orange,red,avg_score,plus3_first_rate,minus3_first_rate,plus3_touch_rate,minus3_touch_rate,plus5_touch_rate,minus5_touch_rate,avg_max_up,avg_max_down,avg_d1_close,median_d1_close,avg_lunch_1200,median_lunch_1200,green_rate,yellow_rate,orange_rate,red_rate
HYBRID_D0_RISK_FILTER,벨가드 안정후보,759,253,371,9,12,367,-0.0368906455862977,0.5564409030544488,0.398406374501992,0.7144754316069057,0.5365205843293492,0.5205843293492696,0.3665338645418327,8.307506107423343,-4.641908384214812,0.6099715612919677,0.3518097937410647,0.3604514723480335,0.2375417531822687,0.4888010540184453,0.0118577075098814,0.0158102766798418,0.4835309617918313
