d0_date,bellguard_r1_cell,bellguard_r1_light,bellguard_r1_score,bellguard_r1_case_key,bellguard_r1_reason,bellguard_r2_cell,bellguard_r2_light,bellguard_r2_score,bellguard_r2_case_key,bellguard_r2_reason,bellguard_r3_cell,bellguard_r3_light,bellguard_r3_score,bellguard_r3_case_key,bellguard_r3_reason,bellguard_green,bellguard_red,bellguard_avg_down,bellguard_count,bellguard_only_count,bellguard_only_codes,date_verdict,overlap_count,overlap_codes,main_dataset
2025-10-22,🟢 삼양식품 (003230),GREEN,5,HYBRID_D0_RISK_FILTER|2025-10-22|R1|003230,+3 먼저 / 점심 양호,🟢 한화비전 (489790),GREEN,6,HYBRID_D0_RISK_FILTER|2025-10-22|R2|489790,+3 먼저 / +5 도달 / 점심 양호,🟢 다날 (064260),GREEN,5,HYBRID_D0_RISK_FILTER|2025-10-22|R3|064260,+3 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,3.0,0.0,-2.3646936051638847,3.0,3.0,003230|064260|489790,HYBRID 방어 우세,0.0,,bellguard_1y
2025-10-23,🔴 삼양식품 (003230),RED,-5,HYBRID_D0_RISK_FILTER|2025-10-23|R1|003230,-3 먼저,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-23|R2|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 코웨이 (021240),RED,-4,HYBRID_D0_RISK_FILTER|2025-10-23|R3|021240,-3 먼저 / 점심 양호,1.0,2.0,-2.539864138715897,3.0,3.0,003230|021240|034020,V2 공격 우세,0.0,,bellguard_1y
2025-10-24,🔴 삼양식품 (003230),RED,-4,HYBRID_D0_RISK_FILTER|2025-10-24|R1|003230,-3 먼저 / +5 도달,🟢 한미약품 (128940),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-24|R2|128940,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-24|R3|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-0.6536100136572021,3.0,3.0,003230|034020|128940,둘 다 양호,0.0,,bellguard_1y
2025-10-27,🟢 삼양식품 (003230),GREEN,5,HYBRID_D0_RISK_FILTER|2025-10-27|R1|003230,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-27|R2|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 SK이터닉스 (475150),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-27|R3|475150,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-1.5247447037184243,3.0,3.0,003230|034020|475150,HYBRID 방어 우세,0.0,,bellguard_1y
2025-10-28,🟢 삼양식품 (003230),GREEN,2,HYBRID_D0_RISK_FILTER|2025-10-28|R1|003230,+3 먼저 / -2 먼저 / +5 도달,🔴 SK오션플랜트 (100090),RED,-3,HYBRID_D0_RISK_FILTER|2025-10-28|R2|100090,+1 먼저 / -3 먼저 / +5 도달,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-28|R3|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-1.2995558182255953,3.0,3.0,003230|034020|100090,둘 다 양호,0.0,,bellguard_1y
2025-10-29,🟢 삼양식품 (003230),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-29|R1|003230,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 삼성중공업 (010140),RED,2,HYBRID_D0_RISK_FILTER|2025-10-29|R2|010140,+3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 양호,🔴 일동제약 (249420),RED,-3,HYBRID_D0_RISK_FILTER|2025-10-29|R3|249420,+1 먼저 / -3 먼저 / +5 도달,1.0,2.0,-5.532645450624692,3.0,2.0,003230|249420,HYBRID 방어 우세,1.0,010140,bellguard_1y
2025-10-30,🔴 두산에너빌리티 (034020),RED,-9,HYBRID_D0_RISK_FILTER|2025-10-30|R1|034020,+1 먼저 / -3 먼저 / -5 도달 / -10 도달,🟢 파미셀 (005690),GREEN,2,HYBRID_D0_RISK_FILTER|2025-10-30|R2|005690,+3 먼저 / -2 먼저 / +5 도달,🟢 일동제약 (249420),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-30|R3|249420,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-4.935125657510231,3.0,2.0,034020|249420,둘 다 양호,1.0,005690,bellguard_1y
2025-10-31,🔴 두산에너빌리티 (034020),RED,1,HYBRID_D0_RISK_FILTER|2025-10-31|R1|034020,+3 먼저 / -5 도달 / -10 도달 / D1 종가 양호 / 점심 양호,🟢 파미셀 (005690),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-31|R2|005690,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 일동제약 (249420),GREEN,7,HYBRID_D0_RISK_FILTER|2025-10-31|R3|249420,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-2.2772570405025525,3.0,2.0,034020|249420,둘 다 양호,1.0,005690,bellguard_1y
2025-11-03,🔴 카카오 (035720),RED,-3,HYBRID_D0_RISK_FILTER|2025-11-03|R1|035720,+2 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 두산에너빌리티 (034020),RED,-6,HYBRID_D0_RISK_FILTER|2025-11-03|R2|034020,+2 먼저 / -3 먼저 / -5 도달 / -10 도달 / D1 종가 양호,🔴 대한전선 (001440),RED,4,HYBRID_D0_RISK_FILTER|2025-11-03|R3|001440,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,0.0,3.0,-9.395950833618878,3.0,2.0,034020|035720,V2 공격 우세,1.0,001440,bellguard_1y
2025-11-04,🔴 두산에너빌리티 (034020),RED,-14,HYBRID_D0_RISK_FILTER|2025-11-04|R1|034020,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 뉴로핏 (380550),RED,-13,HYBRID_D0_RISK_FILTER|2025-11-04|R2|380550,-3 먼저 / +5 도달 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 재영솔루텍 (049630),RED,-6,HYBRID_D0_RISK_FILTER|2025-11-04|R3|049630,-3 먼저 / +5 도달 / -5 도달 / D1 종가 양호,0.0,3.0,-11.874233617791964,3.0,1.0,034020,둘 다 위험,2.0,049630|380550,bellguard_1y
2025-11-05,🔴 두산에너빌리티 (034020),RED,0,HYBRID_D0_RISK_FILTER|2025-11-05|R1|034020,+3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하,🟢 F&F (383220),GREEN,7,HYBRID_D0_RISK_FILTER|2025-11-05|R2|383220,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 뉴로핏 (380550),RED,3,HYBRID_D0_RISK_FILTER|2025-11-05|R3|380550,+3 먼저 / +5 도달 / -5 도달 / 점심 양호,1.0,2.0,-5.4850669223918525,3.0,2.0,034020|383220,HYBRID 방어 우세,1.0,380550,bellguard_1y
2025-11-06,🔴 두산에너빌리티 (034020),RED,-7,HYBRID_D0_RISK_FILTER|2025-11-06|R1|034020,-3 먼저 / 점심 -3 이하,🔴 뉴로핏 (380550),RED,-7,HYBRID_D0_RISK_FILTER|2025-11-06|R2|380550,-3 먼저 / +5 도달 / -5 도달,🔴 한국비엔씨 (256840),RED,-12,HYBRID_D0_RISK_FILTER|2025-11-06|R3|256840,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-6.093207748284125,3.0,1.0,034020,둘 다 위험,2.0,256840|380550,bellguard_1y
2025-11-07,🟢 한화시스템 (272210),GREEN,5,HYBRID_D0_RISK_FILTER|2025-11-07|R1|272210,+3 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,🟢 HD현대중공업 (329180),GREEN,6,HYBRID_D0_RISK_FILTER|2025-11-07|R2|329180,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 HD현대마린솔루션 (443060),RED,4,HYBRID_D0_RISK_FILTER|2025-11-07|R3|443060,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호 / 점심 양호,2.0,1.0,-2.766061908538394,3.0,3.0,272210|329180|443060,HYBRID 방어 우세,0.0,,bellguard_1y
2025-11-10,🟢 고려아연 (010130),GREEN,7,HYBRID_D0_RISK_FILTER|2025-11-10|R1|010130,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 크래프톤 (259960),GREEN,3,HYBRID_D0_RISK_FILTER|2025-11-10|R2|259960,+3 먼저 / -1 먼저,🔴 한국콜마 (161890),RED,-9,HYBRID_D0_RISK_FILTER|2025-11-10|R3|161890,-3 먼저 / D1 종가 -3 이하 / 점심 -3 이하,2.0,1.0,-2.3304780828067195,3.0,3.0,010130|161890|259960,HYBRID 방어 우세,0.0,,bellguard_1y
2025-11-11,🔴 현대로템 (064350),RED,1,HYBRID_D0_RISK_FILTER|2025-11-11|R1|064350,+3 먼저 / -5 도달,🟢 한국콜마 (161890),GREEN,6,HYBRID_D0_RISK_FILTER|2025-11-11|R2|161890,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 코스맥스 (192820),GREEN,6,HYBRID_D0_RISK_FILTER|2025-11-11|R3|192820,+3 먼저 / D1 종가 양호 / 점심 양호,2.0,1.0,-2.40975252621181,3.0,3.0,064350|161890|192820,HYBRID 방어 우세,0.0,,bellguard_1y
2025-11-12,🔴 현대로템 (064350),RED,0,HYBRID_D0_RISK_FILTER|2025-11-12|R1|064350,+3 먼저 / -2 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 달바글로벌 (483650),GREEN,7,HYBRID_D0_RISK_FILTER|2025-11-12|R2|483650,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한국카본 (017960),RED,-8,HYBRID_D0_RISK_FILTER|2025-11-12|R3|017960,-3 먼저 / -5 도달 / -10 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-7.658416583258041,3.0,3.0,017960|064350|483650,둘 다 위험,0.0,,bellguard_1y
2025-11-13,🔴 현대로템 (064350),RED,-1,HYBRID_D0_RISK_FILTER|2025-11-13|R1|064350,+3 먼저 / -2 먼저 / -5 도달 / 점심 양호,🟢 에이피알 (278470),GREEN,4,HYBRID_D0_RISK_FILTER|2025-11-13|R2|278470,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 달바글로벌 (483650),GREEN,5,HYBRID_D0_RISK_FILTER|2025-11-13|R3|483650,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호,2.0,1.0,-4.11958645213798,3.0,3.0,064350|278470|483650,HYBRID 방어 우세,0.0,,bellguard_1y
2025-11-14,🔴 현대로템 (064350),RED,-7,HYBRID_D0_RISK_FILTER|2025-11-14|R1|064350,+1 먼저 / -3 먼저 / -5 도달,🔴 에이피알 (278470),RED,-1,HYBRID_D0_RISK_FILTER|2025-11-14|R2|278470,+2 먼저 / -3 먼저 / +5 도달,🔴 HD현대마린솔루션 (443060),RED,-4,HYBRID_D0_RISK_FILTER|2025-11-14|R3|443060,+2 먼저 / -3 먼저 / -5 도달 / 점심 양호,0.0,3.0,-6.937046629220152,3.0,3.0,064350|278470|443060,V2 공격 우세,0.0,,bellguard_1y
2025-11-17,🔴 현대로템 (064350),RED,-13,HYBRID_D0_RISK_FILTER|2025-11-17|R1|064350,+1 먼저 / -3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 에이피알 (278470),RED,-4,HYBRID_D0_RISK_FILTER|2025-11-17|R2|278470,-3 먼저 / +5 도달,🔴 한국카본 (017960),RED,-10,HYBRID_D0_RISK_FILTER|2025-11-17|R3|017960,-3 먼저 / -5 도달 / 점심 -3 이하,0.0,3.0,-9.294259780915068,3.0,3.0,017960|064350|278470,V2 공격 우세,0.0,,bellguard_1y
2025-11-18,🔴 현대로템 (064350),RED,-6,HYBRID_D0_RISK_FILTER|2025-11-18|R1|064350,+2 먼저 / -3 먼저 / -5 도달 / -10 도달 / 점심 양호,🔴 한화에어로스페이스 (012450),RED,-6,HYBRID_D0_RISK_FILTER|2025-11-18|R2|012450,+2 먼저 / -3 먼저 / -5 도달 / -10 도달 / 점심 양호,🔴 한화시스템 (272210),RED,-6,HYBRID_D0_RISK_FILTER|2025-11-18|R3|272210,+2 먼저 / -3 먼저 / -5 도달 / -10 도달 / 점심 양호,0.0,3.0,-11.498824394878383,3.0,3.0,012450|064350|272210,둘 다 위험,0.0,,bellguard_1y
2025-11-19,🔴 한화오션 (042660),RED,3,HYBRID_D0_RISK_FILTER|2025-11-19|R1|042660,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 에이피알 (278470),GREEN,6,HYBRID_D0_RISK_FILTER|2025-11-19|R2|278470,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화에어로스페이스 (012450),RED,3,HYBRID_D0_RISK_FILTER|2025-11-19|R3|012450,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-7.069488763211233,3.0,3.0,012450|042660|278470,V2 공격 우세,0.0,,bellguard_1y
2025-11-20,🔴 현대로템 (064350),RED,-14,HYBRID_D0_RISK_FILTER|2025-11-20|R1|064350,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 한화에어로스페이스 (012450),RED,-14,HYBRID_D0_RISK_FILTER|2025-11-20|R2|012450,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 두산에너빌리티 (034020),RED,-12,HYBRID_D0_RISK_FILTER|2025-11-20|R3|034020,-3 먼저 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-11.22832808612492,3.0,3.0,012450|034020|064350,둘 다 위험,0.0,,bellguard_1y
2025-11-21,🟢 두산에너빌리티 (034020),GREEN,3,HYBRID_D0_RISK_FILTER|2025-11-21|R1|034020,+3 먼저 / -2 먼저 / +5 도달 / 점심 양호,🔴 한화오션 (042660),RED,-10,HYBRID_D0_RISK_FILTER|2025-11-21|R2|042660,-3 먼저 / -5 도달 / -10 도달,🔴 한화에어로스페이스 (012450),RED,-6,HYBRID_D0_RISK_FILTER|2025-11-21|R3|012450,+1 먼저 / -3 먼저 / -5 도달 / 점심 양호,1.0,2.0,-6.450301488599963,3.0,3.0,012450|034020|042660,HYBRID 방어 우세,0.0,,bellguard_1y
2025-11-24,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2025-11-24|R1|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화오션 (042660),RED,-3,HYBRID_D0_RISK_FILTER|2025-11-24|R2|042660,+3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하,🔴 한화에어로스페이스 (012450),RED,2,HYBRID_D0_RISK_FILTER|2025-11-24|R3|012450,+3 먼저 / -5 도달 / 점심 양호,1.0,2.0,-5.599455486550959,3.0,3.0,012450|034020|042660,V2 공격 우세,0.0,,bellguard_1y
2025-11-25,🟢 두산에너빌리티 (034020),GREEN,7,HYBRID_D0_RISK_FILTER|2025-11-25|R1|034020,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🔴 한화오션 (042660),RED,-5,HYBRID_D0_RISK_FILTER|2025-11-25|R2|042660,+1 먼저 / -3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🔴 HD현대일렉트릭 (267260),RED,3,HYBRID_D0_RISK_FILTER|2025-11-25|R3|267260,+3 먼저 / +5 도달 / -5 도달 / D1 종가 양호,1.0,2.0,-4.566091679133478,3.0,3.0,034020|042660|267260,HYBRID 방어 우세,0.0,,bellguard_1y
2025-11-26,🔴 한화오션 (042660),RED,-8,HYBRID_D0_RISK_FILTER|2025-11-26|R1|042660,-3 먼저 / -5 도달,🔴 한화에어로스페이스 (012450),RED,1,HYBRID_D0_RISK_FILTER|2025-11-26|R2|012450,+3 먼저 / -5 도달,🔴 효성중공업 (298040),RED,3,HYBRID_D0_RISK_FILTER|2025-11-26|R3|298040,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,0.0,3.0,-8.92218795050959,3.0,3.0,012450|042660|298040,V2 공격 우세,0.0,,bellguard_1y
2025-11-27,🔴 한화에어로스페이스 (012450),RED,-8,HYBRID_D0_RISK_FILTER|2025-11-27|R1|012450,-3 먼저 / -5 도달,🔴 현대로템 (064350),RED,-8,HYBRID_D0_RISK_FILTER|2025-11-27|R2|064350,-3 먼저 / -5 도달,🔴 효성중공업 (298040),RED,-14,HYBRID_D0_RISK_FILTER|2025-11-27|R3|298040,-3 먼저 / -5 도달 / -10 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-9.179988496764713,3.0,3.0,012450|064350|298040,V2 공격 우세,0.0,,bellguard_1y
2025-11-28,🔴 현대로템 (064350),RED,-8,HYBRID_D0_RISK_FILTER|2025-11-28|R1|064350,-3 먼저 / -5 도달,🔴 한화에어로스페이스 (012450),RED,-11,HYBRID_D0_RISK_FILTER|2025-11-28|R2|012450,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,🔴 효성중공업 (298040),RED,-11,HYBRID_D0_RISK_FILTER|2025-11-28|R3|298040,-3 먼저 / +5 도달 / -5 도달 / D1 종가 -3 이하 / 점심 -3 이하,0.0,3.0,-5.989859554454313,3.0,3.0,012450|064350|298040,V2 공격 우세,0.0,,bellguard_1y
2025-12-01,🟢 HD현대일렉트릭 (267260),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-01|R1|267260,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 효성중공업 (298040),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-01|R2|298040,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화에어로스페이스 (012450),GREEN,5,HYBRID_D0_RISK_FILTER|2025-12-01|R3|012450,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호,3.0,0.0,-0.6158996767488285,3.0,3.0,012450|267260|298040,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-02,🟢 현대로템 (064350),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-02|R1|064350,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 효성중공업 (298040),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-02|R2|298040,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한화에어로스페이스 (012450),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-02|R3|012450,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-0.0643151650516723,3.0,3.0,012450|064350|298040,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-03,🔴 효성중공업 (298040),RED,-3,HYBRID_D0_RISK_FILTER|2025-12-03|R1|298040,+2 먼저 / -3 먼저 / +5 도달 / 점심 -3 이하,🟢 현대로템 (064350),GREEN,3,HYBRID_D0_RISK_FILTER|2025-12-03|R2|064350,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호,🟡 한화시스템 (272210),YELLOW,1,HYBRID_D0_RISK_FILTER|2025-12-03|R3|272210,+3 먼저 / -2 먼저,1.0,1.0,-2.9366657559376512,3.0,3.0,064350|272210|298040,V2 공격 우세,0.0,,bellguard_1y
2025-12-04,🟢 현대로템 (064350),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-04|R1|064350,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 효성중공업 (298040),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-04|R2|298040,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한미약품 (128940),GREEN,2,HYBRID_D0_RISK_FILTER|2025-12-04|R3|128940,+3 먼저 / -2 먼저 / +5 도달,3.0,0.0,-0.8640283778225676,3.0,3.0,064350|128940|298040,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-05,🟢 한화오션 (042660),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-05|R1|042660,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 한미약품 (128940),GREEN,4,HYBRID_D0_RISK_FILTER|2025-12-05|R2|128940,+3 먼저 / -1 먼저 / +5 도달,🔴 스맥 (099440),RED,-7,HYBRID_D0_RISK_FILTER|2025-12-05|R3|099440,+2 먼저 / -3 먼저 / -5 도달 / -10 도달,2.0,1.0,-4.787338446249919,3.0,2.0,042660|128940,HYBRID 방어 우세,1.0,099440,bellguard_1y
2025-12-08,🟢 한미약품 (128940),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-08|R1|128940,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟠 한화투자증권 (003530),ORANGE,-3,HYBRID_D0_RISK_FILTER|2025-12-08|R2|003530,-2 먼저,🟢 동원산업 (006040),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-08|R3|006040,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,2.0,0.0,-0.6719747300739912,3.0,3.0,003530|006040|128940,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-09,🔴 LG생활건강 (051900),RED,-5,HYBRID_D0_RISK_FILTER|2025-12-09|R1|051900,-3 먼저,🟢 한화투자증권 (003530),GREEN,2,HYBRID_D0_RISK_FILTER|2025-12-09|R2|003530,+2 먼저 / -1 먼저,🔴 현대무벡스 (319400),RED,0,HYBRID_D0_RISK_FILTER|2025-12-09|R3|319400,+3 먼저 / -2 먼저 / +5 도달 / -5 도달 / 점심 양호,1.0,2.0,-3.68168329881818,3.0,2.0,003530|051900,V2 공격 우세,1.0,319400,bellguard_1y
2025-12-10,🟢 LG생활건강 (051900),GREEN,3,HYBRID_D0_RISK_FILTER|2025-12-10|R1|051900,+3 먼저 / -1 먼저,🟢 넷마블 (251270),GREEN,3,HYBRID_D0_RISK_FILTER|2025-12-10|R2|251270,+2 먼저 / -1 먼저 / 점심 양호,🟢 한화투자증권 (003530),GREEN,3,HYBRID_D0_RISK_FILTER|2025-12-10|R3|003530,+2 먼저,3.0,0.0,-1.67672675882425,3.0,3.0,003530|051900|251270,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-11,🔴 삼양식품 (003230),RED,-6,HYBRID_D0_RISK_FILTER|2025-12-11|R1|003230,+1 먼저 / -3 먼저 / -5 도달 / 점심 양호,🟢 한화투자증권 (003530),GREEN,6,HYBRID_D0_RISK_FILTER|2025-12-11|R2|003530,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 아모레퍼시픽홀딩스 (002790),GREEN,5,HYBRID_D0_RISK_FILTER|2025-12-11|R3|002790,+2 먼저 / D1 종가 양호 / 점심 양호,2.0,1.0,-4.0070460875702425,3.0,3.0,002790|003230|003530,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-12,🔴 파두 (440110),RED,-7,HYBRID_D0_RISK_FILTER|2025-12-12|R1|440110,-3 먼저 / -5 도달 / D1 종가 양호,🟢 LG생활건강 (051900),GREEN,6,HYBRID_D0_RISK_FILTER|2025-12-12|R2|051900,+3 먼저 / D1 종가 양호 / 점심 양호,🔴 케이씨텍 (281820),RED,-5,HYBRID_D0_RISK_FILTER|2025-12-12|R3|281820,-3 먼저,1.0,2.0,-3.959754431337596,3.0,3.0,051900|281820|440110,둘 다 위험,0.0,,bellguard_1y
2025-12-15,🔴 삼양식품 (003230),RED,-2,HYBRID_D0_RISK_FILTER|2025-12-15|R1|003230,-3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 대덕전자 (353200),GREEN,2,HYBRID_D0_RISK_FILTER|2025-12-15|R2|353200,+3 먼저 / -2 먼저 / +5 도달,🔴 더존비즈온 (012510),RED,-8,HYBRID_D0_RISK_FILTER|2025-12-15|R3|012510,-3 먼저 / -5 도달,1.0,2.0,-4.526342030060803,3.0,3.0,003230|012510|353200,둘 다 위험,0.0,,bellguard_1y
2025-12-16,🔴 카카오페이 (377300),RED,-4,HYBRID_D0_RISK_FILTER|2025-12-16|R1|377300,-3 먼저 / +5 도달,🔴 더존비즈온 (012510),RED,-8,HYBRID_D0_RISK_FILTER|2025-12-16|R2|012510,-3 먼저 / -5 도달,🟢 한화투자증권 (003530),GREEN,4,HYBRID_D0_RISK_FILTER|2025-12-16|R3|003530,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,1.0,2.0,-3.6207563444299873,3.0,3.0,003530|012510|377300,둘 다 위험,0.0,,bellguard_1y
2025-12-17,🟢 NAVER (035420),GREEN,3,HYBRID_D0_RISK_FILTER|2025-12-17|R1|035420,+3 먼저 / -1 먼저,🟢 파라다이스 (034230),GREEN,5,HYBRID_D0_RISK_FILTER|2025-12-17|R2|034230,+3 먼저 / -1 먼저 / D1 종가 양호 / 점심 양호,🟢 카카오페이 (377300),GREEN,2,HYBRID_D0_RISK_FILTER|2025-12-17|R3|377300,+3 먼저 / -2 먼저 / +5 도달,3.0,0.0,-1.7927504636679987,3.0,3.0,034230|035420|377300,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-18,🟢 한화오션 (042660),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-18|R1|042660,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 NAVER (035420),GREEN,6,HYBRID_D0_RISK_FILTER|2025-12-18|R2|035420,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 산일전기 (062040),GREEN,4,HYBRID_D0_RISK_FILTER|2025-12-18|R3|062040,+3 먼저,3.0,0.0,-1.2167994077649384,3.0,3.0,035420|042660|062040,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-19,🟢 산일전기 (062040),GREEN,6,HYBRID_D0_RISK_FILTER|2025-12-19|R1|062040,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 SKC (011790),GREEN,6,HYBRID_D0_RISK_FILTER|2025-12-19|R2|011790,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 더존비즈온 (012510),GREEN,5,HYBRID_D0_RISK_FILTER|2025-12-19|R3|012510,+2 먼저 / D1 종가 양호 / 점심 양호,3.0,0.0,-2.2250301854416934,3.0,3.0,011790|012510|062040,HYBRID 방어 우세,0.0,,bellguard_1y
2025-12-22,🟢 LG디스플레이 (034220),GREEN,6,HYBRID_D0_RISK_FILTER|2025-12-22|R1|034220,+3 먼저 / D1 종가 양호 / 점심 양호,🟢 천일고속 (000650),GREEN,3,HYBRID_D0_RISK_FILTER|2025-12-22|R2|000650,+3 먼저 / -2 먼저 / +5 도달 / D1 종가 양호,🟢 더존비즈온 (012510),GREEN,7,HYBRID_D0_RISK_FILTER|2025-12-22|R3|012510,+3 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,3.0,0.0,-2.457721890790765,3.0,3.0,000650|012510|034220,둘 다 양호,0.0,,bellguard_1y
2025-12-23,🔴 산일전기 (062040),RED,3,HYBRID_D0_RISK_FILTER|2025-12-23|R1|062040,+3 먼저 / -5 도달 / D1 종가 양호 / 점심 양호,🟢 HD건설기계 (267270),GREEN,6,HYBRID_D0_RISK_FILTER|2025-12-23|R2|267270,+3 먼저 / -1 먼저 / +5 도달 / D1 종가 양호 / 점심 양호,🟢 파라다이스 (034230),GREEN,2,HYBRID_D0_RISK_FILTER|2025-12-23|R3|034230,+3 먼저 / -2 먼저 / D1 종가 양호,2.0,1.0,-3.1465888879281736,3.0,3.0,034230|062040|267270,HYBRID 방어 우세,0.0,,bellguard_1y
