strategy,strategy_label_ko,candidate_lineage,candidate_source,signal_date,d0_date,code,name,market,sector,industry,source_rank,source_score,entry_price_hint,d0_close,d0_high,d0_volume,d0_trading_value,d0_pct_change,distance_from_d0_high_pct,volume_ratio_vs_20d,upper_shadow_ratio,lower_shadow_ratio,d1_date,d0_open,d0_low,d0_ret_pct,d0_gap_pct,d0_intraday_ret_pct,d0_upper_shadow_pct,d0_lower_shadow_pct,d0_range_pct,d0_trading_value_eok,d0_value_vs_20d,d0_volume_vs_20d,d0_close_vs_ma5_pct,d0_close_vs_ma20_pct,d0_close_vs_ma60_pct,d0_60d_value_above_close_share,d0_value_bucket,d0_value_vs_20d_bucket,d0_ma20_bucket,d0_supply_overhang_bucket,d1_ret_vs_d0_close_pct,d1_low_vs_d0_close_pct,d1_high_vs_d0_close_pct,d1_rel_color,target_d1_full_above_d0_close,target_d1_close_up,regime,recent_dart_bad_news_flag,event_risk_note,d0_close_position_in_day_range,gap_overheat_flag,overheat_score,health_score,regime_score,rank_quality,source_score_norm,value_score,pullback_balance_score,close_location_score,bellguard_score,rank,pricecap_rank,pricecap_variant,complete_d5,future_days,plus1_touch,plus1_first_day,plus2_touch,plus2_first_day,plus3_touch,plus3_first_day,plus5_touch,plus5_first_day,plus10_touch,plus10_first_day,minus1_touch,minus1_first_day,minus2_touch,minus2_first_day,minus3_touch,minus3_first_day,minus5_touch,minus5_first_day,minus10_touch,minus10_first_day,plus3_first,minus3_first,pm3_same_day,max_gain_d1d5,max_loss_d1d5,d1_close_return_pct,d1_high_vs_entry_pct,d1_low_vs_entry_pct,d1_color,d5_close_return_pct,entry_price_used
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-08,2025-07-04,201490,미투온,KOSDAQ,소프트웨어 개발 및 공급업,소셜 카지노 게임,2,79.5745,6140.0,5800.0,5990.0,18642069.0,108124000200.0,17.647058823529417,-3.171953255425708,1.8912955862486336,0.1844660194174757,0.1067961165048543,2025-07-07,5070.0,4960.0,17.647058823529417,2.839756592292097,14.39842209072979,3.275862068965507,2.2177419354838745,20.766129032258075,1081.240002,1.9734008041672335,1.7286902793305838,11.969111969111967,19.597492576707356,105.09556392439757,0.4485119744549616,Q5,Q5,Q5,Q2,5.517241379310356,-0.8620689655172376,11.724137931034484,Y,False,True,bull,True,ZERO_VALUE_OHLCV_OBSERVED; ZERO_VALUE_OHLCV_OBSERVED,0.8155339805825242,False,0.3731239779234125,0.65,0.55,0.9523809523809524,0.873611410371268,0.4563752050928615,0.8476627712854756,0.8155339805825242,0.6451364294331978,2,2,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,3.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,N,,N,N,Y,18.241,-6.3518,-0.3257,5.5375,-6.3518,ORANGE,-2.443,6140.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-08,2025-07-04,114190,강원에너지,KOSDAQ,기타 전기장비 제조업,플랜트설비(산업용 보일러),4,76.5819,,9730.0,9970.0,10665127.0,103771685710.0,25.548387096774185,-2.407221664994985,42.9578623229998,0.1159420289855072,0.0628019323671497,2025-07-07,8030.0,7900.0,25.548387096774185,3.612903225806452,21.170610211706094,2.466598150051391,1.645569620253173,26.20253164556963,1037.7168571,14.713727860698445,13.693259991916388,29.76793811683116,35.48701524751097,41.66808221505009,0.0737201397486895,Q5,Q5,Q5,Q1,4.008221993833505,0.7194244604316502,19.630010277492293,G,True,True,bull,False,,0.8840579710144928,False,0.5834955849588543,0.85,0.55,0.8571428571428572,0.825129644900148,0.4401743022841515,0.7839351387495821,0.8840579710144928,0.6021963389635976,3,3,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,N,,N,,N,,N,,N,,Y,N,N,19.63,0.7194,4.0082,19.63,0.7194,GREEN,10.9969,9730.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-09,2025-07-07,064260,다날,KOSDAQ,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제,7,60.9344,,9710.0,10420.0,44355509.0,430691992390.0,14.639905548996456,-6.813819577735125,2.6743142957913526,0.4152046783625731,0.0643274853801169,2025-07-08,8820.0,8710.0,14.639905548996456,4.132231404958686,10.0907029478458,7.312049433573642,1.2629161882893314,19.632606199770382,4306.9199239,3.3559161923179355,2.4699942783159785,23.915262889229204,48.35752482811306,129.24823420622897,0.2901796650733039,Q5,Q5,Q5,Q1,-6.591143151390321,-7.826982492276002,2.471678681771361,O,False,False,bull,False,,0.5847953216374269,False,0.4396550378182945,1.0,0.55,1.0,1.0,1.0,0.8488483685220729,0.5847953216374269,0.7858055059004307,1,1,100k,True,5,Y,1.0,Y,1.0,N,,N,,N,,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,4.0,N,Y,N,2.4717,-16.4779,-6.5911,2.4717,-7.827,ORANGE,-15.345,9710.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-07,2025-07-07,008970,KBI동양철관,KOSPI,1차 철강 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",11,55.0093,,2856.0,2947.0,21060131.0,60147734136.0,2.4022947292936525,-3.0878859857482177,1.0294364545513988,0.3596837944664031,0.0,2025-07-08,2694.0,2694.0,2.4022947292936525,-3.4062387952671247,6.013363028953234,3.1862745098039325,0.0,9.391239792130657,601.47734136,1.0257943122573498,1.0441780015032849,-2.452353302821242,4.720872673938947,5.371900826446274,0.5169162032423409,Q5,Q4,Q5,Q3,27.6610644257703,0.91036414565826,30.007002801120453,G,True,True,bull,False,,0.6403162055335968,False,0.1407627886361326,1.0,0.55,0.75,0.8396419949552361,0.0466099657295991,0.8406571654790181,0.6403162055335968,0.6772369241387345,2,2,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,N,,N,,N,,N,,N,,Y,N,N,30.007,0.9104,27.6611,30.007,0.9104,GREEN,13.7955,2856.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-09,2025-07-07,004140,동방,KOSPI,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업",14,44.4919,,3215.0,3440.0,26791768.0,86135534120.0,7.166666666666677,-6.540697674418605,3.8617898530448818,0.5232558139534884,0.0,2025-07-08,3010.0,3010.0,7.166666666666677,0.333333333333341,6.810631229235886,6.998444790046654,0.0,14.28571428571428,861.3553412,3.531472315999723,3.2693929937150767,8.103564223268322,14.422991369338911,25.905619737615048,0.5290881664364392,Q5,Q5,Q5,Q3,0.0,-2.021772939346811,3.4214618973561484,O,False,False,bull,False,,0.4767441860465116,False,0.3494163885051053,1.0,0.55,0.5625,0.5549971311963453,0.2204149162260119,0.8716085271317829,0.4767441860465116,0.5320970915621931,3,3,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,5.0,N,,Y,1.0,Y,1.0,Y,3.0,Y,3.0,N,,Y,N,N,8.2426,-5.7543,0.0,3.4215,-2.0218,YELLOW,1.0886,3215.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-09,2025-07-08,010140,삼성중공업,KOSPI,선박 및 보트 건조업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",4,70.9684,,17320.0,17550.0,17193421.0,297790051720.0,6.847624922887108,-1.3105413105413133,2.26091419476596,0.2395833333333333,0.0104166666666666,2025-07-09,16600.0,16590.0,6.847624922887108,2.4059222702035754,4.337349397590362,1.3279445727482742,0.0602772754671576,5.786618444846292,2977.9005172,2.206345549541696,2.171191758912012,5.506822612085771,2.173848921924315,10.791274867267964,0.4157851000775517,Q5,Q5,Q4,Q2,2.598152424942257,-1.1547344110854452,2.771362586605086,Y,False,True,bull,False,,0.7604166666666666,False,0.1928121612306535,1.0,0.55,0.9047619047619048,0.8487979056234924,0.7100224215443477,0.692545109211776,0.7604166666666666,0.757241294997702,1,1,100k,True,5,Y,1.0,Y,1.0,Y,2.0,N,,N,,Y,1.0,N,,N,,N,,N,,Y,N,N,4.4457,-1.3279,2.5982,2.7714,-1.1547,YELLOW,4.157,17320.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-09,2025-07-08,008970,KBI동양철관,KOSPI,1차 철강 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",2,78.904,3393.0,3646.0,3713.0,173573746.0,632849877916.0,27.6610644257703,-1.8044707783463447,8.605924018787858,0.0806257521058965,0.0,2025-07-09,2882.0,2882.0,27.6610644257703,0.91036414565826,26.509368494101327,1.8376302797586288,0.0,28.834142956280356,6328.49877916,7.177478158558094,6.179041369351959,19.98946883433161,31.603169160244725,33.127236435335085,0.4485535023400528,Q5,Q5,Q5,Q2,-5.458036204059247,-7.487657707076245,-0.4114097641250702,R,False,False,bull,False,,0.9193742478941036,False,0.6081375110211293,0.85,0.55,1.0,1.0,0.9804266392093854,0.7337058981955287,0.9193742478941036,0.7198869850833634,2,2,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,N,,Y,2.0,Y,2.0,Y,3.0,Y,4.0,N,,Y,N,N,7.0144,-8.9302,1.5915,7.0144,-0.5894,YELLOW,-7.1618,3393.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-09,2025-07-08,034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",8,59.6664,,66600.0,66800.0,10035127.0,668339458200.0,5.882352941176472,-0.2994011976047872,0.7581091829834571,0.0512820512820512,0.2051282051282051,2025-07-09,63700.0,62900.0,5.882352941176472,1.2718600953895098,4.552590266875978,0.3003003003003046,1.2718600953895098,6.200317965023849,6683.394582,0.8216387943889265,0.7642909624430536,6.38977635782747,7.488702388637836,57.80432421759305,0.362992634569273,Q5,Q3,Q5,Q1,-3.3033033033033066,-3.753753753753752,0.7507507507507505,O,False,False,bull,False,,0.9487179487179488,False,0.1189722467057814,1.0,0.55,0.7142857142857143,0.6334536253367733,1.0,0.6082834331337323,0.9487179487179488,0.716161755886344,3,3,100k,True,5,N,,N,,N,,N,,N,,Y,1.0,Y,1.0,Y,1.0,Y,2.0,Y,4.0,N,Y,N,0.7508,-11.4114,-3.3033,0.7508,-3.7538,ORANGE,-1.952,66600.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-09,2025-07-09,462860,더즌,KOSDAQ,전기 통신업,디지털뱅킹 솔루션(B2B 금융 서비스),3,72.1655,5280.0,5270.0,5480.0,35875571.0,189064259170.0,10.366492146596862,-3.832116788321172,1.823077761395945,0.2727272727272727,0.1103896103896103,2025-07-10,4795.0,4710.0,10.366492146596862,0.4188481675392763,9.906152241918663,3.984819734345346,1.8046709129511784,16.348195329087044,1890.6425917,2.110241182301722,1.885699885466383,10.482180293501052,14.940021810250826,44.73913083282219,0.337694157742311,Q5,Q5,Q5,Q1,24.667931688804543,-5.882352941176472,29.032258064516125,Y,False,True,bull,False,,0.7272727272727273,False,0.2985634700523301,1.0,0.55,0.9166666666666666,0.8419800660505904,0.6104887374968267,0.9026763990267644,0.7272727272727273,0.7335599511427917,1,1,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,N,,N,N,Y,28.7879,-6.0606,24.4318,28.7879,-6.0606,YELLOW,10.0379,5280.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-09,2025-07-09,088350,한화생명,KOSPI,보험업,생명보험,1,81.7447,3750.0,3755.0,3860.0,12518268.0,47006096340.0,10.441176470588244,-2.720207253886009,4.979523748066712,0.2333333333333333,0.1111111111111111,2025-07-10,3460.0,3410.0,10.441176470588244,1.764705882352935,8.526011560693636,2.796271637816239,1.4662756598240456,13.196480938416432,470.0609634,4.528729086917804,4.101604173559934,11.193366893692636,12.805107022155472,29.30811834591214,0.3833685365066522,Q5,Q5,Q5,Q1,11.8508655126498,4.660452729693732,13.715046604527291,G,True,True,bull,False,,0.7666666666666667,False,0.3687432961077217,1.0,0.55,1.0,1.0,0.0,0.8100172711571674,0.7666666666666667,0.7077693118702435,2,2,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,N,,N,,N,,N,,N,,Y,N,N,16.1333,4.8,12.0,13.8667,4.8,GREEN,6.0,3750.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-09,2025-07-09,064260,다날,KOSDAQ,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제,19,33.9784,,9160.0,9590.0,14227331.0,130322351960.0,0.9922822491730932,-4.483837330552653,0.8225608239426732,0.7288135593220338,0.2372881355932203,2025-07-10,9140.0,9000.0,0.9922822491730932,0.7717750826901959,0.2188183807439792,4.694323144104806,1.5555555555555545,6.555555555555559,1303.2235196,1.0165239142815847,0.8367467989577648,5.749249595936279,33.537429841825194,105.56552962298026,0.3626838327515787,Q5,Q4,Q5,Q1,0.0,-3.9301310043668094,3.1659388646288145,O,False,False,bull,False,,0.2711864406779661,False,0.1310598121486985,1.0,0.55,0.25,0.2120398810957403,0.4472024851890927,0.956986444212721,0.2711864406779661,0.458662906967996,3,3,100k,True,5,Y,1.0,Y,1.0,Y,1.0,N,,N,,Y,1.0,Y,1.0,Y,1.0,Y,2.0,Y,3.0,N,N,Y,3.1659,-13.6463,0.0,3.1659,-3.9301,YELLOW,-2.0742,9160.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-10,2025-07-10,462860,더즌,KOSDAQ,전기 통신업,디지털뱅킹 솔루션(B2B 금융 서비스),1,82.9767,6460.0,6570.0,6800.0,75588744.0,496618048080.0,24.667931688804543,-3.3823529411764697,3.973112676125705,0.125,0.1521739130434782,2025-07-11,5240.0,4960.0,24.667931688804543,-0.5692599620493399,25.38167938931297,3.5007610350076046,5.645161290322576,37.09677419354838,4966.1804808,4.412926972177703,3.3918719552490546,25.88618509292968,38.8492629576795,77.22270176952956,0.291256742697534,Q5,Q5,Q5,Q1,-5.022831050228316,-6.849315068493156,0.9132420091324313,O,False,False,bull,False,,0.875,False,0.6121949632386685,0.85,0.55,1.0,1.0,0.8019025591301767,0.8651960784313725,0.875,0.7071752294416196,1,1,100k,True,5,Y,1.0,Y,1.0,N,,N,,N,,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,3.0,N,Y,N,2.6316,-17.1827,-3.4056,2.6316,-5.2632,ORANGE,-16.4087,6460.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-10,2025-07-10,006220,제주은행,KOSPI,은행 및 저축기관,"은행업무,외국환업무,신탁업무",3,80.365,19320.0,19190.0,19350.0,12985035.0,249182821650.0,21.378874130297287,-0.8268733850129162,6.105282479750769,0.0414507772020725,0.1113989637305699,2025-07-11,15920.0,15490.0,21.378874130297287,0.6957621758380661,20.54020100502512,0.8337675872850392,2.775984506132989,24.91930277598451,2491.8282165,5.7441617619335545,4.694551977172933,20.49478839633303,42.68188408491022,72.91923227104797,0.2591428483800613,Q5,Q5,Q5,Q1,-7.034914017717564,-7.660239708181349,-3.335070349140179,R,False,False,bull,False,,0.9585492227979274,False,0.5208444645015071,1.0,0.55,0.8947368421052632,0.937898286062128,0.5725405681105261,0.6522394487510763,0.9585492227979274,0.6916339071227732,2,2,100k,True,5,N,,N,,N,,N,,N,,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,3.0,N,Y,N,-3.9855,-14.5963,-7.6605,-3.9855,-8.2816,RED,-14.441,19320.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-10,2025-07-10,088350,한화생명,KOSPI,보험업,생명보험,4,79.1657,,4200.0,4270.0,19970081.0,83874340200.0,11.8508655126498,-1.6393442622950838,6.543186930966004,0.2058823529411764,0.3529411764705882,2025-07-11,4050.0,3930.0,11.8508655126498,7.856191744340868,3.703703703703698,1.6666666666666607,3.053435114503822,8.651399491094146,838.743402,6.240655095609236,5.387690585240439,18.077031206072537,24.48132780082988,43.206228334375176,0.3002855719570397,Q5,Q5,Q5,Q1,-0.7142857142857117,-1.1904761904761862,2.6190476190476097,O,False,False,bull,False,,0.7941176470588235,False,0.3678727091613217,1.0,0.55,0.8421052631578947,0.9093810040137724,0.2105577099138917,0.7199453551912569,0.7941176470588235,0.6727457563985022,3,3,100k,True,5,Y,1.0,Y,1.0,Y,2.0,N,,N,,Y,1.0,Y,3.0,Y,4.0,Y,4.0,N,,Y,N,N,3.6905,-7.619,-0.7143,2.619,-1.1905,ORANGE,-5.7143,4200.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-15,2025-07-11,041190,우리기술투자,KOSDAQ,기타 금융업,창업자에 대한 투자 및 융자,2,81.7291,10780.0,11930.0,12070.0,23079867.0,275342813310.0,15.043394406943111,-1.1599005799502904,6.57886013636163,0.0945945945945946,0.3175675675675675,2025-07-14,11060.0,10590.0,15.043394406943111,6.653809064609439,7.866184448462921,1.1735121542330251,4.4381491973559895,13.975448536355062,2753.4281331,6.077129862995104,5.1356352905356655,16.095757103931497,28.74332272163169,51.02540298759391,0.3417559317976596,Q5,Q5,Q5,Q1,1.59262363788768,-4.610226320201171,4.77787091366304,Y,False,True,bull,False,,0.9054054054054054,False,0.4162031665749635,1.0,0.55,1.0,1.0,0.5680965924684819,0.6799917149958575,0.9054054054054054,0.7509366183848247,1,1,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,2.0,Y,3.0,Y,3.0,N,,N,,Y,N,N,15.9555,-4.3599,12.4304,15.9555,5.5659,GREEN,0.8349,10780.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-15,2025-07-11,099440,스맥,KOSDAQ,특수 목적용 기계 제조업,공작기계 및 산업용로봇제조,4,75.5736,,3380.0,3470.0,13467115.0,45518848700.0,6.45669291338582,-2.593659942363113,4.487108353245463,0.2142857142857142,0.1547619047619047,2025-07-14,3115.0,3050.0,6.45669291338582,-1.8897637795275648,8.50722311396468,2.6627218934911268,2.1311475409836023,13.770491803278697,455.188487,3.769533652148938,3.680722879382481,3.174603174603185,16.47139903514818,34.098603470165045,0.4273183458639664,Q5,Q5,Q5,Q2,16.71597633136095,-1.7751479289940808,20.41420118343196,Y,False,True,bull,False,,0.7857142857142857,False,0.302300967220715,1.0,0.55,0.9,0.8708040978324976,0.039907252173846,0.7994716618635928,0.7857142857142857,0.6762444296612494,2,2,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,N,,N,,N,,N,,Y,N,N,45.858,-1.7751,16.716,20.4142,-1.7751,YELLOW,29.5858,3380.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-11,2025-07-11,005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",13,56.172,,62600.0,62800.0,19140650.0,1198204690000.0,2.6229508196721207,-0.3184713375796177,0.9658258201317924,0.125,0.0625,2025-07-14,61300.0,61200.0,2.6229508196721207,0.4918032786885185,2.120717781402925,0.3194888178913668,0.1633986928104569,2.614379084967311,11982.0469,1.0021336960319425,0.969655258835362,1.921198306740468,3.505291005291,8.558050810717077,0.6182861640294327,Q5,Q4,Q4,Q4,-0.1597444089456834,-1.2779552715655007,0.0,R,False,False,bull,False,,0.875,False,0.0798453050373754,1.0,0.55,0.4499999999999999,0.4635898641401875,1.0,0.6098726114649682,0.875,0.6309628481553767,3,3,100k,True,5,Y,2.0,Y,3.0,Y,3.0,Y,4.0,N,,Y,1.0,N,,N,,N,,N,,Y,N,N,8.3067,-1.278,-0.1597,0.0,-1.278,ORANGE,7.1885,62600.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-14,2025-07-14,099440,스맥,KOSDAQ,특수 목적용 기계 제조업,공작기계 및 산업용로봇제조,1,85.681,3935.0,3945.0,4070.0,37688048.0,148679349360.0,16.71597633136095,-3.071253071253066,10.30059226143574,0.1666666666666666,0.1266666666666666,2025-07-15,3415.0,3320.0,16.71597633136095,1.0355029585798814,15.519765739385072,3.168567807351086,2.8614457831325213,22.590361445783124,1486.7934936,7.634115371762087,6.819011157431766,16.474756421612046,31.68655595426855,55.05856457825645,0.2734087356499233,Q5,Q5,Q5,Q1,-0.8871989860583018,-3.2953105196451227,10.899873257287696,O,False,False,bull,False,,0.8333333333333334,False,0.4925266514795882,1.0,0.55,1.0,1.0,0.7254836173241357,0.8392710892710888,0.8333333333333334,0.7550315640669111,1,1,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,N,,N,,N,N,Y,25.2859,-3.0496,-0.6353,11.1817,-3.0496,ORANGE,5.5909,3935.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-16,2025-07-14,041190,우리기술투자,KOSDAQ,기타 금융업,창업자에 대한 투자 및 융자,5,70.5258,,12120.0,12500.0,16916031.0,205022295720.0,1.59262363788768,-3.0399999999999983,3.7640843328687854,0.3392857142857143,0.4553571428571428,2025-07-15,11890.0,11380.0,1.59262363788768,-0.3352891869237262,1.9343986543313816,3.135313531353145,4.48154657293498,9.841827768014056,2050.2229572,3.781267560105502,3.252097186466233,12.07693730349546,29.094104489535063,51.55367525998791,0.2989008266374031,Q5,Q5,Q5,Q1,-10.64356435643564,-12.458745874587462,-2.8877887788778867,R,False,False,bull,False,,0.6607142857142857,False,0.2448918634921196,1.0,0.55,0.8333333333333334,0.6873192128512069,0.8512715110379563,0.8366666666666666,0.6607142857142857,0.7086846706355722,2,2,100k,True,5,N,,N,,N,,N,,N,,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,N,Y,N,-2.8878,-16.3366,-10.6436,-2.8878,-12.4587,RED,-14.6865,12120.0
D0_STRICT_3D_BELLGUARD_TOP3,D0 3일 넓은풀 -> BellGuard 위험점수 Top3,"active_d0_3d_pool broad rows from D0_NO_PRICE_UPPER, then price<=100000, no future outcome in score",ACTIVE_D0_3D_POOL_STRICT_PRICECAP,2025-07-15,2025-07-14,408900,스튜디오미르,KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업",애니메이션 제작,3,78.1939,4375.0,4530.0,4720.0,18079346.0,81899437380.0,11.71393341553637,-4.02542372881356,4.971307738668971,0.304,0.072,2025-07-15,4140.0,4095.0,11.71393341553637,2.0961775585696563,9.42028985507246,4.194260485651213,1.098901098901095,15.262515262515253,818.9943738,4.379415360557801,3.9910977639971024,8.841902931283041,16.29548809447403,26.377458501883112,0.768478532572046,Q5,Q5,Q5,Q5,-2.3178807947019875,-3.973509933774833,7.726269315673284,O,False,False,bull,False,,0.696,False,0.3993248436574668,1.0,0.55,0.9166666666666666,0.8455267946670628,0.4921339637892184,0.9187853107344632,0.696,0.6981795191586339,3,3,100k,True,5,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,1.0,Y,2.0,N,,N,,N,,N,,Y,N,N,18.1714,-1.9429,1.1429,11.5429,-0.5714,YELLOW,4.4571,4375.0
