signal_days,avg_candidates_per_day,full_3_candidate_day_rate,at_least_1_buyable_100k_day_rate,at_least_1_refined_day_rate,avg_refined_count,avg_comparison_count,d1_plus1_touch_rate,d1_plus1_profit_protect_rate,d1_minus2_touch_rate,h5_plus2_touch_rate,h5_minus2_touch_rate,h5_plus3_touch_rate,h5_minus3_touch_rate,ret_d1_close_avg,ret_d5_close_avg
276,3.0,100.0,100.0,37.68115942028986,0.4420289855072464,0.028985507246376812,74.39613526570048,63.16425120772947,50.96618357487923,84.66183574879227,70.65217391304348,77.05314009661835,60.507246376811594,0.26378917567324606,2.4368654825125584
