scenario,seed,max_holdings,trade_days,no_trade_rate,avg_holding_count,cash_utilization_rate,d1_plus1_profit_protect_success_rate,d1_account_return_avg,d1_loss_day_rate
V2_D0_BASE,100000,1,255,0.0,1.0,20.16778039215686,61.96078431372549,0.1852213019607842,51.76470588235295
V2_D0_BASE,100000,2,255,0.0,1.992156862745098,34.90509803921568,60.03937007874016,0.494072156862745,51.76470588235295
V2_D0_BASE,100000,3,255,0.0,2.9215686274509802,47.93018823529412,59.46308724832215,0.8185553098039215,47.45098039215686
V2_D0_BASE,200000,1,255,0.0,1.0,10.08389019607843,61.96078431372549,0.0926106509803921,51.76470588235295
V2_D0_BASE,200000,2,255,0.0,2.0,18.005539215686277,59.80392156862745,0.25515558823529416,52.156862745098046
V2_D0_BASE,200000,3,255,0.0,2.996078431372549,26.12567254901961,59.29319371727748,0.4724172823529411,47.45098039215686
V2_D0_BASE,300000,1,255,0.0,1.0,6.72259346405229,61.96078431372549,0.06174043398692807,51.76470588235295
V2_D0_BASE,300000,2,255,0.0,2.0,12.003692810457515,59.80392156862745,0.17010372549019606,52.156862745098046
V2_D0_BASE,300000,3,255,0.0,3.0,17.45371633986928,59.34640522875817,0.31526380915032676,47.45098039215686
V2_D0_BASE,500000,1,255,0.0,1.0,4.0335560784313715,61.96078431372549,0.03704426039215684,51.76470588235295
V2_D0_BASE,500000,2,255,0.0,2.0,7.20221568627451,59.80392156862745,0.10206223529411763,52.156862745098046
V2_D0_BASE,500000,3,255,0.0,3.0,10.472229803921568,59.34640522875817,0.18915828549019606,47.45098039215686
V2_D0_BASE,1000000,1,255,0.0,1.0,2.0167780392156858,61.96078431372549,0.01852213019607842,51.76470588235295
V2_D0_BASE,1000000,2,255,0.0,2.0,3.601107843137255,59.80392156862745,0.05103111764705882,52.156862745098046
V2_D0_BASE,1000000,3,255,0.0,3.0,5.236114901960784,59.34640522875817,0.09457914274509803,47.45098039215686
