variant,model_id,source_model_id,threshold_pct,cutoff_label,selected_rows,confirmed_rows,pending_rows,signal_days,confirmed_signal_days,date_min,date_max,confirmed_date_max,pending_latest_signal_date,plus_touch_rate_pct,green_rate_pct,green_yellow_profit_first_rate_pct,success_broad_rate_pct,red_rate_pct,red_fast_fail_rate_pct,gray_rate_pct,day_3_plus_touch_rate_pct,day_2_or_3_plus_touch_rate_pct,avg_ret_d1_close
EOD_D0_BASE_VALUE_TOP3_W10__D1_1500__PLUS_1P3,EOD_D0_BASE_VALUE_TOP3,EOD_D0_BASE_VALUE_TOP3_W10,1.3,D1_1500,846,843,3,282,281,2025-04-02,2026-05-29,2026-05-28,2026-05-29,72.24199288256227,41.16251482799525,61.32858837485172,77.58007117437722,21.70818505338078,14.353499406880191,0.7117437722419928,42.704626334519574,76.86832740213522,0.4353061083758481
