signal_date,top3_count,success_count_broad,success_count_strict,green_count,yellow_count,orange_count,red_count,red_fast_fail_count,red_no_profit_count,gray_count,avg_signal_volume_retention_vs_d0,avg_signal_turnover_retention_vs_d0,avg_signal_vs_d0_high_pct,avg_signal_vs_d0_close_pct,avg_rsi14,avg_risk_count,avg_trading_day_age,avg_d0_range_pct,avg_upper_shadow_ratio,avg_value_vs_20d,avg_d1_return_at_cutoff,avg_ret_d1_close,day_group_broad,day_group_strict,weekday,month,kospi_change_pct_asof,kosdaq_change_pct_asof,nasdaq_change_pct_asof,sp500_change_pct_asof,usdkrw_change_pct_asof,vix_change_pct_asof
2025-06-18,3,1,1,1,0,1,1,1,0,0,63.073056087839355,64.14714275566428,-0.11986175191885569,1.6071305104531735,51.85185185185185,0.0,1.3333333333333333,7.484483031580276,0.33497239475500346,2.6813773102153733,-1.0535043734688314,-1.1993312575652244,DAY_1_SUCCESS,DAY_GREEN1,Wednesday,2025-06,0.7419584449039007,0.5260104428543855,0.128988698889243,-0.0309223898160126,-0.7062658457080762,-6.759263731651577
2025-06-19,3,0,0,0,0,1,2,1,1,0,54.49460111418686,53.9515655784931,-2.522145308822573,-1.2034194126139968,54.354838709677416,0.0,1.3333333333333333,6.397983776833427,0.18115942028985507,2.3926053135509657,-0.8898081105939593,-0.6370349171383386,DAY_0_SUCCESS,DAY_GREEN0,Thursday,2025-06,0.1867309963360153,0.3565336719120626,0.128988698889243,-0.0309223898160126,0.302024439175641,-6.759263731651577
2025-06-20,3,1,1,1,0,0,2,2,0,0,60.082238598855646,62.63865515672833,0.4782573386367413,1.926639202049514,45.370370370370374,0.0,2.0,6.67483262265242,0.18028985507246378,3.3818210020867254,-0.9374199919670515,-1.1246649983988648,DAY_1_SUCCESS,DAY_GREEN1,Friday,2025-06,1.4809889379193697,1.1527009239498565,0.128988698889243,-0.0309223898160126,0.302024439175641,-6.759263731651577
2025-06-23,3,1,1,1,0,2,0,0,0,0,56.84290844552745,56.28846333168516,-3.2876210601713525,-2.220544439214519,56.62393162393162,0.0,2.0,7.9334540623117995,0.25306947854976164,3.4332568815866438,2.717948953022501,3.0447880988098213,DAY_1_SUCCESS,DAY_GREEN1,Monday,2025-06,1.4809889379193697,1.1527009239498565,0.128988698889243,-0.0309223898160126,-0.5498477513198541,-6.759263731651577
2025-06-24,3,2,1,1,1,0,1,1,0,0,59.89601792104531,59.94302142411592,-2.4385054559797967,-1.2778030466845116,32.142857142857146,0.0,2.6666666666666665,8.850894085103429,0.2557036322338137,2.8784593328145873,-2.5743080277874864,-2.612828807955458,DAY_2_SUCCESS,DAY_GREEN1,Tuesday,2025-06,2.9580655969374314,2.056601128964441,1.4342643282527543,1.1121677894565751,-0.5991453367989785,-11.850733184624884
2025-06-25,3,0,0,0,0,0,2,2,0,1,64.6211510333765,65.59282113018301,-4.322784976776906,-1.0722841058809423,53.39105339105339,0.0,3.0,12.468377070165873,0.22840349417201836,5.876579897990008,-2.345558513260376,-2.7107225244063096,DAY_0_SUCCESS,DAY_GREEN0,Wednesday,2025-06,0.1485352682656593,-0.3396052089445933,0.3064402162859192,-0.0003282897091061,0.2400685488040954,-4.118989314700972
2025-06-26,3,2,2,2,0,1,0,0,0,0,61.86043126006405,58.80200657359389,-8.430932300554776,-6.609169974449458,52.77777777777777,0.3333333333333333,3.3333333333333335,5.554404171445548,0.1732036079862167,2.449474286668053,0.2880505312902959,0.250642186903538,DAY_2_SUCCESS,DAY_GREEN2,Thursday,2025-06,-0.9230274270087712,-1.285376028864582,0.9730869074350944,0.8020143922681022,-0.3146577452230237,-1.0143202504316884
2025-06-27,3,1,1,1,0,0,2,1,1,0,46.87791602073556,44.0901373142818,-14.048279336967477,-7.982470818977169,43.91534391534392,1.3333333333333333,4.0,11.33636393783101,0.3853248201074288,4.300064090852598,-3.3008362380522556,-3.791064619355352,DAY_1_SUCCESS,DAY_GREEN1,Friday,2025-06,-0.7669926872670096,-0.8109651627641434,0.523356163330746,0.5219002706390752,-0.3146577452230237,-1.627489181918751
2025-06-30,3,2,1,1,1,1,0,0,0,0,40.2123376834775,37.49035766408808,-16.599290231458337,-10.733331239357318,47.722321251733014,1.6666666666666667,4.333333333333333,11.506623749881866,0.5263504611330698,4.1521133379450825,0.09539349730248725,-0.5552231601989958,DAY_2_SUCCESS,DAY_GREEN1,Monday,2025-06,-0.7669926872670096,-0.8109651627641434,0.523356163330746,0.5219002706390752,-1.1066376256792632,-1.627489181918751
2025-07-01,3,1,0,0,1,1,1,0,1,0,41.563739378883746,39.139863863124354,-18.809400394926712,-7.607490178664445,56.2432915921288,1.3333333333333333,2.3333333333333335,39.01863354037267,0.5700956937799043,1860.9415498141725,-2.8606715790294466,-1.2184712347490005,DAY_1_SUCCESS,DAY_GREEN0,Tuesday,2025-07,0.5843669629195691,0.2776711452335156,-0.8190584754928065,-0.1118461873181875,0.5257693733778268,0.5977309277102272
2025-07-02,3,3,2,2,1,0,0,0,0,0,14.231869490282515,11.866280439967575,-28.34965100924354,-16.869066260014744,38.85683760683761,2.3333333333333335,4.333333333333333,47.007740294185304,0.475003669240027,1865.1456393100364,-1.4954098296267369,-2.515955671977458,DAY_3_SUCCESS,DAY_GREEN2,Wednesday,2025-07,-0.4722217726927047,-0.1914070973751735,0.9416474573687328,0.4745071401949907,-0.061965638578032,-1.128939601419665
2025-07-03,3,2,2,2,0,0,1,1,0,0,66.83512416562236,68.04539062676871,-20.26184354564573,-10.216246612760438,54.65367965367965,2.3333333333333335,3.3333333333333335,38.74289961246483,0.43373205741626797,1860.9039163708292,-4.9451370486387445,-4.881217727396755,DAY_2_SUCCESS,DAY_GREEN2,Thursday,2025-07,1.3401364526220538,1.4267998005548677,1.0198042183813705,0.833892687501403,0.1734637386971771,-1.5625014328040088
2025-07-04,3,2,1,1,1,0,1,1,0,0,26.853019296103792,25.641152566838475,-25.169320244184124,-15.928532007342625,46.230158730158735,2.0,4.0,39.60273974150014,0.40342902711323764,1861.235176476019,-1.7033020416260276,-1.957251105072788,DAY_2_SUCCESS,DAY_GREEN1,Friday,2025-07,-1.989237132854338,-2.2096731498871924,1.0198042183813705,0.833892687501403,0.1734637386971771,-1.5625014328040088
2025-07-07,3,2,1,1,1,0,1,0,1,0,23.634242494732643,21.796610837644977,-26.35891354561954,-17.224124287528074,50.39682539682539,2.0,5.0,39.60273974150014,0.40342902711323764,1861.235176476019,1.7674707857892453,2.5018267734346495,DAY_2_SUCCESS,DAY_GREEN1,Monday,2025-07,-1.989237132854338,-2.2096731498871924,1.0198042183813705,0.833892687501403,0.913228600792837,-1.5625014328040088
2025-07-08,3,1,1,1,0,1,1,0,1,0,24.473789770335557,22.770275123770077,-25.445246475645746,-16.04110590837136,56.94444444444445,2.0,6.0,39.60273974150014,0.40342902711323764,1861.235176476019,5.007108372529885,4.823703833648241,DAY_1_SUCCESS,DAY_GREEN1,Tuesday,2025-07,1.8133859786172213,0.7424915859517434,0.029099787777298,-0.0715893148934498,-0.3157190246173669,-5.508720624795494
2025-07-09,3,1,0,0,1,1,1,0,1,0,26.2237544944325,23.68424878340647,-22.609756824139765,-12.479603916191834,50.20703933747412,1.3333333333333333,7.0,39.60273974150014,0.40342902711323764,1861.235176476019,-1.1569104074902044,-0.9762521162295851,DAY_1_SUCCESS,DAY_GREEN0,Wednesday,2025-07,0.6032199553764883,0.7803733550953762,0.9446353936584996,0.60621442064277,0.1970371451506913,-5.175490262933858
2025-07-10,3,2,2,2,0,1,0,0,0,0,16.62190414641643,15.482614294377056,-18.001736421913865,-13.060888561444736,55.55555555555555,1.3333333333333333,7.666666666666667,36.03337586772864,0.16889619883040938,1860.6009241444829,0.7410421257679137,0.7544846488828102,DAY_2_SUCCESS,DAY_GREEN2,Thursday,2025-07,1.579263116914631,0.9286907232147312,0.0937348081201827,0.274617371784025,-0.0262199563000664,-1.0037631845926431
2025-07-11,3,2,1,1,1,0,1,0,1,0,61.50377725401176,59.90366277806094,-15.657033971273146,-10.867457697177427,28.787878787878793,1.3333333333333333,4.333333333333333,32.66700391749087,0.23112910481331536,1858.8957657200451,1.4278416593231444,1.6227374097744478,DAY_2_SUCCESS,DAY_GREEN1,Friday,2025-07,-0.2343531570134782,0.3472483389745484,-0.2187520903354611,-0.3297529161876644,-0.0262199563000664,3.929023422374556
2025-07-14,3,3,2,2,1,0,0,0,0,0,48.077014183629785,44.80722627169936,-15.711131876374639,-10.708257984873462,55.36492374727669,1.0,5.0,33.09696250872721,0.18946243814664868,1858.980247958393,2.197567101958157,2.712675705650025,DAY_3_SUCCESS,DAY_GREEN2,Monday,2025-07,-0.2343531570134782,0.3472483389745484,-0.2187520903354611,-0.3297529161876644,0.2786303576481908,3.929023422374556
2025-07-15,3,2,2,2,0,1,0,0,0,0,66.66052694227709,65.59520739272831,-5.698722703972526,-4.974602397047934,45.46087440824283,0.3333333333333333,4.0,12.549613335423837,0.08563593446264926,4.206881271801337,1.1917412242383592,1.6009473473446796,DAY_2_SUCCESS,DAY_GREEN2,Tuesday,2025-07,0.4137999956277838,1.690080938739258,0.1815377951805974,-0.3956251515499609,0.321271191959549,1.0465022665288926
2025-07-16,3,3,3,3,0,0,0,0,0,0,76.68621960649743,73.88321353635688,-4.516295545994557,-3.9210438174944446,53.5968660968661,0.0,2.6666666666666665,12.870448616491672,0.04539376922048402,4.291632354211818,1.3184267156149805,1.4970839046258064,DAY_3_SUCCESS,DAY_GREEN3,Wednesday,2025-07,-0.898833072080818,-0.0799626021060873,0.2548143419512927,0.3193588478737075,-0.110353781239858,-1.2658188951534366
2025-07-17,3,3,3,3,0,0,0,0,0,0,70.66570234644534,71.43163356772813,-3.1304027136161245,-1.125499408618802,40.449082858950035,0.0,1.3333333333333333,11.949229290100176,0.09902370990237098,20.958109980882224,4.828589059663731,4.177091667245336,DAY_3_SUCCESS,DAY_GREEN3,Thursday,2025-07,0.1854769362097386,0.7436317299287065,0.7484627715022674,0.5373820585277134,0.4808942032752616,-3.7296002059402977
2025-07-18,3,3,3,3,0,0,0,0,0,0,47.082969990098796,48.268576476221405,0.2505579305483008,2.5355847224384402,45.22222222222222,0.0,2.0,12.346246086207445,0.11291259879125988,21.27440129335977,3.301589138589519,3.7853408433381994,DAY_3_SUCCESS,DAY_GREEN3,Friday,2025-07,-0.1321935037230215,0.2933017219255207,0.0478797643358008,-0.0090514120202667,0.4808942032752616,-0.6658632403358511
2025-07-21,3,1,1,1,0,0,2,2,0,0,52.58672824120966,53.91213848823866,-4.273849877545869,-1.5030998286855575,55.53613053613054,1.0,4.0,9.057851934723882,0.33202614379084966,1.1818937869275628,-1.033322159849914,-1.716687175870187,DAY_1_SUCCESS,DAY_GREEN1,Monday,2025-07,-0.1321935037230215,0.2933017219255207,0.0478797643358008,-0.0090514120202667,-0.6292383698771054,-0.6658632403358511
2025-07-22,3,2,2,2,0,0,1,0,1,0,74.77224007784973,70.98541655230292,-6.5179426739768545,-4.36677077562746,48.214285714285715,0.3333333333333333,1.0,6.568909184332321,0.37970688917415485,2.0426040292311867,1.3089645816931987,1.2003106023318184,DAY_2_SUCCESS,DAY_GREEN2,Tuesday,2025-07,-1.2728875268234408,-1.0612274702138325,-0.3885253201793892,0.0637528546054255,-0.1476313846955457,-0.900898630432001
2025-07-23,3,1,1,1,0,1,1,0,1,0,45.46001586893595,44.06677540123644,-5.301392698347466,-3.1158622175049353,50.13227513227513,0.0,2.0,6.568909184332321,0.37970688917415485,2.0426040292311867,0.8059349095763668,0.8269404627948044,DAY_1_SUCCESS,DAY_GREEN1,Wednesday,2025-07,0.4362858603002006,0.0725734036926217,0.6094476106236257,0.7811880905664648,-0.4392004522460024,-6.848485542066173
2025-07-24,3,2,2,2,0,0,1,0,1,0,57.33680732506381,55.92747294102199,-3.956575902793613,-2.497666853709372,46.418151237428354,0.0,1.6666666666666667,7.019640503043867,0.15354675661439973,2.1447612807951986,-0.49877456004329873,0.18030239717689764,DAY_2_SUCCESS,DAY_GREEN2,Thursday,2025-07,0.2098141511478468,-0.4511037907468318,0.1804945951526138,0.0698232873244109,-0.125207465859134,0.1301265966986875
2025-07-25,3,2,2,2,0,0,1,1,0,0,34.45552193267067,33.443213238534376,-4.436535630064356,-2.9901084014579986,26.573426573426573,0.0,2.6666666666666665,7.019640503043867,0.15354675661439973,2.1447612807951986,3.6317050396440025,3.8853824892520463,DAY_2_SUCCESS,DAY_GREEN2,Friday,2025-07,0.17552382892696,-0.3630122609243114,0.239149471268818,0.3974321701619487,-0.125207465859134,-2.9889540473373333
2025-07-28,3,1,1,1,0,2,0,0,0,0,83.5252667840741,85.51397927872682,-2.3175944728000073,-0.5444032297314086,46.401515151515156,0.0,4.333333333333333,6.597035483645061,0.19220688917415488,1.9990443737324097,1.1004700620015202,1.2559267553107212,DAY_1_SUCCESS,DAY_GREEN1,Monday,2025-07,0.17552382892696,-0.3630122609243114,0.239149471268818,0.3974321701619487,0.39847264206887,-2.9889540473373333
2025-07-29,3,1,1,1,0,0,2,2,0,0,45.92579447745115,45.24350963557499,-3.2125511709765444,-1.49318903343952,49.43019943019943,0.0,4.333333333333333,7.362559977983119,0.17137355584082156,2.4064656567139253,-4.201826113712588,-4.667018419810295,DAY_1_SUCCESS,DAY_GREEN1,Tuesday,2025-07,0.6558613125950297,0.006215813028354,-0.3791094587078158,-0.2959417944620957,0.0410577040820037,6.32069079270261
2025-07-30,3,1,1,1,0,0,2,2,0,0,74.15307607163099,70.3843486301141,-7.331824964282951,-5.760041808623353,42.06349206349207,0.6666666666666666,5.0,6.744250638743547,0.17137355584082156,2.2406794506856125,-2.1979347066508654,-1.6971299756597353,DAY_1_SUCCESS,DAY_GREEN1,Wednesday,2025-07,0.7398075262260217,-0.0969606563490654,0.1487324328180106,-0.1249438851269713,0.2635254813300181,-3.128911228554565
2025-07-31,3,1,0,0,1,0,2,2,0,0,58.703168655044806,54.42597463648925,-10.59986326481358,-8.717296942101582,44.583333333333336,1.0,5.666666666666667,7.238903338745743,0.28965312573329466,2.349720047921704,-3.3747140705563132,-3.688459640468866,DAY_1_SUCCESS,DAY_GREEN0,Thursday,2025-07,-0.2774645333955994,0.1953538143765643,-0.0341699610074242,-0.369485611906506,-0.0725303765834572,8.01033467562382
2025-08-01,3,2,2,2,0,0,1,0,1,0,56.16539839847522,52.09622511662659,-12.93665003676246,-10.577809612130883,38.888888888888886,1.0,4.0,6.95829845051786,0.40588119590873334,2.3933128708850515,1.9219292848162632,1.7910257193092842,DAY_2_SUCCESS,DAY_GREEN2,Friday,2025-08,-3.883294715046348,-4.029854453330694,-2.2361042398017283,-1.599207494727417,-0.0725303765834572,21.889952139464608
2025-08-04,3,3,3,3,0,0,0,0,0,0,39.79590946343908,37.97947181201493,-11.173597127200525,-8.780904016736583,54.385964912280706,1.0,5.0,6.95829845051786,0.40588119590873334,2.3933128708850515,0.24127336548206424,0.33622671058535225,DAY_3_SUCCESS,DAY_GREEN3,Monday,2025-08,-3.883294715046348,-4.029854453330694,-2.2361042398017283,-1.599207494727417,-0.4740393330360248,21.889952139464608
2025-08-05,3,2,2,2,0,0,1,1,0,0,42.93014907592834,42.7271403866098,-7.02216719963834,-3.8342373925673634,39.81481481481482,0.6666666666666666,3.6666666666666665,8.824703971225626,0.39957264957264954,1.785182472500581,0.8080897555108472,0.7388550991243803,DAY_2_SUCCESS,DAY_GREEN2,Tuesday,2025-08,1.5963783654991737,1.8544499145473736,-0.6508631786138142,-0.4857865951336082,0.2161044818190349,1.8835611591540904
2025-08-06,3,3,3,3,0,0,0,0,0,0,52.42564487548202,52.05703299805939,-6.926494706369742,-3.19052450466134,35.357142857142854,0.6666666666666666,4.333333333333333,8.957734071113066,0.38105413105413105,1.7798272160686714,0.9554841947289913,1.1643748862750398,DAY_3_SUCCESS,DAY_GREEN3,Wednesday,2025-08,0.0043777360850594,0.6123215627347856,1.208946982174397,0.7281888623775545,-0.1579425637179166,-6.050419611347535
2025-08-07,3,2,2,2,0,0,1,1,0,0,70.55917927469835,71.01763090882456,-0.8656435936616247,0.7268475337953532,58.399470899470906,0.0,2.6666666666666665,5.421336161626471,0.24789562289562292,2.0014730703245136,-0.9351335411220981,-0.5129657573842353,DAY_2_SUCCESS,DAY_GREEN2,Thursday,2025-08,0.9236618784668638,0.2887403701352875,0.3461596963922675,-0.0797470788298393,0.0418957085792204,-1.192610360644697
2025-08-08,3,2,2,2,0,0,1,0,1,0,72.69932144567599,73.33231926202173,-0.1615079699755421,0.6795969555440188,50.297619047619044,0.0,2.6666666666666665,5.899325522508433,0.1762820512820513,2.3729401414399747,1.947340939820304,1.7918692800862779,DAY_2_SUCCESS,DAY_GREEN2,Friday,2025-08,-0.5474520398552452,0.4293816160137131,0.975958799964216,0.7799684542586727,0.0418957085792204,-8.569704903117747
2025-08-11,3,2,1,1,1,0,1,1,0,0,63.55209630331569,65.62941959753475,1.1231871015951393,2.0284005199856554,44.285714285714285,0.0,3.3333333333333335,6.079122145335304,0.24264705882352944,2.497836482838419,-2.306416767319064,-2.2466698879125744,DAY_2_SUCCESS,DAY_GREEN1,Monday,2025-08,-0.5474520398552452,0.4293816160137131,0.975958799964216,0.7799684542586727,0.1426708266981879,-8.569704903117747
2025-08-12,3,2,1,1,1,0,1,0,1,0,56.153036426435165,54.34068579917082,-2.7525460860184072,-2.208541442557291,56.581196581196586,0.0,2.0,6.10367500007684,0.17647058823529413,2.6322367001544547,0.6622314743333154,0.8376086645175121,DAY_2_SUCCESS,DAY_GREEN1,Tuesday,2025-08,-0.5257626833230944,-0.5739976596661922,1.386459921254679,1.1345503612643082,-0.4820872218104899,-9.353848970853363
2025-08-13,3,1,1,1,0,0,2,1,1,0,38.731976861181245,38.50835456654855,-2.123162722818724,-1.2453890400691596,52.42165242165242,0.0,2.3333333333333335,5.911636507499433,0.39215686274509803,2.5179631865210683,0.27020890955088045,0.008312694038100274,DAY_1_SUCCESS,DAY_GREEN1,Wednesday,2025-08,1.0802812618537772,0.8560561949479073,0.1440833137317243,0.3230030283473128,-0.311621080334612,-1.6293263990266649
2025-08-14,3,1,1,1,0,0,2,1,1,0,39.80443090836198,39.28282838749431,-1.7008725942596614,-1.3380294566521345,66.66666666666667,0.3333333333333333,3.0,5.6289636633969495,0.15406162464985995,2.4631475985830105,-0.5309628930925273,-0.8993511229691276,DAY_1_SUCCESS,DAY_GREEN1,Thursday,2025-08,0.0400078154802363,0.1424886377594747,-0.011375600212593,0.0303096845627903,0.6592784925803841,2.346446914827349
2025-08-18,3,1,0,0,1,0,2,1,1,0,41.35367237386537,40.360778089941704,-2.203790449439839,-1.8448963764762312,47.77777777777777,0.0,4.0,5.6289636633969495,0.15406162464985995,2.4631475985830105,-3.205497005414355,-3.1309943609897366,DAY_1_SUCCESS,DAY_GREEN0,Monday,2025-08,0.0400078154802363,0.1424886377594747,-0.4039027814433993,-0.2897098881664117,-0.0770904479891587,1.7532045193487722
2025-08-19,3,0,0,0,0,1,2,1,1,0,58.47022662498019,54.03253249233733,-5.222201868474078,-4.886053570729491,39.285714285714285,0.6666666666666666,5.0,5.6289636633969495,0.15406162464985995,2.4631475985830105,-0.40018193133081564,-0.8184990255948469,DAY_0_SUCCESS,DAY_GREEN0,Tuesday,2025-08,-0.8094974317655379,-1.2643318087839028,-1.4554939789003796,-0.5858136343549147,0.3194151026382208,3.8692457142232017
2025-08-20,3,3,2,2,1,0,0,0,0,0,124.30437292416269,111.99091461093705,-5.4970705141066025,-5.166737682804797,62.638888888888886,0.6666666666666666,6.0,5.6289636633969495,0.15406162464985995,2.4631475985830105,1.7059496242748864,1.3001613391401157,DAY_3_SUCCESS,DAY_GREEN2,Wednesday,2025-08,-0.6812499206741984,-1.313518452713336,-0.6666213150863576,-0.243161757939414,0.4003334914542966,0.7707121895382585
2025-08-21,3,1,1,1,0,0,2,0,2,0,92.26290140124657,87.12221764861859,-3.4964728278757735,-3.1474949266607286,60.909090909090914,0.3333333333333333,5.666666666666667,5.926565893530118,0.110105580693816,2.58271179473004,0.04541799639839287,0.14639120463756372,DAY_1_SUCCESS,DAY_GREEN1,Thursday,2025-08,0.3721937707861222,-0.0475816926222671,-0.3426556450096929,-0.400420277120217,0.193283747700268,5.799877791100583
2025-08-22,3,2,2,2,0,0,1,0,1,0,30.171483839931614,30.411673618202467,-0.9100756492143924,0.6557037241760488,46.63299663299663,0.0,4.0,7.769029721976588,0.20092475830180748,2.7812951175220255,2.5928653873734926,2.709742432721788,DAY_2_SUCCESS,DAY_GREEN2,Friday,2025-08,0.8590780904848883,0.6780402449693801,1.87783970946398,1.518640789806236,0.193283747700268,-14.337349757519693
2025-08-25,3,1,1,1,0,0,2,1,1,0,33.36115004236694,34.33532867069521,-3.1709788284678964,-1.5470588782713979,63.96103896103896,1.0,3.6666666666666665,11.702390484155638,0.20092475830180748,7.446722636553254,-1.0088796415891002,-1.299798254641012,DAY_1_SUCCESS,DAY_GREEN1,Monday,2025-08,0.8590780904848883,0.6780402449693801,1.87783970946398,1.518640789806236,0.4454439615587446,-14.337349757519693
2025-08-26,3,1,1,1,0,0,2,0,2,0,49.62301365316463,49.269991059089186,-4.271663537263511,-3.160072384319483,38.19444444444445,0.6666666666666666,4.0,11.464190747492031,0.14002732240437157,7.288974470813678,0.026482641176284183,-0.0809195672876295,DAY_1_SUCCESS,DAY_GREEN1,Tuesday,2025-08,-0.9501972048625128,0.4561289190747164,0.4428118599729913,0.4133976879546308,0.3527590799467406,-1.1494258061691465
2025-08-27,3,1,1,1,0,0,2,0,2,0,40.238031070605615,39.87659952415844,-4.235355454276546,-3.119335349693771,55.26695526695526,0.6666666666666666,5.0,11.464190747492031,0.14002732240437157,7.288974470813678,-0.1749197596243516,-0.26026655611431176,DAY_1_SUCCESS,DAY_GREEN1,Wednesday,2025-08,0.2453323939409113,0.0074844697253162,0.2129104397596171,0.2390990327779008,-0.0860863015172741,1.5731908188168386
2025-08-28,3,1,1,1,0,0,2,1,1,0,35.225576677865426,34.890426637225886,-4.041705922392013,-2.932615883816839,44.285714285714285,0.6666666666666666,5.333333333333333,11.61391430372917,0.18926974664679583,7.300044151420033,-0.767299228213647,-0.5918343780491386,DAY_1_SUCCESS,DAY_GREEN1,Thursday,2025-08,0.2874032053615138,-0.4103677094247415,0.5327431873994426,0.3156725398833604,-0.5988152934841118,-2.8282832693932947
2025-08-29,3,2,0,0,2,0,1,1,0,0,42.292988841643094,41.74064648316051,-2.3445575143948774,-1.2541622261445395,38.095238095238095,0.0,3.3333333333333335,6.173486711047449,0.18926974664679583,1.8411286799000333,-2.959836297047221,-3.0438468388519566,DAY_2_SUCCESS,DAY_GREEN0,Friday,2025-08,-0.3225584422085426,-0.1903736082061069,-1.1500030407516015,-0.6398169139292365,-0.5988152934841118,6.44490181450581
2025-09-01,3,3,3,3,0,0,0,0,0,0,48.14752860331915,46.51014243770239,-5.055513794799867,-3.7654522267147787,53.703703703703695,0.0,3.6666666666666665,6.030768361564945,0.2650273224043716,1.8929048592449262,1.5244871773052078,1.4998141948914097,DAY_3_SUCCESS,DAY_GREEN3,Monday,2025-09,-0.3225584422085426,-0.1903736082061069,-1.1500030407516015,-0.6398169139292365,0.2952103914057868,6.44490181450581
2025-09-02,3,2,1,1,1,0,1,0,1,0,78.86596577762306,77.98202216902985,-4.043519167044429,-1.329507412721187,49.91373360938579,0.0,3.6666666666666665,9.286734616690273,0.368176073761592,2.6011227240394716,4.362618831050905,5.308061031758034,DAY_2_SUCCESS,DAY_GREEN1,Tuesday,2025-09,0.9360692093046908,1.146496815286624,-1.1500030407516015,-0.6398169139292365,0.1170186799144268,6.44490181450581
2025-09-03,3,2,1,1,1,0,1,0,1,0,84.27067089373386,88.31441309338781,0.5708547034538344,3.2631471611387646,39.11111111111111,0.0,4.0,9.739934099231691,0.279940779643945,2.5987419817547504,1.9078926811818924,2.6185486923545978,DAY_2_SUCCESS,DAY_GREEN1,Wednesday,2025-09,0.380475042161188,0.3539042821158578,1.024923835611791,0.5100116280157385,-0.3542310532995696,-4.775769896217796
2025-09-04,3,1,1,1,0,0,2,0,2,0,59.209280113268,59.823361380288425,-0.3578067156214189,1.4982541420447564,56.56565656565656,0.0,4.0,9.96247729318865,0.15583192010552102,2.7534801120168435,3.430923927677506,4.374845516760387,DAY_1_SUCCESS,DAY_GREEN1,Thursday,2025-09,0.515321471413932,1.0805587279276052,0.9766612567931654,0.834643764364329,0.1748666911336016,-6.422019365362708
2025-09-05,3,2,2,2,0,0,1,0,1,0,75.72832707624514,79.6023441385845,1.7173961263201478,1.7927150747161482,42.38095238095238,0.0,3.0,6.114561766735683,0.006944444444444444,1.981207978201894,3.5042949217411654,3.4254448678029554,DAY_2_SUCCESS,DAY_GREEN2,Friday,2025-09,0.1340277365558195,0.7424697673263703,-0.0336286357507376,-0.3165141001033489,0.1748666911336016,-0.7843129677328475
2025-09-08,3,2,2,2,0,0,1,1,0,0,51.34262563261652,52.633328181482455,0.7452051712893649,0.8738261796780723,54.31372549019608,0.0,3.6666666666666665,8.104077173972605,0.008333333333333333,2.3414588919392263,-2.0243039578726827,-1.897721322211143,DAY_2_SUCCESS,DAY_GREEN2,Monday,2025-09,0.1340277365558195,0.7424697673263703,-0.0336286357507376,-0.3165141001033489,0.0151568736421969,-0.7843129677328475
2025-09-09,3,3,2,2,1,0,0,0,0,0,64.86584279822192,63.378545631098994,-4.252322521838488,-3.1230143855454044,51.58730158730159,0.0,4.333333333333333,5.672893730130935,0.13836477987421383,2.0269829873012974,8.5135644471856,8.589203265404015,DAY_3_SUCCESS,DAY_GREEN2,Tuesday,2025-09,1.2566817514031214,0.759833862692405,0.3706184313743588,0.268815962679847,0.1104119158271466,-0.4632673488730754
2025-09-10,3,1,0,0,1,0,2,1,1,0,125.08921384743219,134.65786082716525,4.886326736430354,6.253929250106379,50.08417508417508,0.0,1.3333333333333333,10.668888073951358,0.13836477987421383,5.73326489673,-0.012412708769515834,0.3641228123488512,DAY_1_SUCCESS,DAY_GREEN0,Wednesday,2025-09,1.6711400131899756,0.9917315293033636,0.030028122227721,0.2983442890024168,-0.0036042530185631,2.061173007998507
2025-09-11,3,2,1,1,1,0,1,1,0,0,38.975661716238285,39.102576156535484,-1.8673302513092551,0.301884400590761,51.59188034188034,0.0,1.0,13.980763452919794,0.2045376121463078,3.9470092448378935,-0.8799309040132819,-0.1687672458031697,DAY_2_SUCCESS,DAY_GREEN1,Thursday,2025-09,0.8951495385469244,0.2112845138055208,0.7173972839332299,0.8485863528086224,0.1658016147635388,-4.169383240506974
