signal_date,top3_count,success_count_broad,success_count_strict,green_count,yellow_count,orange_count,red_count,red_fast_fail_count,red_no_profit_count,gray_count,avg_signal_volume_retention_vs_d0,avg_signal_turnover_retention_vs_d0,avg_signal_vs_d0_high_pct,avg_signal_vs_d0_close_pct,avg_rsi14,avg_risk_count,avg_trading_day_age,avg_d0_range_pct,avg_upper_shadow_ratio,avg_value_vs_20d,avg_d1_return_at_cutoff,avg_ret_d1_close,day_group_broad,day_group_strict,weekday,month,kospi_change_pct_asof,kosdaq_change_pct_asof,nasdaq_change_pct_asof,sp500_change_pct_asof,usdkrw_change_pct_asof,vix_change_pct_asof
2025-04-16,3,2,0,0,2,0,1,0,1,0,37.480597925318655,36.45140590518266,-7.8586340516832145,-4.816812488892334,42.44196349459508,0.6666666666666666,3.6666666666666665,21.349195323522235,0.28037955310682583,24.291244084752538,-5.1275230250802055,-5.4790770186849675,DAY_2_SUCCESS,DAY_GREEN0,Wednesday,2025-04,-1.2101347778526783,-1.7993594785930878,-3.067257835473325,-2.240842896400164,-0.8962733528612099,8.366528818726216
2025-04-17,3,1,1,1,0,1,1,0,1,0,34.47879549861073,31.919442931387568,-12.179601705761849,-9.506837037716231,55.0,1.0,4.666666666666667,21.349195323522235,0.28037955310682583,24.291244084752538,8.261246402121536,9.265341406216535,DAY_1_SUCCESS,DAY_GREEN1,Thursday,2025-04,0.9389441168899726,1.8080130451574083,-0.1269994284719078,0.1326838144701136,-0.8962733528612099,-9.160538685752597
2025-04-18,3,2,2,2,0,0,1,0,1,0,21.611034515416165,21.394437490197166,-5.768998067516417,-2.580507441353834,43.58974358974359,0.0,4.666666666666667,21.30085755100571,0.21556473829201103,24.277574734861133,10.387506653066817,10.602006867567033,DAY_2_SUCCESS,DAY_GREEN2,Friday,2025-04,0.5266332309211919,0.8458025992272633,-0.1269994284719078,0.1326838144701136,-0.8962733528612099,-9.160538685752597
2025-04-21,3,1,1,1,0,0,1,0,1,1,21.175691596327365,21.78518347027783,3.746340765412974,7.851197110588555,58.65800865800866,0.6666666666666666,5.666666666666667,21.30085755100571,0.21556473829201103,24.277574734861133,1.2373909972064057,0.8605544062128693,DAY_1_SUCCESS,DAY_GREEN1,Monday,2025-04,0.5266332309211919,0.8458025992272633,-0.1269994284719078,0.1326838144701136,-0.8962733528612099,-9.160538685752597
2025-04-22,3,3,2,2,1,0,0,0,0,0,37.32644175201484,36.556604315325096,-7.265634779133241,-3.504746075281521,51.388888888888886,0.0,4.333333333333333,21.108091685725228,0.25299401197604793,0.9699805570300826,-1.677205564591285,-2.0158293775450935,DAY_3_SUCCESS,DAY_GREEN2,Tuesday,2025-04,-0.0715313331350886,0.0936473548116545,2.706336754689409,2.511728897677501,0.5331870234377201,-9.609698490025051
2025-04-23,3,0,0,0,0,1,2,1,1,0,39.82855467914863,40.143319734888024,-3.4047821365781807,-0.1647259269384138,44.675925925925924,0.3333333333333333,7.666666666666667,21.30085755100571,0.21556473829201103,24.277574734861133,-2.160335343140192,-1.8433714949394424,DAY_0_SUCCESS,DAY_GREEN0,Wednesday,2025-04,1.5651642376862007,1.39082835279003,2.500733109944409,1.6661119264111734,-0.1938120093477602,-6.93490007539549
2025-04-24,3,2,1,1,1,1,0,0,0,0,32.23978863615012,31.626049070170595,-10.080911700060538,-6.4265246490864145,53.90749601275917,1.0,5.0,20.979155409999958,0.2252162341982701,1.0482369976843449,-2.3815734395051726,-2.335687400694127,DAY_2_SUCCESS,DAY_GREEN1,Thursday,2025-04,-0.1278924278179882,0.0,2.7411337648618472,2.025908412793509,0.2530758175891101,-6.959583115949242
2025-04-25,3,1,0,0,1,0,2,1,1,0,35.950708081359885,35.32041632023836,-13.820077258159449,-8.814397906408326,53.80964820619994,1.3333333333333333,4.0,17.711272571026743,0.3140320236719543,3.628330484399539,-6.338822914114498,-5.7927442599271695,DAY_1_SUCCESS,DAY_GREEN0,Friday,2025-04,0.9503118148695976,0.4971903922432741,1.263541271021151,0.7373144179245283,0.2530758175891101,-6.157911609556566
2025-04-28,3,2,2,2,0,1,0,0,0,0,30.4205363150587,28.468470238186157,-18.855612702108346,-14.339418303777933,49.94916485112564,2.0,5.0,17.711272571026743,0.3140320236719543,3.628330484399539,0.0484297547541536,-0.5932530330745921,DAY_2_SUCCESS,DAY_GREEN2,Monday,2025-04,0.9503118148695976,0.4971903922432741,1.263541271021151,0.7373144179245283,-0.102966549785699,-6.157911609556566
2025-04-29,3,1,1,1,0,0,2,1,1,0,39.616570843756506,38.42693456280441,-13.32295165123614,-9.058326653561698,50.01221001221001,0.6666666666666666,4.0,12.19851430377746,0.43173797332870495,1.9431610198903062,7.063060301400074,5.960597350920911,DAY_1_SUCCESS,DAY_GREEN1,Tuesday,2025-04,0.6497022198159064,0.9799696973909366,0.5481359404772235,0.580239656341841,-0.3287182772933716,-3.896618517299222
2025-04-30,3,1,1,1,0,0,2,2,0,0,69.81456561463213,66.54142260586009,-9.067651767153805,-4.138910248042571,69.97150997150997,1.0,5.0,12.19851430377746,0.43173797332870495,1.9431610198903062,-6.548671164218486,-6.4985270026603,DAY_1_SUCCESS,DAY_GREEN1,Wednesday,2025-04,-0.34341355411589,-1.2691682955703,-0.0857896195705643,0.1479994892848779,-0.5177618155901564,2.192803826944689
2025-05-02,3,3,2,2,1,0,0,0,0,0,69.6830253325257,67.9619990227373,-8.372242398452483,-2.3137255159822345,34.82142857142856,0.0,3.3333333333333335,13.496759917812545,0.45023797121875986,2.2041441141103744,-1.4432620491407662,-1.4547807225515113,DAY_3_SUCCESS,DAY_GREEN2,Friday,2025-05,-0.34341355411589,-1.2691682955703,1.5075033567202525,1.4726612825518126,0.7971905179982475,-7.804878237889012
2025-05-07,3,2,2,2,0,0,1,0,1,0,47.75078799790969,46.566291878372105,-9.543050073341453,-3.770934762604583,48.547008547008545,1.0,4.333333333333333,13.496759917812545,0.45023797121875986,2.2041441141103744,0.7716374397151856,0.6941701242504891,DAY_2_SUCCESS,DAY_GREEN2,Wednesday,2025-05,-0.34341355411589,-1.2691682955703,0.2741714651383953,0.4346422539330818,1.6380921899663117,-4.886918338594604
2025-05-08,3,1,1,1,0,0,2,1,1,0,30.136663238760196,29.79078556383419,-8.300435398312635,-2.4042361317676826,46.65300546448088,0.0,3.0,13.566111036887428,0.5851586061393949,2.4417674568491536,-2.0515516868023997,-1.4816133984337896,DAY_1_SUCCESS,DAY_GREEN1,Thursday,2025-05,0.2206853679384446,0.9380058383254396,1.071024277602639,0.5799747126763233,0.4694802081171456,-4.543523267467309
2025-05-09,3,3,2,2,1,0,0,0,0,0,26.688258745267508,25.940185419849797,-13.673753270635473,-5.259113323491005,44.60432094239558,1.3333333333333333,2.3333333333333335,23.18922856769436,0.541137986779631,2.7631089783909246,4.057655886854971,5.2397849760369315,DAY_3_SUCCESS,DAY_GREEN2,Friday,2025-05,-0.0856761827965346,-0.9690374045696948,0.004350702303757,-0.0711518836710833,0.4694802081171456,-2.580070887529695
2025-05-12,3,3,2,2,1,0,0,0,0,0,38.773851234941986,40.31071544484783,-10.042939602727504,-1.302243774346775,58.25396825396825,1.3333333333333333,3.3333333333333335,23.18922856769436,0.541137986779631,2.7631089783909246,-1.260793325793171,-1.8679583821336905,DAY_3_SUCCESS,DAY_GREEN2,Monday,2025-05,-0.0856761827965346,-0.9690374045696948,0.004350702303757,-0.0711518836710833,1.4951582961216126,-2.580070887529695
2025-05-13,3,1,1,1,0,1,1,1,0,0,34.36070738319743,33.801866502400905,-12.786837779546579,-4.439710221228466,38.60674413305992,1.0,3.3333333333333335,24.335274664016698,0.35066179630344047,2.816125433467297,-3.6978645365573044,-2.7910379551682296,DAY_1_SUCCESS,DAY_GREEN1,Tuesday,2025-05,0.0418052183651429,0.8933002481389618,1.612917019895943,0.7248224304822415,-0.0021185991822214,-0.9244158887228848
2025-05-14,3,2,2,2,0,1,0,0,0,0,30.406606269633233,29.359206631914603,-15.973677221109895,-8.119570502617709,37.928233738881055,2.0,4.333333333333333,24.335274664016698,0.35066179630344047,2.816125433467297,3.804738467104533,4.603718381464998,DAY_2_SUCCESS,DAY_GREEN2,Wednesday,2025-05,1.232546905789711,0.9796687981636244,0.7191970159005079,0.1024369112638146,-0.6122881355932308,2.195398139152105
2025-05-15,3,1,1,1,0,1,1,0,1,0,56.022819212711816,56.16427857883327,-2.4377061396468336,0.04617175240862285,47.595959595959606,0.0,1.0,10.795581541356581,0.28715994755817764,1.8390677706914635,2.3218008543871647,2.6278966091110836,DAY_1_SUCCESS,DAY_GREEN1,Thursday,2025-05,-0.7274944424877972,-0.7874974629591969,-0.1801344453723707,0.4132315556174104,-0.7325929241897788,-4.242754457146781
2025-05-16,3,1,0,0,1,0,2,2,0,0,47.73663273573012,47.01987194008634,-3.6862528129920604,-1.3540696357988604,46.13756613756613,0.0,1.6666666666666667,18.69945796796028,0.24549328089151098,1.0529624651265685,-5.207258086910816,-5.527634845558397,DAY_1_SUCCESS,DAY_GREEN0,Friday,2025-05,0.2101962340159247,-1.1128840882124291,0.5168393999263277,0.7005322016653937,-0.7325929241897788,-3.309030595134499
2025-05-19,3,2,2,2,0,1,0,0,0,0,46.72680260337157,45.7318721909875,-3.6157770403120253,-2.900390356836354,56.94423223834989,0.0,2.0,12.730562691996447,0.20077972709551659,2.0050980630292323,0.6339745233820601,0.772791262198802,DAY_2_SUCCESS,DAY_GREEN2,Monday,2025-05,0.2101962340159247,-1.1128840882124291,0.5168393999263277,0.7005322016653937,-0.685200946979192,-3.309030595134499
2025-05-20,3,2,2,2,0,0,1,0,1,0,56.067444913621266,56.80542327933395,-2.867017013585771,-2.1194802653239737,39.993502274204026,0.3333333333333333,3.0,12.730562691996447,0.20077972709551659,2.0050980630292323,3.131241796496035,3.1370787030358707,DAY_2_SUCCESS,DAY_GREEN2,Tuesday,2025-05,-0.0622258413932375,0.2521891418563848,-0.3786013970001223,-0.3880206586625578,0.3010334521623248,-0.275629761537266
2025-05-21,3,1,1,1,0,1,1,1,0,0,61.67238896042222,62.049507956023604,-2.3516996137813213,-1.9776796330690918,52.32426303854876,0.0,3.3333333333333335,12.615194281190602,0.15944758317639673,1.734216661307102,-0.958549379633078,-1.1197025144611035,DAY_1_SUCCESS,DAY_GREEN1,Wednesday,2025-05,0.9139826274117802,1.1278037872964886,-1.4108242772313817,-1.6135114115741978,-1.3548929081731664,15.36761007847649
2025-05-22,3,2,1,1,1,0,1,0,1,0,58.704693064236075,56.298691461353876,-5.08397389107748,-4.643212331441386,52.72213662044171,0.0,4.0,11.729145978152927,0.17845117845117844,1.809178897921249,-0.40671888296658726,-1.610077964844499,DAY_2_SUCCESS,DAY_GREEN1,Thursday,2025-05,-1.2153505130295006,-0.8222547746054576,0.2813596825881337,-0.0444854318765397,0.5444513997059364,-2.827025054444432
2025-05-23,3,1,0,0,1,1,1,0,1,0,63.33401125903787,62.12771497120579,-5.351897330301791,-4.901061552549298,36.583333333333336,0.6666666666666666,5.0,11.729145978152927,0.17845117845117844,1.809178897921249,-0.07968509584861394,0.5108798856096645,DAY_1_SUCCESS,DAY_GREEN0,Friday,2025-05,-0.0609175415530849,-0.235484275502662,-0.9961565571544484,-0.6708307585916562,0.5444513997059364,9.911243396581494
2025-05-26,3,2,2,2,0,0,1,0,1,0,61.730942285020156,59.71579231827784,-7.181134885572823,-6.420568511673249,53.21637426900585,0.3333333333333333,5.333333333333333,11.533676749124718,0.24338624338624337,1.644831267711624,1.5098087482900757,1.3868682630045888,DAY_2_SUCCESS,DAY_GREEN2,Monday,2025-05,-0.0609175415530849,-0.235484275502662,-0.9961565571544484,-0.6708307585916562,0.2469352912297662,9.911243396581494
2025-05-27,3,3,1,1,2,0,0,0,0,0,57.46499909977217,57.01962625144784,-5.307504630725165,-4.060124364963461,42.142857142857146,0.6666666666666666,3.3333333333333335,12.274736702206662,0.08309591642924977,1.425670765680234,-1.9342180094786723,-1.5228950909835597,DAY_3_SUCCESS,DAY_GREEN1,Tuesday,2025-05,-0.2715171683557837,0.2536986225819326,-0.9961565571544484,-0.6708307585916562,0.4897302828740679,9.911243396581494
2025-05-28,3,2,2,2,0,0,1,0,1,0,67.77895317369916,67.12521752611786,-6.097828097828092,-5.8539173119117125,41.47058823529412,0.6666666666666666,4.0,12.269841919747286,0.08663181478715459,2.672422477587302,0.6837478626951277,0.5257551467794238,DAY_2_SUCCESS,DAY_GREEN2,Wednesday,2025-05,1.2486633652103452,0.231051697817386,-0.5115848818385893,-0.5571185873944895,-0.0872854233343045,1.8459936622906348
2025-05-29,3,3,3,3,0,0,0,0,0,0,30.954361976616976,30.75033343158235,-6.042628395569575,-5.863038651602767,54.166666666666664,1.0,4.333333333333333,12.631401401263895,0.04479645716232328,2.9400715799096275,1.775627661750993,1.2091375058298566,DAY_3_SUCCESS,DAY_GREEN3,Thursday,2025-05,1.8909050053367735,1.029103033795753,0.3922843587802482,0.4011174227950942,-0.2322364589399939,-0.6732219801242612
2025-05-30,3,2,1,1,1,1,0,0,0,0,78.86101702061292,78.92129972489293,-0.06279218944815017,0.3304793768062068,58.386243386243386,0.3333333333333333,1.6666666666666667,4.89386998577197,0.11868309683843664,2.332251387572047,0.02426964505115962,0.02426964505115962,DAY_2_SUCCESS,DAY_GREEN1,Friday,2025-05,-0.8442866384380077,-0.2634831384372926,-0.3238444983200139,-0.00811884637959,-0.2322364589399939,-3.180399377715093
2025-06-02,3,3,3,3,0,0,0,0,0,0,36.77457987869686,36.21272157249982,-5.004473654381614,-1.9180395908336312,56.018518518518526,0.3333333333333333,3.6666666666666665,10.355144471289712,0.39887139887139894,1.7552845720311503,3.452333252117364,3.5521643597103747,DAY_3_SUCCESS,DAY_GREEN3,Monday,2025-06,-0.8442866384380077,-0.2634831384372926,-0.3238444983200139,-0.00811884637959,-0.4283677884789338,-3.180399377715093
2025-06-04,3,3,2,2,1,0,0,0,0,0,83.85359915755927,85.88863175682867,-1.4032304597098813,2.1000474280681893,40.90909090909091,0.0,3.6666666666666665,10.156551505265213,0.40429734547381607,0.9267903793771349,1.8686954322855087,2.071091285677895,DAY_3_SUCCESS,DAY_GREEN2,Wednesday,2025-06,-0.8442866384380077,-0.2634831384372926,0.3171819520221941,0.0073697275043249,-1.2070667479604058,-0.4522324550077616
2025-06-05,3,2,2,2,0,0,1,1,0,0,94.00697252091139,98.90090576980488,-0.6417429404918297,1.9751909924862605,48.75,0.3333333333333333,4.0,9.745500953917093,0.20419785536064605,1.2592510881739927,-1.191441133802762,-1.3932431429075927,DAY_2_SUCCESS,DAY_GREEN2,Thursday,2025-06,1.4872746170836226,0.8024419829114393,-0.8326614591924519,-0.5277340930292529,-0.4804972485287551,4.940368550432428
2025-06-09,3,2,1,1,1,0,1,0,1,0,53.48218887864332,54.3543139518107,0.10798810445763474,1.165585521880171,40.27777777777777,0.0,2.0,5.2041390341595495,0.24631973745897798,2.348371985283483,0.8280404022861121,1.123513576241671,DAY_2_SUCCESS,DAY_GREEN1,Monday,2025-06,1.4872746170836226,0.8024419829114393,1.1995782044671888,1.0280672806559643,-0.392881054157268,-9.25324202830431
2025-06-10,3,3,3,3,0,0,0,0,0,0,73.59457174473923,72.96775785959102,-1.9002133338028842,-1.022724164627305,56.94444444444445,0.0,1.0,6.253128552930121,0.11685823754789271,3.2035853312281426,3.354999464500826,3.6174046571597764,DAY_3_SUCCESS,DAY_GREEN3,Tuesday,2025-06,0.5630705554018789,0.9146700514256478,0.6316598643067106,0.5482960032501483,0.7408501680393087,-1.2237708994171426
2025-06-11,3,1,1,1,0,0,2,0,2,0,44.82528374043765,44.91381498084538,-0.5246782301048358,0.25940337224383825,42.989417989417994,0.0,1.6666666666666667,11.202352066598216,0.02941576549003605,4.4317570983934145,-0.044030203904636224,0.019444689709191554,DAY_1_SUCCESS,DAY_GREEN1,Wednesday,2025-06,1.2253425492278591,1.9566908713692928,-0.5027139247851586,-0.2743918089822439,0.1327096225474333,1.828905321468688
2025-06-12,3,2,0,0,2,0,1,1,0,0,68.50212508314456,70.11016242418303,-0.24287916026278764,0.25248875490817557,36.07628004179729,0.0,1.0,9.561396524335889,0.13815355874501548,2.5364700867873506,-1.428664204842293,-1.3985384243167347,DAY_2_SUCCESS,DAY_GREEN0,Thursday,2025-06,0.4468462766250347,0.401887344364038,0.2376136069347945,0.3822497940965563,-1.1642466445533128,4.403245763636199
2025-06-13,3,2,2,2,0,0,1,0,1,0,81.02361247224522,79.80386255433939,-2.9943881165090684,-0.8741675686583869,56.73076923076923,0.0,1.3333333333333333,5.39961204067901,0.3907647907647907,2.838949668289288,2.787483437568232,2.9097762464071066,DAY_2_SUCCESS,DAY_GREEN2,Friday,2025-06,-0.870196539076662,-2.6081449110139987,-1.3002422378854297,-1.129645375054178,-1.1642466445533128,15.538286159444612
2025-06-16,3,3,2,2,1,0,0,0,0,0,79.27929172328733,79.7906838316133,-0.27421343277384364,1.941422517382444,60.25974025974026,0.0,2.3333333333333335,5.39961204067901,0.3907647907647907,2.838949668289288,2.2671574738097706,3.154462483073509,DAY_3_SUCCESS,DAY_GREEN2,Monday,2025-06,-0.870196539076662,-2.6081449110139987,-1.3002422378854297,-1.129645375054178,-0.5391388429025645,15.538286159444612
2025-06-17,3,3,3,3,0,0,0,0,0,0,140.16865411856062,139.83219512368785,-0.13202986718860998,1.1755575012009076,54.72599296128707,0.0,2.6666666666666665,6.768174782910201,0.23095238095238094,2.7750153056577407,2.629078567605555,2.9292690949502673,DAY_3_SUCCESS,DAY_GREEN3,Tuesday,2025-06,0.1235296912436512,-0.2071378946555846,-0.914258565844428,-0.8352242873078675,1.673319683601182,13.029825701676724
